VariableName,zawakeID,awakeSeqID,level,costItemMap,exp,attrAddType,natureType,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,extraScene,extraAttrs,skillID,viceHeldItem,activeReq
2402503,2302,5,3,{502=2;gold=2160000;52301=22;501=1;59002=13},150,,,1,1391,7,277,8,277,9,193,10,193,,,,,
2402504,2302,5,4,{502=2;gold=2440000;52301=22;501=2;59002=13},150,,,1,1405,7,280,8,280,9,195,10,195,<6;10>,{14=500;16=500},,,
2402505,2302,5,5,{502=2;gold=2800000;52301=24;501=2;59002=14},150,,,1,1418,7,282,8,282,9,197,10,197,,,,,
2402506,2302,5,6,{502=3;gold=3060000;52301=24;501=2;59002=14},150,,,1,1432,7,285,8,285,9,198,10,198,,,,,
2402507,2302,5,7,{502=3;gold=3400000;52301=26;501=2;59002=15},150,,,1,1445,7,288,8,288,9,200,10,200,,,,,
2402508,2302,5,8,{200=1;gold=3660000;52301=26;210=1;59002=15},150,,,1,1459,7,291,8,291,9,202,10,202,<0>,{22=300;23=300},,,
2402601,2302,6,1,{502=2;gold=2400000;52301=22;59002=13},188,,,1,1461,7,291,8,291,9,203,10,203,,,,,
2402602,2302,6,2,{502=2;gold=2800000;52301=22;59002=13},188,,,1,1476,7,294,8,294,9,205,10,205,,,,,
2402603,2302,6,3,{502=3;gold=3240000;52301=24;501=2;59002=14},188,,,1,1490,7,297,8,297,9,207,10,207,,,,,
2402604,2302,6,4,{502=3;gold=3660000;52301=24;501=2;59002=14},188,,,1,1505,7,300,8,300,9,209,10,209,<13>,{22=800;23=800},,,
2402605,2302,6,5,{502=3;gold=4200000;52301=26;501=3;59002=15},188,,,1,1519,7,303,8,303,9,211,10,211,,,,,
2402606,2302,6,6,{502=3;gold=4600000;52301=26;501=3;59002=15},188,,,1,1534,7,306,8,306,9,213,10,213,<0>,{13=3%},,,
2402607,2302,6,7,{502=4;gold=5100000;52301=28;2152=1;501=3;59002=16},188,,,1,1549,7,308,8,308,9,215,10,215,,,,,
2402608,2302,6,8,{502=4;gold=5500000;52301=28;2152=1;501=3;59002=16},188,,,1,1563,7,311,8,311,9,217,10,217,,,79003,,{effort=11;zawakeStage=508;equipAwakeSum=4;equipStarSum=12}
2402701,2302,7,1,{502=2;59002=29;gold=3600000},165,,,1,1558,7,310,8,310,9,216,10,216,,,,,
2402702,2302,7,2,{502=2;59002=29;gold=4200000},165,,,1,1574,7,314,8,314,9,218,10,218,,,,,
2402703,2302,7,3,{502=2;gold=4860000;501=1;59002=32},165,,,1,1590,7,317,8,317,9,220,10,220,,,,,
2402704,2302,7,4,{502=2;gold=5500000;501=2;59002=32},165,,,1,1605,7,320,8,320,9,222,10,222,<0>,{25=300;24=300},,,
2402705,2302,7,5,{502=2;gold=6300000;501=2;59002=34},165,,,1,1621,7,323,8,323,9,225,10,225,,,,,
2402706,2302,7,6,{502=3;gold=6900000;501=2;59002=34},165,,,1,1636,7,326,8,326,9,227,10,227,,,,,
2402707,2302,7,7,{502=3;gold=7660000;501=2;59002=37},165,,,1,1652,7,329,8,329,9,229,10,229,,,,,
2402708,2302,7,8,{220=1;gold=8260000;230=1;59002=37},165,,,1,1667,7,332,8,332,9,231,10,231,<0>,{22=500;23=500},,,
2402801,2302,8,1,{502=2;59002=32;gold=5400000},203,,,1,1656,7,330,8,330,9,230,10,230,,,,,
2402802,2302,8,2,{502=2;59002=32;gold=6300000},203,,,1,1672,7,333,8,333,9,232,10,232,,,,,
2402803,2302,8,3,{502=3;gold=7300000;501=2;59002=34},203,,,1,1689,7,336,8,336,9,234,10,234,,,,,
2402804,2302,8,4,{502=3;gold=8260000;501=2;59002=34},203,,,1,1705,7,340,8,340,9,236,10,236,<0>,{97=300;96=300},,,
2402805,2302,8,5,{502=3;gold=9460000;501=3;59002=37},203,,,1,1722,7,343,8,343,9,239,10,239,,,,,
2402806,2302,8,6,{502=3;gold=10360000;501=3;59002=37},203,,,1,1739,7,346,8,346,9,241,10,241,,,,,
2402807,2302,8,7,{502=4;gold=11500000;2152=1;501=3;59002=40},203,,,1,1755,7,350,8,350,9,243,10,243,,,,,
2402808,2302,8,8,{502=4;19=100;501=3;2152=1;gold=12400000;59002=40},203,,,1,1772,7,353,8,353,9,246,10,246,<0>,{1=8%;7=8%;8=8%;9=8%;10=8%;13=8%},,,{effort=11;zawakeStage=708;nvalueSum=160;equipStarSum=15}
2451101,2351,1,1,{52351=4;59003=4;gold=230000},150,,,1,1322,7,263,8,263,9,183,10,183,,,,,
2451102,2351,1,2,{52351=4;59003=4;gold=270000},150,,,1,1335,7,266,8,266,9,185,10,185,,,,,
2451103,2351,1,3,{52351=5;59003=5;gold=320000},150,,,1,1348,7,268,8,268,9,187,10,187,,,,,
2451104,2351,1,4,{52351=5;59003=5;gold=360000},150,,,1,1362,7,271,8,271,9,188,10,188,<0>,{1=3%},,,
2451105,2351,1,5,{52351=6;59003=6;gold=410000},150,,,1,1375,7,274,8,274,9,190,10,190,,,,,
2451106,2351,1,6,{52351=6;59003=6;gold=450000;501=1},150,,,1,1388,7,276,8,276,9,192,10,192,,,,,
2451107,2351,1,7,{52351=7;59003=7;gold=500000;501=1},150,,,1,1401,7,279,8,279,9,194,10,194,,,,,
2451108,2351,1,8,{52351=7;59003=7;gold=540000;501=1},150,,,1,1415,7,281,8,281,9,196,10,196,<0>,{25=300;24=300},,,
2451201,2351,2,1,{52351=6;59003=6;gold=350000},180,,,1,1454,7,289,8,289,9,201,10,201,,,,,
2451202,2351,2,2,{52351=6;59003=6;gold=410000},180,,,1,1469,7,292,8,292,9,203,10,203,,,,,
2451203,2351,2,3,{52351=7;59003=7;gold=480000;501=1},180,,,1,1483,7,295,8,295,9,205,10,205,,,,,
2451204,2351,2,4,{52351=7;59003=7;gold=540000;501=1},180,,,1,1498,7,298,8,298,9,207,10,207,<0>,{7=3%;8=3%},,,
2451205,2351,2,5,{52351=8;59003=8;gold=620000;501=1},180,,,1,1512,7,301,8,301,9,209,10,209,,,,,
2451206,2351,2,6,{52351=8;59003=8;gold=680000;501=1},180,,,1,1527,7,304,8,304,9,211,10,211,,,,,
2451207,2351,2,7,{52351=9;59003=9;gold=750000;501=1},180,,,1,1541,7,307,8,307,9,213,10,213,,,,,
2451208,2351,2,8,{52351=9;59003=9;gold=810000},180,,,1,1556,7,310,8,310,9,215,10,215,,,79001,,{effort=7;zawakeStage=108;equipAwakeSum=2;equipStarSum=6}
2451301,2351,3,1,{52351=7;59003=7;gold=530000},210,,,1,1586,7,316,8,316,9,220,10,220,,,,,
2451302,2351,3,2,{52351=7;59003=7;gold=620000;501=1},210,,,1,1602,7,319,8,319,9,222,10,222,,,,,
2451303,2351,3,3,{52351=8;59003=8;gold=720000;501=1},210,,,1,1618,7,322,8,322,9,224,10,224,,,,,
2451304,2351,3,4,{52351=8;59003=8;gold=810000;501=1},210,,,1,1634,7,325,8,325,9,226,10,226,<2;12>,{25=500;24=500},,,
2451305,2351,3,5,{52351=9;59003=9;gold=930000;501=1},210,,,1,1650,7,328,8,328,9,228,10,228,,,,,
2451306,2351,3,6,{52351=9;59003=9;gold=1020000;501=1},210,,,1,1666,7,331,8,331,9,231,10,231,,,,,
2451307,2351,3,7,{52351=10;59003=10;gold=1130000;2152=1;501=2},210,,,1,1682,7,335,8,335,9,233,10,233,,,,,
2451308,2351,3,8,{52351=10;59003=10;234=1;gold=1220000;501=2;224=1},210,,,1,1697,7,338,8,338,9,235,10,235,,,79002,,{star=9;goodFeel=180;advance=15;zawakeStage=208}
2451401,2351,4,1,{52351=9;59003=9;gold=800000;501=1},240,,,1,1719,7,342,8,342,9,238,10,238,,,,,
2451402,2351,4,2,{52351=9;59003=9;gold=930000;501=1},240,,,1,1736,7,345,8,345,9,240,10,240,,,,,
2451403,2351,4,3,{52351=10;59003=10;gold=1080000;501=2},240,,,1,1753,7,349,8,349,9,243,10,243,,,,,
2451404,2351,4,4,{52351=10;59003=10;gold=1220000;501=2},240,,,1,1770,7,352,8,352,9,245,10,245,<0>,{14=300;16=300},,,
2451405,2351,4,5,{52351=11;59003=11;gold=1400000;501=2},240,,,1,1787,7,356,8,356,9,247,10,247,,,,,
2451406,2351,4,6,{52351=11;59003=11;gold=1530000;2152=1;501=2},240,,,1,1805,7,359,8,359,9,250,10,250,<0>,{91=300},,,
2451407,2351,4,7,{52351=12;59003=12;gold=1700000;2152=1;501=2},240,,,1,1822,7,362,8,362,9,252,10,252,,,,,
2451408,2351,4,8,{52351=12;59003=12;204=1;gold=1830000;214=1},240,,,1,1839,7,366,8,366,9,255,10,255,,,79004,,{effort=9;zawakeStage=308;nvalueSum=160;equipStarSum=12}
2451501,2351,5,1,{52351=10;59003=10;gold=1200000;521=2;501=2},300,,,1,1851,7,368,8,368,9,256,10,256,,,,,
2451502,2351,5,2,{52351=10;59003=10;gold=1400000;521=2;501=2},300,,,1,1869,7,372,8,372,9,259,10,259,,,,,
2451503,2351,5,3,{52351=11;59003=11;gold=1620000;521=2;501=2},300,,,1,1888,7,376,8,376,9,261,10,261,,,,,
2451504,2351,5,4,{52351=11;59003=11;gold=1830000;521=2;501=2},300,,,1,1906,7,379,8,379,9,264,10,264,<6;10>,{14=500;16=500},,,
2451505,2351,5,5,{52351=12;59003=12;gold=2100000;521=2;501=2},300,,,1,1925,7,383,8,383,9,266,10,266,,,,,
2451506,2351,5,6,{52351=12;59003=12;gold=2300000;521=3;501=3},300,,,1,1943,7,387,8,387,9,269,10,269,,,,,
2451507,2351,5,7,{52351=13;59003=13;gold=2550000;521=3;501=3},300,,,1,1962,7,390,8,390,9,272,10,272,,,,,
2451508,2351,5,8,{224=1;59003=13;234=1;gold=2750000;52351=13},300,,,1,1980,7,394,8,394,9,274,10,274,<0>,{22=300;23=300},,,
2451601,2351,6,1,{52351=11;59003=11;gold=1800000;521=2;501=2},375,,,1,1983,7,395,8,395,9,275,10,275,,,,,
2451602,2351,6,2,{52351=11;59003=11;gold=2100000;521=2;501=2},375,,,1,2003,7,398,8,398,9,277,10,277,,,,,
2451603,2351,6,3,{52351=12;59003=12;gold=2430000;521=3;501=2},375,,,1,2023,7,402,8,402,9,280,10,280,,,,,
2451604,2351,6,4,{52351=12;59003=12;gold=2750000;521=3;501=2},375,,,1,2042,7,406,8,406,9,283,10,283,<13>,{22=800;23=800},,,
2451605,2351,6,5,{52351=13;59003=13;gold=3150000;521=3;501=3},375,,,1,2062,7,410,8,410,9,285,10,285,,,,,
2451606,2351,6,6,{52351=13;59003=13;gold=3450000;521=3;501=3},375,,,1,2082,7,414,8,414,9,288,10,288,<0>,{13=3%},,,
2451607,2351,6,7,{52351=14;59003=14;204=1;gold=3830000;214=1;2153=1},375,,,1,2102,7,418,8,418,9,291,10,291,,,,,
2451608,2351,6,8,{52351=14;59003=14;gold=4130000;521=8;2153=1;501=6},375,,,1,2122,7,422,8,422,9,294,10,294,,,79003,,{effort=11;zawakeStage=508;equipAwakeSum=6;equipStarSum=18}
2451701,2351,7,1,{59003=22;gold=2700000;521=2;501=2},330,,,1,2115,7,421,8,421,9,293,10,293,,,,,
2451702,2351,7,2,{59003=22;gold=3150000;521=2;501=2},330,,,1,2136,7,425,8,425,9,296,10,296,,,,,
2451703,2351,7,3,{59003=23;gold=3650000;521=2;501=2},330,,,1,2158,7,429,8,429,9,299,10,299,,,,,
2451704,2351,7,4,{59003=23;gold=4130000;521=2;501=2},330,,,1,2179,7,433,8,433,9,302,10,302,<0>,{25=300;24=300},,,
2451705,2351,7,5,{59003=25;gold=4730000;521=2;501=2},330,,,1,2200,7,438,8,438,9,305,10,305,,,,,
2451706,2351,7,6,{59003=25;gold=5180000;521=3;501=3},330,,,1,2221,7,442,8,442,9,307,10,307,,,,,
2451707,2351,7,7,{59003=27;gold=5750000;521=3;501=3},330,,,1,2242,7,446,8,446,9,310,10,310,,,,,
2451708,2351,7,8,{224=1;59003=27;234=1;gold=6200000},330,,,1,2263,7,450,8,450,9,313,10,313,<0>,{22=500;23=500},,,
2451801,2351,8,1,{59003=23;gold=4050000;521=2;501=2},405,,,1,2247,7,447,8,447,9,311,10,311,,,,,
2451802,2351,8,2,{59003=23;gold=4730000;521=2;501=2},405,,,1,2270,7,452,8,452,9,314,10,314,,,,,
2451803,2351,8,3,{59003=24;gold=5480000;521=3;501=2},405,,,1,2292,7,456,8,456,9,317,10,317,,,,,
2451804,2351,8,4,{59003=24;gold=6200000;521=3;501=2},405,,,1,2315,7,461,8,461,9,320,10,320,<0>,{97=300;96=300},,,
2451805,2351,8,5,{59003=26;gold=7100000;521=3;501=3},405,,,1,2337,7,465,8,465,9,324,10,324,,,,,
2451806,2351,8,6,{59003=26;gold=7770000;521=3;501=3},405,,,1,2360,7,469,8,469,9,327,10,327,,,,,
2451807,2351,8,7,{59003=28;204=1;gold=8630000;214=1;2153=1},405,,,1,2382,7,474,8,474,9,330,10,330,,,,,
2451808,2351,8,8,{59003=28;gold=9300000;19=150;521=8;2153=1;501=6},405,,,1,2405,7,478,8,478,9,333,10,333,<0>,{1=8%;7=8%;8=8%;9=8%;10=8%;13=8%},,,{effort=13;zawakeStage=708;nvalueSum=180;equipStarSum=20}
2461101,2361,1,1,{59003=4;52361=4;gold=230000},150,,,1,1322,7,263,8,263,9,183,10,183,,,,,
2461102,2361,1,2,{59003=4;52361=4;gold=270000},150,,,1,1335,7,266,8,266,9,185,10,185,,,,,
2461103,2361,1,3,{59003=5;52361=5;gold=320000},150,,,1,1348,7,268,8,268,9,187,10,187,,,,,
2461104,2361,1,4,{59003=5;52361=5;gold=360000},150,,,1,1362,7,271,8,271,9,188,10,188,<0>,{1=3%},,,
2461105,2361,1,5,{59003=6;52361=6;gold=410000},150,,,1,1375,7,274,8,274,9,190,10,190,,,,,
2461106,2361,1,6,{59003=6;gold=450000;501=1;52361=6},150,,,1,1388,7,276,8,276,9,192,10,192,,,,,
2461107,2361,1,7,{59003=7;gold=500000;501=1;52361=7},150,,,1,1401,7,279,8,279,9,194,10,194,,,,,
2461108,2361,1,8,{59003=7;gold=540000;501=1;52361=7},150,,,1,1415,7,281,8,281,9,196,10,196,<0>,{25=300;24=300},,,
2461201,2361,2,1,{59003=6;52361=6;gold=350000},180,,,1,1454,7,289,8,289,9,201,10,201,,,,,
2461202,2361,2,2,{59003=6;52361=6;gold=410000},180,,,1,1469,7,292,8,292,9,203,10,203,,,,,
2461203,2361,2,3,{59003=7;gold=480000;501=1;52361=7},180,,,1,1483,7,295,8,295,9,205,10,205,,,,,
2461204,2361,2,4,{59003=7;gold=540000;501=1;52361=7},180,,,1,1498,7,298,8,298,9,207,10,207,<0>,{7=3%;8=3%},,,
2461205,2361,2,5,{59003=8;gold=620000;501=1;52361=8},180,,,1,1512,7,301,8,301,9,209,10,209,,,,,
2461206,2361,2,6,{59003=8;gold=680000;501=1;52361=8},180,,,1,1527,7,304,8,304,9,211,10,211,,,,,
2461207,2361,2,7,{59003=9;gold=750000;501=1;52361=9},180,,,1,1541,7,307,8,307,9,213,10,213,,,,,
2461208,2361,2,8,{59003=9;52361=9;gold=810000},180,,,1,1556,7,310,8,310,9,215,10,215,,,79001,,{effort=7;zawakeStage=108;equipAwakeSum=2;equipStarSum=6}
2461301,2361,3,1,{59003=7;52361=7;gold=530000},210,,,1,1586,7,316,8,316,9,220,10,220,,,,,
2461302,2361,3,2,{59003=7;gold=620000;501=1;52361=7},210,,,1,1602,7,319,8,319,9,222,10,222,,,,,
2461303,2361,3,3,{59003=8;gold=720000;501=1;52361=8},210,,,1,1618,7,322,8,322,9,224,10,224,,,,,
2461304,2361,3,4,{59003=8;gold=810000;501=1;52361=8},210,,,1,1634,7,325,8,325,9,226,10,226,<2;12>,{25=500;24=500},,,
2461305,2361,3,5,{59003=9;gold=930000;501=1;52361=9},210,,,1,1650,7,328,8,328,9,228,10,228,,,,,
2461306,2361,3,6,{59003=9;gold=1020000;501=1;52361=9},210,,,1,1666,7,331,8,331,9,231,10,231,,,,,
2461307,2361,3,7,{59003=10;gold=1130000;52361=10;2152=1;501=2},210,,,1,1682,7,335,8,335,9,233,10,233,,,,,
2461308,2361,3,8,{59003=10;gold=1220000;501=2;222=1;52361=10;232=1},210,,,1,1697,7,338,8,338,9,235,10,235,,,79002,,{star=9;goodFeel=180;advance=15;zawakeStage=208}
2461401,2361,4,1,{59003=9;gold=800000;501=1;52361=9},240,,,1,1719,7,342,8,342,9,238,10,238,,,,,
2461402,2361,4,2,{59003=9;gold=930000;501=1;52361=9},240,,,1,1736,7,345,8,345,9,240,10,240,,,,,
2461403,2361,4,3,{59003=10;gold=1080000;501=2;52361=10},240,,,1,1753,7,349,8,349,9,243,10,243,,,,,
2461404,2361,4,4,{59003=10;gold=1220000;501=2;52361=10},240,,,1,1770,7,352,8,352,9,245,10,245,<0>,{14=300;16=300},,,
2461405,2361,4,5,{59003=11;gold=1400000;501=2;52361=11},240,,,1,1787,7,356,8,356,9,247,10,247,,,,,
2461406,2361,4,6,{59003=11;gold=1530000;52361=11;2152=1;501=2},240,,,1,1805,7,359,8,359,9,250,10,250,<0>,{91=300},,,
2461407,2361,4,7,{59003=12;gold=1700000;52361=12;2152=1;501=2},240,,,1,1822,7,362,8,362,9,252,10,252,,,,,
2461408,2361,4,8,{59003=12;gold=1830000;212=1;52361=12;202=1},240,,,1,1839,7,366,8,366,9,255,10,255,,,79004,,{effort=9;zawakeStage=308;nvalueSum=160;equipStarSum=12}
2461501,2361,5,1,{59003=10;gold=1200000;521=2;52361=10;501=2},300,,,1,1851,7,368,8,368,9,256,10,256,,,,,
2461502,2361,5,2,{59003=10;gold=1400000;521=2;52361=10;501=2},300,,,1,1869,7,372,8,372,9,259,10,259,,,,,
2461503,2361,5,3,{59003=11;gold=1620000;521=2;52361=11;501=2},300,,,1,1888,7,376,8,376,9,261,10,261,,,,,
2461504,2361,5,4,{59003=11;gold=1830000;521=2;52361=11;501=2},300,,,1,1906,7,379,8,379,9,264,10,264,<6;10>,{14=500;16=500},,,
2461505,2361,5,5,{59003=12;gold=2100000;521=2;52361=12;501=2},300,,,1,1925,7,383,8,383,9,266,10,266,,,,,
2461506,2361,5,6,{59003=12;gold=2300000;521=3;52361=12;501=3},300,,,1,1943,7,387,8,387,9,269,10,269,,,,,
2461507,2361,5,7,{59003=13;gold=2550000;521=3;52361=13;501=3},300,,,1,1962,7,390,8,390,9,272,10,272,,,,,
2461508,2361,5,8,{59003=13;gold=2750000;222=1;52361=13;232=1},300,,,1,1980,7,394,8,394,9,274,10,274,<0>,{22=300;23=300},,,
2461601,2361,6,1,{59003=11;gold=1800000;521=2;52361=11;501=2},375,,,1,1983,7,395,8,395,9,275,10,275,,,,,
2461602,2361,6,2,{59003=11;gold=2100000;521=2;52361=11;501=2},375,,,1,2003,7,398,8,398,9,277,10,277,,,,,
2461603,2361,6,3,{59003=12;gold=2430000;521=3;52361=12;501=2},375,,,1,2023,7,402,8,402,9,280,10,280,,,,,
2461604,2361,6,4,{59003=12;gold=2750000;521=3;52361=12;501=2},375,,,1,2042,7,406,8,406,9,283,10,283,<13>,{22=800;23=800},,,
2461605,2361,6,5,{59003=13;gold=3150000;521=3;52361=13;501=3},375,,,1,2062,7,410,8,410,9,285,10,285,,,,,
2461606,2361,6,6,{59003=13;gold=3450000;521=3;52361=13;501=3},375,,,1,2082,7,414,8,414,9,288,10,288,<0>,{13=3%},,,
2461607,2361,6,7,{212=1;59003=14;gold=3830000;2153=1;52361=14;202=1},375,,,1,2102,7,418,8,418,9,291,10,291,,,,,
2461608,2361,6,8,{59003=14;2153=1;gold=4130000;521=8;52361=14;501=6},375,,,1,2122,7,422,8,422,9,294,10,294,,,79003,,{effort=11;zawakeStage=508;equipAwakeSum=6;equipStarSum=18}
2461701,2361,7,1,{59003=22;gold=2700000;521=2;501=2},330,,,1,2115,7,421,8,421,9,293,10,293,,,,,
2461702,2361,7,2,{59003=22;gold=3150000;521=2;501=2},330,,,1,2136,7,425,8,425,9,296,10,296,,,,,
2461703,2361,7,3,{59003=23;gold=3650000;521=2;501=2},330,,,1,2158,7,429,8,429,9,299,10,299,,,,,
2461704,2361,7,4,{59003=23;gold=4130000;521=2;501=2},330,,,1,2179,7,433,8,433,9,302,10,302,<0>,{25=300;24=300},,,
2461705,2361,7,5,{59003=25;gold=4730000;521=2;501=2},330,,,1,2200,7,438,8,438,9,305,10,305,,,,,
2461706,2361,7,6,{59003=25;gold=5180000;521=3;501=3},330,,,1,2221,7,442,8,442,9,307,10,307,,,,,
2461707,2361,7,7,{59003=27;gold=5750000;521=3;501=3},330,,,1,2242,7,446,8,446,9,310,10,310,,,,,
2461708,2361,7,8,{59003=27;gold=6200000;222=1;232=1},330,,,1,2263,7,450,8,450,9,313,10,313,<0>,{22=500;23=500},,,
2461801,2361,8,1,{59003=23;gold=4050000;521=2;501=2},405,,,1,2247,7,447,8,447,9,311,10,311,,,,,
2461802,2361,8,2,{59003=23;gold=4730000;521=2;501=2},405,,,1,2270,7,452,8,452,9,314,10,314,,,,,
2461803,2361,8,3,{59003=24;gold=5480000;521=3;501=2},405,,,1,2292,7,456,8,456,9,317,10,317,,,,,
2461804,2361,8,4,{59003=24;gold=6200000;521=3;501=2},405,,,1,2315,7,461,8,461,9,320,10,320,<0>,{97=300;96=300},,,
2461805,2361,8,5,{59003=26;gold=7100000;521=3;501=3},405,,,1,2337,7,465,8,465,9,324,10,324,,,,,
2461806,2361,8,6,{59003=26;gold=7770000;521=3;501=3},405,,,1,2360,7,469,8,469,9,327,10,327,,,,,
2461807,2361,8,7,{59003=28;gold=8630000;212=1;2153=1;202=1},405,,,1,2382,7,474,8,474,9,330,10,330,,,,,
2461808,2361,8,8,{59003=28;gold=9300000;19=150;521=8;2153=1;501=6},405,,,1,2405,7,478,8,478,9,333,10,333,<0>,{1=8%;7=8%;8=8%;9=8%;10=8%;13=8%},,,{effort=13;zawakeStage=708;nvalueSum=180;equipStarSum=20}
2471101,2371,1,1,{52371=4;gold=150000;59002=4},75,,,1,974,7,194,8,194,9,135,10,135,,,,,
2471102,2371,1,2,{52371=4;gold=180000;59002=4},75,,,1,984,7,196,8,196,9,136,10,136,,,,,
2471103,2371,1,3,{52371=5;gold=210000;59002=5},75,,,1,993,7,198,8,198,9,138,10,138,,,,,
2471104,2371,1,4,{52371=5;gold=240000;59002=5},75,,,1,1003,7,200,8,200,9,139,10,139,<0>,{1=3%},,,
2471105,2371,1,5,{52371=6;gold=270000;59002=6},75,,,1,1013,7,202,8,202,9,140,10,140,,,,,
2471106,2371,1,6,{52371=6;gold=300000;59002=6},75,,,1,1023,7,204,8,204,9,142,10,142,,,,,
2471107,2371,1,7,{52371=7;gold=330000;501=1;59002=7},75,,,1,1032,7,206,8,206,9,143,10,143,,,,,
2471108,2371,1,8,{52371=7;gold=360000;501=1;59002=7},75,,,1,1042,7,208,8,208,9,144,10,144,<0>,{25=300;24=300},,,
2471201,2371,2,1,{52371=6;gold=230000;59002=6},90,,,1,1071,7,213,8,213,9,149,10,149,,,,,
2471202,2371,2,2,{52371=6;gold=270000;59002=6},90,,,1,1082,7,216,8,216,9,150,10,150,,,,,
2471203,2371,2,3,{52371=7;gold=320000;59002=7},90,,,1,1093,7,218,8,218,9,151,10,151,,,,,
2471204,2371,2,4,{52371=7;gold=360000;59002=7},90,,,1,1104,7,220,8,220,9,153,10,153,<0>,{7=3%;8=3%},,,
2471205,2371,2,5,{52371=8;gold=410000;501=1;59002=8},90,,,1,1114,7,222,8,222,9,154,10,154,,,,,
2471206,2371,2,6,{52371=8;gold=450000;501=1;59002=8},90,,,1,1125,7,224,8,224,9,156,10,156,,,,,
2471207,2371,2,7,{52371=9;gold=500000;501=1;59002=9},90,,,1,1136,7,226,8,226,9,157,10,157,,,,,
2471208,2371,2,8,{52371=9;gold=540000;501=1;59002=9},90,,,1,1146,7,228,8,228,9,159,10,159,,,79001,,{effort=7;zawakeStage=108;equipAwakeSum=2;equipStarSum=6}
2471301,2371,3,1,{52371=7;gold=350000;59002=7},105,,,1,1169,7,233,8,233,9,162,10,162,,,,,
2471302,2371,3,2,{52371=7;gold=410000;59002=7},105,,,1,1180,7,235,8,235,9,164,10,164,,,,,
2471303,2371,3,3,{52371=8;gold=480000;501=1;59002=8},105,,,1,1192,7,237,8,237,9,165,10,165,,,,,
2471304,2371,3,4,{52371=8;gold=540000;501=1;59002=8},105,,,1,1204,7,240,8,240,9,167,10,167,<2;12>,{25=500;24=500},,,
2471305,2371,3,5,{52371=9;gold=620000;501=1;59002=9},105,,,1,1216,7,242,8,242,9,168,10,168,,,,,
2471306,2371,3,6,{52371=9;gold=680000;501=1;59002=9},105,,,1,1227,7,244,8,244,9,170,10,170,,,,,
2471307,2371,3,7,{52371=10;gold=750000;501=1;59002=10},105,,,1,1239,7,247,8,247,9,172,10,172,,,,,
2471308,2371,3,8,{52371=10;223=1;501=1;gold=810000;59002=10},105,,,1,1251,7,249,8,249,9,173,10,173,,,79002,,{star=9;goodFeel=160;advance=15;zawakeStage=208}
2471401,2371,4,1,{52371=9;gold=530000;59002=9},120,,,1,1266,7,252,8,252,9,176,10,176,,,,,
2471402,2371,4,2,{52371=9;gold=620000;59002=9},120,,,1,1279,7,255,8,255,9,177,10,177,,,,,
2471403,2371,4,3,{52371=10;gold=720000;501=1;59002=10},120,,,1,1292,7,257,8,257,9,179,10,179,,,,,
2471404,2371,4,4,{52371=10;gold=810000;501=1;59002=10},120,,,1,1304,7,260,8,260,9,181,10,181,<0>,{14=300;16=300},,,
2471405,2371,4,5,{52371=11;gold=930000;501=2;59002=11},120,,,1,1317,7,262,8,262,9,183,10,183,,,,,
2471406,2371,4,6,{52371=11;gold=1020000;501=2;59002=11},120,,,1,1330,7,265,8,265,9,184,10,184,<0>,{91=300},,,
2471407,2371,4,7,{52371=12;gold=1130000;233=1;501=2;59002=12},120,,,1,1342,7,267,8,267,9,186,10,186,,,,,
2471408,2371,4,8,{52371=12;gold=1220000;2152=1;501=2;59002=12},120,,,1,1355,7,270,8,270,9,188,10,188,,,79004,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=9}
2471501,2371,5,1,{502=2;52371=10;gold=800000;59002=10},150,,,1,1364,7,272,8,272,9,189,10,189,,,,,
2471502,2371,5,2,{502=2;52371=10;gold=930000;59002=10},150,,,1,1377,7,274,8,274,9,191,10,191,,,,,
2471503,2371,5,3,{502=2;52371=11;gold=1080000;501=1;59002=11},150,,,1,1391,7,277,8,277,9,193,10,193,,,,,
2471504,2371,5,4,{502=2;52371=11;gold=1220000;501=2;59002=11},150,,,1,1405,7,280,8,280,9,195,10,195,<6;10>,{14=500;16=500},,,
2471505,2371,5,5,{502=2;52371=12;gold=1400000;501=2;59002=12},150,,,1,1418,7,282,8,282,9,197,10,197,,,,,
2471506,2371,5,6,{502=3;52371=12;gold=1530000;501=2;59002=12},150,,,1,1432,7,285,8,285,9,198,10,198,,,,,
2471507,2371,5,7,{502=3;52371=13;gold=1700000;501=2;59002=13},150,,,1,1445,7,288,8,288,9,200,10,200,,,,,
2471508,2371,5,8,{203=1;52371=13;gold=1830000;213=1;59002=13},150,,,1,1459,7,291,8,291,9,202,10,202,<0>,{22=300;23=300},,,
2471601,2371,6,1,{502=2;52371=11;gold=1200000;59002=11},188,,,1,1461,7,291,8,291,9,203,10,203,,,,,
2471602,2371,6,2,{502=2;52371=11;gold=1400000;59002=11},188,,,1,1476,7,294,8,294,9,205,10,205,,,,,
2471603,2371,6,3,{502=3;52371=12;gold=1620000;501=2;59002=12},188,,,1,1490,7,297,8,297,9,207,10,207,,,,,
2471604,2371,6,4,{502=3;52371=12;gold=1830000;501=2;59002=12},188,,,1,1505,7,300,8,300,9,209,10,209,<13>,{22=800;23=800},,,
