VariableName,zawakeID,_beizhu,awakeSeqID,pos,scale,awakeDes1_cn,awakeDes1_tw,awakeDes1,awakeDes1_vn,awakeDes1_en,awakeDes1_th,awakeDes1_in,awakeDes1_ph,awakeDes1_ma,isOpen,unlockType1,unlockLimit1,unlockType2,unlockLimit2
152104,1421,,4,,,,,Passive skill enhanced!  ,Kỹ năng bị động được tăng cường!,Passive skill enhanced!  ,ทักษะพาสซีฟถูกเพิ่ม!  ,Skill pasif ditingkatkan!  ,Pinabuti ang passive skill!  ,Kemahiran pasif ditingkatkan!  ,1,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=9},,
152105,1421,,5,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,1,,{star=10;goodFeel=220;advance=16;zawakeStage=408},,
152106,1421,,6,,,,,Ultimate skill enhanced!  ,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!  ,ทักษะอัลติเมตถูกเพิ่ม!  ,Skill ultimate ditingkatkan!  ,Pinabuti ang ultimate skill!  ,Kemahiran akhir ditingkatkan!  ,1,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
152107,1421,,7,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{star=11;goodFeel=300;advance=17;zawakeStage=608},,
152108,1421,,8,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,คุณสมบัติถูกเพิ่ม,Atribut ditingkatkan,Pinabuti ang attribute,Atribut ditingkatkan,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=15},,
154101,1441,,1,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,1,,{star=8;advance=13;goodFeel=100},,
154102,1441,,2,,,,,Basic attack enhanced!  ,Tấn công cơ bản được tăng cường!,Basic attack enhanced!  ,ทักษะโจมตีพื้นฐานถูกเพิ่ม!  ,Serangan dasar ditingkatkan!  ,Pinabuti ang basic attack!  ,Serangan asas ditingkatkan!  ,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
154103,1441,,3,,,,,Small skill enhanced!  ,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!  ,ทักษะเล็กถูกเพิ่ม!  ,Skill kecil ditingkatkan!  ,Pinabuti ang maliit na skill!  ,Kemahiran kecil ditingkatkan!  ,1,,{star=9;goodFeel=150;advance=14;zawakeStage=208},,
154104,1441,,4,,,,,Passive skill enhanced!  ,Kỹ năng bị động được tăng cường!,Passive skill enhanced!  ,ทักษะพาสซีฟถูกเพิ่ม!  ,Skill pasif ditingkatkan!  ,Pinabuti ang passive skill!  ,Kemahiran pasif ditingkatkan!  ,1,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=8},,
154105,1441,,5,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,1,,{star=10;goodFeel=200;advance=15;zawakeStage=408},,
154106,1441,,6,,,,,Ultimate skill enhanced!  ,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!  ,ทักษะอัลติเมตถูกเพิ่ม!  ,Skill ultimate ditingkatkan!  ,Pinabuti ang ultimate skill!  ,Kemahiran akhir ditingkatkan!  ,1,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
154107,1441,,7,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{star=11;goodFeel=250;advance=16;zawakeStage=608},,
154108,1441,,8,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=12},,
160101,1501,,1,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,1,,{star=8;advance=13;goodFeel=100},,
160102,1501,,2,,,,,Basic attack enhanced!  ,Tấn công cơ bản được tăng cường!,Basic attack enhanced!  ,ทักษะโจมตีพื้นฐานถูกเพิ่ม!  ,Serangan dasar ditingkatkan!  ,Pinabuti ang basic attack!  ,Serangan asas ditingkatkan!  ,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
160103,1501,,3,,,,,Small skill enhanced!  ,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!  ,ทักษะเล็กถูกเพิ่ม!  ,Skill kecil ditingkatkan!  ,Pinabuti ang maliit na skill!  ,Kemahiran kecil ditingkatkan!  ,1,,{star=9;goodFeel=160;advance=15;zawakeStage=208},,
160104,1501,,4,,,,,Passive skill enhanced!  ,Kỹ năng bị động được tăng cường!,Passive skill enhanced!  ,ทักษะพาสซีฟถูกเพิ่ม!  ,Skill pasif ditingkatkan!  ,Pinabuti ang passive skill!  ,Kemahiran pasif ditingkatkan!  ,1,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=9},,
160105,1501,,5,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,1,,{star=10;goodFeel=220;advance=16;zawakeStage=408},,
160106,1501,,6,,,,,Ultimate skill enhanced!  ,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!  ,ทักษะอัลติเมตถูกเพิ่ม!  ,Skill ultimate ditingkatkan!  ,Pinabuti ang ultimate skill!  ,Kemahiran akhir ditingkatkan!  ,1,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
160107,1501,,7,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{star=11;goodFeel=300;advance=17;zawakeStage=608},,
160108,1501,,8,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=15},,
171101,1611,,1,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,1,,{star=8;advance=13;goodFeel=100},,
171102,1611,,2,,,,,Basic attack enhanced!  ,Tấn công cơ bản được tăng cường!,Basic attack enhanced!  ,ทักษะโจมตีพื้นฐานถูกเพิ่ม!  ,Serangan dasar ditingkatkan!  ,Pinabuti ang basic attack!  ,Serangan asas ditingkatkan!  ,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
171103,1611,,3,,,,,Small skill enhanced!  ,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!  ,ทักษะเล็กถูกเพิ่ม!  ,Skill kecil ditingkatkan!  ,Pinabuti ang maliit na skill!  ,Kemahiran kecil ditingkatkan!  ,1,,{star=9;goodFeel=150;advance=14;zawakeStage=208},,
171104,1611,,4,,,,,Passive skill enhanced!  ,Kỹ năng bị động được tăng cường!,Passive skill enhanced!  ,ทักษะพาสซีฟถูกเพิ่ม!  ,Skill pasif ditingkatkan!  ,Pinabuti ang passive skill!  ,Kemahiran pasif ditingkatkan!  ,1,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=8},,
171105,1611,,5,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,1,,{star=10;goodFeel=200;advance=15;zawakeStage=408},,
171106,1611,,6,,,,,Ultimate skill enhanced!  ,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!  ,ทักษะอัลติเมตถูกเพิ่ม!  ,Skill ultimate ditingkatkan!  ,Pinabuti ang ultimate skill!  ,Kemahiran akhir ditingkatkan!  ,1,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
171107,1611,,7,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{star=11;goodFeel=250;advance=16;zawakeStage=608},,
171108,1611,,8,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=12},,
190101,1801,,1,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,1,,{star=8;advance=13;goodFeel=100},,
190102,1801,,2,,,,,Basic attack enhanced!  ,Tấn công cơ bản được tăng cường!,Basic attack enhanced!  ,ทักษะโจมตีพื้นฐานถูกเพิ่ม!  ,Serangan dasar ditingkatkan!  ,Pinabuti ang basic attack!  ,Serangan asas ditingkatkan!  ,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
190103,1801,,3,,,,,Small skill enhanced!  ,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!  ,ทักษะเล็กถูกเพิ่ม!  ,Skill kecil ditingkatkan!  ,Pinabuti ang maliit na skill!  ,Kemahiran kecil ditingkatkan!  ,1,,{star=9;goodFeel=150;advance=14;zawakeStage=208},,
190104,1801,,4,,,,,Passive skill enhanced!  ,Kỹ năng bị động được tăng cường!,Passive skill enhanced!  ,ทักษะพาสซีฟถูกเพิ่ม!  ,Skill pasif ditingkatkan!  ,Pinabuti ang passive skill!  ,Kemahiran pasif ditingkatkan!  ,1,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=8},,
190105,1801,,5,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,1,,{star=10;goodFeel=200;advance=15;zawakeStage=408},,
190106,1801,,6,,,,,Ultimate skill enhanced!  ,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!  ,ทักษะอัลติเมตถูกเพิ่ม!  ,Skill ultimate ditingkatkan!  ,Pinabuti ang ultimate skill!  ,Kemahiran akhir ditingkatkan!  ,1,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
190107,1801,,7,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{star=11;goodFeel=250;advance=16;zawakeStage=608},,
190108,1801,,8,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=12},,
191101,1811,,1,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,1,,{star=8;advance=13;goodFeel=100},,
191102,1811,,2,,,,,Basic attack enhanced!  ,Tấn công cơ bản được tăng cường!,Basic attack enhanced!  ,ทักษะโจมตีพื้นฐานถูกเพิ่ม!  ,Serangan dasar ditingkatkan!  ,Pinabuti ang basic attack!  ,Serangan asas ditingkatkan!  ,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
191103,1811,,3,,,,,Small skill enhanced!  ,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!  ,ทักษะเล็กถูกเพิ่ม!  ,Skill kecil ditingkatkan!  ,Pinabuti ang maliit na skill!  ,Kemahiran kecil ditingkatkan!  ,1,,{star=9;goodFeel=160;advance=15;zawakeStage=208},,
191104,1811,,4,,,,,Passive skill enhanced!,Kỹ năng bị động được tăng cường!,Passive skill enhanced!,ทักษะพาสซีฟถูกเพิ่ม!,Skill pasif ditingkatkan!,Pinabuti ang passive skill!,Kemahiran pasif ditingkatkan!,1,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=9},,
191105,1811,,5,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{star=10;goodFeel=220;advance=16;zawakeStage=408},,
191106,1811,,6,,,,,Ultimate skill enhanced!  ,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!  ,ทักษะอัลติเมตถูกเพิ่ม!  ,Skill ultimate ditingkatkan!  ,Pinabuti ang ultimate skill!  ,Kemahiran akhir ditingkatkan!  ,,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
191107,1811,,7,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{star=11;goodFeel=300;advance=17;zawakeStage=608},,
191108,1811,,8,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=15},,
194101,1841,,1,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{star=8;advance=13;goodFeel=100},,
194102,1841,,2,,,,,Basic attack enhanced!  ,Tấn công cơ bản được tăng cường!,Basic attack enhanced!  ,ทักษะโจมตีพื้นฐานถูกเพิ่ม!  ,Serangan dasar ditingkatkan!  ,Pinabuti ang basic attack!  ,Serangan asas ditingkatkan!  ,,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
194103,1841,,3,,,,,Small skill enhanced!  ,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!  ,ทักษะเล็กถูกเพิ่ม!  ,Skill kecil ditingkatkan!  ,Pinabuti ang maliit na skill!  ,Kemahiran kecil ditingkatkan!  ,,,{star=9;goodFeel=160;advance=15;zawakeStage=208},,
194104,1841,,4,,,,,Passive skill enhanced!  ,Kỹ năng bị động được tăng cường!,Passive skill enhanced!  ,ทักษะพาสซีฟถูกเพิ่ม!  ,Skill pasif ditingkatkan!  ,Pinabuti ang passive skill!  ,Kemahiran pasif ditingkatkan!  ,,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=9},,
194105,1841,,5,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{star=10;goodFeel=220;advance=16;zawakeStage=408},,
194106,1841,,6,,,,,Ultimate skill enhanced!  ,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!  ,ทักษะอัลติเมตถูกเพิ่ม!  ,Skill ultimate ditingkatkan!  ,Pinabuti ang ultimate skill!  ,Kemahiran akhir ditingkatkan!  ,,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
194107,1841,,7,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{star=11;goodFeel=300;advance=17;zawakeStage=608},,
194108,1841,,8,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=15},,
195101,1851,,1,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,1,,{star=8;advance=13;goodFeel=100},,
195102,1851,,2,,,,,Basic attack enhanced!  ,Tấn công cơ bản được tăng cường!,Basic attack enhanced!  ,ทักษะโจมตีพื้นฐานถูกเพิ่ม!  ,Serangan dasar ditingkatkan!  ,Pinabuti ang basic attack!  ,Serangan asas ditingkatkan!  ,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
195103,1851,,3,,,,,Small skill enhanced!  ,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!  ,ทักษะเล็กถูกเพิ่ม!  ,Skill kecil ditingkatkan!  ,Pinabuti ang maliit na skill!  ,Kemahiran kecil ditingkatkan!  ,1,,{star=9;goodFeel=150;advance=14;zawakeStage=208},,
195104,1851,,4,,,,,Passive skill enhanced!  ,Kỹ năng bị động được tăng cường!,Passive skill enhanced!  ,ทักษะพาสซีฟถูกเพิ่ม!  ,Skill pasif ditingkatkan!  ,Pinabuti ang passive skill!  ,Kemahiran pasif ditingkatkan!  ,1,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=8},,
195105,1851,,5,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,1,,{star=10;goodFeel=200;advance=15;zawakeStage=408},,
195106,1851,,6,,,,,Ultimate skill enhanced!  ,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!  ,ทักษะอัลติเมตถูกเพิ่ม!  ,Skill ultimate ditingkatkan!  ,Pinabuti ang ultimate skill!  ,Kemahiran akhir ditingkatkan!  ,1,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
195107,1851,,7,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{star=11;goodFeel=250;advance=16;zawakeStage=608},,
195108,1851,,8,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=12},,
195201,1852,,1,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,1,,{star=8;advance=13;goodFeel=100},,
195202,1852,,2,,,,,Basic attack enhanced!  ,Tấn công cơ bản được tăng cường!,Basic attack enhanced!  ,ทักษะโจมตีพื้นฐานถูกเพิ่ม!  ,Serangan dasar ditingkatkan!  ,Pinabuti ang basic attack!  ,Serangan asas ditingkatkan!  ,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
195203,1852,,3,,,,,Small skill enhanced!  ,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!  ,ทักษะเล็กถูกเพิ่ม!  ,Skill kecil ditingkatkan!  ,Pinabuti ang maliit na skill!  ,Kemahiran kecil ditingkatkan!  ,1,,{star=9;goodFeel=150;advance=14;zawakeStage=208},,
195204,1852,,4,,,,,Passive skill enhanced!  ,Kỹ năng bị động được tăng cường!,Passive skill enhanced!  ,ทักษะพาสซีฟถูกเพิ่ม!  ,Skill pasif ditingkatkan!  ,Pinabuti ang passive skill!  ,Kemahiran pasif ditingkatkan!  ,1,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=8},,
195205,1852,,5,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,1,,{star=10;goodFeel=200;advance=15;zawakeStage=408},,
195206,1852,,6,,,,,Ultimate skill enhanced!  ,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!  ,ทักษะอัลติเมตถูกเพิ่ม!  ,Skill ultimate ditingkatkan!  ,Pinabuti ang ultimate skill!  ,Kemahiran akhir ditingkatkan!  ,1,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
195207,1852,,7,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{star=11;goodFeel=250;advance=16;zawakeStage=608},,
195208,1852,,8,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=12},,
196101,1861,,1,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{star=8;advance=13;goodFeel=100},,
196102,1861,,2,,,,,Basic attack enhanced!  ,Tấn công cơ bản được tăng cường!,Basic attack enhanced!  ,ทักษะโจมตีพื้นฐานถูกเพิ่ม!  ,Serangan dasar ditingkatkan!  ,Pinabuti ang basic attack!  ,Serangan asas ditingkatkan!  ,,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
196103,1861,,3,,,,,Small skill enhanced!  ,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!  ,ทักษะเล็กถูกเพิ่ม!  ,Skill kecil ditingkatkan!  ,Pinabuti ang maliit na skill!  ,Kemahiran kecil ditingkatkan!  ,,,{star=9;goodFeel=150;advance=14;zawakeStage=208},,
196104,1861,,4,,,,,Passive skill enhanced!  ,Kỹ năng bị động được tăng cường!,Passive skill enhanced!  ,ทักษะพาสซีฟถูกเพิ่ม!  ,Skill pasif ditingkatkan!  ,Pinabuti ang passive skill!  ,Kemahiran pasif ditingkatkan!  ,,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=8},,
196105,1861,,5,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{star=10;goodFeel=200;advance=15;zawakeStage=408},,
196106,1861,,6,,,,,Ultimate skill enhanced!  ,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!  ,ทักษะอัลติเมตถูกเพิ่ม!  ,Skill ultimate ditingkatkan!  ,Pinabuti ang ultimate skill!  ,Kemahiran akhir ditingkatkan!  ,,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
196107,1861,,7,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{star=11;goodFeel=250;advance=16;zawakeStage=608},,
196108,1861,,8,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=12},,
199101,1891,,1,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,1,,{star=8;advance=13;goodFeel=100},,
199102,1891,,2,,,,,Basic attack enhanced!  ,Tấn công cơ bản được tăng cường!,Basic attack enhanced!  ,ทักษะโจมตีพื้นฐานถูกเพิ่ม!  ,Serangan dasar ditingkatkan!  ,Pinabuti ang basic attack!  ,Serangan asas ditingkatkan!  ,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
199103,1891,,3,,,,,Small skill enhanced!  ,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!  ,ทักษะเล็กถูกเพิ่ม!  ,Skill kecil ditingkatkan!  ,Pinabuti ang maliit na skill!  ,Kemahiran kecil ditingkatkan!  ,1,,{star=9;goodFeel=160;advance=15;zawakeStage=208},,
199104,1891,,4,,,,,Passive skill enhanced!  ,Kỹ năng bị động được tăng cường!,Passive skill enhanced!  ,ทักษะพาสซีฟถูกเพิ่ม!  ,Skill pasif ditingkatkan!  ,Pinabuti ang passive skill!  ,Kemahiran pasif ditingkatkan!  ,1,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=9},,
199105,1891,,5,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{star=10;goodFeel=220;advance=16;zawakeStage=408},,
199106,1891,,6,,,,,Ultimate skill enhanced!  ,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!  ,ทักษะอัลติเมตถูกเพิ่ม!  ,Skill ultimate ditingkatkan!  ,Pinabuti ang ultimate skill!  ,Kemahiran akhir ditingkatkan!  ,,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
199107,1891,,7,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{star=11;goodFeel=300;advance=17;zawakeStage=608},,
199108,1891,,8,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=15},,
200101,1901,,1,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,1,,{star=8;advance=13;goodFeel=100},,
200102,1901,,2,,,,,Basic attack enhanced!  ,Tấn công cơ bản được tăng cường!,Basic attack enhanced!  ,ทักษะโจมตีพื้นฐานถูกเพิ่ม!  ,Serangan dasar ditingkatkan!  ,Pinabuti ang basic attack!  ,Serangan asas ditingkatkan!  ,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
