VariableName,gateID,_beizhu,itemMap,count,probability,itemCount
2720,11809,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2721,11810,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2722,11901,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2723,11902,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2724,11903,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2725,11904,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2726,11905,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2727,11906,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2728,11907,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2729,11908,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2730,11909,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2731,11910,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2732,12001,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2733,12002,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2734,12003,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2735,12004,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2736,12005,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2737,12006,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2738,12007,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2739,12008,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2740,12009,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2741,12010,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2742,12101,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2743,12102,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2744,12103,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2745,12104,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2746,12105,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2747,12106,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2748,12107,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2749,12108,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2750,12109,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2751,12110,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2752,12201,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2753,12202,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2754,12203,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2755,12204,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2756,12205,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2757,12206,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2758,12207,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2759,12208,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2760,12209,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2761,12210,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2762,12301,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2763,12302,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2764,12303,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2765,12304,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2766,12305,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2767,12306,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2768,12307,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2769,12308,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2770,12309,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2771,12310,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2772,12401,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2773,12402,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2774,12403,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2775,12404,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2776,12405,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2777,12406,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2778,12407,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2779,12408,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2780,12409,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2781,12410,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2782,12501,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2783,12502,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2784,12503,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2785,12504,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2786,12505,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2787,12506,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2788,12507,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2789,12508,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2790,12509,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2791,12510,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2792,12601,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2793,12602,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2794,12603,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2795,12604,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2796,12605,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2797,12606,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2798,12607,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2799,12608,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2800,12609,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2801,12610,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2901,21301,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2902,21302,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2903,21303,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2904,21304,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2905,21305,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2906,21401,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2907,21402,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2908,21403,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2909,21404,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2910,21405,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2911,21501,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2912,21502,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2913,21503,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2914,21504,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2915,21505,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2916,21601,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2917,21602,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2918,21603,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2919,21604,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2920,21605,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2921,21701,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2922,21702,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2923,21703,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2924,21704,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2925,21705,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2926,21801,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2927,21802,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2928,21803,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2929,21804,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2930,21805,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2931,21901,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2932,21902,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2933,21903,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2934,21904,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2935,21905,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2936,22001,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2937,22002,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2938,22003,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2939,22004,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2940,22005,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2941,22101,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2942,22102,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2943,22103,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2944,22104,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2945,22105,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2946,22201,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2947,22202,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2948,22203,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2949,22204,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2950,22205,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2951,22301,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2952,22302,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2953,22303,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2954,22304,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2955,22305,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2956,22401,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2957,22402,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2958,22403,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2959,22404,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2960,22405,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2961,22501,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2962,22502,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2963,22503,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2964,22504,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2965,22505,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2966,22601,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2967,22602,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2968,22603,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2969,22604,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
2970,22605,,{30206=100;502=100;30203=100;30207=100;30204=100;30208=100;30201=100;30205=100;30209=100;30202=100;100=100},,0.3,
6001,60201,,{609=100;618=100;606=100;615=100;612=100},16,74,
6002,60201,,{607=100;616=100;613=100;610=100;619=100},3,74,
6003,60201,,{614=100;611=100;620=100;608=100;617=100},0,74,
6011,60202,,{609=100;618=100;606=100;615=100;612=100},31,74,
6012,60202,,{607=100;616=100;613=100;610=100;619=100},4,74,
6013,60202,,{614=100;611=100;620=100;608=100;617=100},0,74,
6021,60203,,{609=100;618=100;606=100;615=100;612=100},23,74,
6022,60203,,{607=100;616=100;613=100;610=100;619=100},0,74,
6023,60203,,{614=100;611=100;620=100;608=100;617=100},3,74,
6031,60204,,{609=100;618=100;606=100;615=100;612=100},23,74,
6032,60204,,{607=100;616=100;613=100;610=100;619=100},4,74,
6033,60204,,{614=100;611=100;620=100;608=100;617=100},3,74,
6041,60205,,{609=100;618=100;606=100;615=100;612=100},31,74,
6042,60205,,{607=100;616=100;613=100;610=100;619=100},8,74,
6043,60205,,{614=100;611=100;620=100;608=100;617=100},3,74,
6051,60206,,{609=100;618=100;606=100;615=100;612=100},47,74,
6052,60206,,{607=100;616=100;613=100;610=100;619=100},8,74,
6053,60206,,{614=100;611=100;620=100;608=100;617=100},4,74,
6061,60207,,{609=100;618=100;606=100;615=100;612=100},55,74,
6062,60207,,{607=100;616=100;613=100;610=100;619=100},10,74,
6063,60207,,{614=100;611=100;620=100;608=100;617=100},5,74,
6101,60251,,{609=100;618=100;606=100;615=100;612=100},16,74,
6102,60251,,{607=100;616=100;613=100;610=100;619=100},3,74,
6103,60251,,{614=100;611=100;620=100;608=100;617=100},0,74,
6111,60252,,{609=100;618=100;606=100;615=100;612=100},31,74,
6112,60252,,{607=100;616=100;613=100;610=100;619=100},4,74,
6113,60252,,{614=100;611=100;620=100;608=100;617=100},0,74,
6121,60253,,{609=100;618=100;606=100;615=100;612=100},23,74,
6122,60253,,{607=100;616=100;613=100;610=100;619=100},0,74,
6123,60253,,{614=100;611=100;620=100;608=100;617=100},3,74,
6131,60254,,{609=100;618=100;606=100;615=100;612=100},23,74,
6132,60254,,{607=100;616=100;613=100;610=100;619=100},4,74,
6133,60254,,{614=100;611=100;620=100;608=100;617=100},3,74,
6141,60255,,{609=100;618=100;606=100;615=100;612=100},31,74,
6142,60255,,{607=100;616=100;613=100;610=100;619=100},8,74,
6143,60255,,{614=100;611=100;620=100;608=100;617=100},3,74,
6151,60256,,{609=100;618=100;606=100;615=100;612=100},47,74,
6152,60256,,{607=100;616=100;613=100;610=100;619=100},8,74,
6153,60256,,{614=100;611=100;620=100;608=100;617=100},4,74,
6161,60257,,{609=100;618=100;606=100;615=100;612=100},55,74,
6162,60257,,{607=100;616=100;613=100;610=100;619=100},10,74,
6163,60257,,{614=100;611=100;620=100;608=100;617=100},5,74,
6201,60301,,{609=100;618=100;606=100;615=100;612=100},12,60,
6202,60301,,{607=100;616=100;613=100;610=100;619=100},2,60,
6203,60301,,{614=100;611=100;620=100;608=100;617=100},0,60,
6211,60302,,{609=100;618=100;606=100;615=100;612=100},24,60,
6212,60302,,{607=100;616=100;613=100;610=100;619=100},3,60,
6213,60302,,{614=100;611=100;620=100;608=100;617=100},0,60,
6221,60303,,{609=100;618=100;606=100;615=100;612=100},18,60,
6222,60303,,{607=100;616=100;613=100;610=100;619=100},0,60,
6223,60303,,{614=100;611=100;620=100;608=100;617=100},2,60,
6231,60304,,{609=100;618=100;606=100;615=100;612=100},21,60,
6232,60304,,{607=100;616=100;613=100;610=100;619=100},3,60,
6233,60304,,{614=100;611=100;620=100;608=100;617=100},2,60,
6241,60305,,{609=100;618=100;606=100;615=100;612=100},24,60,
6242,60305,,{607=100;616=100;613=100;610=100;619=100},6,60,
6243,60305,,{614=100;611=100;620=100;608=100;617=100},2,60,
6251,60306,,{609=100;618=100;606=100;615=100;612=100},36,60,
6252,60306,,{607=100;616=100;613=100;610=100;619=100},6,60,
6253,60306,,{614=100;611=100;620=100;608=100;617=100},3,60,
6261,60307,,{609=100;618=100;606=100;615=100;612=100},45,60,
6262,60307,,{607=100;616=100;613=100;610=100;619=100},9,60,
6263,60307,,{614=100;611=100;620=100;608=100;617=100},3,60,
6301,60321,,{609=100;618=100;606=100;615=100;612=100},12,60,
6302,60321,,{607=100;616=100;613=100;610=100;619=100},2,60,
6303,60321,,{614=100;611=100;620=100;608=100;617=100},0,60,
6311,60322,,{609=100;618=100;606=100;615=100;612=100},24,60,
6312,60322,,{607=100;616=100;613=100;610=100;619=100},3,60,
6313,60322,,{614=100;611=100;620=100;608=100;617=100},0,60,
6321,60323,,{609=100;618=100;606=100;615=100;612=100},18,60,
6322,60323,,{607=100;616=100;613=100;610=100;619=100},0,60,
6323,60323,,{614=100;611=100;620=100;608=100;617=100},2,60,
6331,60324,,{609=100;618=100;606=100;615=100;612=100},21,60,
6332,60324,,{607=100;616=100;613=100;610=100;619=100},3,60,
6333,60324,,{614=100;611=100;620=100;608=100;617=100},2,60,
6341,60325,,{609=100;618=100;606=100;615=100;612=100},24,60,
6342,60325,,{607=100;616=100;613=100;610=100;619=100},6,60,
6343,60325,,{614=100;611=100;620=100;608=100;617=100},2,60,
6351,60326,,{609=100;618=100;606=100;615=100;612=100},36,60,
6352,60326,,{607=100;616=100;613=100;610=100;619=100},6,60,
6353,60326,,{614=100;611=100;620=100;608=100;617=100},3,60,
6361,60327,,{609=100;618=100;606=100;615=100;612=100},45,60,
6362,60327,,{607=100;616=100;613=100;610=100;619=100},9,60,
6363,60327,,{614=100;611=100;620=100;608=100;617=100},3,60,
6401,60341,,{609=100;618=100;606=100;615=100;612=100},12,60,
6402,60341,,{607=100;616=100;613=100;610=100;619=100},2,60,
6403,60341,,{614=100;611=100;620=100;608=100;617=100},0,60,
6411,60342,,{609=100;618=100;606=100;615=100;612=100},24,60,
6412,60342,,{607=100;616=100;613=100;610=100;619=100},3,60,
6413,60342,,{614=100;611=100;620=100;608=100;617=100},0,60,
6421,60343,,{609=100;618=100;606=100;615=100;612=100},18,60,
6422,60343,,{607=100;616=100;613=100;610=100;619=100},0,60,
6423,60343,,{614=100;611=100;620=100;608=100;617=100},2,60,
6431,60344,,{609=100;618=100;606=100;615=100;612=100},21,60,
6432,60344,,{607=100;616=100;613=100;610=100;619=100},3,60,
6433,60344,,{614=100;611=100;620=100;608=100;617=100},2,60,
6441,60345,,{609=100;618=100;606=100;615=100;612=100},24,60,
6442,60345,,{607=100;616=100;613=100;610=100;619=100},6,60,
6443,60345,,{614=100;611=100;620=100;608=100;617=100},2,60,
6451,60346,,{609=100;618=100;606=100;615=100;612=100},36,60,
6452,60346,,{607=100;616=100;613=100;610=100;619=100},6,60,
6453,60346,,{614=100;611=100;620=100;608=100;617=100},3,60,
6461,60347,,{609=100;618=100;606=100;615=100;612=100},45,60,
6462,60347,,{607=100;616=100;613=100;610=100;619=100},9,60,
6463,60347,,{614=100;611=100;620=100;608=100;617=100},3,60,
6501,60361,,{609=100;618=100;606=100;615=100;612=100},12,60,
6502,60361,,{607=100;616=100;613=100;610=100;619=100},2,60,
6503,60361,,{614=100;611=100;620=100;608=100;617=100},0,60,
6511,60362,,{609=100;618=100;606=100;615=100;612=100},24,60,
6512,60362,,{607=100;616=100;613=100;610=100;619=100},3,60,
6513,60362,,{614=100;611=100;620=100;608=100;617=100},0,60,
6521,60363,,{609=100;618=100;606=100;615=100;612=100},18,60,
6522,60363,,{607=100;616=100;613=100;610=100;619=100},0,60,
6523,60363,,{614=100;611=100;620=100;608=100;617=100},2,60,
