VariableName,drawType,_comment,drawTriggerType,drawTriggerTimes,weightStart,weightEnd,effectLimit,startCount,probInit,probStep,probLimit,probMiniTimes,probEffectInterval,lotteryType1,lotteryWeight1,lotteryType2,lotteryWeight2,lotteryType3,lotteryWeight3,lotteryType4,lotteryWeight4,lotteryType5,lotteryWeight5,lotteryType6,lotteryWeight6,lotteryType7,lotteryWeight7,lotteryType8,lotteryWeight8,lotteryType9,lotteryWeight9,lotteryType10,lotteryWeight10
13806,limit_up_gem_rmb10_20080,,0,2,,,,,,,,,,{8301=5;8302=2;8017=2;8303=1},100,{8301=6;8302=1;8017=2;8303=1},50,{8301=5;8302=3;8017=1;8303=1},50,{8301=4;8302=4;8017=1;8303=1},50,{8301=4;8302=2;8017=2;8303=2},100,{8301=5;8302=1;8017=2;8303=2},50,{8301=4;8302=3;8017=1;8303=2},50,{8301=5;8302=2;8017=1;8303=2},50,,,,
13901,limit_up_gem_rmb1_20060,,1,60,0.0045,0.0102,,60,,,,,,{8105=1},100,,,,,,,,,,,,,,,,,,
13902,limit_up_gem_rmb1_20060,,1,40,0.02,0.08,1,40,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
13903,limit_up_gem_rmb1_20060,,1,20,0.015,0.025,,20,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
13904,limit_up_gem_rmb1_20060,,1,10,0.06,0.14,1,10,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
13905,limit_up_gem_rmb1_20060,,3,1,,,1,,,,,,,{8103=1},100,,,,,,,,,,,,,,,,,,
13906,limit_up_gem_rmb1_20060,,0,2,,,,,,,,,,{8101=1},57,{8102=1},22,{8103=1},8,{8017=1},13,,,,,,,,,,,,
14001,limit_up_gem_rmb10_20060,,1,11,0.054,0.113,,10,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,{8103=1;8102=2;8105=1;8017=2;8101=4},50,{8103=1;8102=3;8105=1;8017=1;8101=4},50,{8103=1;8102=3;8105=1;8017=2;8101=3},50,,,,,,,,
14002,limit_up_gem_rmb10_20060,,1,6,0.05,0.45,1,6,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,,,,,,,,,,,,,,
14003,limit_up_gem_rmb10_20060,,1,1,0.3,0.4,1,1,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,,,,,,,,,,,,,,
14004,limit_up_gem_rmb10_20060,,1,1,0.05,0.45,,1,,,,,,{8102=2;8104=1;8017=2;8101=5},100,{8102=3;8104=1;8017=2;8101=4},100,{8102=3;8104=1;8017=1;8101=5},100,{8103=1;8102=2;8104=1;8017=2;8101=4},50,{8103=1;8102=3;8104=1;8017=1;8101=4},50,{8103=1;8102=3;8104=1;8017=2;8101=3},50,,,,,,,,
14005,limit_up_gem_rmb10_20060,,3,1,,,1,,,,,,,{8102=2;8104=1;8017=2;8101=5},100,{8102=3;8104=1;8017=2;8101=4},100,{8102=3;8104=1;8017=1;8101=5},100,,,,,,,,,,,,,,
14006,limit_up_gem_rmb10_20060,,0,2,,,,,,,,,,{8102=2;8101=5;8017=2;8103=1},100,{8102=1;8101=6;8017=2;8103=1},50,{8102=3;8101=5;8017=1;8103=1},50,{8102=4;8101=4;8017=1;8103=1},50,{8102=2;8101=4;8017=2;8103=2},100,{8102=1;8101=5;8017=2;8103=2},50,{8102=3;8101=4;8017=1;8103=2},50,{8102=2;8101=5;8017=1;8103=2},50,,,,
14007,limit_up_gem_rmb1_202402034,,1,60,0.0045,0.0102,,60,,,,,,{8105=1},100,,,,,,,,,,,,,,,,,,
14008,limit_up_gem_rmb1_202402034,,1,40,0.02,0.08,1,40,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
14009,limit_up_gem_rmb1_202402034,,1,20,0.015,0.025,,20,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
14010,limit_up_gem_rmb1_202402034,,1,10,0.06,0.14,1,10,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
14011,limit_up_gem_rmb1_202402034,,3,1,,,1,,,,,,,{8103=1},100,,,,,,,,,,,,,,,,,,
14012,limit_up_gem_rmb1_202402034,,0,2,,,,,,,,,,{8101=1},57,{8102=1},22,{8103=1},8,{8017=1},13,,,,,,,,,,,,
14013,limit_up_gem_rmb10_202402034,,1,11,0.054,0.113,,10,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,{8103=1;8102=2;8105=1;8017=2;8101=4},50,{8103=1;8102=3;8105=1;8017=1;8101=4},50,{8103=1;8102=3;8105=1;8017=2;8101=3},50,,,,,,,,
14014,limit_up_gem_rmb10_202402034,,1,6,0.05,0.45,1,6,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,,,,,,,,,,,,,,
14015,limit_up_gem_rmb10_202402034,,1,1,0.3,0.4,1,1,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,,,,,,,,,,,,,,
14016,limit_up_gem_rmb10_202402034,,1,1,0.05,0.45,,1,,,,,,{8102=2;8104=1;8017=2;8101=5},100,{8102=3;8104=1;8017=2;8101=4},100,{8102=3;8104=1;8017=1;8101=5},100,{8103=1;8102=2;8104=1;8017=2;8101=4},50,{8103=1;8102=3;8104=1;8017=1;8101=4},50,{8103=1;8102=3;8104=1;8017=2;8101=3},50,,,,,,,,
14017,limit_up_gem_rmb10_202402034,,3,1,,,1,,,,,,,{8102=2;8104=1;8017=2;8101=5},100,{8102=3;8104=1;8017=2;8101=4},100,{8102=3;8104=1;8017=1;8101=5},100,,,,,,,,,,,,,,
14018,limit_up_gem_rmb10_202402034,,0,2,,,,,,,,,,{8102=2;8101=5;8017=2;8103=1},100,{8102=1;8101=6;8017=2;8103=1},50,{8102=3;8101=5;8017=1;8103=1},50,{8102=4;8101=4;8017=1;8103=1},50,{8102=2;8101=4;8017=2;8103=2},100,{8102=1;8101=5;8017=2;8103=2},50,{8102=3;8101=4;8017=1;8103=2},50,{8102=2;8101=5;8017=1;8103=2},50,,,,
14019,limit_up_gem_rmb1_80248,,1,60,0.0045,0.0102,,60,,,,,,{8105=1},100,,,,,,,,,,,,,,,,,,
14020,limit_up_gem_rmb1_80248,,1,40,0.02,0.08,1,40,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
14021,limit_up_gem_rmb1_80248,,1,20,0.015,0.025,,20,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
14022,limit_up_gem_rmb1_80248,,1,10,0.06,0.14,1,10,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
14023,limit_up_gem_rmb1_80248,,3,1,,,1,,,,,,,{8103=1},100,,,,,,,,,,,,,,,,,,
14024,limit_up_gem_rmb1_80248,,0,2,,,,,,,,,,{8101=1},57,{8102=1},22,{8103=1},8,{8017=1},13,,,,,,,,,,,,
14025,limit_up_gem_rmb10_80248,,1,11,0.054,0.113,,10,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,{8103=1;8102=2;8105=1;8017=2;8101=4},50,{8103=1;8102=3;8105=1;8017=1;8101=4},50,{8103=1;8102=3;8105=1;8017=2;8101=3},50,,,,,,,,
14026,limit_up_gem_rmb10_80248,,1,6,0.05,0.45,1,6,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,,,,,,,,,,,,,,
14027,limit_up_gem_rmb10_80248,,1,1,0.3,0.4,1,1,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,,,,,,,,,,,,,,
14028,limit_up_gem_rmb10_80248,,1,1,0.05,0.45,,1,,,,,,{8102=2;8104=1;8017=2;8101=5},100,{8102=3;8104=1;8017=2;8101=4},100,{8102=3;8104=1;8017=1;8101=5},100,{8103=1;8102=2;8104=1;8017=2;8101=4},50,{8103=1;8102=3;8104=1;8017=1;8101=4},50,{8103=1;8102=3;8104=1;8017=2;8101=3},50,,,,,,,,
14029,limit_up_gem_rmb10_80248,,3,1,,,1,,,,,,,{8102=2;8104=1;8017=2;8101=5},100,{8102=3;8104=1;8017=2;8101=4},100,{8102=3;8104=1;8017=1;8101=5},100,,,,,,,,,,,,,,
14030,limit_up_gem_rmb10_80248,,0,2,,,,,,,,,,{8102=2;8101=5;8017=2;8103=1},100,{8102=1;8101=6;8017=2;8103=1},50,{8102=3;8101=5;8017=1;8103=1},50,{8102=4;8101=4;8017=1;8103=1},50,{8102=2;8101=4;8017=2;8103=2},100,{8102=1;8101=5;8017=2;8103=2},50,{8102=3;8101=4;8017=1;8103=2},50,{8102=2;8101=5;8017=1;8103=2},50,,,,
14031,limit_up_gem_rmb1_80257,,1,60,0.0045,0.0102,,60,,,,,,{8105=1},100,,,,,,,,,,,,,,,,,,
14032,limit_up_gem_rmb1_80257,,1,40,0.02,0.08,1,40,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
14033,limit_up_gem_rmb1_80257,,1,20,0.015,0.025,,20,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
14034,limit_up_gem_rmb1_80257,,1,10,0.06,0.14,1,10,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
14035,limit_up_gem_rmb1_80257,,3,1,,,1,,,,,,,{8103=1},100,,,,,,,,,,,,,,,,,,
14036,limit_up_gem_rmb1_80257,,0,2,,,,,,,,,,{8101=1},57,{8102=1},22,{8103=1},8,{8017=1},13,,,,,,,,,,,,
14037,limit_up_gem_rmb10_80257,,1,11,0.054,0.113,,10,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,{8103=1;8102=2;8105=1;8017=2;8101=4},50,{8103=1;8102=3;8105=1;8017=1;8101=4},50,{8103=1;8102=3;8105=1;8017=2;8101=3},50,,,,,,,,
14038,limit_up_gem_rmb10_80257,,1,6,0.05,0.45,1,6,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,,,,,,,,,,,,,,
14039,limit_up_gem_rmb10_80257,,1,1,0.3,0.4,1,1,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,,,,,,,,,,,,,,
14040,limit_up_gem_rmb10_80257,,1,1,0.05,0.45,,1,,,,,,{8102=2;8104=1;8017=2;8101=5},100,{8102=3;8104=1;8017=2;8101=4},100,{8102=3;8104=1;8017=1;8101=5},100,{8103=1;8102=2;8104=1;8017=2;8101=4},50,{8103=1;8102=3;8104=1;8017=1;8101=4},50,{8103=1;8102=3;8104=1;8017=2;8101=3},50,,,,,,,,
14041,limit_up_gem_rmb10_80257,,3,1,,,1,,,,,,,{8102=2;8104=1;8017=2;8101=5},100,{8102=3;8104=1;8017=2;8101=4},100,{8102=3;8104=1;8017=1;8101=5},100,,,,,,,,,,,,,,
14042,limit_up_gem_rmb10_80257,,0,2,,,,,,,,,,{8102=2;8101=5;8017=2;8103=1},100,{8102=1;8101=6;8017=2;8103=1},50,{8102=3;8101=5;8017=1;8103=1},50,{8102=4;8101=4;8017=1;8103=1},50,{8102=2;8101=4;8017=2;8103=2},100,{8102=1;8101=5;8017=2;8103=2},50,{8102=3;8101=4;8017=1;8103=2},50,{8102=2;8101=5;8017=1;8103=2},50,,,,
14043,limit_up_gem_rmb1_80295,,1,60,0.0045,0.0102,,60,,,,,,{8105=1},100,,,,,,,,,,,,,,,,,,
14044,limit_up_gem_rmb1_80295,,1,40,0.02,0.08,1,40,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
14045,limit_up_gem_rmb1_80295,,1,20,0.015,0.025,,20,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
14046,limit_up_gem_rmb1_80295,,1,10,0.06,0.14,1,10,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
14047,limit_up_gem_rmb1_80295,,3,1,,,1,,,,,,,{8103=1},100,,,,,,,,,,,,,,,,,,
14048,limit_up_gem_rmb1_80295,,0,2,,,,,,,,,,{8101=1},57,{8102=1},22,{8103=1},8,{8017=1},13,,,,,,,,,,,,
14049,limit_up_gem_rmb10_80295,,1,11,0.054,0.113,,10,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,{8103=1;8102=2;8105=1;8017=2;8101=4},50,{8103=1;8102=3;8105=1;8017=1;8101=4},50,{8103=1;8102=3;8105=1;8017=2;8101=3},50,,,,,,,,
14050,limit_up_gem_rmb10_80295,,1,6,0.05,0.45,1,6,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,,,,,,,,,,,,,,
14051,limit_up_gem_rmb10_80295,,1,1,0.3,0.4,1,1,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,,,,,,,,,,,,,,
14052,limit_up_gem_rmb10_80295,,1,1,0.05,0.45,,1,,,,,,{8102=2;8104=1;8017=2;8101=5},100,{8102=3;8104=1;8017=2;8101=4},100,{8102=3;8104=1;8017=1;8101=5},100,{8103=1;8102=2;8104=1;8017=2;8101=4},50,{8103=1;8102=3;8104=1;8017=1;8101=4},50,{8103=1;8102=3;8104=1;8017=2;8101=3},50,,,,,,,,
14053,limit_up_gem_rmb10_80295,,3,1,,,1,,,,,,,{8102=2;8104=1;8017=2;8101=5},100,{8102=3;8104=1;8017=2;8101=4},100,{8102=3;8104=1;8017=1;8101=5},100,,,,,,,,,,,,,,
14054,limit_up_gem_rmb10_80295,,0,2,,,,,,,,,,{8102=2;8101=5;8017=2;8103=1},100,{8102=1;8101=6;8017=2;8103=1},50,{8102=3;8101=5;8017=1;8103=1},50,{8102=4;8101=4;8017=1;8103=1},50,{8102=2;8101=4;8017=2;8103=2},100,{8102=1;8101=5;8017=2;8103=2},50,{8102=3;8101=4;8017=1;8103=2},50,{8102=2;8101=5;8017=1;8103=2},50,,,,
14055,limit_up_gem_rmb1_80346,,1,60,0.0045,0.0102,,60,,,,,,{8105=1},100,,,,,,,,,,,,,,,,,,
14056,limit_up_gem_rmb1_80346,,1,40,0.02,0.08,1,40,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
14057,limit_up_gem_rmb1_80346,,1,20,0.015,0.025,,20,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
14058,limit_up_gem_rmb1_80346,,1,10,0.06,0.14,1,10,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
14059,limit_up_gem_rmb1_80346,,3,1,,,1,,,,,,,{8103=1},100,,,,,,,,,,,,,,,,,,
14060,limit_up_gem_rmb1_80346,,0,2,,,,,,,,,,{8101=1},57,{8102=1},22,{8103=1},8,{8017=1},13,,,,,,,,,,,,
14061,limit_up_gem_rmb10_80346,,1,11,0.054,0.113,,10,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,{8103=1;8102=2;8105=1;8017=2;8101=4},50,{8103=1;8102=3;8105=1;8017=1;8101=4},50,{8103=1;8102=3;8105=1;8017=2;8101=3},50,,,,,,,,
14062,limit_up_gem_rmb10_80346,,1,6,0.05,0.45,1,6,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,,,,,,,,,,,,,,
14063,limit_up_gem_rmb10_80346,,1,1,0.3,0.4,1,1,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,,,,,,,,,,,,,,
14064,limit_up_gem_rmb10_80346,,1,1,0.05,0.45,,1,,,,,,{8102=2;8104=1;8017=2;8101=5},100,{8102=3;8104=1;8017=2;8101=4},100,{8102=3;8104=1;8017=1;8101=5},100,{8103=1;8102=2;8104=1;8017=2;8101=4},50,{8103=1;8102=3;8104=1;8017=1;8101=4},50,{8103=1;8102=3;8104=1;8017=2;8101=3},50,,,,,,,,
14065,limit_up_gem_rmb10_80346,,3,1,,,1,,,,,,,{8102=2;8104=1;8017=2;8101=5},100,{8102=3;8104=1;8017=2;8101=4},100,{8102=3;8104=1;8017=1;8101=5},100,,,,,,,,,,,,,,
14066,limit_up_gem_rmb10_80346,,0,2,,,,,,,,,,{8102=2;8101=5;8017=2;8103=1},100,{8102=1;8101=6;8017=2;8103=1},50,{8102=3;8101=5;8017=1;8103=1},50,{8102=4;8101=4;8017=1;8103=1},50,{8102=2;8101=4;8017=2;8103=2},100,{8102=1;8101=5;8017=2;8103=2},50,{8102=3;8101=4;8017=1;8103=2},50,{8102=2;8101=5;8017=1;8103=2},50,,,,
14067,limit_up_gem_rmb10_80346,,1,60,0.0045,0.0102,,60,,,,,,{8105=1},100,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14068,limit_up_gem_rmb1_80347,,1,60,0.0045,0.0102,,60,,,,,,{8105=1},100,,,,,,,,,,,,,,,,,,
14069,limit_up_gem_rmb1_80347,,1,40,0.02,0.08,1,40,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
14070,limit_up_gem_rmb1_80347,,1,20,0.015,0.025,,20,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
14071,limit_up_gem_rmb1_80347,,1,10,0.06,0.14,1,10,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
14072,limit_up_gem_rmb1_80347,,3,1,,,1,,,,,,,{8103=1},100,,,,,,,,,,,,,,,,,,
14073,limit_up_gem_rmb1_80347,,0,2,,,,,,,,,,{8101=1},57,{8102=1},22,{8103=1},8,{8017=1},13,,,,,,,,,,,,
14074,limit_up_gem_rmb10_80347,,1,11,0.054,0.113,,10,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,{8103=1;8102=2;8105=1;8017=2;8101=4},50,{8103=1;8102=3;8105=1;8017=1;8101=4},50,{8103=1;8102=3;8105=1;8017=2;8101=3},50,,,,,,,,
14075,limit_up_gem_rmb10_80347,,1,6,0.05,0.45,1,6,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,,,,,,,,,,,,,,
14076,limit_up_gem_rmb10_80347,,1,1,0.3,0.4,1,1,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,,,,,,,,,,,,,,
14077,limit_up_gem_rmb10_80347,,1,1,0.05,0.45,,1,,,,,,{8102=2;8104=1;8017=2;8101=5},100,{8102=3;8104=1;8017=2;8101=4},100,{8102=3;8104=1;8017=1;8101=5},100,{8103=1;8102=2;8104=1;8017=2;8101=4},50,{8103=1;8102=3;8104=1;8017=1;8101=4},50,{8103=1;8102=3;8104=1;8017=2;8101=3},50,,,,,,,,
14078,limit_up_gem_rmb10_80347,,3,1,,,1,,,,,,,{8102=2;8104=1;8017=2;8101=5},100,{8102=3;8104=1;8017=2;8101=4},100,{8102=3;8104=1;8017=1;8101=5},100,,,,,,,,,,,,,,
14079,limit_up_gem_rmb10_80347,,0,2,,,,,,,,,,{8102=2;8101=5;8017=2;8103=1},100,{8102=1;8101=6;8017=2;8103=1},50,{8102=3;8101=5;8017=1;8103=1},50,{8102=4;8101=4;8017=1;8103=1},50,{8102=2;8101=4;8017=2;8103=2},100,{8102=1;8101=5;8017=2;8103=2},50,{8102=3;8101=4;8017=1;8103=2},50,{8102=2;8101=5;8017=1;8103=2},50,,,,
14080,limit_up_gem_free1_80347,,1,60,0.0045,0.0102,,60,,,,,,{8105=1},100,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14081,limit_up_gem_rmb1_80390,,1,60,0.0045,0.0102,,60,,,,,,{8105=1},100,,,,,,,,,,,,,,,,,,
14082,limit_up_gem_rmb1_80390,,1,40,0.02,0.08,1,40,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
14083,limit_up_gem_rmb1_80390,,1,20,0.015,0.025,,20,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
14084,limit_up_gem_rmb1_80390,,1,10,0.06,0.14,1,10,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
14085,limit_up_gem_rmb1_80390,,3,1,,,1,,,,,,,{8103=1},100,,,,,,,,,,,,,,,,,,
14086,limit_up_gem_rmb1_80390,,0,2,,,,,,,,,,{8101=1},57,{8102=1},22,{8103=1},8,{8017=1},13,,,,,,,,,,,,
14087,limit_up_gem_rmb10_80390,,1,11,0.054,0.113,,10,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,{8103=1;8102=2;8105=1;8017=2;8101=4},50,{8103=1;8102=3;8105=1;8017=1;8101=4},50,{8103=1;8102=3;8105=1;8017=2;8101=3},50,,,,,,,,
14088,limit_up_gem_rmb10_80390,,1,6,0.05,0.45,1,6,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,,,,,,,,,,,,,,
14089,limit_up_gem_rmb10_80390,,1,1,0.3,0.4,1,1,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,,,,,,,,,,,,,,
14090,limit_up_gem_rmb10_80390,,1,1,0.05,0.45,,1,,,,,,{8102=2;8104=1;8017=2;8101=5},100,{8102=3;8104=1;8017=2;8101=4},100,{8102=3;8104=1;8017=1;8101=5},100,{8103=1;8102=2;8104=1;8017=2;8101=4},50,{8103=1;8102=3;8104=1;8017=1;8101=4},50,{8103=1;8102=3;8104=1;8017=2;8101=3},50,,,,,,,,
14091,limit_up_gem_rmb10_80390,,3,1,,,1,,,,,,,{8102=2;8104=1;8017=2;8101=5},100,{8102=3;8104=1;8017=2;8101=4},100,{8102=3;8104=1;8017=1;8101=5},100,,,,,,,,,,,,,,
14092,limit_up_gem_rmb10_80390,,0,2,,,,,,,,,,{8102=2;8101=5;8017=2;8103=1},100,{8102=1;8101=6;8017=2;8103=1},50,{8102=3;8101=5;8017=1;8103=1},50,{8102=4;8101=4;8017=1;8103=1},50,{8102=2;8101=4;8017=2;8103=2},100,{8102=1;8101=5;8017=2;8103=2},50,{8102=3;8101=4;8017=1;8103=2},50,{8102=2;8101=5;8017=1;8103=2},50,,,,
14093,limit_up_gem_free1_80390,,1,60,0.0045,0.0102,,60,,,,,,{8105=1},100,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14094,limit_up_gem_rmb1_80477,,1,60,0.0045,0.0102,,60,,,,,,{8105=1},100,,,,,,,,,,,,,,,,,,
14095,limit_up_gem_rmb1_80477,,1,40,0.02,0.08,1,40,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
14096,limit_up_gem_rmb1_80477,,1,20,0.015,0.025,,20,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
14097,limit_up_gem_rmb1_80477,,1,10,0.06,0.14,1,10,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
14098,limit_up_gem_rmb1_80477,,3,1,,,1,,,,,,,{8103=1},100,,,,,,,,,,,,,,,,,,
14099,limit_up_gem_rmb1_80477,,0,2,,,,,,,,,,{8101=1},57,{8102=1},22,{8103=1},8,{8017=1},13,,,,,,,,,,,,
14100,limit_up_gem_rmb10_80477,,1,11,0.054,0.113,,10,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,{8103=1;8102=2;8105=1;8017=2;8101=4},50,{8103=1;8102=3;8105=1;8017=1;8101=4},50,{8103=1;8102=3;8105=1;8017=2;8101=3},50,,,,,,,,
14101,limit_up_gem_rmb10_80477,,1,6,0.05,0.45,1,6,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,,,,,,,,,,,,,,
14102,limit_up_gem_rmb10_80477,,1,1,0.3,0.4,1,1,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,,,,,,,,,,,,,,
14103,limit_up_gem_rmb10_80477,,1,1,0.05,0.45,,1,,,,,,{8102=2;8104=1;8017=2;8101=5},100,{8102=3;8104=1;8017=2;8101=4},100,{8102=3;8104=1;8017=1;8101=5},100,{8103=1;8102=2;8104=1;8017=2;8101=4},50,{8103=1;8102=3;8104=1;8017=1;8101=4},50,{8103=1;8102=3;8104=1;8017=2;8101=3},50,,,,,,,,
14104,limit_up_gem_rmb10_80477,,3,1,,,1,,,,,,,{8102=2;8104=1;8017=2;8101=5},100,{8102=3;8104=1;8017=2;8101=4},100,{8102=3;8104=1;8017=1;8101=5},100,,,,,,,,,,,,,,
14105,limit_up_gem_rmb10_80477,,0,2,,,,,,,,,,{8102=2;8101=5;8017=2;8103=1},100,{8102=1;8101=6;8017=2;8103=1},50,{8102=3;8101=5;8017=1;8103=1},50,{8102=4;8101=4;8017=1;8103=1},50,{8102=2;8101=4;8017=2;8103=2},100,{8102=1;8101=5;8017=2;8103=2},50,{8102=3;8101=4;8017=1;8103=2},50,{8102=2;8101=5;8017=1;8103=2},50,,,,
14106,limit_up_gem_free1_80477,,1,60,0.0045,0.0102,,60,,,,,,{8105=1},100,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14107,limit_up_gem_rmb1_80629,,1,60,0.0045,0.0102,,60,,,,,,{8105=1},100,,,,,,,,,,,,,,,,,,
14108,limit_up_gem_rmb1_80629,,1,40,0.02,0.08,1,40,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
14109,limit_up_gem_rmb1_80629,,1,20,0.015,0.025,,20,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
14110,limit_up_gem_rmb1_80629,,1,10,0.06,0.14,1,10,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
14111,limit_up_gem_rmb1_80629,,3,1,,,1,,,,,,,{8103=1},100,,,,,,,,,,,,,,,,,,
14112,limit_up_gem_rmb1_80629,,0,2,,,,,,,,,,{8101=1},57,{8102=1},22,{8103=1},8,{8017=1},13,,,,,,,,,,,,
