VariableName,type,desc,desc_cn,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,icon,title_cn,title,title_vn,title_en,title_th,title_in,title_ph,title_ma,targetType,targetArg,targetArg2,targetDisplay,levelReq,vipReq,vipReq_tw,vipReq_en,vipReq_kr,languages,sortWeight,group,rankInGroup,point,awardArgs,goToPanel
Defaults,0,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",1,,,"""""",1,0,0,0,0,<cn;tw;en;vn;th;kr;in;ma;ph>,0,0,0,0,{},
任务ID,任务类型,任务描述,任务描述,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,任务图标,任务标题,任务标题,title_vn,title_en,title_th,title_in,title_ph,title_ma,任务目标类型,任务目标参数,任务目标参数2,任务目标显示参数,等级限制,vip限制,vip限制,vip限制,vip限制,语言区域,顺序,任务组,任务组排序,活跃度点数,奖励物品表,前往类型枚举:5位数关卡ID-关卡10000为主线不限关10100为主线第一章20000为困难不限关  gainWay获得途径   shop商店activity活动界面roleLogo头像界面figure个人形象界面gainGold点金界面recharge充值界面gainStamina购买体力friend好友界面cardBag背包界面strengthen还有培养界面handbook图鉴界面任意英文-数字表示其页签
1102,,"Completed Chapter 2, Normal Stage 2",,"Thông qua chương 2, cấp độ bình thường 2","Completed Chapter 2, Normal Stage 2",ผ่านบทที่ 2 ด่านปกติ 2,"Menyelesaikan Bab 2, Tahap Normal 2","Natapos ang Kabanata 2, Normal na Antas 2","Telah menyelesaikan Bab 2, Peringkat Biasa 2",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,10202,,1,,,,,,,13,1100,2,,{11=5;gold=2000},10202
1103,,"Completed Chapter 2, Normal Stage 5",,"Thông qua chương 2, cấp độ bình thường 5","Completed Chapter 2, Normal Stage 5",ผ่านบทที่ 2 ด่านปกติ 5,"Menyelesaikan Bab 2, Tahap Normal 5","Natapos ang Kabanata 2, Normal na Antas 5","Telah menyelesaikan Bab 2, Peringkat Biasa 5",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,10205,,1,,,,,,,14,1100,3,,{11=5;gold=2000},10205
1104,,"Completed Chapter 3, Normal Stage 2",,"Thông qua chương 3, cấp độ bình thường 2","Completed Chapter 3, Normal Stage 2",ผ่านบทที่ 3 ด่านปกติ 2,"Menyelesaikan Bab 3, Tahap Normal 2","Natapos ang Kabanata 3, Normal na Antas 2","Telah menyelesaikan Bab 3, Peringkat Biasa 2",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,10302,,1,,,,,,,15,1100,4,,{11=5;gold=2500},10302
1105,,"Completed Chapter 3, Normal Stage 5",,"Thông qua chương 3, cấp độ bình thường 5","Completed Chapter 3, Normal Stage 5",ผ่านบทที่ 3 ด่านปกติ 5,"Menyelesaikan Bab 3, Tahap Normal 5","Natapos ang Kabanata 3, Normal na Antas 5","Telah menyelesaikan Bab 3, Peringkat Biasa 5",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,10305,,1,,,,,,,16,1100,5,,{11=5;gold=2500},10305
1106,,"Completed Chapter 3, Normal Stage 8",,"Thông qua chương 3, cấp độ bình thường 8","Completed Chapter 3, Normal Stage 8",ผ่านบทที่ 3 ด่านปกติ 8,"Menyelesaikan Bab 3, Tahap Normal 8","Natapos ang Kabanata 3, Normal na Antas 8","Telah menyelesaikan Bab 3, Peringkat Biasa 8",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,10308,,1,,,,,,,17,1100,6,,{11=5;gold=2500},10308
1107,,"Completed Chapter 4, Normal Stage 2",,"Thông qua chương 4, cấp độ bình thường 2","Completed Chapter 4, Normal Stage 2",ผ่านบทที่ 4 ด่านปกติ 2,"Menyelesaikan Bab 4, Tahap Normal 2","Natapos ang Kabanata 4, Normal na Antas 2","Telah menyelesaikan Bab 4, Peringkat Biasa 2",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,10402,,1,,,,,,,18,1100,7,,{11=5;gold=3000},10402
1108,,"Completed Chapter 4, Normal Stage 5",,"Thông qua chương 4, cấp độ bình thường 5","Completed Chapter 4, Normal Stage 5",ผ่านบทที่ 4 ด่านปกติ 5,"Menyelesaikan Bab 4, Tahap Normal 5","Natapos ang Kabanata 4, Normal na Antas 5","Telah menyelesaikan Bab 4, Peringkat Biasa 5",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,10405,,1,,,,,,,19,1100,8,,{11=5;gold=3000},10405
1109,,"Completed Chapter 4, Normal Stage 8",,"Thông qua chương 4, cấp độ bình thường 8","Completed Chapter 4, Normal Stage 8",ผ่านบทที่ 4 ด่านปกติ 8,"Menyelesaikan Bab 4, Tahap Normal 8","Natapos ang Kabanata 4, Normal na Antas 8","Telah menyelesaikan Bab 4, Peringkat Biasa 8",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,10408,,1,,,,,,,20,1100,9,,{11=5;gold=3000},10408
1110,,"Completed Chapter 5, Normal Stage 4",,"Thông qua chương 5, cấp độ bình thường 4","Completed Chapter 5, Normal Stage 4",ผ่านบทที่ 5 ด่านปกติ 4,"Menyelesaikan Bab 5, Tahap Normal 4","Natapos ang Kabanata 5, Normal na Antas 4","Telah menyelesaikan Bab 5, Peringkat Biasa 4",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,10504,,1,,,,,,,21,1100,10,,{11=5;gold=3500},10504
1111,,"Completed Chapter 5, Normal Stage 7",,"Thông qua chương 5, cấp độ bình thường 7","Completed Chapter 5, Normal Stage 7",ผ่านบทที่ 5 ด่านปกติ 7,"Menyelesaikan Bab 5, Tahap Normal 7","Natapos ang Kabanata 5, Normal na Antas 7","Telah menyelesaikan Bab 5, Peringkat Biasa 7",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,10507,,1,,,,,,,2,1100,11,,{11=5;gold=3500},10507
1112,,"Completed Chapter 5, Normal Stage 10",,"Thông qua chương 5, cấp độ bình thường 10","Completed Chapter 5, Normal Stage 10",ผ่านบทที่ 5 ด่านปกติ 10,"Menyelesaikan Bab 5, Tahap Normal 10","Natapos ang Kabanata 5, Normal na Antas 10","Telah menyelesaikan Bab 5, Peringkat Biasa 10",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,10510,,1,,,,,,,3,1100,12,,{11=5;gold=3500},10510
1113,,"Completed Chapter 6, Normal Stage 4",,"Thông qua chương 6, cấp độ bình thường 4","Completed Chapter 6, Normal Stage 4",ผ่านบทที่ 6 ด่านปกติ 4,"Menyelesaikan Bab 6, Tahap Normal 4","Natapos ang Kabanata 6, Normal na Antas 4","Telah menyelesaikan Bab 6, Peringkat Biasa 4",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,10604,,1,,,,,,,4,1100,13,,{11=5;gold=4000},10604
1114,,"Completed Chapter 6, Normal Stage 7",,"Thông qua chương 6, cấp độ bình thường 7","Completed Chapter 6, Normal Stage 7",ผ่านบทที่ 6 ด่านปกติ 7,"Menyelesaikan Bab 6, Tahap Normal 7","Natapos ang Kabanata 6, Normal na Antas 7","Telah menyelesaikan Bab 6, Peringkat Biasa 7",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,10607,,1,,,,,,,5,1100,14,,{11=5;gold=4000},10607
1115,,"Completed Chapter 6, Normal Stage 10",,"Thông qua chương 6, cấp độ bình thường 10","Completed Chapter 6, Normal Stage 10",ผ่านบทที่ 6 ด่านปกติ 10,"Menyelesaikan Bab 6, Tahap Normal 10","Natapos ang Kabanata 6, Normal na Antas 10","Telah menyelesaikan Bab 6, Peringkat Biasa 10",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,10610,,1,,,,,,,6,1100,15,,{11=5;gold=4000},10610
1116,,"Completed Chapter 7, Normal Stage 4",,"Thông qua chương 7, cấp độ bình thường 4","Completed Chapter 7, Normal Stage 4",ผ่านบทที่ 7 ด่านปกติ 4,"Menyelesaikan Bab 7, Tahap Normal 4","Natapos ang Kabanata 7, Normal na Antas 4","Telah menyelesaikan Bab 7, Peringkat Biasa 4",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,10704,,1,,,,,,,2,1100,16,,{gold=5000;12=5},10704
1117,,"Completed Chapter 7, Normal Stage 7",,"Thông qua chương 7, cấp độ bình thường 7","Completed Chapter 7, Normal Stage 7",ผ่านบทที่ 7 ด่านปกติ 7,"Menyelesaikan Bab 7, Tahap Normal 7","Natapos ang Kabanata 7, Normal na Antas 7","Telah menyelesaikan Bab 7, Peringkat Biasa 7",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,10707,,1,,,,,,,3,1100,17,,{gold=5000;12=5},10707
1118,,"Completed Chapter 7, Normal Stage 10",,"Thông qua chương 7, cấp độ bình thường 10","Completed Chapter 7, Normal Stage 10",ผ่านบทที่ 7 ด่านปกติ 10,"Menyelesaikan Bab 7, Tahap Normal 10","Natapos ang Kabanata 7, Normal na Antas 10","Telah menyelesaikan Bab 7, Peringkat Biasa 10",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,10710,,1,,,,,,,4,1100,18,,{gold=5000;12=5},10710
1119,,"Completed Chapter 8, Normal Stage 4",,"Thông qua chương 8, cấp độ bình thường 4","Completed Chapter 8, Normal Stage 4",ผ่านบทที่ 8 ด่านปกติ 4,"Menyelesaikan Bab 8, Tahap Normal 4","Natapos ang Kabanata 8, Normal na Antas 4","Telah menyelesaikan Bab 8, Peringkat Biasa 4",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,10804,,1,,,,,,,5,1100,19,,{gold=7000;12=5},10804
1120,,"Completed Chapter 8, Normal Stage 7",,"Thông qua chương 8, cấp độ bình thường 7","Completed Chapter 8, Normal Stage 7",ผ่านบทที่ 8 ด่านปกติ 7,"Menyelesaikan Bab 8, Tahap Normal 7","Natapos ang Kabanata 8, Normal na Antas 7","Telah menyelesaikan Bab 8, Peringkat Biasa 7",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,10807,,1,,,,,,,6,1100,20,,{gold=7000;12=5},10807
1121,,"Completed Chapter 8, Normal Stage 10",,"Thông qua chương 8, cấp độ bình thường 10","Completed Chapter 8, Normal Stage 10",ผ่านบทที่ 8 ด่านปกติ 10,"Menyelesaikan Bab 8, Tahap Normal 10","Natapos ang Kabanata 8, Normal na Antas 10","Telah menyelesaikan Bab 8, Peringkat Biasa 10",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,10810,,1,,,,,,,7,1100,21,,{gold=7000;12=5},10810
1122,,"Completed Chapter 9, Normal Stage 4",,"Thông qua chương 9, cấp độ bình thường 4","Completed Chapter 9, Normal Stage 4",ผ่านบทที่ 9 ด่านปกติ 4,"Menyelesaikan Bab 9, Tahap Normal 4","Natapos ang Kabanata 9, Normal na Antas 4","Telah menyelesaikan Bab 9, Peringkat Biasa 4",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,10904,,1,,,,,,,8,1100,22,,{gold=9000;12=5},10904
1123,,"Completed Chapter 9, Normal Stage 7",,"Thông qua chương 9, cấp độ bình thường 7","Completed Chapter 9, Normal Stage 7",ผ่านบทที่ 9 ด่านปกติ 7,"Menyelesaikan Bab 9, Tahap Normal 7","Natapos ang Kabanata 9, Normal na Antas 7","Telah menyelesaikan Bab 9, Peringkat Biasa 7",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,10907,,1,,,,,,,9,1100,23,,{gold=9000;12=5},10907
1124,,"Completed Chapter 9, Normal Stage 10",,"Thông qua chương 9, cấp độ bình thường 10","Completed Chapter 9, Normal Stage 10",ผ่านบทที่ 9 ด่านปกติ 10,"Menyelesaikan Bab 9, Tahap Normal 10","Natapos ang Kabanata 9, Normal na Antas 10","Telah menyelesaikan Bab 9, Peringkat Biasa 10",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,10910,,1,,,,,,,10,1100,24,,{gold=9000;12=5},10910
1125,,"Completed Chapter 10, Normal Stage 4",,"Thông qua chương 10, cấp độ bình thường 4","Completed Chapter 10, Normal Stage 4",ผ่านบทที่ 10 ด่านปกติ 4,"Menyelesaikan Bab 10, Tahap Normal 4","Natapos ang Kabanata 10, Normal na Antas 4","Telah menyelesaikan Bab 10, Peringkat Biasa 4",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,11004,,1,,,,,,,11,1100,25,,{gold=11000;12=5},11004
1126,,"Completed Chapter 10, Normal Stage 7",,"Thông qua chương 10, cấp độ bình thường 7","Completed Chapter 10, Normal Stage 7",ผ่านบทที่ 10 ด่านปกติ 7,"Menyelesaikan Bab 10, Tahap Normal 7","Natapos ang Kabanata 10, Normal na Antas 7","Telah menyelesaikan Bab 10, Peringkat Biasa 7",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,11007,,1,,,,,,,12,1100,26,,{gold=11000;12=5},11007
1127,,"Completed Chapter 10, Normal Stage 10",,"Thông qua chương 10, cấp độ bình thường 10","Completed Chapter 10, Normal Stage 10",ผ่านบทที่ 10 ด่านปกติ 10,"Menyelesaikan Bab 10, Tahap Normal 10","Natapos ang Kabanata 10, Normal na Antas 10","Telah menyelesaikan Bab 10, Peringkat Biasa 10",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,11010,,1,,,,,,,13,1100,27,,{gold=11000;12=5},11010
1128,,"Completed Chapter 11, Normal Stage 4",,"Thông qua chương 11, cấp độ bình thường 4","Completed Chapter 11, Normal Stage 4",ผ่านบทที่ 11 ด่านปกติ 4,"Menyelesaikan Bab 11, Tahap Normal 4","Natapos ang Kabanata 11, Normal na Antas 4","Telah menyelesaikan Bab 11, Peringkat Biasa 4",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,11104,,1,,,,,,,14,1100,28,,{gold=13000;12=5},11104
1129,,"Completed Chapter 11, Normal Stage 7",,"Thông qua chương 11, cấp độ bình thường 7","Completed Chapter 11, Normal Stage 7",ผ่านบทที่ 11 ด่านปกติ 7,"Menyelesaikan Bab 11, Tahap Normal 7","Natapos ang Kabanata 11, Normal na Antas 7","Telah menyelesaikan Bab 11, Peringkat Biasa 7",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,11107,,1,,,,,,,15,1100,29,,{gold=13000;12=5},11107
1130,,"Completed Chapter 11, Normal Stage 10",,"Thông qua chương 11, cấp độ bình thường 10","Completed Chapter 11, Normal Stage 10",ผ่านบทที่ 11 ด่านปกติ 10,"Menyelesaikan Bab 11, Tahap Normal 10","Natapos ang Kabanata 11, Normal na Antas 10","Telah menyelesaikan Bab 11, Peringkat Biasa 10",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,11110,,1,,,,,,,16,1100,30,,{gold=13000;12=5},11110
1131,,"Completed Chapter 12, Normal Stage 4",,"Thông qua chương 12, cấp độ bình thường 4","Completed Chapter 12, Normal Stage 4",ผ่านบทที่ 12 ด่านปกติ 4,"Menyelesaikan Bab 12, Tahap Normal 4","Natapos ang Kabanata 12, Normal na Antas 4","Telah menyelesaikan Bab 12, Peringkat Biasa 4",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,11204,,1,,,,,,,17,1100,31,,{13=5;gold=15000},11204
1132,,"Completed Chapter 12, Normal Stage 7",,"Thông qua chương 12, cấp độ bình thường 7","Completed Chapter 12, Normal Stage 7",ผ่านบทที่ 12 ด่านปกติ 7,"Menyelesaikan Bab 12, Tahap Normal 7","Natapos ang Kabanata 12, Normal na Antas 7","Telah menyelesaikan Bab 12, Peringkat Biasa 7",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,11207,,1,,,,,,,18,1100,32,,{13=5;gold=15000},11207
1133,,"Completed Chapter 12, Normal Stage 10",,"Thông qua chương 12, cấp độ bình thường 10","Completed Chapter 12, Normal Stage 10",ผ่านบทที่ 12 ด่านปกติ 10,"Menyelesaikan Bab 12, Tahap Normal 10","Natapos ang Kabanata 12, Normal na Antas 10","Telah menyelesaikan Bab 12, Peringkat Biasa 10",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,11210,,1,,,,,,,3,1100,33,,{13=5;gold=15000},11210
1134,,"Completed Chapter 13, Normal Stage 4",,"Thông qua chương 13, cấp độ bình thường 4","Completed Chapter 13, Normal Stage 4",ผ่านบทที่ 13 ด่านปกติ 4,"Menyelesaikan Bab 13, Tahap Normal 4","Natapos ang Kabanata 13, Normal na Antas 4","Telah menyelesaikan Bab 13, Peringkat Biasa 4",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,11304,,1,,,,,,,,1100,34,,{13=5;gold=17000},11304
1135,,"Completed Chapter 13, Normal Stage 7",,"Thông qua chương 13, cấp độ bình thường 7","Completed Chapter 13, Normal Stage 7",ผ่านบทที่ 13 ด่านปกติ 7,"Menyelesaikan Bab 13, Tahap Normal 7","Natapos ang Kabanata 13, Normal na Antas 7","Telah menyelesaikan Bab 13, Peringkat Biasa 7",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,11307,,1,,,,,,,,1100,35,,{13=5;gold=17000},11307
1136,,"Completed Chapter 13, Normal Stage 10",,"Thông qua chương 13, cấp độ bình thường 10","Completed Chapter 13, Normal Stage 10",ผ่านบทที่ 13 ด่านปกติ 10,"Menyelesaikan Bab 13, Tahap Normal 10","Natapos ang Kabanata 13, Normal na Antas 10","Telah menyelesaikan Bab 13, Peringkat Biasa 10",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,11310,,1,,,,,,,,1100,36,,{13=5;gold=17000},11310
1137,,"Completed Chapter 14, Normal Stage 4",,"Thông qua chương 14, cấp độ bình thường 4","Completed Chapter 14, Normal Stage 4",ผ่านบทที่ 14 ด่านปกติ 4,"Menyelesaikan Bab 14, Tahap Normal 4","Natapos ang Kabanata 14, Normal na Antas 4","Telah menyelesaikan Bab 14, Peringkat Biasa 4",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,11404,,1,,,,,,,,1100,37,,{13=5;gold=19000},11404
1138,,"Completed Chapter 14, Normal Stage 7",,"Thông qua chương 14, cấp độ bình thường 7","Completed Chapter 14, Normal Stage 7",ผ่านบทที่ 14 ด่านปกติ 7,"Menyelesaikan Bab 14, Tahap Normal 7","Natapos ang Kabanata 14, Normal na Antas 7","Telah menyelesaikan Bab 14, Peringkat Biasa 7",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,11407,,1,,,,,,,,1100,38,,{13=5;gold=19000},11407
1139,,"Completed Chapter 14, Normal Stage 10",,"Thông qua chương 14, cấp độ bình thường 10","Completed Chapter 14, Normal Stage 10",ผ่านบทที่ 14 ด่านปกติ 10,"Menyelesaikan Bab 14, Tahap Normal 10","Natapos ang Kabanata 14, Normal na Antas 10","Telah menyelesaikan Bab 14, Peringkat Biasa 10",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,11410,,1,,,,,,,,1100,39,,{13=5;gold=19000},11410
1140,,"Completed Chapter 15, Normal Stage 4",,"Thông qua chương 15, cấp độ bình thường 4","Completed Chapter 15, Normal Stage 4",ผ่านบทที่ 15 ด่านปกติ 4,"Menyelesaikan Bab 15, Tahap Normal 4","Natapos ang Kabanata 15, Normal na Antas 4","Telah menyelesaikan Bab 15, Peringkat Biasa 4",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,11504,,1,,,,,,,,1100,40,,{13=5;gold=21000},11504
1141,,"Completed Chapter 15, Normal Stage 7",,"Thông qua chương 15, cấp độ bình thường 7","Completed Chapter 15, Normal Stage 7",ผ่านบทที่ 15 ด่านปกติ 7,"Menyelesaikan Bab 15, Tahap Normal 7","Natapos ang Kabanata 15, Normal na Antas 7","Telah menyelesaikan Bab 15, Peringkat Biasa 7",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,11507,,1,,,,,,,,1100,41,,{13=5;gold=21000},11507
1142,,"Completed Chapter 15, Normal Stage 10",,"Thông qua chương 15, cấp độ bình thường 10","Completed Chapter 15, Normal Stage 10",ผ่านบทที่ 15 ด่านปกติ 10,"Menyelesaikan Bab 15, Tahap Normal 10","Natapos ang Kabanata 15, Normal na Antas 10","Telah menyelesaikan Bab 15, Peringkat Biasa 10",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,11510,,1,,,,,,,,1100,42,,{13=5;gold=21000},11510
1143,,"Completed Chapter 16, Normal Stage 4",,"Thông qua chương 16, cấp độ bình thường 4","Completed Chapter 16, Normal Stage 4",ผ่านบทที่ 16 ด่านปกติ 4,"Menyelesaikan Bab 16, Tahap Normal 4","Natapos ang Kabanata 16, Normal na Antas 4","Telah menyelesaikan Bab 16, Peringkat Biasa 4",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,11604,,1,,,,,,,,1100,43,,{13=5;gold=23000},11604
1144,,"Completed Chapter 16, Normal Stage 7",,"Thông qua chương 16, cấp độ bình thường 7","Completed Chapter 16, Normal Stage 7",ผ่านบทที่ 16 ด่านปกติ 7,"Menyelesaikan Bab 16, Tahap Normal 7","Natapos ang Kabanata 16, Normal na Antas 7","Telah menyelesaikan Bab 16, Peringkat Biasa 7",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,11607,,1,,,,,,,,1100,44,,{13=5;gold=23000},11607
1145,,"Completed Chapter 16, Normal Stage 10",,"Thông qua chương 16, cấp độ bình thường 10","Completed Chapter 16, Normal Stage 10",ผ่านบทที่ 16 ด่านปกติ 10,"Menyelesaikan Bab 16, Tahap Normal 10","Natapos ang Kabanata 16, Normal na Antas 10","Telah menyelesaikan Bab 16, Peringkat Biasa 10",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,11610,,1,,,,,,,,1100,45,,{13=5;gold=23000},11610
1146,,"Completed Chapter 17, Normal Stage 4",,"Thông qua chương 17, cấp độ bình thường 4","Completed Chapter 17, Normal Stage 4",ผ่านบทที่ 17 ด่านปกติ 4,"Menyelesaikan Bab 17, Tahap Normal 4","Natapos ang Kabanata 17, Normal na Antas 4","Telah menyelesaikan Bab 17, Peringkat Biasa 4",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,11704,,1,,,,,,,,1100,46,,{13=5;gold=25000},11704
