VariableName,drawType,_comment,drawTriggerType,drawTriggerTimes,weightStart,weightEnd,effectLimit,startCount,probInit,probStep,probLimit,probMiniTimes,probEffectInterval,lotteryType1,lotteryWeight1,lotteryType2,lotteryWeight2,lotteryType3,lotteryWeight3,lotteryType4,lotteryWeight4,lotteryType5,lotteryWeight5,lotteryType6,lotteryWeight6,lotteryType7,lotteryWeight7,lotteryType8,lotteryWeight8,lotteryType9,lotteryWeight9,lotteryType10,lotteryWeight10
1396,limit_box_rmb10_2861,,0,1,,,,,,,,,,{150=1;154=2;1101=1;153=2;160=1;152=3},100,{161=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{150=1;154=3;1101=1;153=1;160=1;152=3},100,{150=1;154=2;1101=1;153=1;160=1;152=4},100,{150=1;154=1;1101=1;153=2;160=1;152=4},100,{161=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,{161=1;154=2;1101=1;153=1;150=1;152=4},100,{150=1;154=3;1101=1;153=1;160=1;152=3},,,,,
1400,limit_box_rmb1_2951,,3,10,,,,,,,,,,{150=1},100,,,,,,,,,,,,,,,,,,
1401,limit_box_rmb1_2951,,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,,,,,,,,,
1411,limit_box_rmb10_2951,,1,10,0.04,0.09,,19,,,,,,{162=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=2;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
1412,limit_box_rmb10_2951,,1,10,0.08,0.15,1,11,,,,,,{162=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=2;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
1413,limit_box_rmb10_2951,,1,10,0.2,0.3,1,5,,,,,,{162=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=2;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
1414,limit_box_rmb10_2951,,1,10,0.06,0.12,,6,,,,,,{151=1;154=2;150=1;1101=1;153=1;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=2;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
1415,limit_box_rmb10_2951,,1,10,0.2,0.3,1,2,,,,,,{151=1;154=2;150=1;1101=1;153=1;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=2;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
1416,limit_box_rmb10_2951,,0,1,,,,,,,,,,{150=1;154=2;1101=1;153=2;160=1;152=3},100,{161=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{150=1;154=3;1101=1;153=1;160=1;152=3},100,{150=1;154=2;1101=1;153=1;160=1;152=4},100,{150=1;154=1;1101=1;153=2;160=1;152=4},100,{161=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,{161=1;154=2;1101=1;153=1;150=1;152=4},100,{150=1;154=3;1101=1;153=1;160=1;152=3},,,,,
1420,limit_box_rmb1_3051,,3,10,,,,,,,,,,{150=1},100,,,,,,,,,,,,,,,,,,
1421,limit_box_rmb1_3051,,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,,,,,,,,,
1431,limit_box_rmb10_3051,,1,10,0.04,0.09,,19,,,,,,{162=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=2;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
1432,limit_box_rmb10_3051,,1,10,0.08,0.15,1,11,,,,,,{162=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=2;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
1433,limit_box_rmb10_3051,,1,10,0.2,0.3,1,5,,,,,,{162=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=2;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
1434,limit_box_rmb10_3051,,1,10,0.06,0.12,,6,,,,,,{151=1;154=2;150=1;1101=1;153=1;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=2;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
1435,limit_box_rmb10_3051,,1,10,0.2,0.3,1,2,,,,,,{151=1;154=2;150=1;1101=1;153=1;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=2;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
1436,limit_box_rmb10_3051,,0,1,,,,,,,,,,{150=1;154=2;1101=1;153=2;160=1;152=3},100,{161=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{150=1;154=3;1101=1;153=1;160=1;152=3},100,{150=1;154=2;1101=1;153=1;160=1;152=4},100,{150=1;154=1;1101=1;153=2;160=1;152=4},100,{161=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,{161=1;154=2;1101=1;153=1;150=1;152=4},100,{150=1;154=3;1101=1;153=1;160=1;152=3},,,,,
1440,limit_box_rmb1_3121,,3,10,,,,,,,,,,{150=1},100,,,,,,,,,,,,,,,,,,
1441,limit_box_rmb1_3121,,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,,,,,,,,,
1451,limit_box_rmb10_3121,,1,10,0.04,0.09,,19,,,,,,{162=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=2;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
1452,limit_box_rmb10_3121,,1,10,0.08,0.15,1,11,,,,,,{162=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=2;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
1453,limit_box_rmb10_3121,,1,10,0.2,0.3,1,5,,,,,,{162=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=2;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
1454,limit_box_rmb10_3121,,1,10,0.06,0.12,,6,,,,,,{151=1;154=2;150=1;1101=1;153=1;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=2;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
1455,limit_box_rmb10_3121,,1,10,0.2,0.3,1,2,,,,,,{151=1;154=2;150=1;1101=1;153=1;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=2;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
1456,limit_box_rmb10_3121,,0,1,,,,,,,,,,{150=1;154=2;1101=1;153=2;160=1;152=3},100,{161=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{150=1;154=3;1101=1;153=1;160=1;152=3},100,{150=1;154=2;1101=1;153=1;160=1;152=4},100,{150=1;154=1;1101=1;153=2;160=1;152=4},100,{161=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,{161=1;154=2;1101=1;153=1;150=1;152=4},100,{150=1;154=3;1101=1;153=1;160=1;152=3},,,,,
1460,limit_box_rmb1_3211,,3,10,,,,,,,,,,{150=1},100,,,,,,,,,,,,,,,,,,
1461,limit_box_rmb1_3211,,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,,,,,,,,,
1471,limit_box_rmb10_3211,,1,10,0.04,0.09,,19,,,,,,{162=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=2;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
1472,limit_box_rmb10_3211,,1,10,0.08,0.15,1,11,,,,,,{162=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=2;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
1473,limit_box_rmb10_3211,,1,10,0.2,0.3,1,5,,,,,,{162=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=2;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
1474,limit_box_rmb10_3211,,1,10,0.06,0.12,,6,,,,,,{151=1;154=2;150=1;1101=1;153=1;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=2;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
1475,limit_box_rmb10_3211,,1,10,0.2,0.3,1,2,,,,,,{151=1;154=2;150=1;1101=1;153=1;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=2;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
1476,limit_box_rmb10_3211,,0,1,,,,,,,,,,{150=1;154=2;1101=1;153=2;160=1;152=3},100,{161=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{150=1;154=3;1101=1;153=1;160=1;152=3},100,{150=1;154=2;1101=1;153=1;160=1;152=4},100,{150=1;154=1;1101=1;153=2;160=1;152=4},100,{161=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,{161=1;154=2;1101=1;153=1;150=1;152=4},100,{150=1;154=3;1101=1;153=1;160=1;152=3},,,,,
1480,limit_box_rmb1_3361,,3,10,,,,,,,,,,{150=1},100,,,,,,,,,,,,,,,,,,
1481,limit_box_rmb1_3361,,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,,,,,,,,,
1491,limit_box_rmb10_3361,,1,10,0.04,0.09,,19,,,,,,{162=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=2;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
1492,limit_box_rmb10_3361,,1,10,0.08,0.15,1,11,,,,,,{162=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=2;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
1493,limit_box_rmb10_3361,,1,10,0.2,0.3,1,5,,,,,,{162=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=2;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
1494,limit_box_rmb10_3361,,1,10,0.06,0.12,,6,,,,,,{151=1;154=2;150=1;1101=1;153=1;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=2;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
1495,limit_box_rmb10_3361,,1,10,0.2,0.3,1,2,,,,,,{151=1;154=2;150=1;1101=1;153=1;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=2;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
1496,limit_box_rmb10_3361,,0,1,,,,,,,,,,{150=1;154=2;1101=1;153=2;160=1;152=3},100,{161=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{150=1;154=3;1101=1;153=1;160=1;152=3},100,{150=1;154=2;1101=1;153=1;160=1;152=4},100,{150=1;154=1;1101=1;153=2;160=1;152=4},100,{161=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,{161=1;154=2;1101=1;153=1;150=1;152=4},100,{150=1;154=3;1101=1;153=1;160=1;152=3},,,,,
2001,limit_up_rmb1_1071,,0,2,,,,,,,,,,{205=1},50,{206=1},50,,,,,,,,,,,,,,,,
2002,limit_up_rmb1_1071,,4,1,,,,,,,,,,{204=1},100,,,,,,,,,,,,,,,,,,
2003,limit_up_rmb1_1071,,,5,,,1,5,0.17,0.06,0.5,6,999999,{1200=1},100,,,,,,,,,,,,,,,,,,
2004,limit_up_rmb1_1071,,,6,,,10,10,0.05,0.015,0.5,15,15,{1200=1},100,,,,,,,,,,,,,,,,,,
2005,limit_up_rmb1_1071,,,160,,,,160,0.05,0.015,0.5,15,15,{1200=1},100,,,,,,,,,,,,,,,,,,
2011,limit_up_rmb10_1071,,4,1,,,,,,,,,,{205=3;206=6;1200=1},100,{205=4;206=5;1200=1},100,,,,,,,,,,,,,,,,
2012,limit_up_rmb10_1071,,0,2,,,20,,,,,,,{205=3;206=6;1200=1},150,{205=4;206=5;1200=1},100,{205=5;206=4;1200=1},50,{205=3;206=5;1200=2},30,{205=4;206=4;1200=2},20,{205=5;206=3;1200=2},10,{205=2;206=5;1200=3},,{205=3;206=4;1200=3},,{205=4;206=3;1200=3},,,
2013,limit_up_rmb10_1071,,0,22,,,,,,,,,,{205=3;206=6;1201=1},150,{205=4;206=5;1201=1},100,{205=5;206=4;1201=1},50,{205=3;206=5;1201=2},30,{205=4;206=4;1201=2},20,{205=5;206=3;1201=2},10,{205=2;206=5;1201=3},,{205=3;206=4;1201=3},,{205=4;206=3;1201=3},,,
2021,limit_up_rmb1_1161,,0,2,,,,,,,,,,{205=1},50,{206=1},50,,,,,,,,,,,,,,,,
2022,limit_up_rmb1_1161,,4,1,,,,,,,,,,{204=1},100,,,,,,,,,,,,,,,,,,
2023,limit_up_rmb1_1161,,,5,,,1,5,0.17,0.06,0.5,6,999999,{1202=1},100,,,,,,,,,,,,,,,,,,
2024,limit_up_rmb1_1161,,,6,,,10,10,0.05,0.015,0.5,15,15,{1202=1},100,,,,,,,,,,,,,,,,,,
2025,limit_up_rmb1_1161,,,160,,,,160,0.05,0.015,0.5,15,15,{1202=1},100,,,,,,,,,,,,,,,,,,
2031,limit_up_rmb10_1161,,4,1,,,,,,,,,,{205=3;206=6;1202=1},100,{205=4;206=5;1202=1},100,,,,,,,,,,,,,,,,
2032,limit_up_rmb10_1161,,0,2,,,20,,,,,,,{205=3;206=6;1202=1},150,{205=4;206=5;1202=1},100,{205=5;206=4;1202=1},50,{205=3;206=5;1202=2},30,{205=4;206=4;1202=2},20,{205=5;206=3;1202=2},10,{205=2;206=5;1202=3},,{205=3;206=4;1202=3},,{205=4;206=3;1202=3},,,
2033,limit_up_rmb10_1161,,0,22,,,,,,,,,,{205=3;206=6;1203=1},150,{205=4;206=5;1203=1},100,{205=5;206=4;1203=1},50,{205=3;206=5;1203=2},30,{205=4;206=4;1203=2},20,{205=5;206=3;1203=2},10,{205=2;206=5;1203=3},,{205=3;206=4;1203=3},,{205=4;206=3;1203=3},,,
2041,limit_up_rmb1_1251,,0,2,,,,,,,,,,{205=1},50,{206=1},50,,,,,,,,,,,,,,,,
2042,limit_up_rmb1_1251,,4,1,,,,,,,,,,{204=1},100,,,,,,,,,,,,,,,,,,
2043,limit_up_rmb1_1251,,,5,,,1,5,0.17,0.06,0.5,6,999999,{1204=1},100,,,,,,,,,,,,,,,,,,
2044,limit_up_rmb1_1251,,,6,,,10,10,0.05,0.015,0.5,15,15,{1204=1},100,,,,,,,,,,,,,,,,,,
2045,limit_up_rmb1_1251,,,160,,,,160,0.05,0.015,0.5,15,15,{1204=1},100,,,,,,,,,,,,,,,,,,
2051,limit_up_rmb10_1251,,4,1,,,,,,,,,,{205=3;206=6;1204=1},100,{205=4;206=5;1204=1},100,,,,,,,,,,,,,,,,
2052,limit_up_rmb10_1251,,0,2,,,20,,,,,,,{205=3;206=6;1204=1},150,{205=4;206=5;1204=1},100,{205=5;206=4;1204=1},50,{205=3;206=5;1204=2},30,{205=4;206=4;1204=2},20,{205=5;206=3;1204=2},10,{205=2;206=5;1204=3},,{205=3;206=4;1204=3},,{205=4;206=3;1204=3},,,
2053,limit_up_rmb10_1251,,0,22,,,,,,,,,,{205=3;206=6;1205=1},150,{205=4;206=5;1205=1},100,{205=5;206=4;1205=1},50,{205=3;206=5;1205=2},30,{205=4;206=4;1205=2},20,{205=5;206=3;1205=2},10,{205=2;206=5;1205=3},,{205=3;206=4;1205=3},,{205=4;206=3;1205=3},,,
2061,limit_up_rmb1_1330,,0,2,,,,,,,,,,{205=1},50,{206=1},50,,,,,,,,,,,,,,,,
2062,limit_up_rmb1_1330,,4,1,,,,,,,,,,{204=1},100,,,,,,,,,,,,,,,,,,
2063,limit_up_rmb1_1330,,,5,,,1,5,0.17,0.06,0.5,6,999999,{1200=1},100,,,,,,,,,,,,,,,,,,
2064,limit_up_rmb1_1330,,,6,,,10,10,0.05,0.015,0.5,15,15,{1200=1},100,,,,,,,,,,,,,,,,,,
2065,limit_up_rmb1_1330,,,160,,,,160,0.05,0.015,0.5,15,15,{1200=1},100,,,,,,,,,,,,,,,,,,
2071,limit_up_rmb10_1330,,4,1,,,,,,,,,,{205=3;206=6;1200=1},100,{205=4;206=5;1200=1},100,,,,,,,,,,,,,,,,
2072,limit_up_rmb10_1330,,0,2,,,20,,,,,,,{205=3;206=6;1200=1},150,{205=4;206=5;1200=1},100,{205=5;206=4;1200=1},50,{205=3;206=5;1200=2},30,{205=4;206=4;1200=2},20,{205=5;206=3;1200=2},10,{205=2;206=5;1200=3},,{205=3;206=4;1200=3},,{205=4;206=3;1200=3},,,
2073,limit_up_rmb10_1330,,0,22,,,,,,,,,,{205=3;206=6;1201=1},150,{205=4;206=5;1201=1},100,{205=5;206=4;1201=1},50,{205=3;206=5;1201=2},30,{205=4;206=4;1201=2},20,{205=5;206=3;1201=2},10,{205=2;206=5;1201=3},,{205=3;206=4;1201=3},,{205=4;206=3;1201=3},,,
5001,limit_rmb1_1256,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1111=1},150,,,,,,,,,,,,
5002,limit_rmb1_1256,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5003,limit_rmb1_1256,,,70,,,1,63,0.1,0.05,0.4,9,99999,{1113=1},1,,,,,,,,,,,,,,,,,,
5004,limit_rmb1_1256,,,135,,,999,123,0.1,0.05,0.4,9,70,{1113=1},1,,,,,,,,,,,,,,,,,,
5011,limit_rmb1_1335,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1115=1},150,,,,,,,,,,,,
5012,limit_rmb1_1335,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5013,limit_rmb1_1335,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1114=1},1,,,,,,,,,,,,,,,,,,
5014,limit_rmb1_1335,,,155,,,999,144,0.1,0.05,0.4,9,71,{1114=1},1,,,,,,,,,,,,,,,,,,
5021,limit_rmb1_1385,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1117=1},150,,,,,,,,,,,,
5022,limit_rmb1_1385,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5023,limit_rmb1_1385,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1116=1},1,,,,,,,,,,,,,,,,,,
5024,limit_rmb1_1385,,,155,,,999,141,0.1,0.05,0.4,9,68,{1116=1},1,,,,,,,,,,,,,,,,,,
5031,limit_rmb1_1431,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1111=1},150,,,,,,,,,,,,
5032,limit_rmb1_1431,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5033,limit_rmb1_1431,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1113=1},1,,,,,,,,,,,,,,,,,,
5034,limit_rmb1_1431,,,155,,,999,144,0.1,0.05,0.4,9,71,{1113=1},1,,,,,,,,,,,,,,,,,,
5041,limit_rmb1_1516,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1115=1},150,,,,,,,,,,,,
5042,limit_rmb1_1516,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5043,limit_rmb1_1516,,,70,,,1,73,0.1,0.05,0.4,9,99999,{1114=1},1,,,,,,,,,,,,,,,,,,
5044,limit_rmb1_1516,,,140,,,999,146,0.1,0.05,0.4,9,73,{1114=1},1,,,,,,,,,,,,,,,,,,
5051,limit_rmb1_1571,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1117=1},150,,,,,,,,,,,,
5052,limit_rmb1_1571,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5053,limit_rmb1_1571,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1116=1},1,,,,,,,,,,,,,,,,,,
5054,limit_rmb1_1571,,,155,,,999,144,0.1,0.05,0.4,9,71,{1116=1},1,,,,,,,,,,,,,,,,,,
5061,limit_rmb1_1581,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1119=1},150,,,,,,,,,,,,
5062,limit_rmb1_1581,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5063,limit_rmb1_1581,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1118=1},1,,,,,,,,,,,,,,,,,,
5064,limit_rmb1_1581,,,155,,,999,144,0.1,0.05,0.4,9,71,{1118=1},1,,,,,,,,,,,,,,,,,,
5071,limit_rmb1_1701,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1115=1},150,,,,,,,,,,,,
5072,limit_rmb1_1701,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5073,limit_rmb1_1701,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1114=1},1,,,,,,,,,,,,,,,,,,
5074,limit_rmb1_1701,,,155,,,999,144,0.1,0.05,0.4,9,71,{1114=1},1,,,,,,,,,,,,,,,,,,
5081,limit_rmb1_1810,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1119=1},150,,,,,,,,,,,,
5082,limit_rmb1_1810,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5083,limit_rmb1_1810,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1118=1},1,,,,,,,,,,,,,,,,,,
5084,limit_rmb1_1810,,,155,,,999,144,0.1,0.05,0.4,9,71,{1118=1},1,,,,,,,,,,,,,,,,,,
5091,limit_rmb1_1890,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1151=1},150,,,,,,,,,,,,
5092,limit_rmb1_1890,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5093,limit_rmb1_1890,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1150=1},1,,,,,,,,,,,,,,,,,,
5094,limit_rmb1_1890,,,155,,,999,144,0.1,0.05,0.4,9,71,{1150=1},1,,,,,,,,,,,,,,,,,,
5101,limit_rmb1_1980,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1153=1},150,,,,,,,,,,,,
5102,limit_rmb1_1980,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5103,limit_rmb1_1980,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1152=1},1,,,,,,,,,,,,,,,,,,
5104,limit_rmb1_1980,,,155,,,999,144,0.1,0.05,0.4,9,71,{1152=1},1,,,,,,,,,,,,,,,,,,
5111,limit_rmb1_2080,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1155=1},150,,,,,,,,,,,,
5112,limit_rmb1_2080,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5113,limit_rmb1_2080,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1154=1},1,,,,,,,,,,,,,,,,,,
5114,limit_rmb1_2080,,,155,,,999,144,0.1,0.05,0.4,9,71,{1154=1},1,,,,,,,,,,,,,,,,,,
5121,limit_rmb1_2140,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1157=1},150,,,,,,,,,,,,
5122,limit_rmb1_2140,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5123,limit_rmb1_2140,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1156=1},1,,,,,,,,,,,,,,,,,,
5124,limit_rmb1_2140,,,155,,,999,144,0.1,0.05,0.4,9,71,{1156=1},1,,,,,,,,,,,,,,,,,,
5131,limit_rmb1_2260,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1159=1},150,,,,,,,,,,,,
5132,limit_rmb1_2260,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5133,limit_rmb1_2260,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1158=1},1,,,,,,,,,,,,,,,,,,
5134,limit_rmb1_2260,,,155,,,999,144,0.1,0.05,0.4,9,71,{1158=1},1,,,,,,,,,,,,,,,,,,
5141,limit_rmb1_2340,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1161=1},150,,,,,,,,,,,,
5142,limit_rmb1_2340,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5143,limit_rmb1_2340,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1160=1},1,,,,,,,,,,,,,,,,,,
5144,limit_rmb1_2340,,,155,,,999,144,0.1,0.05,0.4,9,71,{1160=1},1,,,,,,,,,,,,,,,,,,
5151,limit_rmb1_2350,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1163=1},150,,,,,,,,,,,,
5152,limit_rmb1_2350,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5153,limit_rmb1_2350,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1162=1},1,,,,,,,,,,,,,,,,,,
5154,limit_rmb1_2350,,,155,,,999,144,0.1,0.05,0.4,9,71,{1162=1},1,,,,,,,,,,,,,,,,,,
5161,limit_rmb1_2430,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1165=1},150,,,,,,,,,,,,
5162,limit_rmb1_2430,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5163,limit_rmb1_2430,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1164=1},1,,,,,,,,,,,,,,,,,,
5164,limit_rmb1_2430,,,155,,,999,144,0.1,0.05,0.4,9,71,{1164=1},1,,,,,,,,,,,,,,,,,,
5171,limit_rmb1_2510,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1167=1},150,,,,,,,,,,,,
5172,limit_rmb1_2510,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5173,limit_rmb1_2510,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1166=1},1,,,,,,,,,,,,,,,,,,
5174,limit_rmb1_2510,,,155,,,999,144,0.1,0.05,0.4,9,71,{1166=1},1,,,,,,,,,,,,,,,,,,
