VariableName,name,name_vn,name_en,name_th,name_in,name_ph,name_ma,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs,extraOverlayLimit
2491618,,,,,,,,,,,alterDmgRecordVal,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,"<{strike=<setValue(list(""strike""),list(ifElse(arg.natureFlag == ""strong"",attacker:strike()*10000,attacker:strike()*10000-100000)))>}>",,,,,,,,,,,,1,,,,,,,
2491619,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{effectFuncs=<castBuff>;funcArgs=<<{caster=2;value=0;lifeRound=999;holder=11;cfgId=2491611}>>;nodeId=1;triggerPoint=32}>,,,,,,,,1,,,,,,,
2591221,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,,,,speed,,,,1301,,,,,,1,1,,,battle/buff_icon/logo_sd_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdjd.png,,,,,,,,,,,,,,,,,,,,,,
2591222,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,,,,damage,,,,1202,,,,,,1,1,,,battle/buff_icon/logo_wg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,,
2591223,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,,,,stun,,,2,,,,,,,1,1,,,,1,,,,,1,,{y=-300;x=0},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2591224,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,,,,defence,,,2,1213,102,,,,,1,1,,,battle/buff_icon/logo_wf_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wftg.png,,,,,,,,,,,,,,,,,,,,,,
2591225,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,,,,,,,2,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{bond=2;caster=2;value=1;lifeRound=99;holder=1;cfgId=2591223}>;<{bond=2;cfgId=2591224;caster=2;value=self:defence()*(1+skillLevel*0.005-0.005);lifeRound=99;holder=1;prob=1}>;<{bond=2;cfgId=2591231;caster=2;value=self:flagZ4() and 5000 or 2000;lifeRound=99;holder=1;prob=moreE(self:star(),8) and 1 or 0}>>;nodeId=1;triggerPoint=1};{effectFuncs=<castBuff;castBuff>;funcArgs=<<{bond=2;caster=2;value=1;lifeRound=99;holder=2;cfgId=2591226}>;<{bond=2;cfgId=2591227;caster=2;value=1;lifeRound=1;holder=2;prob=moreE(self:getBuffOverlayCount(2591226),3) and 1 or 0}>>;nodeId=2;triggerPoint=10}>",,,,,,,,,,,,,,,
2591226,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,,,,,,,,,,,,,,2,3,,,battle/buff_icon/logo_zs.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2591227,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,,,,qusan,,,,10005,,,,<2591225>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2591228,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,,,,,,,2,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{effectFuncs=<castBuff>;funcArgs=<<{caster=2;value=(moreE(self:star(),11) and 2000 or 1000);lifeRound=99;holder=1;cfgId=2591229}>>;nodeId=1;triggerPoint=10}>",,,,,,,,,,,,,,,
2591229,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,,,,ultimateAdd,,,,1202,,,,,,2,5,,,battle/buff_icon/logo_bssh_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bsshtg.png,,,,,,,,,,,,,,,,,,,,,,
2591230,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,,,,confusion,,,2,,,,,,,1,1,,,battle/buff_icon/logo_hl.png,1,,,,,1,,{y=-280;x=0},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2591231,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,,,,damageSub,,,,1213,102,,,,,1,1,,,battle/buff_icon/logo_shjm_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjmtg.png,,,,,,,,,,,,,,,,,,,,,,
2591232,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,Roggenrola,,,,defence,,,2,1213,,,,,,1,1,,,battle/buff_icon/logo_wf_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wftg.png,,,,,,,,,,,,,,,,,,,,,,
2611311,Drilbur,Drilbur,Drilbur,Drilbur,Drilbur,Drilbur,Drilbur,,,,changeImage,,,2,28,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
2611312,Drilbur,Drilbur,Drilbur,Drilbur,Drilbur,Drilbur,Drilbur,,,,stealth,,,2,106,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,{typ=opacity;args=1},,,,,,,,,,,0,,,,,,,,,,,,
2611313,Drilbur,Drilbur,Drilbur,Drilbur,Drilbur,Drilbur,Drilbur,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=2611311;caster=2;value=1817;lifeRound=1;holder=1;prob=0}>;<{caster=2;value=<0;0;0>;lifeRound=1;holder=1;cfgId=2611312}>>;onSomeFlag=<self:isSelfInCharging()>;nodeId=1;triggerPoint=6}>,,,,,,,,,,,,,,,
2611314,Drilbur,Drilbur,Drilbur,Drilbur,Drilbur,Drilbur,Drilbur,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=2611315;caster=2;value=((self:flagZ4() and 15 or 10)+(skillLv(26116,26126) or 0)*0.15-0.15)*100;lifeRound=99;holder=1;prob=1}>;<{cfgId=2611317;caster=2;value=3000;lifeRound=99;holder=1;prob=moreE(self:star(),8) and (moreE(self:defenceIgnore(),1)and 1 or 0) or 0}>>;nodeId=1;triggerPoint=8}>",,,,,,,,,,,,,,,
2611315,Drilbur,Drilbur,Drilbur,Drilbur,Drilbur,Drilbur,Drilbur,,,,defenceIgnore,,,,,,,,,,2,99,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2611316,Drilbur,Drilbur,Drilbur,Drilbur,Drilbur,Drilbur,Drilbur,,,,buffDamage,,,2,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,<{damageType=2;processId=15}>,,,,,,,,,,,,,,,,,,,
2611317,Drilbur,Drilbur,Drilbur,Drilbur,Drilbur,Drilbur,Drilbur,,,,strike,,,,1202,102,,,,,1,1,,,battle/buff_icon/logo_bjl_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,,,,,,,,,,,,,,,,
2611318,Drilbur,Drilbur,Drilbur,Drilbur,Drilbur,Drilbur,Drilbur,,,,damage,,,,1202,,,,,,1,1,,,battle/buff_icon/logo_wg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,,
2611319,Drilbur,Drilbur,Drilbur,Drilbur,Drilbur,Drilbur,Drilbur,,,,strike,,,,1202,102,,,,,1,1,,,battle/buff_icon/logo_bjl_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,,,,,,,,,,,,,,,,
2633221,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{effectFuncs=<castBuff;castBuff>;funcArgs=<<{caster=2;value=self:hpMax()*0.04;lifeRound=2;holder=1;cfgId=2633222}>;<{caster=2;value=target:damage()*0.08;lifeRound=2;holder=2;cfgId=2633223}>>;nodeId=1;triggerPoint=10}>,,,,,,,,,,,,,,,
2633222,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,,,,shield,,,2,11,,,,,,1,1,,,battle/buff_icon/logo_hd.png,1,buff/hudun/hudun.skel,<hudun_loop>,,,,,,,,,,,,,,,,,battle/txt/txt_hd.png,,,,,,,,,,,,,,,,,,,,,,
2633223,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,,,,damage,,,,1202,,,,,,2,5,,,battle/buff_icon/logo_wg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,,
2633224,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,,,,damage,,,,1202,,,,,,1,1,,,battle/buff_icon/logo_wg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,,
2633225,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,,,,shield,,,,11,,,,,,1,1,,,battle/buff_icon/logo_hd.png,1,buff/hudun/hudun.skel,<hudun_loop>,,,,,,,,,,,,,,,,,battle/txt/txt_hd.png,,,,,,,,,,,,,,,,,,,,,,
2633226,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{effectFuncs=<castBuff>;funcArgs=<<{caster=2;value=self:damage()*(0.5+(skillLv(26316,26126,26336 )or 0)*0.005-0.005);lifeRound=2;holder=8;cfgId=2633227}>>;nodeId=1;triggerPoint=8}>",,,,,,,,,,,,,,,
2633227,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,,,,buffDamage,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,<{damageType=2;processId=15}>,,,,,,,,,,,,,,,,,,,
2633228,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,,,,damage,,,,1202,,,,,,1,1,,,battle/buff_icon/logo_wg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,,
2633231,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,,,,stun,,,2,21,,,,,,1,1,,,battle/buff_icon/logo_xy.png,,buff/xuanyun/xuanyun.skel,<xuanyun_loop>,,,1,,{y=-320;x=0},,,,,,,,,,,,battle/txt/txt_xy.png,,,,,,,,,,,,,,,,,,,,,,
2633232,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,,,,shield,,,2,11,,,,,,1,1,,,battle/buff_icon/logo_hd.png,1,buff/hudun/hudun.skel,<hudun_loop>,,,,,,,,,,,,,,,,,battle/txt/txt_hd.png,,,,,,,"<{nodeId=0;triggerPoint=1};{effectFuncs=<castBuff>;funcArgs=<<{cfgId=2633237;caster=2;value=0;lifeRound=1;holder=13;prob=self:flagZ3() and 0.1 or 0}>>;onSomeFlag=<moreThan(buff:getFinalLifeRound(),0)>;nodeId=1;triggerPoint=19}>",,,,,,,,,,,,,,,
2633233,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{effectFuncs=<castBuff>;funcArgs=<<{cfgId=2633234;caster=2;value=self:hpMax()*(0.05+(skillLv(26316,26126,26336 )or 0)*0.0005-0.0005);lifeRound=1;holder=8;prob=target2:hasBuffGroup(21) and 1 or 0}>>;nodeId=1;triggerPoint=8}>",,,,,,,,,,,,,,,
2633234,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,,,,buffDamage,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,<{damageType=2;processId=15}>,,,,,,,,,,,,,,,,,,,
2633235,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{funcArgs=<<{caster=2;value=5000;lifeRound=self:flagZ4() and 2 or 1;holder=2;cfgId=2633236}>>;triggerTimes=<1;1>;effectFuncs=<castBuff>;onSomeFlag=<lessThan(target:hp()/target:hpMax(),0.3)>;nodeId=1;triggerPoint=18}>",,,,,,,,,,,,,,,
2633236,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,,,,controlPerVal,,,2,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_kzltg.png,,,,,,,,,,,,,,,,,,,,,,
2633237,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,,,,stun,,,2,21,,,,,,1,1,,,battle/buff_icon/logo_xy.png,,buff/xuanyun/xuanyun.skel,<xuanyun_loop>,,,1,,{y=-320;x=0},,,,,,,,,,,,battle/txt/txt_xy.png,,,,,,,,,,,,,,,,,,,,,,
2681221,Scolipede,Scolipede,Scolipede,Scolipede,Scolipede,Scolipede,Scolipede,,,,,,,,1561,,,,,,1,1,,FALSE,battle/buff_icon/logo_shjm_down.png,,,,,,,,,,,,,,,,,,,,,,,,,,,<{effectFuncs=<castBuff>;funcArgs=<<{cfgId=2681226;caster=8;value=4000;lifeRound=1;holder=1;prob=self2:hasBuff(2681225)and 1 or 0}>>;nodeId=1;triggerPoint=7}>,,,,,,,,,,,,,,,
2681222,Scolipede,Scolipede,Scolipede,Scolipede,Scolipede,Scolipede,Scolipede,,,,buffDamage,,,2,1501,,,,,,2,5,,,battle/buff_icon/logo_zd.png,,buff/zhongdu/zhongdu.skel,<zhongdu_loop>,,,,,,,,,,,,,,,,,battle/txt/txt_zd.png,,,<{damageType=2;processId=15}>,,,,<{nodeId=0;triggerPoint=5}>,,,,,,,,,,,,,,,
2681223,Scolipede,Scolipede,Scolipede,Scolipede,Scolipede,Scolipede,Scolipede,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{funcArgs=<<{cfgId=2681224;caster=2;value=(20+(skillLv(26816,26826,26836)or 0)*0.2-0.2)*0.01;lifeRound=1;holder=1;prob=1}>>;triggerTimes=<1;1>;effectFuncs=<castBuff>;onSomeFlag=<lessE(self:hp()/self:hpMax(),(self:flagZ4() and 0.45 or 0.3))>;nodeId=1;triggerPoint=18}>",,,,,,,,,,,,,,,
2681224,Scolipede,Scolipede,Scolipede,Scolipede,Scolipede,Scolipede,Scolipede,,,,damageRateAdd,,,,1202,102,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_shtg.png,,,,,,,,,,,,,,,,,,,,,,
2681225,Scolipede,Scolipede,Scolipede,Scolipede,Scolipede,Scolipede,Scolipede,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2681226,Scolipede,Scolipede,Scolipede,Scolipede,Scolipede,Scolipede,Scolipede,,,,damageReduce,,,,1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjd.png,,,,,,,,,,,,,,,,,,,,,,
2681227,Scolipede,Scolipede,Scolipede,Scolipede,Scolipede,Scolipede,Scolipede,,,,speed,,,2,1211,102,,,,,1,1,,,battle/buff_icon/logo_sd_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdtg.png,,,,,,,,,,,,,,,,,,,,,,
2681228,Scolipede,Scolipede,Scolipede,Scolipede,Scolipede,Scolipede,Scolipede,,,,damage,,,,1212,,,,,,1,1,,,battle/buff_icon/logo_wg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,,
2721121,Sandile,Sandile,Sandile,Sandile,Sandile,Sandile,Sandile,,,,damageHit,,,2,1612,,,,,,1,1,,,battle/buff_icon/logo_zm.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_zm1.png,,,,,,,,,,,,,,,,,,,,,,
2721122,Sandile,Sandile,Sandile,Sandile,Sandile,Sandile,Sandile,,,,damageHit,,,2,1612,,,,,,1,1,,,battle/buff_icon/logo_zm.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_zm1.png,,,,,,,,,,,,,,,,,,,,,,
2721123,Sandile,Sandile,Sandile,Sandile,Sandile,Sandile,Sandile,,,,lockResumeHp,,,,1114,,,,,,1,1,,,battle/buff_icon/logo_jl2.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_jl2.png,,,,,,,,,,,,,,,,,,,,,,
2721124,Sandile,Sandile,Sandile,Sandile,Sandile,Sandile,Sandile,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{effectFuncs=<castBuff>;funcArgs=<<{caster=2;value=1;lifeRound=99;holder=1;cfgId=2721125}>>;nodeId=1;triggerPoint=10}>,,,,,,,,,,,,,,,
2721125,Sandile,Sandile,Sandile,Sandile,Sandile,Sandile,Sandile,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721126,Sandile,Sandile,Sandile,Sandile,Sandile,Sandile,Sandile,,,,buffDamage,,,2,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,<{damageType=2;processId=15}>,,,,,,,,,,,,,,,,,,,
2721127,Sandile,Sandile,Sandile,Sandile,Sandile,Sandile,Sandile,,,,,,,2,,,,,<2721125>,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721128,Sandile,Sandile,Sandile,Sandile,Sandile,Sandile,Sandile,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{effectFuncs=<castBuff>;funcArgs=<<{caster=1;value=self:damage()*0.1;lifeRound=99;holder=2;cfgId=2721129}>>;nodeId=1;triggerPoint=13}>,,,,,,,,1,,,,,,,
2721129,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,Timburr,,,,damage,,,,1202,102,,,,,2,99,,,battle/buff_icon/logo_wg_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,,
2821121,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{effectFuncs=<castBuff;castBuff>;funcArgs=<<{childBind=<2;1>;caster=2;value=target:speed()*0.1;lifeRound=2;holder=2;cfgId=2821122}>;<{childBind=<1;1>;caster=2;value=-target:speed()*0.1;lifeRound=99;holder=1;cfgId=2821123}>>;nodeId=1;triggerPoint=1}>,,,,,,,,,,,,,,,
2821122,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,,,,speed,,,,1211,,,,,,8,1,,,battle/buff_icon/logo_sd_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdtg.png,,,,,,,,,,,,,,,,,,,,,,
2821123,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,,,,speed,,,,1311,,,,,,8,1,,,battle/buff_icon/logo_sd_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdjd.png,,,,,,,,,,,,,,,,,,,,,,
2821124,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{effectFuncs=<castBuff;castBuff>;funcArgs=<<{childBind=<2;1>;caster=2;value=target:specialDamage()*0.1;lifeRound=2;holder=2;cfgId=2821125}>;<{childBind=<1;1>;caster=2;value=-target:specialDamage()*0.1;lifeRound=99;holder=1;cfgId=2821126}>>;nodeId=1;triggerPoint=1}>,,,,,,,,,,,,,,,
2821125,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,,,,specialDamage,,,,1212,,,,,,8,15,,,battle/buff_icon/logo_tg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgtg.png,,,,,,,,,,,,,,,,,,,,,,
2821126,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,,,,specialDamage,,,,1312,,,,,,8,1,,,battle/buff_icon/logo_tg_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgjd.png,,,,,,,,,,,,,,,,,,,,,,
2821127,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{caster=1;value=<8;moreThan(target:specialDamage(),self:specialDamage()) and 0.4 or 1>;lifeRound=2;holder=2;cfgId=2821128}>;<{caster=1;value=<1;1;1>;lifeRound=1;holder=2;cfgId=2821130}>;<{caster=2;value=<1;<1001;1002;1003;1004;1005;1011;1012;1013;1014;1015;1021;1022;1023;1024;1025;1201;1202;1203;1211;1212;1213;1221;1222;1223;1401;1411;1421;1431;1441;1451>;8>;lifeRound=1;holder=2;cfgId=2821131}>>;onSomeFlag=<not target:hasBuff(1271218)>;nodeId=1;triggerPoint=1}>",,,,,,,,,,,,,,,
2821128,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,,,,changeToRandEnemyObj,,,,,,,,,,1,1,,,battle/buff_icon/logo_hh.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_hh.png,,,<True>,,,,<{triggerTimes=<1;1>;nodeId=0;triggerPoint=6}>,,,,,,,,,,,,,,,
2821129,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,,,,ignoreSpecBuff,,,2,,,,,,,8,99,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821130,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,,,,stealth,,,2,104,,,,,,1,1,,,battle/buff_icon/logo_ys.png,1,,,,,,,,,,,,,,,,,,{typ=opacity;args=1},battle/txt/txt_ys1.png,,,,,,,<{nodeId=0;triggerPoint=1};{effectFuncs=<castBuff;castBuff>;funcArgs=<<{bond=1;caster=2;value=<2821130>;lifeRound=99;holder=2;cfgId=2821129}>;<{caster=2;value=1;lifeRound=99;holder=2;cfgId=2821142}>>;nodeId=1;triggerPoint=1}>,,,,,,,,,,,,,,,
2821131,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,,,,bufflink,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821132,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,,,,changeToRandEnemyObj,,,,,,,,,,,1,,,battle/buff_icon/logo_hh.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_hh.png,,,<True>,,,,<{nodeId=0;triggerPoint=1}>,,,,,,,,,,,,,,,
2821133,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,,,,stealth,,,,104,,,,,,,1,,,battle/buff_icon/logo_ys.png,1,,,,,,,,,,,,,,,,,,{typ=opacity;args=1},battle/txt/txt_ys1.png,,,,,,,"<{nodeId=0;triggerPoint=1};{effectFuncs=<castBuff;castBuff>;funcArgs=<<{bond=1;caster=2;value=<2821133>;lifeRound=99;holder={input=enemyForce|nodead;process=buffDiffer('id',{2821139})|attr(""specialDamage"",""max"",1)};cfgId=2821135}>;<{caster=2;value=1;lifeRound=99;holder={input=enemyForce|nodead;process=buffDiffer('id',{2821139})|attr(""specialDamage"",""max"",1)};cfgId=2821142}>>;nodeId=1;triggerPoint=1}>",,,,,,,,,,,,,,,
2821134,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,,,,bufflink,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821135,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,,,,ignoreSpecBuff,,,2,,,,,,,8,99,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821136,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{effectFuncs=<castBuff>;funcArgs=<<{cfgId=2821137;caster=2;value=2000;lifeRound=1;holder=15;prob=trigger.skill:owner():hasBuff(2821135) and 1 or 0}>>;nodeId=1;triggerPoint=14}>,,,,,,,,,,,,,,,
2821137,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,Zorua,,,,damageReduce,,,,1213,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821138,Duskull,Duskull,Duskull,Duskull,Duskull,Duskull,Duskull,,,,damageLink,,,2,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821139,Bị động - tăng sát thương,Bị động - tăng sát thương,Passive - Increase Damage  ,พาสซีฟ - เพิ่มความเสียหาย  ,Pasif - Tingkatkan Kerusakan  ,Passive - Dagdag Pinsala  ,Pasif - Tambah Kerosakan  ,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821140,Tiền đề,Tiền đề,Premise  ,ข้อสมมติฐาน  ,Premis  ,Premise  ,Premis  ,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{effectFuncs=<castBuff>;funcArgs=<<{caster=1;cfgId=2821141;lifeRound=99;holder=2;prob=1}>>;nodeId=1;triggerPoint=1}>,,,,,,,,,,,,,,,
2821141,Bị động câm lặng,Bị động câm lặng,Passive Silence  ,พาสซีฟเงียบ  ,Pasif Senyap  ,Passive Silence  ,Pasif Diam  ,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821142,Dấu ấn ảo hóa,Dấu ấn ảo hóa,Illusion Mark,ตราแห่งภาพลวงตา,Tanda Ilusi,Marka ng Illusion,Tanda Ilusi,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2841111,Gothita,Gothita,Gothita,Gothita,Gothita,Gothita,Gothita,,,,buffDamage,,,2,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,<{damageType=1;processId=3}>,,,,,,,,,,,,,,,,,,,
