VariableName,markID,level,addType,addScene,natureType,desc_cn,desc_tw,desc,desc_vn,desc_ma,desc_en,desc_in,desc_th,desc_ph,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,attrType6,attrNum6
239013,2391,500,1,,,,,%s,%s,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
240001,2401,20,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
240002,2401,40,1,,,,,%s,%s,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
240003,2401,60,1,,,,,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
240004,2401,80,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
240005,2401,100,1,,,,,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
240006,2401,150,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,7,0.60%,8,0.60%,,,,,,,,
240007,2401,200,1,,,,,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
240008,2401,250,1,,,,,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
240009,2401,300,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,1,0.60%,,,,,,,,,,
240010,2401,350,1,,,,,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
240011,2401,400,1,,,,,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
240012,2401,450,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,9,0.60%,10,0.60%,,,,,,,,
240013,2401,500,1,,,,,%s,%s,%s,%s,%s,%s,%s,28,500,,,,,,,,,,
243001,2431,20,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
243002,2431,40,1,,,,,%s,%s,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
243003,2431,60,1,,,,,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
243004,2431,80,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
243005,2431,100,1,,,,,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
243006,2431,150,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,7,1.00%,8,1.00%,,,,,,,,
243007,2431,200,1,,,,,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
243008,2431,250,1,,,,,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
243009,2431,300,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,1,1%,,,,,,,,,,
243010,2431,350,1,,,,,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
243011,2431,400,1,,,,,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
243012,2431,450,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,9,1.00%,10,1.00%,,,,,,,,
243013,2431,500,1,,,,,%s,%s,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
244001,2441,20,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
244002,2441,40,1,,,,,%s,%s,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
244003,2441,60,1,,,,,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
244004,2441,80,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
244005,2441,100,1,,,,,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
244006,2441,150,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,1,1.00%,,,,,,,,,,
244007,2441,200,1,,,,,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
244008,2441,250,1,,,,,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
244009,2441,300,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,9,1%,10,1%,,,,,,,,
244010,2441,350,1,,,,,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
244011,2441,400,1,,,,,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
244012,2441,450,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,7,1.00%,8,1.00%,,,,,,,,
244013,2441,500,1,,,,,%s,%s,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
246001,2461,20,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
246002,2461,40,1,,,,,%s,%s,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
246003,2461,60,1,,,,,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
246004,2461,80,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
246005,2461,100,1,,,,,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
246006,2461,150,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,7,1%,8,1%,,,,,,,,
246007,2461,200,1,,,,,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
246008,2461,250,1,,,,,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
246009,2461,300,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,1,1%,,,,,,,,,,
246010,2461,350,1,,,,,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
246011,2461,400,1,,,,,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
246012,2461,450,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,7,1%,8,1%,,,,,,,,
246013,2461,500,1,,,,,%s,%s,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
247001,2471,20,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
247002,2471,40,1,,,,,%s,%s,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
247003,2471,60,1,,,,,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
247004,2471,80,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
247005,2471,100,1,,,,,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
247006,2471,150,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,1,0.60%,,,,,,,,,,
247007,2471,200,1,,,,,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
247008,2471,250,1,,,,,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
247009,2471,300,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,9,0.60%,10,0.60%,,,,,,,,
247010,2471,350,1,,,,,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
247011,2471,400,1,,,,,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
247012,2471,450,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,1,0.60%,,,,,,,,,,
247013,2471,500,1,,,,,%s,%s,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
248001,2481,20,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
248002,2481,40,1,,,,,%s,%s,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
248003,2481,60,1,,,,,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
248004,2481,80,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
248005,2481,100,1,,,,,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
248006,2481,150,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,1,0.50%,,,,,,,,,,
248007,2481,200,1,,,,,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
248008,2481,250,1,,,,,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
248009,2481,300,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,9,0.50%,10,0.50%,,,,,,,,
248010,2481,350,1,,,,,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
248011,2481,400,1,,,,,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
248012,2481,450,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,7,0.50%,8,0.50%,,,,,,,,
248013,2481,500,1,,,,,%s,%s,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
249001,2493,20,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
249002,2493,40,1,,,,,%s,%s,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
249003,2493,60,1,,,,,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
249004,2493,80,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
249005,2493,100,1,,,,,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
249006,2493,150,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,1,0.50%,,,,,,,,,,
249007,2493,200,1,,,,,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
249008,2493,250,1,,,,,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
249009,2493,300,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,9,0.50%,10,0.50%,,,,,,,,
249010,2493,350,1,,,,,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
249011,2493,400,1,,,,,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
249012,2493,450,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,7,0.50%,8,0.50%,,,,,,,,
249013,2493,500,1,,,,,%s,%s,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
259001,2593,20,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
259002,2593,40,1,,,,,%s,%s,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
259003,2593,60,1,,,,,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
259004,2593,80,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
259005,2593,100,1,,,,,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
259006,2593,150,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,7,0.50%,8,0.50%,,,,,,,,
259007,2593,200,1,,,,,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
259008,2593,250,1,,,,,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
259009,2593,300,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,1,0.50%,,,,,,,,,,
259010,2593,350,1,,,,,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
259011,2593,400,1,,,,,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
259012,2593,450,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,7,0.50%,8,0.50%,,,,,,,,
259013,2593,500,1,,,,,%s,%s,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
261001,2612,20,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
261002,2612,40,1,,,,,%s,%s,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
261003,2612,60,1,,,,,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
261004,2612,80,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
261005,2612,100,1,,,,,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
261006,2612,150,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,9,0.50%,10,0.50%,,,,,,,,
261007,2612,200,1,,,,,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
261008,2612,250,1,,,,,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
261009,2612,300,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,7,0.50%,8,0.50%,,,,,,,,
261010,2612,350,1,,,,,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
261011,2612,400,1,,,,,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
261012,2612,450,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,9,0.50%,10,0.50%,,,,,,,,
261013,2612,500,1,,,,,%s,%s,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
263001,2633,20,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
263002,2633,40,1,,,,,%s,%s,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
263003,2633,60,1,,,,,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
263004,2633,80,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
263005,2633,100,1,,,,,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
263006,2633,150,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,9,0.50%,10,0.50%,,,,,,,,
263007,2633,200,1,,,,,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
263008,2633,250,1,,,,,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
263009,2633,300,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,7,0.50%,8,0.50%,,,,,,,,
263010,2633,350,1,,,,,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
263011,2633,400,1,,,,,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
263012,2633,450,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,1,0.50%,,,,,,,,,,
263013,2633,500,1,,,,,%s,%s,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
268001,2683,20,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
268002,2683,40,1,,,,,%s,%s,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
268003,2683,60,1,,,,,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
268004,2683,80,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
268005,2683,100,1,,,,,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
268006,2683,150,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,9,0.50%,10,0.50%,,,,,,,,
268007,2683,200,1,,,,,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
268008,2683,250,1,,,,,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
268009,2683,300,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,7,0.50%,8,0.50%,,,,,,,,
268010,2683,350,1,,,,,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
268011,2683,400,1,,,,,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
268012,2683,450,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,9,0.50%,10,0.50%,,,,,,,,
268013,2683,500,1,,,,,%s,%s,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
272001,2723,20,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
272002,2723,40,1,,,,,%s,%s,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
272003,2723,60,1,,,,,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
272004,2723,80,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
272005,2723,100,1,,,,,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
272006,2723,150,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,1,0.60%,,,,,,,,,,
272007,2723,200,1,,,,,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
272008,2723,250,1,,,,,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
272009,2723,300,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,9,0.60%,10,0.60%,,,,,,,,
272010,2723,350,1,,,,,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
272011,2723,400,1,,,,,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
272012,2723,450,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,7,0.60%,8,0.60%,,,,,,,,
272013,2723,500,1,,,,,%s,%s,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
282001,2821,20,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
282002,2821,40,1,,,,,%s,%s,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
282003,2821,60,1,,,,,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
282004,2821,80,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
282005,2821,100,1,,,,,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
282006,2821,150,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,9,0.50%,10,0.50%,,,,,,,,
282007,2821,200,1,,,,,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
282008,2821,250,1,,,,,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
282009,2821,300,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,7,0.50%,8,0.50%,,,,,,,,
282010,2821,350,1,,,,,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
282011,2821,400,1,,,,,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
282012,2821,450,3,,,,,All heroes %s,Tất cả anh hùng %s,Semua wira %s,All heroes %s,Semua pahlawan %s,ฮีโร่ทั้งหมด %s,Lahat ng mga bayani %s,9,0.60%,10,0.60%,,,,,,,,
282013,2821,500,1,,,,,%s,%s,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
284001,2843,20,1,,,,,All basic attributes %s,Tất cả các thuộc tính cơ bản %s,Semua atribut asas %s,All basic attributes %s,Semua atribut dasar %s,คุณสมบัติพื้นฐานทั้งหมด %s,Lahat ng pangunahing katangian %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
