VariableName,name_vn,name_th,name,name_en,name_ph,name_in,name_ma,name_tw,languages,drawlanguages,cardMarkID,cardType,atkType,develop,branch,branchType,megaIndex,canDevelop,developType,_zawakeID,zawakeID,zawakeFragID,maleRate,gender,chaRnd,chaRecom,nValueRnd,specValue,fightingWeight,starTypeID,advanceTypeID,feelType,feelItems,advanceMax,advanceLevelReq,levelExpID,unitID,levelMax,skinSkillMap,innateSkillID,skillList,starSkillSeqID,starSkillMaxLevel,equipsList,fragID,fragNumType,star,effect,starEffectIndex,abilitySeqID,effortSeqID,gemPosSeqID,gemQualitySeqID,fetterList,townSkill,energy,energyCorrection,introduction_cn,introduction_th,introduction,introduction_vn,introduction_in,introduction_en,introduction_ph,introduction_ma,location_th,location_cn,location,location_vn,location_in,location_en,location_ph,location_ma,megaIndexID
7051,Kanroji Mitsuri,Kanroji Mitsuri  ,Kanroji Mitsuri,Kanroji Mitsuri  ,Kanroji Mitsuri  ,Kanroji Mitsuri  ,Kanroji Mitsuri  ,,,,7051,,<8>,,,,,,,,7051,57051,,2,,<24;23;14;16>,3,<100;150;85;135;165;135;770>,,5,21,4,<606;607;608;604;605>,,,4,7051,,,70513,<70511;70512;70513;70516;61151;61152>,7051,,<11014;11114;11214;11314>,27051,4,4,{drawcard=hong_effect_loop},7051,6,4,4,4,<70511;70512;70513;70514>,,,,,สาวน้อยวัยรุ่นสวยงาม มักดึงดูดความสนใจจากเพศตรงข้าม และเป็นหนึ่งในเก้าหมวกทองของกองทัพกำจัดปีศาจ หัวหน้ากองทัพแห่งความรัก!,"A beautiful teenage girl who is often attracted to the opposite sex and is one of the nine pillars of the Demon Slayer Corps, the Pillar of Love!","Một cô gái tuổi mới lớn xinh đẹp, thường không thể không bị thu hút bởi người khác giới, và là một trong chín trụ cột của Quân đoàn diệt quỷ, Trụ cột tình yêu!","Seorang gadis remaja yang cantik, sering kali tertarik pada lawan jenis, dan merupakan salah satu dari sembilan pilar dalam Tentara Pembasmi Iblis, Pilar Cinta!","A beautiful teenage girl who is often attracted to the opposite sex and is one of the nine pillars of the Demon Slayer Corps, the Pillar of Love!","Isang magandang batang babae, madalas na nahihirapang hindi maakit ng kabilang kasarian, at isa sa mga siyam na haligi ng Demon Slayer Corps, ang Haligi ng Pag-ibig!","Seorang gadis remaja yang cantik, sering kali tertarik kepada lawan jenis dan merupakan salah seorang daripada sembilan tiang dalam Demon Slayer Corps, Pilar Cinta!",เสาหลักแห่งความรักและกองทหารพิทักษ์ของอัศวิน,,Love Pillar and Knight's Vanguard Team,Trụ cột tình yêu và đội cận vệ của hiệp sĩ,Pilar Cinta dan Tim Pengawal Ksatria,Love Pillar and Knight's Vanguard Team,Love Pillar and Knight's Vanguard Team,Pillar Cinta dan Pasukan Pengawal Kesatria,
8001,Agatsuma Zenitsu,Agatsuma Zenitsu,Agatsuma Zenitsu,Agatsuma Zenitsu,Agatsuma Zenitsu,Agatsuma Zenitsu,Agatsuma Zenitsu,,,,8001,,<7>,,,,,,,,,,,1,,<7;8;9;12>,,<90;95;110;80;100;80;555>,,3,11,3,<618;619;620;602;603>,31,<1;1;8;16;22;28;35;40;45;50;55;60;65;70;75;80;85;90;95;100;105;110;115;120;125;130;135;140;145;150;155;160>,3,8001,,,80113,<80111;80112;80113;80114;61101;61102>,8001,,<11033;11133;11233;11333>,29009,3,3,{drawcard=huang_effect_loop},8001,,3,3,3,<80011;80012;80013;70011>,,,,,เสาหลักแห่งความรักและทีมองครักษ์ของอัศวิน,"A young swordsman who is always fearful when awake, but when unconscious, Zenitsu unleashes terrifying potential, performing Thunder Breathing First Form with speed and destructive power no one can see.","Một kiếm sĩ trẻ luôn sợ hãi khi tỉnh táo, nhưng khi rơi vào trạng thái bất tỉnh, Zenitsu giải phóng tiềm năng đáng sợ, thi triển Nhất Thức Lôi Hơi với tốc độ và sức mạnh hủy diệt không ai kịp nhìn thấy.","Seorang pendekar muda yang selalu ketakutan saat sadar, namun ketika pingsan, Zenitsu melepaskan potensi menakutkan, melancarkan Jurus Pertama Pernapasan Petir dengan kecepatan dan kekuatan destruktif yang tak terlihat.","A young swordsman who is always fearful when awake, but when unconscious, Zenitsu unleashes terrifying potential, performing Thunder Breathing First Form with speed and destructive power no one can see.","Isang batang mandirigmang tabak na laging takot kapag gising, ngunit kapag nawalan ng malay, pinapakawalan ni Zenitsu ang nakakatakot na potensyal, ginagamit ang Thunder Breathing Unang Anyo na may bilis at puwersang mapanira na hindi kayang makita ng sinuman.","Seorang pendekar muda yang sentiasa ketakutan ketika sedar, tetapi apabila pengsan, Zenitsu melepaskan potensi yang menggerunkan, melancarkan Bentuk Pertama Pernafasan Petir dengan kelajuan dan kuasa pemusnah yang tiada siapa sempat melihat.",กำจัดอย่างรวดเร็ว,,Quick Finish,Kết liễu nhanh,Penyelesaian Cepat,Quick Finish,Mabilis na Pagwawakas,Penyelesaian Pantas,8006
8002,Tokito Muichiro,Tokito Muichiro,Tokito Muichiro,Tokito Muichiro,Tokito Muichiro,Tokito Muichiro,Tokito Muichiro,,,,8002,,<7>,,,,,,,,,,,1,,<7;8;9;12>,3,<100;152;145;120;153;120;770>,,5,21,4,<609;610;611;604;605>,,<1;1;8;16;22;28;35;40;45;50;55;60;65;70;75;80;85;90;95;100;105;110;115;120;125;130;135;140;145;150;155;160>,4,8002,,,80123,<80121;80122;80123;80124;61101;61102>,8002,,<11004;11104;11204;11304>,29010,4,4,{drawcard=hong_effect_loop},8002,6,4,4,4,<80021;80022;80023;80053>,,,,,นักดาบหนุ่มผู้หวาดกลัวเสมอเมื่อมีสติ แต่เมื่อหมดสติ Zenitsu จะปลดปล่อยพลังที่น่ากลัว ใช้กระบวนท่าลมหายใจสายฟ้า ขั้นแรก ด้วยความเร็วและพลังทำลายที่ไม่มีใครมองทัน,"A young genius, cold and emotionless. In battle, Muichiro vanishes into the mist, cutting down enemies with swordsmanship so fast it cannot be seen.","Một thiên tài trẻ tuổi lạnh lùng và vô cảm. Khi chiến đấu, Muichiro tan biến giữa màn sương, chém tan kẻ địch bằng kiếm pháp nhanh đến mức không thể nhìn thấy.","Seorang jenius muda yang dingin dan tanpa emosi. Saat bertarung, Muichiro menghilang ke dalam kabut, menebas musuh dengan ilmu pedang secepat kilat yang tak terlihat.","A young genius, cold and emotionless. In battle, Muichiro vanishes into the mist, cutting down enemies with swordsmanship so fast it cannot be seen.","Isang batang henyo na malamig at walang emosyon. Sa laban, naglalaho si Muichiro sa loob ng ulap, pinuputol ang mga kalaban gamit ang tabak na napakabilis na hindi makita.","Seorang genius muda yang dingin dan tanpa emosi. Dalam pertempuran, Muichiro lenyap ke dalam kabus, menebas musuh dengan seni pedang sepantas kilat yang tidak kelihatan.",ยิ่งนานการต่อสู้ยิ่งแข็งแกร่ง,,"The longer the battle, the stronger",Càng lâu trận càng mạnh,"Semakin lama pertarungan, semakin kuat","The longer the battle, the stronger","Habang tumatagal ang laban, mas lumalakas","Semakin lama pertempuran, semakin kuat",
8003,Kocho Shinobu,Kocho Shinobu,Kocho Shinobu,Kocho Shinobu,Kocho Shinobu,Kocho Shinobu,Kocho Shinobu,,,,8003,,<8>,,,,,,,,8003,,,2,,<6;7;18;19>,3,<90;200;110;80;210;80;770>,,4,21,4,<609;610;611;604;605>,,<1;1;8;16;22;28;35;40;45;50;55;60;65;70;75;80;85;90;95;100;105;110;115;120;125;130;135;140;145;150;155;160>,4,8003,,,80033,<80031;80032;80033;80036;61151;61152>,8003,,<11004;11104;11204;11304>,28031,4,4,{drawcard=hong_effect_loop},8003,,4,4,4,<80031;80032;80033;80034>,,,,,อัจฉริยะหนุ่มผู้เย็นชาและไร้อารมณ์ เมื่อเข้าสู่การต่อสู้ Muichiro จะสลายไปในหมอก ฟันศัตรูด้วยเพลงดาบที่รวดเร็วจนไม่อาจมองเห็น,"Kocho Shinobu – the Insect Hashira who transcended time as an undead. Though her power weakened, she still terrifies enemies with her poison-coated blade. Beneath her gentle smile lies an unshakable resolve to slay demons.","Kocho Shinobu – Trùng Trụ xuyên không hóa thây ma, sức mạnh suy giảm nhưng vẫn khiến kẻ địch khiếp sợ với kiếm tẩm độc. Dưới nụ cười dịu dàng là quyết tâm diệt quỷ không gì lay chuyển.","Kocho Shinobu – Hashira Serangga yang menjelma sebagai mayat hidup. Meski kekuatannya melemah, ia tetap menakutkan musuh dengan pedang beracun. Di balik senyum lembutnya tersembunyi tekad membasmi iblis yang tak tergoyahkan.","Kocho Shinobu – the Insect Hashira who transcended time as an undead. Though her power weakened, she still terrifies enemies with her poison-coated blade. Beneath her gentle smile lies an unshakable resolve to slay demons.","Kocho Shinobu – ang Insect Hashira na naging isang bangkay na muling nabuhay. Kahit humina ang kanyang lakas, nananatili siyang kinatatakutan ng mga kalaban gamit ang tabak na may lason. Sa likod ng kanyang banayad na ngiti ay ang matatag na paninindigan na puksain ang mga demonyo.","Kocho Shinobu – Hashira Serangga yang berubah menjadi mayat hidup. Walaupun kekuatannya berkurang, dia tetap menakutkan musuh dengan pedang beracun. Di sebalik senyuman lembutnya tersimpan tekad membasmi syaitan yang tidak pernah goyah.",โจมตีอย่างกะทันหัน & ควบคุมพื้นที่,,Surprise attack & area control,Tấn công bất ngờ & kiểm soát lĩnh vực,Serangan mendadak & kontrol area,Surprise attack & area control,Biglaang atake & kontrol ng lugar,Serangan mengejut & kawalan kawasan,
8004,Tsuyuri Kanao,Tsuyuri Kanao,Tsuyuri Kanao,Tsuyuri Kanao,Tsuyuri Kanao,Tsuyuri Kanao,Tsuyuri Kanao,,,,8004,,<7>,,,,,,,,8004,,,2,,<11;12;15;16>,,<90;120;160;110;60;85;630>,,4,21,4,<609;610;611;604;605>,31,<1;1;8;16;22;28;35;40;45;50;55;60;65;70;75;80;85;90;95;100;105;110;115;120;125;130;135;140;145;150;155;160>,4,8004,,,80043,<80041;80042;80043;80046;61101;61102>,8004,,<11004;11104;11204;11304>,28041,4,4,{drawcard=hong_effect_loop},8004,,4,4,4,<80041;80042;80043;80044>,,,,,Kocho Shinobu – เสาหลักแมลงที่กลายเป็นซากศพพลังลดลง แต่ยังทำให้ศัตรูหวาดกลัวด้วยดาบเคลือบพิษ ภายใต้รอยยิ้มอ่อนโยนคือความมุ่งมั่นในการล่ายักษ์ที่ไม่อาจสั่นคลอน,"A young swordsman of the Demon Slayer Corps, Kanao stands out for her calm demeanor and gentle eyes hiding immense power. Though quiet and rarely showing emotion, she possesses exquisite speed and the elegant Flower Breathing swordsmanship.","Một kiếm sĩ trẻ thuộc Sát Quỷ Đội, Kanao nổi bật với sự điềm tĩnh và đôi mắt dịu dàng ẩn chứa sức mạnh khôn lường. Dù trầm lặng và ít khi bộc lộ cảm xúc, cô lại sở hữu tốc độ và kỹ năng kiếm pháp Hoa Hơi tuyệt mỹ","Seorang pendekar muda dari Korps Pembasmi Iblis, Kanao menonjol dengan ketenangan dan mata lembut yang menyimpan kekuatan besar. Meskipun pendiam dan jarang menunjukkan emosi, ia memiliki kecepatan dan ilmu pedang Flower Breathing yang indah.","A young swordsman of the Demon Slayer Corps, Kanao stands out for her calm demeanor and gentle eyes hiding immense power. Though quiet and rarely showing emotion, she possesses exquisite speed and the elegant Flower Breathing swordsmanship.","Isang batang mandirigmang tabak ng Demon Slayer Corps, namumukod-tangi si Kanao sa kanyang kalmado at banayad na mga mata na nagtatago ng malaking lakas. Bagamat tahimik at bihirang ipakita ang damdamin, taglay niya ang kahanga-hangang bilis at marilag na Flower Breathing na kasanayan sa tabak.","Seorang pendekar muda daripada Kor Demon Slayer, Kanao menonjol dengan sikap tenang dan mata lembut yang menyembunyikan kuasa besar. Walaupun pendiam dan jarang menunjukkan emosi, dia memiliki kelajuan dan seni pedang Flower Breathing yang indah.",ดาบดอกไม้วาบฟ้า,,Flash Flower Sword,Kiếm Hoa Chớp Nhoáng,Pedang Bunga Kilat,Flash Flower Sword,Flash Flower Sword,Pedang Bunga Kilat,
8005,Kyojuro Rengoku,Kyojuro Rengoku,Kyojuro Rengoku,Kyojuro Rengoku,Kyojuro Rengoku,Kyojuro Rengoku,Kyojuro Rengoku,,,,8005,,<7>,,,,,,,,,,,1,,<11;12;15;16>,,<90;85;150;120;75;100;620>,,4,21,4,<609;610;611;604;605>,31,<1;1;8;16;22;28;35;40;45;50;55;60;65;70;75;80;85;90;95;100;105;110;115;120;125;130;135;140;145;150;155;160>,4,400905,,,8005003,<8005001;8005002;8005003;8005004;61151;61152>,8005,,<11004;11104;11204;11304>,29004,4,4,{drawcard=hong_effect_loop},8005,,4,4,4,<80051;80052;80053;80054>,,,,,นักดาบหนุ่มของหน่วยพิฆาตอสูร Kanao โดดเด่นด้วยความเยือกเย็นและสายตาอ่อนโยนที่ซ่อนพลังมหาศาล แม้จะเงียบและไม่ค่อยแสดงอารมณ์ เธอมีความเร็วและทักษะดาบลมหายใจดอกไม้ที่งดงาม,"Kyojuro Rengoku is a powerful Hashira of the Demon Slayer Corps. Before succeeding his father, he trained himself through three Flame Breathing scrolls and became an exceptional swordsman. He once avenged nine slain Demon Slayers and single-handedly defeated Lower Rank Two, Hairo","Kyojuro Rengoku là một Hashira mạnh mẽ của Sát Quỷ Đoàn. Trước khi kế nhiệm cha mình, anh đã tự luyện tập qua ba cuốn sách Thở Lửa và trở thành kiếm sĩ xuất sắc. Anh từng báo thù cho 9 Sát quỷ bị giết và một mình đánh bại Hạ cấp Hai Hairo.","Kyojuro Rengoku adalah Hashira yang kuat dari Korps Pembasmi Iblis. Sebelum menggantikan ayahnya, ia melatih dirinya melalui tiga gulungan Pernapasan Api dan menjadi pendekar pedang luar biasa. Ia pernah membalas dendam untuk 9 Pembasmi Iblis yang terbunuh dan seorang diri mengalahkan Iblis Peringkat Bawah Dua, Hairo.","Kyojuro Rengoku is a powerful Hashira of the Demon Slayer Corps. Before succeeding his father, he trained himself through three Flame Breathing scrolls and became an exceptional swordsman. He once avenged nine slain Demon Slayers and single-handedly defeated Lower Rank Two, Hairo","Si Kyojuro Rengoku ay isang makapangyarihang Hashira ng Demon Slayer Corps. Bago sundan ang kanyang ama, sinanay niya ang sarili sa tatlong scroll ng Flame Breathing at naging isang pambihirang mandirigmang tabak. Minsan niyang ipinaghiganti ang siyam na Demon Slayer na pinaslang at mag-isa niyang tinalo ang Lower Rank Two na si Hairo.","Kyojuro Rengoku ialah seorang Hashira yang kuat dari Kor Demon Slayer. Sebelum menggantikan bapanya, dia melatih dirinya melalui tiga gulungan Nafas Api dan menjadi pendekar pedang yang hebat. Dia pernah membalas dendam untuk 9 pembasmi iblis yang terbunuh dan seorang diri mengalahkan Iblis Peringkat Bawah Dua, Hairo.",พลังโจมตี,,Attack Power,ST Tấn Công,Kekuatan Serangan,Attack Power,Lakas ng Atake,Kekuatan Serangan,
8006,Agatsuma Zenitsu,Agatsuma Zenitsu,Agatsuma Zenitsu,Agatsuma Zenitsu,Agatsuma Zenitsu,Agatsuma Zenitsu,Agatsuma Zenitsu,,,,8001,,<7>,2,,,80010,,,,,,,1,,<24;23;14;16>,,<106;97;147;110;60;100;630>,,4,21,4,<609;610;611;604;605>,31,<1;1;8;16;22;28;35;40;45;50;55;60;65;70;75;80;85;90;95;100;105;110;115;120;125;130;135;140;145;150;155;160>,4,400906,,,8006003,<8006001;8006002;8006003;8006004;61151;61152>,8006,,<11004;11104;11204;11304>,29009,4,4,{drawcard=hong_effect_loop},8006,,4,4,4,<80061;80062;80063;80064>,,,,,Kyojuro Rengoku คือเสาหลักผู้ทรงพลังของหน่วยพิฆาตอสูร ก่อนสืบทอดตำแหน่งจากพ่อ เขาได้ฝึกฝนตนเองจากตำราลมหายใจแห่งเปลวไฟทั้งสาม และกลายเป็นนักดาบชั้นเลิศ เขาเคยล้างแค้นให้กับนักล่ายักษ์ 9 คนที่ถูกสังหาร และเพียงลำพังปราบยักษ์ล่างระดับสอง Hairo,Agatsuma Zenitsu is a Demon Slayer swordsman and a member of the Demon Slayer Corps. He is a companion of Kamado Tanjiro and one of the main characters in Demon Slayer: Kimetsu no Yaiba.,"Agatsuma Zenitsu là một Kiếm sĩ Diệt Quỷ và là một thành viên của Đội Diệt Quỷ. Cậu là bạn đồng hành của Kamado Tanjiro, đồng thời là 1 trong những nhân vật chính của Thanh Gươm Diệt Quỷ: Kimetsu no Yaiba.",Agatsuma Zenitsu adalah seorang pendekar Demon Slayer dan anggota Korps Pembasmi Iblis. Dia adalah teman perjalanan Kamado Tanjiro dan salah satu tokoh utama dalam Demon Slayer: Kimetsu no Yaiba.,Agatsuma Zenitsu is a Demon Slayer swordsman and a member of the Demon Slayer Corps. He is a companion of Kamado Tanjiro and one of the main characters in Demon Slayer: Kimetsu no Yaiba.,Si Agatsuma Zenitsu ay isang mandirigmang tabak ng Demon Slayer at miyembro ng Demon Slayer Corps. Siya ay kasama ni Kamado Tanjiro at isa sa mga pangunahing karakter sa Demon Slayer: Kimetsu no Yaiba.,Agatsuma Zenitsu ialah seorang pendekar Demon Slayer dan ahli Kor Demon Slayer. Dia adalah rakan pengembaraan Kamado Tanjiro dan salah seorang watak utama dalam Demon Slayer: Kimetsu no Yaiba.,ต่อสู้โดยไม่รู้ตัว,,Fight unconsciously,Chiến đấu trong vô thức,Bertarung tanpa sadar,Fight unconsciously,Lumaban nang walang malay,Bertempur secara tidak sedar,8001
8007,Akaza,Akaza,Akaza,Akaza,Akaza,Akaza,Akaza,,,,8007,,<7>,,,,,,,,,,,1,,<6;7;18;19>,2,<145;150;155;145;60;120;775>,,4,21,4,<612;613;614;604;605>,31,<1;1;8;16;22;28;35;40;45;50;55;60;65;70;75;80;85;90;95;100;105;110;115;120;125;130;135;140;145;150;155;160>,4,8007,,,9080073,<9080071;9080072;9080073;9080074;61151;61152>,8007,,<11054;11154;11254;11354>,29007,4,4,{drawcard=hong_effect_loop},8007,2,4,4,4,<70515;31713;36611;33513>,,,,,Agatsuma Zenitsu เป็นนักดาบพิฆาตอสูรและสมาชิกของหน่วยพิฆาตอสูร เขาเป็นเพื่อนร่วมทางของ Kamado Tanjiro และเป็นหนึ่งในตัวละครหลักของ Demon Slayer: Kimetsu no Yaiba,"In a life-or-death battle at the boundary between life and death, Akaza awakened the dormant potential in his bloodline. A surge of intense hatred combined with ancient spiritual power allowed him to evolve beyond limits — each punch now carries soul-shattering aftershocks, disintegrating enemies on contact. His martial arts are not just physical strength, but a deadly symphony of Blood Demon Art and immortal pride!","Trong một trận chiến sinh tử nơi ranh giới âm dương, Akaza đã đánh thức tiềm lực ngủ quên trong huyết mạch. Luồng hận thù mãnh liệt kết hợp với linh lực cổ xưa giúp hắn tiến hóa vượt bậc — mỗi cú đấm giờ đây mang theo dư chấn phá hủy linh hồn, khiến kẻ địch vừa chạm đã tan rã. Võ thuật của hắn không chỉ là sức mạnh cơ bắp, mà là bản giao hưởng chết chóc của huyết quỷ thuật và lòng kiêu hãnh bất diệt!","Dalam pertarungan hidup dan mati di batas antara kehidupan dan kematian, Akaza membangkitkan potensi yang tertidur dalam garis keturunannya. Gelombang kebencian yang hebat dipadukan dengan kekuatan spiritual kuno memungkinkannya berevolusi melampaui batas — setiap pukulan kini membawa getaran yang menghancurkan jiwa, membuat musuh hancur seketika. Seni bela dirinya bukan hanya kekuatan fisik, tetapi simfoni mematikan dari Blood Demon Art dan kebanggaan abadi!","In a life-or-death battle at the boundary between life and death, Akaza awakened the dormant potential in his bloodline. A surge of intense hatred combined with ancient spiritual power allowed him to evolve beyond limits — each punch now carries soul-shattering aftershocks, disintegrating enemies on contact. His martial arts are not just physical strength, but a deadly symphony of Blood Demon Art and immortal pride!","Sa isang laban ng buhay at kamatayan sa hangganan ng buhay at kamatayan, pinukaw ni Akaza ang natutulog na potensyal sa kanyang dugo. Ang matinding poot na pinagsama sa sinaunang espirituwal na kapangyarihan ay nagpalakas sa kanya na umunlad lampas sa hangganan — bawat suntok ngayon ay may kasamang alon na sumisira sa kaluluwa, nagwawasak sa mga kaaway sa unang tama. Ang kanyang sining ng pakikipaglaban ay hindi lamang pisikal na lakas, kundi isang nakamamatay na simponya ng Blood Demon Art at walang hanggang karangalan!","Dalam pertarungan hidup dan mati di sempadan antara kehidupan dan kematian, Akaza membangkitkan potensi yang tertidur dalam garis keturunannya. Gelombang kebencian yang kuat digabungkan dengan tenaga roh kuno membolehkannya berevolusi melebihi had — setiap tumbukan kini membawa gegaran yang memusnahkan jiwa, memusnahkan musuh sebaik bersentuhan. Seni mempertahankan dirinya bukan sekadar kekuatan fizikal, tetapi simfoni maut Seni Iblis Darah dan kebanggaan abadi!",จันทราอัปเปอร์สาม Akaza,,Upper Moon Three Akaza,Thượng Huyền Tam Akaza,Upper Moon Three Akaza,Upper Moon Three Akaza,Upper Moon Three Akaza,Upper Moon Three Akaza,
8008,Tamayo,Tamayo,Tamayo,Tamayo,Tamayo,Tamayo,Tamayo,,,,8008,,<8>,,,,,,,,,,,2,,<6;7;18;19>,2,<100;100;90;90;140;110;640>,,4,21,4,<621;622;623;604;605>,31,<1;1;8;16;22;28;35;40;45;50;55;60;65;70;75;80;85;90;95;100;105;110;115;120;125;130;135;140;145;150;155;160>,4,8008,,,9080084,<9080081;9080082;9080083;9080084;61151;61152>,8008,,<11024;11124;11224;11324>,29008,4,4,{drawcard=hong_effect_loop},8008,3,4,4,4,<70515;30014;31514;31612>,,,,,ในการต่อสู้ชีวิตหรือความตายบนเส้นแบ่งระหว่างโลกแห่งชีวิตและความตาย Akaza ปลุกศักยภาพที่หลับอยู่ในสายเลือดของเขา คลื่นความเกลียดชังที่รุนแรงรวมกับพลังวิญญาณโบราณทำให้เขาพัฒนาเกินขีดจำกัด — แต่ละหมัดตอนนี้สร้างแรงสั่นสะเทือนทำลายจิตวิญญาณ ทำลายศัตรูทันทีที่ถูกโจมตี ศิลปะการต่อสู้ของเขาไม่ใช่แค่พลังร่างกาย แต่เป็นซิมโฟนีแห่งความตายของศิลปะปีศาจเลือดและความภาคภูมิใจอมตะ!,"Beneath a refined exterior lies a soul once devoured by darkness. Tamayo – the mysterious demon doctor – chooses the path of healing in a world soaked in blood. She wields medicine instead of weapons, uses blood instead of a sword, silently opposing Muzan with intelligence and compassion. Every step she takes is proof of gentleness without weakness, and hatred without need for shouting.","Ẩn sau vẻ ngoài nhã nhặn là một linh hồn từng bị bóng tối nuốt chửng. Tamayo – y sĩ quỷ bí, chọn con đường chữa lành giữa thế giới đầy máu tanh. Nàng dùng y thuật thay cho vũ lực, máu thay cho gươm, lặng lẽ chống lại Muzan bằng trí tuệ và lòng trắc ẩn. Mỗi bước đi là minh chứng cho sự dịu dàng không yếu mềm, và lòng căm hận không cần phải gào thét.","Di balik penampilan yang anggun tersembunyi jiwa yang pernah ditelan kegelapan. Tamayo – dokter iblis misterius – memilih jalan penyembuhan di dunia yang penuh darah. Dia menggunakan ilmu kedokteran menggantikan senjata, darah menggantikan pedang, diam-diam melawan Muzan dengan kecerdasan dan kasih sayang. Setiap langkahnya adalah bukti kelembutan tanpa kelemahan, dan kebencian tanpa perlu berteriak.","Beneath a refined exterior lies a soul once devoured by darkness. Tamayo – the mysterious demon doctor – chooses the path of healing in a world soaked in blood. She wields medicine instead of weapons, uses blood instead of a sword, silently opposing Muzan with intelligence and compassion. Every step she takes is proof of gentleness without weakness, and hatred without need for shouting.","Sa likod ng maayos na panlabas ay isang kaluluwang minsang nilamon ng kadiliman. Si Tamayo – ang misteryosong doktor ng demonyo – pinipili ang landas ng pagpapagaling sa mundong puno ng dugo. Ginagamit niya ang medisina sa halip na armas, dugo sa halip na espada, tahimik na kumakalaban kay Muzan gamit ang talino at habag. Bawat hakbang niya ay patunay ng banayad na lakas na hindi mahina, at galit na hindi kailangang isigaw.","Di sebalik penampilan yang anggun terdapat jiwa yang pernah ditelan kegelapan. Tamayo – doktor iblis misteri – memilih jalan penyembuhan dalam dunia yang penuh darah. Dia menggunakan perubatan menggantikan senjata, darah menggantikan pedang, diam-diam menentang Muzan dengan kecerdasan dan belas kasihan. Setiap langkahnya adalah bukti kelembutan tanpa kelemahan, dan kebencian tanpa perlu menjerit.",ปีศาจหมอหญิง,,Demon Doctor Woman,Quỷ Y Nữ,Iblis Dokter Wanita,Demon Doctor Woman,Demonyong Babaeng Doktor,Iblis Doktor Wanita,
8009,Dracule Mihawk,Dracule Mihawk,Dracule Mihawk,Dracule Mihawk,Dracule Mihawk,Dracule Mihawk,Dracule Mihawk,,,,8009,,<7>,,,,,,,,,,,1,,<11;12;15;16>,,<106;97;147;110;60;100;630>,,4,21,4,<609;610;611;604;605>,31,<1;1;8;16;22;28;35;40;45;50;55;60;65;70;75;80;85;90;95;100;105;110;115;120;125;130;135;140;145;150;155;160>,4,8009,,,800903,<800901;800902;800903;61101;61102;800904>,8009,,<11004;11104;11204;11304>,29011,4,4,{drawcard=hong_effect_loop},8009,,4,4,4,<80091;80092;80093;80094>,,,,,เบื้องหลังรูปลักษณ์ที่สง่างามคือวิญญาณที่เคยถูกความมืดกลืน Tamayo – หมอปีศาจลึกลับ เลือกทางแห่งการเยียวยาในโลกที่เต็มไปด้วยเลือด เธอใช้การแพทย์แทนอาวุธ ใช้เลือดแทนดาบ เงียบ ๆ ต่อต้าน Muzan ด้วยปัญญาและความเมตตา ทุกย่างก้าวเป็นเครื่องพิสูจน์ความอ่อนโยนโดยไม่อ่อนแอ และความเกลียดชังโดยไม่ต้องตะโกน,"Dracule Mihawk — the world's strongest swordsman, wielding the sword Yoru (Black Sword – one of the 12 Supreme Grade blades), and capable of using both Observation Haki and Armament Haki.","Dracule Mihawk — Thợ Kiếm mạnh nhất thế giới, sở hữu thanh kiếm Yoru (Black Sword – một trong 12 Supreme Grade blades), và khả năng sử dụng cả Observation Haki (Haki quan sát) và Armament Haki (Haki vũ trang)","Dracule Mihawk — pendekar pedang terkuat di dunia, memiliki pedang Yoru (Black Sword – salah satu dari 12 bilah Tingkat Tertinggi), dan mampu menggunakan baik Observation Haki maupun Armament Haki.","Dracule Mihawk — the world's strongest swordsman, wielding the sword Yoru (Black Sword – one of the 12 Supreme Grade blades), and capable of using both Observation Haki and Armament Haki.","Si Dracule Mihawk — ang pinakamalakas na mandirigmang tabak sa mundo, may hawak na espada na Yoru (Black Sword – isa sa 12 Supreme Grade blades), at may kakayahang gumamit ng parehong Observation Haki at Armament Haki.","Dracule Mihawk — pendekar pedang terkuat di dunia, memiliki pedang Yoru (Black Sword – salah satu daripada 12 bilah Gred Tertinggi), dan mampu menggunakan kedua-dua Observation Haki dan Armament Haki.",เพิ่มความเสียหายและคริติคอล,,Increase damage and critical,Tăng sát thương và chí mạng,Tingkatkan damage dan kritikal,Increase damage and critical,Dagdagan ang pinsala at kritikal,Tingkatkan kerosakan dan kritikal,
