VariableName,eventID,_name,delay,sound,damageSeg,hpSeg,segInterval,shaker,music,zOrder ,move,show,effectType,effectRes,effectArgs,otherEventIDs,follow,onlyTargetShow,jumpFlag,control,confuseIt,zOrder
189111,189111,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
189121,189121,,,,<0.5;0.5>,,<0;733.33>,,,,,,,,,,,,,{lifeBar={show=True}},,
189131,189131,,,,<0.5;0.5>,,<0;200>,{endT=100;beginT=0;count=1;disy=30;disx=30;interval=100},,,,,,,,,,,,,,
189132,189132,,,,,,,,,,<{absY=600;absX=1950;delay=0;teamClose=1.9;t=0}>,<{hide=True;lastTime=4866.67;delay=0}>,1,koudai_beijing/tiankong.skel,{scale=0.75;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=baobeilong_skill2;offsetX=0;lastTime=9366.67;zorder=-1000},<90;371092;371093>,,,,,,
189133,189133,,,,,,,,,,,,1,koudai_beijing/huangtu.skel,{scale=0.9;screenPos=0;offsetY=-100;addTolayer=-1;aniLoop=False;aniName=baobeilong_skill2;offsetX=-400;lastTime=9366.67;zorder=-100},,,,,,,
189134,189134,,,,,,,,,,,,,,,,,,,,,
189211,189211,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
189221,189221,,,,<0.2;0.2;0.1;0.1;0.2;0.2>,,<0;166.67;133.33;133.33;133.33;133.33>,,,,,,,,,,,,,{lifeBar={show=True}},,
189231,189231,,,,<0.3;0.7>,,<0;1733.33>,{endT=1900;beginT=1800;count=1;disy=30;disx=30;interval=100},,,,,,,,,,,,,,
189232,189232,,,,,,,,,,<{t=0;x=700;delay=0};{t=100;x=-160;delay=4290;y=0};{t=400;x=-280;delay=4390;y=0};{t=220;x=-2500;delay=4790;y=0};{t=0;x=0;delay=5100;y=0}>,<{hide=True;lastTime=4333.33;delay=0};{hide=True;lastTime=800;delay=5100}>,,,,<90;372092>,,,,,,
189233,189233,,,,,,,,,,,,1,koudai_beijing/paodong.skel,{scale=0.75;screenPos=0;offsetY=-200;addTolayer=-1;aniLoop=False;aniName=jiakelong_skill2;offsetX=0;lastTime=5110;zorder=-1000},,,,,,,
189311,189311,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
189321,189321,,,,<0.25;0.25;0.25;0.25>,,<0;50;50;50>,,,,,,,,,,,,,{lifeBar={show=True}},,
189331,189331,,,,<0.125;0.125;0.125;0.25;0.125;0.125;0.125>,,<0;250;250;500;250;250;250>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,1,yikaluosi/effect_yikaluosi_2.json,{scale=0.4;screenPos=1;offsetY=300;addTolayer=1;aniLoop=True;zorder=99;offsetX=0;delay=0;aniName=skill2_loop;lastTime=2000},,,,,,,
190111,190111,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
190121,190121,,,,<0.5;0.5>,,<0;200>,,,,,,,,,,,,,{lifeBar={show=True}},,
190131,190131,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2>,,<0;166.67;166.67;266.67;400;133.33;233.33;166.67;833.33>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
190211,190211,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
190221,190221,,,,<0.5;0.5>,,<0;233.33>,,,,,,,,,,,,,{lifeBar={show=True}},,
190231,190231,,,,<0.5;0.5>,,<0;200>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
190232,190232,,,,,,,,,,,<{hide=True;lastTime=3900;delay=0}>,,,,<90;375092>,,,,,,<{zorder=-999;lastTime=4666.67;delay=0}>
190233,190233,,,,,,,,,,,,1,koudai_beijing/sudu_bj.skel,{scale=1;screenPos=0;offsetY=-100;addTolayer=-1;aniLoop=False;aniName=jinshuguai_skill2;offsetX=0;delay=0;zorder=10;lastTime=3900},,,,,,,
190311,190311,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
190321,190321,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
190331,190331,,,,<0.2;0.2;0.2;0.2;0.2>,,<150;200;200;200;200>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
191111,25311,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
191121,25321,,,,<0.25;0.3;0.15;0.15;0.15>,,<0;100;100;100;400>,,,,,,,,,,,,,{lifeBar={show=True}},,
191131,25331,,,,<0.2;0.2;0.2;0.1;0.1;0.1;0.1>,,<0;250;250;250;250;250;250>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
192111,192111,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;200;200;200;200>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
192121,192121,,,,<0.4;0.6>,,<0;561>,,,,,,,,,,,,,{lifeBar={show=True}},,
192131,192131,,,,<0.33;0.33;0.34>,,<0;100;100>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
192132,192132,,,,,,,,,,,,,,,<90;378091;378092>,,,,,,
192133,192133,,,,,,,,,,,,1,koudai_beijing/bingchuan.skel,{scale=1;screenPos=0;offsetY=-100;addTolayer=-1;aniLoop=False;aniName=leijiaisi_skill2;offsetX=0;delay=0;zorder=10;lastTime=10759},,,,,,,
192134,192134,,,,,,,,,,,,1,koudai_beijing/tiankong.skel,{scale=1;screenPos=0;offsetY=-100;addTolayer=-1;aniLoop=False;aniName=leijiaisi_skill2;offsetX=0;delay=0;zorder=9;lastTime=10759},,,,,,,
193111,193111,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
193121,193121,,,,<0.25;0.25;0.25;0.25>,,<0;50;50;50>,,,,,,,,,,,,,{lifeBar={show=True}},,
193131,193131,,,,<0.5;0.5>,,<0;200>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
194111,194111,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
194121,194121,,,,<0.25;0.25;0.25;0.25>,,<0;130;130;130>,,,,,,,,,,,,,{lifeBar={show=True}},,
194131,194131,,,,<0.1;0.1;0.1;0.1;0.1;0.2;0.3>,,<0;250;250;250;250;250;250>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,1,tiannvshou/effect_tiannvshou_2.json,{scale=0.5;screenPos=1;offsetY=300;addTolayer=1;aniLoop=True;zorder=99;offsetX=0;delay=0;aniName=skill2_loop;lastTime=2000},,,,,,,
194141,194141,,,,,,,,,,,,,,,,,TRUE,,,,
194142,194142,,,,<0.1;0.1;0.1;0.1;0.1;0.2;0.3>,,<0;200;200;200;200;250;250>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,1,tiannvshou/effect_tiannvshou_3.json,{scale=0.5;screenPos=1;offsetY=300;addTolayer=1;aniLoop=True;zorder=99;offsetX=0;delay=0;aniName=skill3_loop;lastTime=1700},,,TRUE,,,,
195111,195111,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
195121,195121,,,,<0.25;0.25;0.25;0.25>,,<0;130;130;130>,,,,,,,,,,,,,{lifeBar={show=True}},,
195131,195131,,,,<0.1;0.1;0.1;0.1;0.1;0.2;0.3>,,<0;250;250;250;250;250;250>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,1,tianshishou/effect_tianshishou_2.json,{scale=0.3;screenPos=1;offsetY=300;addTolayer=-1;aniLoop=True;zorder=99;offsetX=0;delay=0;aniName=skill2_loop;lastTime=2000},,,,,,,
195141,195141,,,,,,,,,,,,,,,,,TRUE,,,,
195142,195142,,,,<0.1;0.1;0.1;0.1;0.1;0.2;0.3>,,<0;200;200;200;200;250;250>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,1,tiannvshou/effect_tiannvshou_3.json,{scale=0.5;screenPos=1;offsetY=300;addTolayer=1;aniLoop=True;zorder=99;offsetX=0;delay=0;aniName=skill3_loop;lastTime=1700},,,TRUE,,,,
196111,1,,,,<0.5;0.5>,,<0;100>,{isRepeat=True;endT=100;beginT=0;count=1;disy=20;disx=20;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
196121,1,,,,<0.3;0.3;0.4>,,<0;133;133>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=25;interval=0},,,,,1,akeya/effect_akeya_1.json,{scale=0.2;screenPos=1;offsetY=150;addTolayer=1;aniLoop=False;zorder=99;offsetX=0;delay=0;aniName=skill1_loop;lastTime=1000},,,,,{lifeBar={show=True}},,
196131,1,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=20;disx=20;interval=1},,,,,,,,,,,,,,<{zorder=999;lastTime=1500;delay=0}>
196132,1,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=25;interval=1},,,,,,,,,,,,,,<{zorder=999;lastTime=1500;delay=0}>
196133,1,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=20;disx=20;interval=2},,,,,,,,,,,,,,<{zorder=999;lastTime=1500;delay=0}>
196134,1,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=25;interval=2},,,,,,,,,,,,,,<{zorder=999;lastTime=1500;delay=0}>
196135,1,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=20;disx=20;interval=3},,,,,,,,,,,,,,<{zorder=999;lastTime=1500;delay=0}>
196136,1,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=25;interval=3},,,,,,,,,,,,,,<{zorder=999;lastTime=1500;delay=0}>
196137,196137,,,,,,,,,,,,,,,,,,,,,<{zorder=999;lastTime=1500;delay=0}>
196211,196211,,,,<0.3;0.3;0.4>,,<0;133.3;133.3>,{isRepeat=True;endT=100;beginT=0;count=1;disy=20;disx=20;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
196212,196212,,1000,,<0.5;0.5>,,<133.3;133.3>,,,,,,,,,,,,,{lifeBar={show=True}},,
196221,196221,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=25;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
196231,196231,,,,<1>,,<0>,,,,,<{hide=False;lastTime=2000;delay=0}>,,,,,,,,,,<{zorder=999;lastTime=20000;delay=0}>
196232,196232,,,,<1>,,<0>,,,,,<{hide=False;lastTime=2000;delay=0}>,,,,,,,,,,<{zorder=999;lastTime=20000;delay=0}>
196233,196233,,,,<1>,,<0>,,,,,<{hide=False;lastTime=2000;delay=0}>,,,,,,,,,,<{zorder=999;lastTime=20000;delay=0}>
196234,196234,,,,<1>,,<0>,,,,,<{hide=False;lastTime=2000;delay=0}>,,,,,,,,,,<{zorder=999;lastTime=20000;delay=0}>
196235,196235,,,,<1>,,<0>,,,,,<{hide=False;lastTime=2000;delay=0}>,,,,,,,,,,<{zorder=999;lastTime=20000;delay=0}>
196236,196236,,,,<1>,,<0>,,,,,<{hide=False;lastTime=2000;delay=0}>,,,,,,,,,,<{zorder=999;lastTime=20000;delay=0}>
196237,196237,,,,,,,,,,,,,,,,,,,,,
196238,196238,,,,,,,,,,,,,,,<90;382191;382192;382193;382194;382195>,,,,,,
196239,196239,,,,,,,,,,,,1,koudai_beijing/hailang.skel,{scale=0.71;screenPos=0;offsetY=0;addTolayer=1;aniLoop=False;aniName=gaiouka_mega_qian;offsetX=0;lastTime=20133.3;zorder=6},,,,,,,
196240,196240,,,,,,,,,,,,1,koudai_beijing/hailang.skel,{scale=0.68;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=gaiouka_mega_hou;offsetX=0;lastTime=20133.3;zorder=10},,,,,,,
196241,196241,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{scale=0.68;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=gaiouka_mega_skill2;offsetX=0;lastTime=20133.3;zorder=5},,,,,,,
196242,196242,,,,,,,,,,,,1,koudai_beijing/diqiuchengshi.skel,{scale=0.68;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=gaiouka_mega_skill2;offsetX=0;lastTime=20133.3;zorder=4},,,,,,,
196243,196243,,,,,,,,,,,,1,koudai_beijing/haidi.skel,{scale=0.68;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=gaiouka_mega_skill2;offsetX=0;lastTime=20133.3;zorder=3},,,,,,,
196271,196271,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=20;disx=20;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
196272,196272,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
196281,196281,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=20;disx=20;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
196311,196311,,,,<0.3;0.3;0.4>,,<0;133.3;133.3>,{isRepeat=True;endT=100;beginT=0;count=1;disy=20;disx=20;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
196312,196312,,1000,,<0.5;0.5>,,<133.3;133.3>,,,,,,,,,,,,,{lifeBar={show=True}},,
196321,196321,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=25;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
196331,196331,,,,<1>,,<0>,,,,,,,,,,,,,,,
196332,196332,,,,<1>,,<0>,,,,,,,,,,,,,,,
196333,196333,,,,<1>,,<0>,,,,,,,,,,,,,,,
196334,196334,,,,<1>,,<0>,,,,,,,,,,,,,,,
196335,196335,,,,<1>,,<0>,,,,,,,,,,,,,,,
196336,196336,,,,<1>,,<0>,,,,,,,,,,,,,,,
196337,196337,,,,,,,,,,,,,,,,,,,,,
196338,196338,,,,,,,,,,,<{hide=True;lastTime=20000;delay=0}>,,,,<90;382291;382292;382293;382294;382295>,,,,,,
196339,196339,,,,,,,,,,,,1,koudai_beijing/diqiu.skel,{scale=0.68;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=ysgokpf_skill2;offsetX=0;lastTime=20133.3;zorder=10},,,,,,,
196340,196340,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{scale=0.68;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=ysgokpf_skill2;offsetX=0;lastTime=20133.3;zorder=10},,,,,,,
196341,196341,,,,,,,,,,,,1,koudai_beijing/mxd_beijing.skel,{scale=0.68;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=ysgokpf_skill2;offsetX=0;lastTime=20133.3;zorder=10},,,,,,,
196342,196342,,,,,,,,,,,,1,koudai_beijing/cloud.skel,{scale=0.68;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=ysgokpf_skill2;offsetX=0;lastTime=20133.3;zorder=10},,,,,,,
196343,196343,,,,,,,,,,,,1,koudai_beijing/cloud.skel,{scale=0.68;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=ysgokpf_skill2;offsetX=0;lastTime=20133.3;zorder=10},,,,,,,
196371,196371,,,,<0.5>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=20;disx=20;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
196372,196372,,,,<0.5>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
196381,196381,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=20;disx=20;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
197111,197111,,,,<0.5;0.5>,,<0;600>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
197121,197121,,,,<0.25;0.25;0.25;0.25>,,<0;733.3;966.6;300>,,,,,,,,,,,,,{lifeBar={show=True}},,
197131,197131,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
197132,197132,,,,,,,,,,,,,,,<90;383092;383093>,,,,,,
197133,197133,,,,,,,,,,,,1,koudai_beijing/dizhen.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=guladuo_skill2;offsetX=0;lastTime=12000;zorder=20},,,,,,,
197134,197134,,,,,,,,,,,,1,koudai_beijing/tiankong.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=guladuo_skill2;offsetX=0;lastTime=12000;zorder=1},,,,,,,
197211,197211,,,,<0.5;0.5>,,<0;766.6>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
197221,197221,,,,<0.1;0.1;0.2;0.2;0.2;0.2>,,<0;100;100;100;200;100>,,,,,,,,,,,,,{lifeBar={show=True}},,
197231,197231,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
197232,197232,,,,,,,,,,,,,,,<90;383192;383193;383194>,,,,,,
197233,197233,,,,,,,,,,,,1,koudai_beijing/huoshan_mega.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=1;aniLoop=False;aniName=guladuomega_skill2_qian;offsetX=0;lastTime=16666.6;zorder=20},,,,,,,
197234,197234,,,,,,,,,,,,1,koudai_beijing/huoshan_mega.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=guladuomega_skill2_hou;offsetX=0;lastTime=16666.6;zorder=20},,,,,,,
197235,197235,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=guladuomega_skill2;offsetX=0;lastTime=16666.6;zorder=10},,,,,,,
197311,197311,,,,<0.5;0.5>,,<0;1233.3>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
197321,197321,,,,<0.3;0.3;0.4>,,<0;266.6;600>,,,,,,,,,,,,,{lifeBar={show=True}},,
197331,197331,,,,<0.5;0.5>,,<0;633.3>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
197332,197332,,,,,,,,,,,,,,,<90;3832091;3832092;3832093;3832094>,,,,,,
197333,197333,,,,,,,,,,,,1,koudai_beijing/eva.skel,{scale=0.66;screenPos=0;offsetY=30;addTolayer=1;aniLoop=False;aniName=gualaduo_mega_pf_skill2_qian;offsetX=0;lastTime=23000;zorder=20},,,,,,,
197334,197334,,,,,,,,,,,,1,koudai_beijing/eva.skel,{scale=0.66;screenPos=0;offsetY=30;addTolayer=-1;aniLoop=False;aniName=gualaduo_mega_pf_skill2;offsetX=0;lastTime=23000;zorder=0},,,,,,,
197335,197335,,,,,,,,,,,,1,koudai_beijing/diqiuchengshi.skel,{scale=0.75;screenPos=0;offsetY=0;addTolayer=--1;aniLoop=False;aniName=gualaduo_mega_pf_skill2;offsetX=0;lastTime=23000;zorder=10},,,,,,,
197336,197336,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{scale=0.66;screenPos=0;offsetY=30;addTolayer=-1;aniLoop=False;aniName=gualaduo_mega_pf_skill2;offsetX=0;lastTime=23000;zorder=10},,,,,,,
198111,1,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,,,
198112,1,,,,,,,,,,,,,,,,,,,,,
198121,1,,,,<0.25;0.25;0.25;0.25>,,<50;260;260;260>,,,,,,,,,,,,,{lifeBar={show=True}},,
198122,1,,,,,,,,,,,,,,,,,,,,,
198131,1,,,,<0.3;0.3;0.4>,,<150;150;150>,{isRepeat=True;endT=100;beginT=0;count=1;disy=40;disx=30;interval=0},,,,,,,,,,,,,,
198132,1,,,,,,,,,,,,,,,<90;384091;384092;384093>,,,,,,<{zorder=4;lastTime=20000;delay=0}>
198133,198133,,,,,,,,,,,,1,koudai_beijing/tiankong.skel,{scale=0.71;screenPos=0;offsetY=0;addTolayer=1;aniLoop=False;aniName=liekongzuo_skill2_qian;offsetX=-185;lastTime=11600;zorder=6},,,,,,,
198134,198134,,,,,,,,,,,,1,koudai_beijing/huangtu.skel,{scale=0.68;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=liekongzuo_skill2;offsetX=-130;lastTime=11600;zorder=3},,,,,,,
198135,198135,,,,,,,,,,,,1,koudai_beijing/tiankong.skel,{scale=0.65;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=liekongzuo_skill2;offsetX=-130;lastTime=13300;zorder=1},,,,,,,
198211,198211,,,,<0.3;0.3;0.4>,,<0;233.3;233.3>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
198221,198221,,,,<0.15;0.15;0.15;0.15;0.2;0.2>,,<0;233.3;233.3;200;200;766.6>,,,,,,,,,,,,,{lifeBar={show=True}},,
198222,198222,,,,,,,,,,,,,,,,,,,,,
198231,198231,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.05;0.05>,,<0;466.6;300;266.6;333.3;1000;166.6;166.6;133.3;133.3;366.6>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
198232,198232,,,,,,,,,,,,,,,<90;384191;384192;384193;384194>,,,,,,
198233,198233,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=1;aniLoop=False;aniName=liekongzuo_mega_skill2_qian;offsetX=0;lastTime=18333.3;zorder=11},,,,,,,
198234,198234,,,,,,,,,,,,1,koudai_beijing/jitan.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=liekongzuo_mega_skill2_qian;offsetX=0;lastTime=18333.3;zorder=11},,,,,,,
198235,198235,,,,,,,,,,,,1,koudai_beijing/jitan.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=liekongzuo_mega_skill2_hou;offsetX=0;lastTime=18333.3;zorder=10},,,,,,,
198236,198236,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=liekongzuo_mega_skill2_hou;offsetX=0;lastTime=18333.3;zorder=5},,,,,,,
198411,198411,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;100;100;133.3;133.3>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
198421,198421,,,,<0.1;0.1;0.1;0.1;0.1;0.2;0.3>,,<0;100;100;133.3;133.3;133.3;166.6>,,,,,,,,,,,,,{lifeBar={show=True}},,
198422,198422,,,,,,,,,,,,,,,,,,,,,
198431,198431,,,,<0.05;0.05;0.05;0.05;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;4000;133.3;933.3;300;266.6;266.6;1466.6;100;100;100;100>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
198432,198432,,,,,,,,,,,,,,,<90;384291;384292;384293;384294>,,,,,,
198433,198433,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{scale=0.66;screenPos=0;offsetY=100;addTolayer=1;aniLoop=False;aniName=lkzmegapf_qian;offsetX=0;lastTime=25833.3;zorder=11},,,,,,,
198434,198434,,,,,,,,,,,,1,koudai_beijing/diqiu.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=lkzmegapf;offsetX=0;lastTime=25833.3;zorder=-1},,,,,,,
198435,198435,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=lkzmegapf_hou;offsetX=0;lastTime=25833.3;zorder=-2},,,,,,,
198436,198436,,,,,,,,,,,,1,koudai_beijing/jitan.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=lkzmegapf;offsetX=0;lastTime=25833.3;zorder=-3},,,,,,,
199111,199111,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
199121,199121,,,,<0.33;0.33;0.34>,,<0;250;250>,,,,,,,,,,,,,{lifeBar={show=True}},,
199131,199131,,,,<0.3;0.35;0.35>,,<0;200;200>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
199132,199132,,,,,,,,,,,,,,,<90;385091>,,,,,,
199133,199133,,,,,,,,,,,,1,koudai_beijing/senlin2.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=jilaqi_skill2;offsetX=0;lastTime=14100;zorder=5},,,,,,,
199211,199211,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
199221,199221,,,,<0.33;0.33;0.34>,,<0;250;250>,,,,,,,,,,,,,{lifeBar={show=True}},,
199231,199231,,,,<0.3;0.35;0.35>,,<0;200;200>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
199232,199232,,,,,,,,,,,,,,,<90;385191;385192>,,,,,,
199233,199233,,,,,,,,,,,,1,koudai_beijing/fangjian.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=jilaqi_pifu_skill2;offsetX=0;lastTime=17000;zorder=-5},,,,,,,
199234,199234,,,,,,,,,,,,1,koudai_beijing/yuzhou2.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=jilaqi_pifu_skill2;offsetX=0;lastTime=17000;zorder=-10},,,,,,,
201111,201111,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
201121,201121,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
201131,201131,,,,<0.3;0.35;0.35>,,<0;167;167>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
201211,201211,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
201221,201221,,,,<0.3;0.35;0.35>,,<0;134;400>,,,,,,,,,,,,,{lifeBar={show=True}},,
