VariableName,typeID,star,attrTarget,attrNatureType,attrNum,effectDesc_cn,effectDesc_tw,effectDesc,effectDesc_my,effectDesc_in,effectDesc_th,effectDesc_en,effectDesc_ph
201008,2011,8,,,{1=10%},,,,,,,,
201009,2011,9,,,{7=10%;8=10%},,,,,,,,
201010,2011,10,,,{28=600},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
201011,2011,11,,,{22=1000},,,,,,,,
201012,2011,12,,,{23=1000},,,,,,,,
201013,2011,13,,,{10=20%;9=20%},,,,,,,,
201014,2011,14,,,{28=10%;12=15%},,,,,,,,
201015,2011,15,,,{14=1500;25=1000},,,,,,,,
201016,2011,16,,,{17=1500;19=1000},,,,,,,,
201017,2011,17,,,{14=1000;21=1500},,,,,,,,
201018,2011,18,,,{1=20%;30=2000},,,,,,,,
201019,2011,19,,,{7=20%;8=20%},,,,,,,,
201020,2011,20,,,{10=30%;9=30%},,,,,,,,
201021,2011,21,,,{28=1500;12=2000},,,,,,,,
201022,2011,22,,,{14=1000;25=2000},,,,,,,,
201023,2011,23,,,{17=2000;19=2000},,,,,,,,
201024,2011,24,,,{15=2000;21=3000},,,,,,,,
202002,2021,2,,,{7=80;8=80},,,,,,,,
202003,2021,3,,,{24=200},,,,,,,,
202004,2021,4,,,{7=6%;8=6%},,,,,,,,
202005,2021,5,,,{1=6%},,,,,,,,
202006,2021,6,,,{7=6%;8=6%},,,,,,,,
202007,2021,7,,,{14=400},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
202008,2021,8,,,{1=12%},,,,,,,,
202009,2021,9,,,{7=12%;8=12%},,,,,,,,
202010,2021,10,,,{14=800},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
202011,2021,11,,,{22=1200},,,,,,,,
202012,2021,12,,,{23=1200},,,,,,,,
202013,2021,13,,,{10=20%;9=20%},,,,,,,,
202014,2021,14,,,{28=10%;12=15%},,,,,,,,
202015,2021,15,,,{14=1500;25=1000},,,,,,,,
202016,2021,16,,,{17=1500;19=1000},,,,,,,,
202017,2021,17,,,{14=1000;21=1500},,,,,,,,
202018,2021,18,,,{1=20%;30=2000},,,,,,,,
202019,2021,19,,,{7=20%;8=20%},,,,,,,,
202020,2021,20,,,{10=30%;9=30%},,,,,,,,
202021,2021,21,,,{28=1500;12=2000},,,,,,,,
202022,2021,22,,,{14=1000;25=2000},,,,,,,,
202023,2021,23,,,{17=2000;19=2000},,,,,,,,
202024,2021,24,,,{15=2000;21=3000},,,,,,,,
203002,2031,2,,,{7=80;8=80},,,,,,,,
203003,2031,3,,,{24=200},,,,,,,,
203004,2031,4,,,{7=6%;8=6%},,,,,,,,
203005,2031,5,,,{1=6%},,,,,,,,
203006,2031,6,,,{7=6%;8=6%},,,,,,,,
203007,2031,7,,,{24=400},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
203008,2031,8,,,{1=12%},,,,,,,,
203009,2031,9,,,{7=12%;8=12%},,,,,,,,
203010,2031,10,,,{24=800},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
203011,2031,11,,,{22=1200},,,,,,,,
203012,2031,12,,,{23=1200},,,,,,,,
203013,2031,13,,,{10=20%;9=20%},,,,,,,,
203014,2031,14,,,{28=10%;12=15%},,,,,,,,
203015,2031,15,,,{14=1500;25=1000},,,,,,,,
203016,2031,16,,,{17=1500;19=1000},,,,,,,,
203017,2031,17,,,{14=1000;21=1500},,,,,,,,
203018,2031,18,,,{1=20%;30=2000},,,,,,,,
203019,2031,19,,,{7=20%;8=20%},,,,,,,,
203020,2031,20,,,{10=30%;9=30%},,,,,,,,
203021,2031,21,,,{28=1500;12=2000},,,,,,,,
203022,2031,22,,,{14=1000;25=2000},,,,,,,,
203023,2031,23,,,{17=2000;19=2000},,,,,,,,
203024,2031,24,,,{15=2000;21=3000},,,,,,,,
207002,2071,2,,,{7=80;8=80},,,,,,,,
207003,2071,3,,,{24=200},,,,,,,,
207004,2071,4,,,{7=5%;8=5%},,,,,,,,
207005,2071,5,,,{1=5%},,,,,,,,
207006,2071,6,,,{7=5%;8=5%},,,,,,,,
207007,2071,7,,,{24=300},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
207008,2071,8,,,{1=10%},,,,,,,,
207009,2071,9,,,{7=10%;8=10%},,,,,,,,
207010,2071,10,,,{24=600},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
207011,2071,11,,,{22=1000},,,,,,,,
207012,2071,12,,,{23=1000},,,,,,,,
207013,2071,13,,,{10=20%;9=20%},,,,,,,,
207014,2071,14,,,{28=10%;12=15%},,,,,,,,
207015,2071,15,,,{14=1500;25=1000},,,,,,,,
207016,2071,16,,,{17=1500;19=1000},,,,,,,,
207017,2071,17,,,{14=1000;21=1500},,,,,,,,
207018,2071,18,,,{1=20%;30=2000},,,,,,,,
207019,2071,19,,,{7=20%;8=20%},,,,,,,,
207020,2071,20,,,{10=30%;9=30%},,,,,,,,
207021,2071,21,,,{28=1500;12=2000},,,,,,,,
207022,2071,22,,,{14=1000;25=2000},,,,,,,,
207023,2071,23,,,{17=2000;19=2000},,,,,,,,
207024,2071,24,,,{15=2000;21=3000},,,,,,,,
223002,2231,2,,,{7=120;8=120},,,,,,,,
223003,2231,3,,,{24=300},,,,,,,,
223004,2231,4,,,{7=8%;8=8%},,,,,,,,
223005,2231,5,,,{1=8%},,,,,,,,
223006,2231,6,,,{7=8%;8=8%},,,,,,,,
223007,2231,7,,,{24=500},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
223008,2231,8,,,{1=15%},,,,,,,,
223009,2231,9,,,{7=15%;8=15%},,,,,,,,
223010,2231,10,,,{24=1000},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
223011,2231,11,,,{22=1500},,,,,,,,
223012,2231,12,,,{23=1500},,,,,,,,
223013,2231,13,,,{10=20%;9=20%},,,,,,,,
223014,2231,14,,,{28=10%;12=15%},,,,,,,,
223015,2231,15,,,{14=1500;25=1000},,,,,,,,
223016,2231,16,,,{17=1500;19=1000},,,,,,,,
223017,2231,17,,,{14=1000;21=1500},,,,,,,,
223018,2231,18,,,{1=20%;30=2000},,,,,,,,
223019,2231,19,,,{7=20%;8=20%},,,,,,,,
223020,2231,20,,,{10=30%;9=30%},,,,,,,,
223021,2231,21,,,{28=1500;12=2000},,,,,,,,
223022,2231,22,,,{14=1000;25=2000},,,,,,,,
223023,2231,23,,,{17=2000;19=2000},,,,,,,,
223024,2231,24,,,{15=2000;21=3000},,,,,,,,
224002,2241,2,,,{7=80;8=80},,,,,,,,
224003,2241,3,,,{24=200},,,,,,,,
224004,2241,4,,,{7=6%;8=6%},,,,,,,,
224005,2241,5,,,{1=6%},,,,,,,,
224006,2241,6,,,{7=6%;8=6%},,,,,,,,
224007,2241,7,,,{24=400},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
224008,2241,8,,,{1=12%},,,,,,,,
224009,2241,9,,,{7=12%;8=12%},,,,,,,,
224010,2241,10,,,{24=800},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
224011,2241,11,,,{22=1200},,,,,,,,
224012,2241,12,,,{23=1200},,,,,,,,
224013,2241,13,,,{10=20%;9=20%},,,,,,,,
224014,2241,14,,,{28=10%;12=15%},,,,,,,,
224015,2241,15,,,{14=1500;25=1000},,,,,,,,
224016,2241,16,,,{17=1500;19=1000},,,,,,,,
224017,2241,17,,,{14=1000;21=1500},,,,,,,,
224018,2241,18,,,{1=20%;30=2000},,,,,,,,
224019,2241,19,,,{7=20%;8=20%},,,,,,,,
224020,2241,20,,,{10=30%;9=30%},,,,,,,,
224021,2241,21,,,{28=1500;12=2000},,,,,,,,
224022,2241,22,,,{14=1000;25=2000},,,,,,,,
224023,2241,23,,,{17=2000;19=2000},,,,,,,,
224024,2241,24,,,{15=2000;21=3000},,,,,,,,
227002,2271,2,,,{7=80;8=80},,,,,,,,
227003,2271,3,,,{24=200},,,,,,,,
227004,2271,4,,,{7=5%;8=5%},,,,,,,,
227005,2271,5,,,{1=5%},,,,,,,,
227006,2271,6,,,{7=5%;8=5%},,,,,,,,
227007,2271,7,,,{24=300},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
227008,2271,8,,,{1=10%},,,,,,,,
227009,2271,9,,,{7=10%;8=10%},,,,,,,,
227010,2271,10,,,{24=600},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
227011,2271,11,,,{22=1000},,,,,,,,
227012,2271,12,,,{23=1000},,,,,,,,
227013,2271,13,,,{10=20%;9=20%},,,,,,,,
227014,2271,14,,,{28=10%;12=15%},,,,,,,,
227015,2271,15,,,{14=1500;25=1000},,,,,,,,
227016,2271,16,,,{17=1500;19=1000},,,,,,,,
227017,2271,17,,,{14=1000;21=1500},,,,,,,,
227018,2271,18,,,{1=20%;30=2000},,,,,,,,
227019,2271,19,,,{7=20%;8=20%},,,,,,,,
227020,2271,20,,,{10=30%;9=30%},,,,,,,,
227021,2271,21,,,{28=1500;12=2000},,,,,,,,
227022,2271,22,,,{14=1000;25=2000},,,,,,,,
227023,2271,23,,,{17=2000;19=2000},,,,,,,,
227024,2271,24,,,{15=2000;21=3000},,,,,,,,
230002,2301,2,,,{7=80;8=80},,,,,,,,
230003,2301,3,,,{24=200},,,,,,,,
230004,2301,4,,,{7=5%;8=5%},,,,,,,,
230005,2301,5,,,{1=5%},,,,,,,,
230006,2301,6,,,{10=5%;9=5%},,,,,,,,
230007,2301,7,,,{90=300},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
230008,2301,8,,,{1=10%},,,,,,,,
230009,2301,9,,,{7=10%;8=10%},,,,,,,,
230010,2301,10,,,{90=600},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
230011,2301,11,,,{22=1000},,,,,,,,
230012,2301,12,,,{23=1000},,,,,,,,
230013,2301,13,,,{10=20%;9=20%},,,,,,,,
230014,2301,14,,,{28=10%;12=15%},,,,,,,,
230015,2301,15,,,{14=1500;25=1000},,,,,,,,
230016,2301,16,,,{17=1500;19=1000},,,,,,,,
230017,2301,17,,,{14=1000;21=1500},,,,,,,,
230018,2301,18,,,{1=20%;30=2000},,,,,,,,
230019,2301,19,,,{7=20%;8=20%},,,,,,,,
230020,2301,20,,,{10=30%;9=30%},,,,,,,,
230021,2301,21,,,{28=1500;12=2000},,,,,,,,
230022,2301,22,,,{14=1000;25=2000},,,,,,,,
230023,2301,23,,,{17=2000;19=2000},,,,,,,,
230024,2301,24,,,{15=2000;21=3000},,,,,,,,
235002,2351,2,,,{7=120;8=120},,,,,,,,
235003,2351,3,,,{24=300},,,,,,,,
235004,2351,4,,,{7=8%;8=8%},,,,,,,,
235005,2351,5,,,{1=8%},,,,,,,,
235006,2351,6,,,{7=8%;8=8%},,,,,,,,
235007,2351,7,,,{5=500},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
235008,2351,8,,,{1=15%},,,,,,,,
235009,2351,9,,,{7=15%;8=15%},,,,,,,,
235010,2351,10,,,{5=1000},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
235011,2351,11,,,{22=1500},,,,,,,,
235012,2351,12,,,{23=1500},,,,,,,,
235013,2351,13,,,{10=20%;9=20%},,,,,,,,
235014,2351,14,,,{28=10%;12=15%},,,,,,,,
235015,2351,15,,,{14=1500;25=1000},,,,,,,,
235016,2351,16,,,{17=1500;19=1000},,,,,,,,
235017,2351,17,,,{14=1000;21=1500},,,,,,,,
235018,2351,18,,,{1=20%;30=2000},,,,,,,,
235019,2351,19,,,{7=20%;8=20%},,,,,,,,
235020,2351,20,,,{10=30%;9=30%},,,,,,,,
235021,2351,21,,,{28=1500;12=2000},,,,,,,,
235022,2351,22,,,{14=1000;25=2000},,,,,,,,
235023,2351,23,,,{17=2000;19=2000},,,,,,,,
235024,2351,24,,,{15=2000;21=3000},,,,,,,,
236002,2361,2,,,{7=120;8=120},,,,,,,,
236003,2361,3,,,{24=300},,,,,,,,
236004,2361,4,,,{7=8%;8=8%},,,,,,,,
236005,2361,5,,,{1=8%},,,,,,,,
236006,2361,6,,,{7=8%;8=8%},,,,,,,,
236007,2361,7,,,{15=750},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
236008,2361,8,,,{1=15%},,,,,,,,
236009,2361,9,,,{7=15%;8=15%},,,,,,,,
236010,2361,10,,,{15=1500},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
236011,2361,11,,,{22=1500},,,,,,,,
236012,2361,12,,,{23=1500},,,,,,,,
236013,2361,13,,,{10=20%;9=20%},,,,,,,,
236014,2361,14,,,{28=10%;12=15%},,,,,,,,
236015,2361,15,,,{14=1500;25=1000},,,,,,,,
236016,2361,16,,,{17=1500;19=1000},,,,,,,,
236017,2361,17,,,{14=1000;21=1500},,,,,,,,
236018,2361,18,,,{1=20%;30=2000},,,,,,,,
236019,2361,19,,,{7=20%;8=20%},,,,,,,,
236020,2361,20,,,{10=30%;9=30%},,,,,,,,
236021,2361,21,,,{28=1500;12=2000},,,,,,,,
236022,2361,22,,,{14=1000;25=2000},,,,,,,,
236023,2361,23,,,{17=2000;19=2000},,,,,,,,
236024,2361,24,,,{15=2000;21=3000},,,,,,,,
238002,2381,2,,,{7=120;8=120},,,,,,,,
238003,2381,3,,,{24=300},,,,,,,,
238004,2381,4,,,{7=8%;8=8%},,,,,,,,
238005,2381,5,,,{1=8%},,,,,,,,
238006,2381,6,,,{7=8%;8=8%},,,,,,,,
238007,2381,7,,,{24=500},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
238008,2381,8,,,{1=15%},,,,,,,,
238009,2381,9,,,{7=15%;8=15%},,,,,,,,
238010,2381,10,,,{24=1000},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
238011,2381,11,,,{22=1500},,,,,,,,
238012,2381,12,,,{23=1500},,,,,,,,
238013,2381,13,,,{10=20%;9=20%},,,,,,,,
238014,2381,14,,,{28=10%;12=15%},,,,,,,,
238015,2381,15,,,{14=1500;25=1000},,,,,,,,
238016,2381,16,,,{17=1500;19=1000},,,,,,,,
238017,2381,17,,,{14=1000;21=1500},,,,,,,,
238018,2381,18,,,{1=20%;30=2000},,,,,,,,
238019,2381,19,,,{7=20%;8=20%},,,,,,,,
238020,2381,20,,,{10=30%;9=30%},,,,,,,,
238021,2381,21,,,{28=1500;12=2000},,,,,,,,
238022,2381,22,,,{14=1000;25=2000},,,,,,,,
238023,2381,23,,,{17=2000;19=2000},,,,,,,,
238024,2381,24,,,{15=2000;21=3000},,,,,,,,
239002,2391,2,,,{10=120;9=120},,,,,,,,
239003,2391,3,,,{25=300},,,,,,,,
239004,2391,4,,,{10=8%;9=8%},,,,,,,,
239005,2391,5,,,{1=8%},,,,,,,,
239006,2391,6,,,{10=8%;9=8%},,,,,,,,
239007,2391,7,,,{25=500},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
239008,2391,8,,,{1=15%},,,,,,,,
239009,2391,9,,,{10=15%;9=15%},,,,,,,,
239010,2391,10,,,{25=1000},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
239011,2391,11,,,{22=1500},,,,,,,,
239012,2391,12,,,{23=1500},,,,,,,,
239013,2391,13,,,{10=20%;9=20%},,,,,,,,
239014,2391,14,,,{28=10%;12=15%},,,,,,,,
239015,2391,15,,,{14=1500;25=1000},,,,,,,,
239016,2391,16,,,{17=1500;19=1000},,,,,,,,
239017,2391,17,,,{14=1000;21=1500},,,,,,,,
239018,2391,18,,,{1=20%;30=2000},,,,,,,,
239019,2391,19,,,{7=20%;8=20%},,,,,,,,
239020,2391,20,,,{10=30%;9=30%},,,,,,,,
239021,2391,21,,,{28=1500;12=2000},,,,,,,,
239022,2391,22,,,{14=1000;25=2000},,,,,,,,
239023,2391,23,,,{17=2000;19=2000},,,,,,,,
239024,2391,24,,,{15=2000;21=3000},,,,,,,,
240002,2401,2,,,{1=500},,,,,,,,
240003,2401,3,,,{25=300},,,,,,,,
240004,2401,4,,,{10=8%;9=8%},,,,,,,,
240005,2401,5,,,{1=8%},,,,,,,,
240006,2401,6,,,{7=8%;8=8%},,,,,,,,
240007,2401,7,,,{5=500},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
240008,2401,8,,,{1=15%},,,,,,,,
240009,2401,9,,,{10=15%;9=15%},,,,,,,,
240010,2401,10,,,{5=1000},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
240011,2401,11,,,{22=1500},,,,,,,,
240012,2401,12,,,{23=1500},,,,,,,,
240013,2401,13,,,{10=20%;9=20%},,,,,,,,
240014,2401,14,,,{28=10%;12=15%},,,,,,,,
240015,2401,15,,,{14=1500;25=1000},,,,,,,,
240016,2401,16,,,{17=1500;19=1000},,,,,,,,
240017,2401,17,,,{14=1000;21=1500},,,,,,,,
240018,2401,18,,,{1=20%;30=2000},,,,,,,,
240019,2401,19,,,{7=20%;8=20%},,,,,,,,
240020,2401,20,,,{10=30%;9=30%},,,,,,,,
240021,2401,21,,,{28=1500;12=2000},,,,,,,,
240022,2401,22,,,{14=1000;25=2000},,,,,,,,
240023,2401,23,,,{17=2000;19=2000},,,,,,,,
240024,2401,24,,,{15=2000;21=3000},,,,,,,,
243002,2431,2,,,{7=120;8=120},,,,,,,,
243003,2431,3,,,{24=300},,,,,,,,
243004,2431,4,,,{7=8%;8=8%},,,,,,,,
243005,2431,5,,,{1=8%},,,,,,,,
243006,2431,6,,,{10=8%;9=8%},,,,,,,,
243007,2431,7,,,{90=500},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
243008,2431,8,,,{1=15%},,,,,,,,
243009,2431,9,,,{7=15%;8=15%},,,,,,,,
243010,2431,10,,,{90=1000},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
243011,2431,11,,,{22=1500},,,,,,,,
243012,2431,12,,,{23=1500},,,,,,,,
243013,2431,13,,,{10=20%;9=20%},,,,,,,,
243014,2431,14,,,{28=10%;12=15%},,,,,,,,
243015,2431,15,,,{14=1500;25=1000},,,,,,,,
243016,2431,16,,,{17=1500;19=1000},,,,,,,,
243017,2431,17,,,{14=1000;21=1500},,,,,,,,
243018,2431,18,,,{1=20%;30=2000},,,,,,,,
243019,2431,19,,,{7=20%;8=20%},,,,,,,,
243020,2431,20,,,{10=30%;9=30%},,,,,,,,
243021,2431,21,,,{28=1500;12=2000},,,,,,,,
243022,2431,22,,,{14=1000;25=2000},,,,,,,,
243023,2431,23,,,{17=2000;19=2000},,,,,,,,
243024,2431,24,,,{15=2000;21=3000},,,,,,,,
244002,2441,2,,,{7=120;8=120},,,,,,,,
244003,2441,3,,,{24=300},,,,,,,,
244004,2441,4,,,{7=8%;8=8%},,,,,,,,
244005,2441,5,,,{1=8%},,,,,,,,
244006,2441,6,,,{10=8%;9=8%},,,,,,,,
244007,2441,7,,,{28=500},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
244008,2441,8,,,{1=15%},,,,,,,,
244009,2441,9,,,{7=15%;8=15%},,,,,,,,
244010,2441,10,,,{28=1000},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
244011,2441,11,,,{22=1500},,,,,,,,
244012,2441,12,,,{23=1500},,,,,,,,
244013,2441,13,,,{10=20%;9=20%},,,,,,,,
244014,2441,14,,,{28=10%;12=15%},,,,,,,,
244015,2441,15,,,{14=1500;25=1000},,,,,,,,
244016,2441,16,,,{17=1500;19=1000},,,,,,,,
244017,2441,17,,,{14=1000;21=1500},,,,,,,,
244018,2441,18,,,{1=20%;30=2000},,,,,,,,
