VariableName,gateID,_beizhu,itemID,itemCount,weightMin,weightMax,firstWeight
6502,11204,,5016,,0.2,0.5,
6503,11204,,5008,,,,
6506,11205,,,,0.3,0.5,
6507,11205,,5017,,0.2,0.5,
6508,11205,,5009,,,,
6511,11206,,,,0.3,0.5,
6512,11206,,5017,,0.2,0.5,
6513,11206,,5009,,,,
6516,11207,,,,0.3,0.5,
6517,11207,,5017,,0.2,0.5,
6518,11207,,5009,,,,
6521,11208,,,,0.3,0.5,
6522,11208,,5018,,0.2,0.5,
6523,11208,,5007,,,,
6526,11209,,,,0.3,0.5,
6527,11209,,5018,,0.2,0.5,
6528,11209,,5007,,,,
6531,11210,,,,0.3,0.5,
6532,11210,,5018,,0.2,0.5,
6533,11210,,5007,,,,
6536,11301,,,,0.3,0.5,
6537,11301,,5016,,0.2,0.45,
6541,11302,,,,0.3,0.5,
6542,11302,,5016,,0.2,0.45,
6546,11303,,,,0.3,0.5,
6547,11303,,5016,,0.2,0.45,
6551,11304,,,,0.3,0.5,
6552,11304,,5016,,0.2,0.45,
6556,11305,,,,0.3,0.5,
6557,11305,,5017,,0.2,0.45,
6561,11306,,,,0.3,0.5,
6562,11306,,5017,,0.2,0.45,
6566,11307,,,,0.3,0.5,
6567,11307,,5017,,0.2,0.45,
6571,11308,,,,0.3,0.5,
6572,11308,,5018,,0.2,0.45,
6576,11309,,,,0.3,0.5,
6577,11309,,5018,,0.2,0.45,
6581,11310,,,,0.3,0.5,
6582,11310,,5018,,0.2,0.45,
6586,11401,,,,0.3,0.5,
6587,11401,,5019,,0.2,0.45,
6588,11401,,5011,,,,
6591,11402,,,,0.3,0.5,
6592,11402,,5019,,0.2,0.45,
6593,11402,,5011,,,,
6596,11403,,,,0.3,0.5,
6597,11403,,5019,,0.2,0.45,
6598,11403,,5011,,,,
6601,11404,,,,0.3,0.5,
6602,11404,,5019,,0.2,0.45,
6603,11404,,5011,,,,
6606,11405,,,,0.3,0.5,
6607,11405,,5020,,0.2,0.45,
6608,11405,,5012,,,,
6611,11406,,,,0.3,0.5,
6612,11406,,5020,,0.2,0.45,
6613,11406,,5012,,,,
6616,11407,,,,0.3,0.5,
6617,11407,,5020,,0.2,0.45,
6618,11407,,5012,,,,
6621,11408,,,,0.3,0.5,
6622,11408,,5021,,0.2,0.45,
6623,11408,,5010,,,,
6626,11409,,,,0.3,0.5,
6627,11409,,5021,,0.2,0.45,
6628,11409,,5010,,,,
6631,11410,,,,0.3,0.5,
6632,11410,,5021,,0.2,0.45,
6633,11410,,5010,,,,
6636,11501,,,,0.3,0.5,
6637,11501,,5019,,0.2,0.45,
6641,11502,,,,0.3,0.5,
6642,11502,,5019,,0.2,0.45,
6646,11503,,,,0.3,0.5,
6647,11503,,5019,,0.2,0.45,
6651,11504,,,,0.3,0.5,
6652,11504,,5019,,0.2,0.45,
6656,11505,,,,0.3,0.5,
6657,11505,,5020,,0.2,0.45,
6661,11506,,,,0.3,0.5,
6662,11506,,5020,,0.2,0.45,
6666,11507,,,,0.3,0.5,
6667,11507,,5020,,0.2,0.45,
6671,11508,,,,0.3,0.5,
6672,11508,,5021,,0.2,0.45,
6676,11509,,,,0.3,0.5,
6677,11509,,5021,,0.2,0.45,
6681,11510,,,,0.3,0.5,
6682,11510,,5021,,0.2,0.45,
6686,11601,,,,0.3,0.5,
6687,11601,,5022,,0.2,0.45,
6688,11601,,5014,,,,
6691,11602,,,,0.3,0.5,
6692,11602,,5022,,0.2,0.45,
6693,11602,,5014,,,,
6696,11603,,,,0.3,0.5,
6697,11603,,5022,,0.2,0.45,
6698,11603,,5014,,,,
6701,11604,,,,0.3,0.5,
6702,11604,,5022,,0.2,0.45,
6703,11604,,5014,,,,
6706,11605,,,,0.3,0.5,
6707,11605,,5023,,0.2,0.45,
6708,11605,,5015,,,,
6711,11606,,,,0.3,0.5,
6712,11606,,5023,,0.2,0.45,
6713,11606,,5015,,,,
6716,11607,,,,0.3,0.5,
6717,11607,,5023,,0.2,0.45,
6718,11607,,5015,,,,
6721,11608,,,,0.3,0.5,
6722,11608,,5024,,0.2,0.45,
6723,11608,,5013,,,,
6726,11609,,,,0.3,0.5,
6727,11609,,5024,,0.2,0.45,
6728,11609,,5013,,,,
6731,11610,,,,0.3,0.5,
6732,11610,,5024,,0.2,0.45,
6733,11610,,5013,,,,
6736,11701,,,,0.3,0.5,
6737,11701,,5022,,0.2,0.45,
6741,11702,,,,0.3,0.5,
6742,11702,,5022,,0.2,0.45,
6746,11703,,,,0.3,0.5,
6747,11703,,5022,,0.2,0.45,
6751,11704,,,,0.3,0.5,
6752,11704,,5022,,0.2,0.45,
6756,11705,,,,0.3,0.5,
6757,11705,,5023,,0.2,0.45,
6761,11706,,,,0.3,0.5,
6762,11706,,5023,,0.2,0.45,
6766,11707,,,,0.3,0.5,
6767,11707,,5023,,0.2,0.45,
6771,11708,,,,0.3,0.5,
6772,11708,,5024,,0.2,0.45,
6776,11709,,,,0.3,0.5,
6777,11709,,5024,,0.2,0.45,
6781,11710,,,,0.3,0.5,
6782,11710,,5024,,0.2,0.45,
6786,11801,,,,0.3,0.5,
6787,11801,,5025,,0.2,0.45,
6788,11801,,5023,,,,
6791,11802,,,,0.3,0.5,
6792,11802,,5025,,0.2,0.45,
6793,11802,,5023,,,,
6796,11803,,,,0.3,0.5,
6797,11803,,5025,,0.2,0.45,
6798,11803,,5023,,,,
6801,11804,,,,0.3,0.5,
6802,11804,,5025,,0.2,0.45,
6803,11804,,5023,,,,
6806,11805,,,,0.3,0.5,
6807,11805,,5026,,0.2,0.45,
6808,11805,,5024,,,,
6811,11806,,,,0.3,0.5,
6812,11806,,5026,,0.2,0.45,
6813,11806,,5024,,,,
6816,11807,,,,0.3,0.5,
6817,11807,,5026,,0.2,0.45,
6818,11807,,5024,,,,
6821,11808,,,,0.3,0.5,
6822,11808,,5027,,0.2,0.45,
6823,11808,,5022,,,,
6826,11809,,,,0.3,0.5,
6827,11809,,5027,,0.2,0.45,
6828,11809,,5022,,,,
6831,11810,,,,0.3,0.5,
6832,11810,,5027,,0.2,0.45,
6833,11810,,5022,,,,
6836,11901,,,,0.3,0.5,
6837,11901,,5028,,0.2,0.45,
6841,11902,,,,0.3,0.5,
6842,11902,,5028,,0.2,0.45,
6846,11903,,,,0.3,0.5,
6847,11903,,5028,,0.2,0.45,
6851,11904,,,,0.3,0.5,
6852,11904,,5028,,0.2,0.45,
6856,11905,,,,0.3,0.5,
6857,11905,,5029,,0.2,0.45,
6861,11906,,,,0.3,0.5,
6862,11906,,5029,,0.2,0.45,
6866,11907,,,,0.3,0.5,
6867,11907,,5029,,0.2,0.45,
6871,11908,,,,0.3,0.5,
6872,11908,,5030,,0.2,0.45,
6876,11909,,,,0.3,0.5,
6877,11909,,5030,,0.2,0.45,
6881,11910,,,,0.3,0.5,
6882,11910,,5030,,0.2,0.45,
6886,12001,,,,0.3,0.5,
6887,12001,,5031,,0.2,0.45,
6888,12001,,5023,,,,
6891,12002,,,,0.3,0.5,
6892,12002,,5031,,0.2,0.45,
6893,12002,,5023,,,,
6896,12003,,,,0.3,0.5,
6897,12003,,5031,,0.2,0.45,
6898,12003,,5023,,,,
6901,12004,,,,0.3,0.5,
6902,12004,,5031,,0.2,0.45,
6903,12004,,5023,,,,
6906,12005,,,,0.3,0.5,
6907,12005,,5032,,0.2,0.45,
6908,12005,,5024,,,,
6911,12006,,,,0.3,0.5,
6912,12006,,5032,,0.2,0.45,
6913,12006,,5024,,,,
6916,12007,,,,0.3,0.5,
6917,12007,,5032,,0.2,0.45,
6918,12007,,5024,,,,
6921,12008,,,,0.3,0.5,
6922,12008,,5033,,0.2,0.45,
6923,12008,,5022,,,,
6926,12009,,,,0.3,0.5,
6927,12009,,5033,,0.2,0.45,
6928,12009,,5022,,,,
6931,12010,,,,0.3,0.5,
6932,12010,,5033,,0.2,0.45,
6933,12010,,5022,,,,
6936,12101,,,,0.3,0.5,
6937,12101,,5034,,0.2,0.45,
6941,12102,,,,0.3,0.5,
6942,12102,,5034,,0.2,0.45,
6946,12103,,,,0.3,0.5,
6947,12103,,5034,,0.2,0.45,
6951,12104,,,,0.3,0.5,
6952,12104,,5034,,0.2,0.45,
6956,12105,,,,0.3,0.5,
6957,12105,,5035,,0.2,0.45,
6961,12106,,,,0.3,0.5,
6962,12106,,5035,,0.2,0.45,
6966,12107,,,,0.3,0.5,
6967,12107,,5035,,0.2,0.45,
6971,12108,,,,0.3,0.5,
6972,12108,,5036,,0.2,0.45,
6976,12109,,,,0.3,0.5,
6977,12109,,5036,,0.2,0.45,
6981,12110,,,,0.3,0.5,
6982,12110,,5036,,0.2,0.45,
6986,12201,,,,0.3,0.5,
6987,12201,,5037,,0.2,0.45,
6991,12202,,,,0.3,0.5,
6992,12202,,5037,,0.2,0.45,
6996,12203,,,,0.3,0.5,
6997,12203,,5037,,0.2,0.45,
7001,12204,,,,0.3,0.5,
7002,12204,,5037,,0.2,0.45,
7006,12205,,,,0.3,0.5,
7007,12205,,5038,,0.2,0.45,
7011,12206,,,,0.3,0.5,
7012,12206,,5038,,0.2,0.45,
7016,12207,,,,0.3,0.5,
7017,12207,,5038,,0.2,0.45,
7021,12208,,,,0.3,0.5,
7022,12208,,5039,,0.2,0.45,
7026,12209,,,,0.3,0.5,
7027,12209,,5039,,0.2,0.45,
7031,12210,,,,0.3,0.5,
7032,12210,,5039,,0.2,0.45,
7036,12301,,,,0.3,0.5,
7037,12301,,5040,,0.2,0.45,
7041,12302,,,,0.3,0.5,
7042,12302,,5040,,0.2,0.45,
7046,12303,,,,0.3,0.5,
7047,12303,,5040,,0.2,0.45,
7051,12304,,,,0.3,0.5,
7052,12304,,5040,,0.2,0.45,
7056,12305,,,,0.3,0.5,
7057,12305,,5041,,0.2,0.45,
7061,12306,,,,0.3,0.5,
7062,12306,,5041,,0.2,0.45,
7066,12307,,,,0.3,0.5,
7067,12307,,5041,,0.2,0.45,
7071,12308,,,,0.3,0.5,
7072,12308,,5042,,0.2,0.45,
7076,12309,,,,0.3,0.5,
7077,12309,,5042,,0.2,0.45,
7081,12310,,,,0.3,0.5,
7082,12310,,5042,,0.2,0.45,
7086,12401,,,,0.3,0.5,
7087,12401,,5043,,0.2,0.45,
7091,12402,,,,0.3,0.5,
7092,12402,,5043,,0.2,0.45,
7096,12403,,,,0.3,0.5,
7097,12403,,5043,,0.2,0.45,
7101,12404,,,,0.3,0.5,
7102,12404,,5043,,0.2,0.45,
7106,12405,,,,0.3,0.5,
7107,12405,,5044,,0.2,0.45,
7111,12406,,,,0.3,0.5,
7112,12406,,5044,,0.2,0.45,
7116,12407,,,,0.3,0.5,
7117,12407,,5044,,0.2,0.45,
7121,12408,,,,0.3,0.5,
7122,12408,,5045,,0.2,0.45,
7126,12409,,,,0.3,0.5,
7127,12409,,5045,,0.2,0.45,
7131,12410,,,,0.3,0.5,
7132,12410,,5045,,0.2,0.45,
7136,12501,,,,0.3,0.5,
7141,12502,,,,0.3,0.5,
7146,12503,,,,0.3,0.5,
7151,12504,,,,0.3,0.5,
7156,12505,,,,0.3,0.5,
7161,12506,,,,0.3,0.5,
7166,12507,,,,0.3,0.5,
7171,12508,,,,0.3,0.5,
7176,12509,,,,0.3,0.5,
7181,12510,,,,0.3,0.5,
7182,12510,,5048,,0.2,0.45,
7183,12601,,,,0.3,0.5,
7184,12601,,5049,,0.2,0.45,
7185,12602,,,,0.3,0.5,
7186,12602,,5049,,0.2,0.45,
7187,12603,,,,0.3,0.5,
7188,12603,,5049,,0.2,0.45,
7189,12604,,,,0.3,0.5,
7190,12604,,5049,,0.2,0.45,
7191,12605,,,,0.3,0.5,
7192,12605,,5050,,0.2,0.45,
7193,12606,,,,0.3,0.5,
7194,12606,,5050,,0.2,0.45,
7195,12607,,,,0.3,0.5,
7196,12607,,5050,,0.2,0.45,
7197,12608,,,,0.3,0.5,
7198,12608,,5051,,0.2,0.45,
7199,12609,,,,0.3,0.5,
7200,12609,,5051,,0.2,0.45,
7201,12610,,,,0.3,0.5,
7202,12610,,5051,,0.2,0.45,
9000,10102,,,,,,1
9001,10102,,5001,,,,1
9002,10102,,5002,,,,1
9003,10102,,5003,,,,1
