19314,Alien Race  ,Chủng Tộc Ngoài Hành Tinh,Kaum Asing  ,Ras Luar Angkasa  ,Lahi mula sa Kalawakan  ,Alien Race  ,เผ่าพันธุ์ต่างดาว  ,,,,,,<7001;3673;2233;163>,,,{23=500}
19411,Superpower Legion  ,Quân Đoàn Siêu Năng,Legion Superpower  ,Pasukan Supernatural  ,Hukbong May Super Power  ,Superpower Legion  ,กองทัพพลังวิเศษ  ,,,,,,<3143;593;603;1032>,,,{7=20%;8=20%}
19412,Holy Light Power  ,Sức Mạnh Ánh Sáng Thánh,Kekuatan Cahaya Suci  ,Kekuatan Cahaya Suci  ,Banal na Liwanag na Lakas  ,Holy Light Power  ,พลังแห่งแสงศักดิ์สิทธิ์  ,,,,,,<1951;3161;1772>,,,{1=20%}
19413,Oathbound Companion  ,Bạn Đồng Hành Thề Nguyền,Teman Bersumpah  ,Rekan Sumpah Setia  ,Kakamping may Sumpa  ,Oathbound Companion  ,เพื่อนร่วมทางสาบาน  ,,,,,,<1951>,,,{7=20%;8=20%}
19414,Fusion Transformation  ,Biến Hình Kết Hợp,Gabungan Transformasi  ,Transformasi Gabungan  ,Pinagsamang Pagbabago  ,Fusion Transformation  ,การแปลงร่างรวมกัน  ,,,,,,<1951;7001;2401;771>,,,{23=1000}
19511,Superpower Legion  ,Quân Đoàn Siêu Năng,Legion Superpower  ,Pasukan Supernatural  ,Hukbong May Super Power  ,Superpower Legion  ,กองทัพพลังวิเศษ  ,,,,,,<3143;593;603;1032>,,,{7=20%;8=20%}
19512,Holy Light Power  ,Sức Mạnh Ánh Sáng Thánh,Kekuatan Cahaya Suci  ,Kekuatan Cahaya Suci  ,Banal na Liwanag na Lakas  ,Holy Light Power  ,พลังแห่งแสงศักดิ์สิทธิ์  ,,,,,,<1941;3161;1772>,,,{1=20%}
19513,Oathbound Companion  ,Bạn Đồng Hành Thề Nguyền,Teman Bersumpah  ,Rekan Sumpah Setia  ,Kakamping may Sumpa  ,Oathbound Companion  ,เพื่อนร่วมทางสาบาน  ,,,,,,<1941>,,,{7=20%;8=20%}
19514,Fusion Transformation  ,Biến Hình Kết Hợp,Gabungan Transformasi  ,Transformasi Gabungan  ,Pinagsamang Pagbabago  ,Fusion Transformation  ,การแปลงร่างรวมกัน  ,,,,,,<1941;1393;3171;741>,,,{14=1000}
19611,Supernatural Ability  ,Khả Năng Siêu Phàm,Keupayaan Hebat  ,Kemampuan Supernatural  ,Kakayahang Higit sa Tao  ,Supernatural Ability  ,ความสามารถเหนือธรรมชาติ  ,,,,,,<721;572;1241;1381>,,,{7=20%;8=20%}
19612,Elegant Image  ,Hình Tượng Thanh Lịch,Imej Anggun  ,Penampilan Elegan  ,Eleganteng Anyô  ,Elegant Image  ,ภาพลักษณ์สง่างาม  ,,,,,,<2493;263;3181;1813>,,,{1=20%}
19613,Cute Naive Girl  ,Cô Gái Ngây Ngô Dễ Thương,Gadis Naif Comel  ,Gadis Polos dan Imut  ,Inosenteng Cute na Babae  ,Cute Naive Girl  ,สาวน้อยไร้เดียงสาน่ารัก  ,,,,,,<3143;771;641;163>,,,{7=20%;8=20%}
19614,Divine Body  ,Thân Thể Thần Ma,Tubuh Dewa Iblis  ,Tubuh Dewa Iblis  ,Katawan ng Diyos-Demonyo  ,Divine Body  ,ร่างเทพมาร  ,,,,,,<3021;1941;3251;3673>,,,{23=1000}
20111,Oath of the Wind  ,Lời Thề Của Gió,Sumpah Angin  ,Sumpah Angin  ,Sumpa ng Hangin  ,Oath of the Wind  ,คำสาบานแห่งสายลม  ,,,,,,<3303;3663;3283>,,,{7=12%;8=12%}
20112,Chaotic Demon Lord  ,Ma Vương Hỗn Độn,Raja Iblis Kacau  ,Raja Iblis Kekacauan  ,Haring Demonyo ng Kaguluhan  ,Chaotic Demon Lord  ,ราชามารแห่งความวุ่นวาย  ,,,,,,<2493;3251;3543>,,,{1=12%}
20113,Adventure Companion  ,Bạn Đồng Hành Phiêu Lưu,Teman Pengembaraan  ,Rekan Petualangan  ,Kaibigang Pakikipagsapalaran  ,Adventure Companion  ,เพื่อนร่วมทางผจญภัย  ,,,,,,<3161;972;3511>,,,{7=12%;8=12%}
20211,God-Slaying Unmatched  ,Vô Song Đoạt Thần,Perebutan Dewa Tiada Tanding  ,Tak Terkalahkan Mengalahkan Dewa  ,"Walang Talo, Tagapabagsak ng Diyos  ",God-Slaying Unmatched  ,ผู้พิชิตเทพผู้ไร้เทียมทาน  ,,,,,,<2493;1423;3003;2723>,,,{7=15%;8=15%}
20212,Dominant Body  ,Thân Thể Bá Chủ,Tubuh Penguasa  ,Tubuh Penguasa  ,Katawan ng Pinuno  ,Dominant Body  ,ร่างจักรพรรดิ  ,,,,,,<263;701;1303;1911>,,,{1=15%}
20213,Combat Expert  ,Chuyên Gia Chiến Đấu,Pakar Pertempuran  ,Ahli Pertarungan  ,Eksperto sa Labanan  ,Combat Expert  ,ผู้เชี่ยวชาญการต่อสู้  ,,,,,,<1893;2233;3171;611>,,,{7=15%;8=15%}
20214,Demonic Seed  ,Hạt Giống Ma Thần,Benih Dewa Iblis  ,Benih Dewa Iblis  ,Binhi ng Diyos-Demonyo  ,Demonic Seed  ,เมล็ดพันธุ์จอมมาร  ,,,,,,<3673;1893;3251;3161>,,,{14=500}
20311,Dark Rookie  ,Tân Binh Bóng Tối,Rekrut Kegelapan  ,Pemula dari Kegelapan  ,Baguhan ng Kadiliman  ,Dark Rookie  ,ทหารใหม่แห่งความมืด  ,,,,,,<1393;972;552>,,,{7=15%;8=15%}
20312,Flesh Rebirth  ,Tái Sinh Thịt Máu,Kebangkitan Daging & Darah  ,Reinkarnasi Daging dan Darah  ,Pagkabuhay ng Laman  ,Flesh Rebirth  ,เกิดใหม่เนื้อและเลือด  ,,,,,,<3021;1253;402>,,,{1=15%}
20313,Mutated Reconstruction  ,Biến Dị Tái Tổ,Mutasi dan Penyusunan Semula  ,Mutasi Rekonstruksi  ,Mutasyong Muling Nabuo  ,Mutated Reconstruction  ,การเปลี่ยนแปลงพันธุกรรม  ,,,,,,<1941;1951;2593>,,,{7=15%;8=15%}
20711,Sword Brotherhood  ,Bạn Bè Kiếm Đạo,Sahabat Jalan Pedang  ,Teman Ahli Pedang  ,Kaibigang Espadachin  ,Sword Brotherhood  ,เพื่อนนักดาบ  ,,,,,,<3303;1071;2683>,,,{7=12%;8=12%}
20712,Natural Power  ,Sức Mạnh Tự Nhiên,Kekuatan Alam  ,Kekuatan Alam  ,Lakas ng Kalikasan  ,Natural Power  ,พลังแห่งธรรมชาติ  ,,,,,,<2023;1032;3283>,,,{1=12%}
20713,Alien Bloodline  ,Dòng Máu Dị Tộc,Darah Asing  ,Darah Bangsa Asing  ,Dugong Banyaga  ,Alien Bloodline  ,สายเลือดต่างเผ่าพันธุ์  ,,,,,,<1841;163;641>,,,{7=12%;8=12%}
22311,The Strongest on Earth  ,Người Mạnh Nhất Trên Mặt Đất,Orang Terkuat di Dunia  ,Orang Terkuat di Dunia  ,Pinakamalakas sa Mundo  ,The Strongest on Earth  ,ผู้แข็งแกร่งที่สุดบนโลก  ,,,,,,<1423;1303;242;1911>,,,{7=20%;8=20%}
22312,Combat Master  ,Bậc Thầy Chiến Đấu,Mahaguru Pertempuran  ,Ahli Pertarungan  ,Eksperto sa Labanan  ,Combat Master  ,ปรมาจารย์นักรบ  ,,,,,,<3673;3021;701;1813>,,,{1=20%}
22313,Alien Race  ,Chủng Tộc Ngoài Hành Tinh,Kaum Asing  ,Ras Luar Angkasa  ,Lahi mula sa Kalawakan  ,Alien Race  ,เผ่าพันธุ์ต่างดาว  ,,,,,,<7001;3673;3171;163>,,,{7=20%;8=20%}
22314,Second Generation Superhuman  ,Siêu Nhân Thế Hệ Thứ Hai,Adiwira Generasi Kedua  ,Superman Generasi Kedua  ,Ikalawang Henerasyong Superman  ,Second Generation Superhuman  ,ซูเปอร์ฮีโร่รุ่นที่สอง  ,,,,,,<3021;1841;1903;3543>,,,{14=1000}
22411,Hope of the Ninja World  ,Hy Vọng Thế Giới Ninja,Harapan Dunia Ninja  ,Harapan Dunia Ninja  ,Pag-asa ng Mundo ng Ninja  ,Hope of the Ninja World  ,ความหวังแห่งโลกนินจา  ,,,,,,<3353;333>,,,{7=15%;8=15%}
22412,Travel Companion  ,Bạn Đồng Hành Du Lịch,Teman Pengembaraan  ,Rekan Perjalanan  ,Kaibigang Manlalakbay  ,Travel Companion  ,เพื่อนร่วมทางนักท่องเที่ยว  ,,,,,,<2401;1241;1772>,,,{1=15%}
22413,Unyielding Will  ,Ý Chí Không Khuất Phục,Semangat Tidak Terkalahkan  ,Tekad Tak Terkalahkan  ,Diwang Di Magagapi  ,Unyielding Will  ,จิตใจไม่ยอมแพ้  ,,,,,,<2233;3592;1253;3003>,,,{7=15%;8=15%}
22414,Gentle Wife  ,Người Vợ Hiền Mẫu,Isteri dan Ibu Penyayang  ,Istri yang Lembut dan Baik  ,Mapagkalingang Asawa  ,Gentle Wife  ,ภรรยาผู้เป็นแม่ที่ดี  ,,,,,,<3303;1893;721;641>,,,{14=500}
23511,Supreme Fist  ,Quyền Đạo Tối Thượng,Tumbukan Tertinggi  ,Kekuatan Tertinggi  ,Pinakamataas na Lakas  ,Supreme Fist  ,อำนาจสูงสุด  ,,,,,,<2233;1423;3171;1911>,,,{7=20%;8=20%}
23512,Combat Master  ,Bậc Thầy Chiến Đấu,Mahaguru Pertempuran  ,Ahli Pertarungan  ,Eksperto sa Labanan  ,Combat Master  ,ปรมาจารย์นักรบ  ,,,,,,<1423;3673;1841;3663>,,,{1=20%}
23513,Demon Slayer  ,Tiêu Diệt Ác Quỷ,Musnahkan Iblis  ,Membasmi Iblis  ,Puksain ang Demonyo  ,Demon Slayer  ,นักล่าอสูร  ,,,,,,<2401;1893;3161;1772>,,,{7=20%;8=20%}
23514,Breaking Authority  ,Uy Quyền Bức Phá,Kuasa Meledak  ,Kekuatan Meledak  ,Sumasabog na Kapangyarihan  ,Breaking Authority  ,อำนาจทำลายล้าง  ,,,,,,<3673;3021;701;1813>,,,{23=1000}
23611,Superpower Domination,Siêu năng uy thế,Penguasaan Kuasa Super,Dominasi Kekuatan Super,Paghahari ng Kapangyarihan,Superpower Domination,พลังพิเศษอำนาจเหนือ,,,,,,<3673;3353;3251;631>,,,{7=20%;8=20%}
23612,Graceful Transformation,Ưu nhã hóa thân,Penjelmaan Anggun,Transformasi Anggun,Mahinhin na Pagkakatawang-tao,Graceful Transformation,แปลงร่างอย่างสง่างาม,,,,,,<2493;1313;1253;2431>,,,{1=20%}
23613,Maiden Alliance,Thiếu nữ liên minh,Perikatan Gadis Muda,Aliansi Gadis Muda,Alyansa ng mga Dalaga,Maiden Alliance,พันธมิตรสาวน้อย,,,,,,<1173;1941;3251;1961>,,,{7=20%;8=20%}
23614,Combat Instinct,Bản năng chiến đấu,Naluri Bertempur,Naluri Bertarung,Instinct sa Pakikipaglaban,Combat Instinct,สัญชาตญาณการต่อสู้,,,,,,<3021;263;2233;3663>,,,{23=1000}
23811,Angel Alliance  ,Liên Minh Thiên Thần,Perikatan Malaikat  ,Aliansi Malaikat  ,Samahan ng mga Anghel  ,Angel Alliance  ,พันธมิตรเทวา  ,,,,,,<1941;1951;3161;1893>,,,{7=20%;8=20%}
23812,Destruction Kingdom  ,Vương Quốc Hủy Diệt,Kerajaan Pemusnah  ,Kerajaan Kehancuran  ,Kaharian ng Pagkawasak  ,Destruction Kingdom  ,อาณาจักรแห่งการทำลายล้าง  ,,,,,,<3021;263;2233;3663>,,,{1=20%}
23813,Elegant Image  ,Hình Tượng Thanh Lịch,Imej Anggun  ,Penampilan Elegan  ,Eleganteng Anyô  ,Elegant Image  ,ภาพลักษณ์สง่างาม  ,,,,,,<1313;263;3181;1813>,,,{7=20%;8=20%}
23814,Divine Body  ,Thân Thể Thần Ma,Tubuh Dewa Iblis  ,Tubuh Dewa Iblis  ,Katawan ng Diyos-Demonyo  ,Divine Body  ,ร่างเทพมาร  ,,,,,,<1173;1941;3251;3673>,,,{14=1000}
23911,Overwhelming Power  ,Uy Thế Siêu Năng,Keagungan Superpower  ,Kewibawaan Supernatural  ,Awtoridad ng Superpower  ,Overwhelming Power  ,พลังอำนาจเหนือธรรมชาติ  ,,,,,,<3143;593;603;1032>,,,{7=20%;8=20%}
23912,Elegant Image  ,Hình Tượng Thanh Lịch,Imej Anggun  ,Penampilan Elegan  ,Eleganteng Anyô  ,Elegant Image  ,ภาพลักษณ์สง่างาม  ,,,,,,<2493;263;3181;1813>,,,{1=20%}
23913,Girl Alliance  ,Liên Minh Cô Gái,Perikatan Gadis  ,Aliansi Gadis  ,Samahan ng mga Babae  ,Girl Alliance  ,พันธมิตรสาวๆ  ,,,,,,<1393;721;771;3152>,,,{7=20%;8=20%}
23914,Battle Instinct  ,Bản Năng Chiến Đấu,Naluri Bertarung  ,Naluri Bertarung  ,Likas na Pakikipaglaban  ,Battle Instinct  ,สัญชาตญาณนักสู้  ,,,,,,<1313;572;3003;741>,,,{23=1000}
24011,Supernatural Ability  ,Khả Năng Siêu Phàm,Keupayaan Hebat  ,Kemampuan Supernatural  ,Kakayahang Higit sa Tao  ,Supernatural Ability  ,ความสามารถเหนือธรรมชาติ  ,,,,,,<721;572;1241;1381>,,,{7=20%;8=20%}
24012,Elegant Image  ,Hình Tượng Thanh Lịch,Imej Anggun  ,Penampilan Elegan  ,Eleganteng Anyô  ,Elegant Image  ,ภาพลักษณ์สง่างาม  ,,,,,,<2493;263;3181;1813>,,,{1=20%}
24013,Sparkling Magic  ,Phép Thuật Lấp Lánh,Sihir Berkilauan  ,Sihir Berkilauan  ,Kumikinang na Mahika  ,Sparkling Magic  ,เวทมนตร์เปล่งประกาย  ,,,,,,<3143;263;972;593>,,,{7=20%;8=20%}
24014,Magical Girl  ,Cô Gái Phép Thuật,Gadis Sihir  ,Gadis Penyihir  ,Batang Babaeng Mangkukulam  ,Magical Girl  ,สาวพ่อมด  ,,,,,,<1393;771;503>,,,{23=1000}
24311,Pirate Alliance  ,Liên Minh Hải Tặc,Perikatan Lanun  ,Aliansi Bajak Laut  ,Samahan ng mga Pirata  ,Pirate Alliance  ,พันธมิตรโจรสลัด  ,,,,,,<3543>,,,{7=20%;8=20%}
24312,Unmatched Beauty  ,Vẻ Đẹp Vô Song,Kecantikan Tiada Tanding  ,Kecantikan Tiada Tanding  ,Walang Kapantay na Ganda  ,Unmatched Beauty  ,ความงดงามไร้เทียมทาน  ,,,,,,<3353;1893;2242;641>,,,{1=20%}
24313,Overwhelming Power  ,Uy Thế Siêu Năng,Keagungan Superpower  ,Kewibawaan Supernatural  ,Awtoridad ng Superpower  ,Overwhelming Power  ,พลังอำนาจเหนือธรรมชาติ  ,,,,,,<3143;593;603;1032>,,,{7=20%;8=20%}
24314,King’s Authority  ,Uy Quyền Của Vị Vương,Kebesaran Sang Raja  ,Kekuatan Sang Raja  ,Kapangyarihan ng Hari  ,King’s Authority  ,อำนาจของกษัตริย์  ,,,,,,<2493;1313;1253;393>,,,{23=1000}
24911,Infinite Swordsmanship  ,Kiếm Pháp Vô Hạn,Seni Pedang Tanpa Had  ,Teknik Pedang Tanpa Batas  ,Walang Hanggang Teknik ng Espada  ,Infinite Swordsmanship  ,ทักษะดาบไร้ขีดจำกัด  ,,,,,,<572;701;1841;3251>,,,{7=20%;8=20%}
24912,Hero Alliance  ,Liên Minh Anh Hùng,Perikatan Wira  ,Aliansi Pahlawan  ,Samahan ng mga Bayani  ,Hero Alliance  ,พันธมิตรฮีโร่  ,,,,,,<1313;1253>,,,{1=20%}
24913,Demonic Seed  ,Hạt Giống Ma Thần,Benih Dewa Iblis  ,Benih Dewa Iblis  ,Binhi ng Diyos-Demonyo  ,Demonic Seed  ,เมล็ดพันธุ์จอมมาร  ,,,,,,<3673;1893;3251;3161>,,,{7=20%;8=20%}
24914,Elegant Image  ,Hình Tượng Thanh Lịch,Imej Anggun  ,Penampilan Elegan  ,Eleganteng Anyô  ,Elegant Image  ,ภาพลักษณ์สง่างาม  ,,,,,,<1313;263;3181;1813>,,,{23=1000}
25911,Solid as Rock  ,Vững Như Đá,Teguh Seperti Batu  ,Teguh Seperti Batu  ,Matatag na Parang Bato  ,Solid as Rock  ,มั่นคงดุจหิน  ,,,,,,<1503;863;1903>,,,{7=12%;8=12%}
25912,Ninja Squad  ,Nhóm Ninja,Kumpulan Ninja  ,Kelompok Ninja  ,Grupo ng mga Ninja  ,Ninja Squad  ,กลุ่มนินจา  ,,,,,,<3353;2242;333>,,,{1=12%}
25913,Sword and Blade Master  ,Bậc Thầy Kiếm và Dao,Mahaguru Pedang dan Pisau  ,Ahli Pedang dan Pisau  ,Guro ng Espada at Balisong  ,Sword and Blade Master  ,ปรมาจารย์ดาบและมีด  ,,,,,,<1231;3251;3152>,,,{7=12%;8=12%}
26111,Idol Star  ,Ngôi Sao Thần Tượng,Bintang Idola  ,Bintang Idola  ,Bituing Idolo  ,Idol Star  ,ดาวดวงที่เป็นที่รัก  ,,,,,,<1241;1903;3683>,,,{7=12%;8=12%}
26112,Skill Control  ,Kiểm Soát Kỹ Năng,Kawalan Kemahiran  ,Kontrol Keterampilan  ,Kontrol ng Kasanayan  ,Skill Control  ,ควบคุมทักษะ  ,,,,,,<2723;712;552>,,,{1=12%}
26113,Abstract Group  ,Nhóm Trừu Tượng,Kumpulan Abstrak  ,Kelompok Abstrak  ,Pangkat ng Abstrak  ,Abstract Group  ,กลุ่มนามธรรม  ,,,,,,<7001;1931;2633>,,,{7=12%;8=12%}
26311,Martial Power Faction  ,Thế Lực Đấu Võ,Kuasa Bertarung  ,Kekuatan Seni Bela Diri  ,Lakas ng Martial Arts  ,Martial Power Faction  ,กองกำลังต่อสู้  ,,,,,,<1303;1903;273>,,,{7=12%;8=12%}
26312,Superpower Authority  ,Quyền Lực Siêu Năng,Kekuatan Supernatural  ,Kekuatan Supernatural  ,Kapangyarihang Supernatural  ,Superpower Authority  ,พลังวิเศษ  ,,,,,,<263;1813;1903>,,,{1=12%}
26313,Fusion Transformation  ,Biến Hình Kết Hợp,Gabungan Transformasi  ,Transformasi Gabungan  ,Pinagsamang Pagbabago  ,Fusion Transformation  ,การแปลงร่างรวมกัน  ,,,,,,<1941;1951;3171>,,,{7=12%;8=12%}
26811,Swordsman’s Love  ,Tình Yêu Kiếm Khách,Cinta Pendekar  ,Cinta Pendekar Pedang  ,Pag-ibig ng Mandirigmang Espada  ,Swordsman’s Love  ,ความรักของนักดาบ  ,,,,,,<712;3152;611>,,,{7=10%;8=10%}
26812,Sword Brotherhood  ,Bạn Bè Kiếm Đạo,Sahabat Jalan Pedang  ,Teman Ahli Pedang  ,Kaibigang Espadachin  ,Sword Brotherhood  ,เพื่อนนักดาบ  ,,,,,,<3511;631;1231>,,,{1=10%}
26813,Skill Control  ,Kiểm Soát Kỹ Năng,Kawalan Kemahiran  ,Kontrol Keterampilan  ,Kontrol ng Kasanayan  ,Skill Control  ,ควบคุมทักษะ  ,,,,,,<731;503;2963>,,,{7=10%;8=10%}
27211,Superior IQ  ,IQ Vượt Trội,IQ Luar Biasa  ,IQ Luar Biasa  ,Napakataas na IQ  ,Superior IQ  ,ไอคิวสูง  ,,,,,,<1393;3181;1813>,,,{7=15%;8=15%}
27212,Iron Will  ,Ý Chí Thép,Semangat Besi  ,Tekad Baja  ,Diwang Bakal  ,Iron Will  ,จิตใจแข็งแกร่ง  ,,,,,,<7001;1313;1911;631>,,,{1=15%}
27213,Superpower Control  ,Kiểm Soát Siêu Năng,Kawalan Superpower  ,Kontrol Superpower  ,Kontrol ng Superpower  ,Superpower Control  ,ควบคุมพลังวิเศษ  ,,,,,,<2401;771;503;593>,,,{7=15%;8=15%}
27214,Tech Innovator  ,Sáng Tạo Công Nghệ,Reka Cipta Teknologi  ,Inovasi Teknologi  ,Makabagong Teknolohiya  ,Tech Innovator  ,สร้างสรรค์เทคโนโลยี  ,,,,,,<3181;3592;3683>,,,{14=500}
28411,Secret Superpower  ,Siêu Năng Bí Mật,Kuasa Super Rahsia  ,Kekuatan Rahasia  ,Lihim na Kapangyarihan  ,Secret Superpower  ,ความลับแห่งพลังวิเศษ  ,,,,,,<2013;1931;2633>,,,{7=10%;8=10%}
28412,Dream Master  ,Bậc Thầy Giấc Mơ,Mahaguru Mimpi  ,Ahli Mimpi  ,Dalubhasa ng Panaginip  ,Dream Master  ,ปรมาจารย์แห่งความฝัน  ,,,,,,<3683;1612;863>,,,{1=10%}
28413,Wish Expert  ,Chuyên Gia Ước Nguyện,Pakar Harapan  ,Ahli Harapan  ,Eksperto sa mga Hiling  ,Wish Expert  ,ผู้เชี่ยวชาญความปรารถนา  ,,,,,,<3283;3003;771>,,,{7=10%;8=10%}
29611,Firepower Control  ,Kiểm Soát Hỏa Lực,Kawalan Kuasa Api  ,Kontrol Kekuatan Api  ,Kontrol ng Apoy  ,Firepower Control  ,ควบคุมพลังไฟ  ,,,,,,<44;1612;3293>,,,{7=12%;8=12%}
29612,Iron Will  ,Ý Chí Thép,Semangat Besi  ,Tekad Baja  ,Diwang Bakal  ,Iron Will  ,จิตใจแข็งแกร่ง  ,,,,,,<3663;1303;1911>,,,{1=12%}
29613,Crisis Sensing  ,Cảm Ứng Khủng Hoảng,Deria Bencana  ,Indra Krisis  ,Pakiramdam sa Krisis  ,Crisis Sensing  ,สัมผัสวิกฤต  ,,,,,,<3592;611;1293>,,,{7=12%;8=12%}
30011,Mecha Warrior  ,Chiến Binh Mecha,Pahlawan Mecha  ,Prajurit Mecha  ,Mandirigmang Mecha  ,Mecha Warrior  ,นักรบหุ่นยนต์  ,,,,,,<3592;2723;712>,,,{7=15%;8=15%}
30012,Extraordinary Will  ,Ý Chí Siêu Phàm,Semangat Luar Biasa  ,Kemauan Luar Biasa  ,Kagustuhang Higit sa Karaniwan  ,Extraordinary Will  ,จิตใจเหนือมนุษย์  ,,,,,,<2493;1231;3171;631>,,,{1=15%}
30013,Combat Expert  ,Chuyên Gia Chiến Đấu,Pakar Pertempuran  ,Ahli Pertarungan  ,Eksperto sa Labanan  ,Combat Expert  ,ผู้เชี่ยวชาญการต่อสู้  ,,,,,,<1893;2233;3171;2023>,,,{7=15%;8=15%}
30014,Nonchalant Girl  ,Cô Gái Không Tính Toán,Gadis Tidak Berkira  ,Gadis Tanpa Perhitungan  ,Batang Babaeng Walang Kalkulasyon  ,Nonchalant Girl  ,สาวไร้การคำนวณ  ,,,,,,<2401;1393;771>,,,{14=500}
30211,Will of the Dead  ,Ý Chí Của Người Chết,Semangat Si Mati  ,Tekad Orang Mati  ,Diwa ng Patay  ,Will of the Dead  ,จิตใจผู้ตาย  ,,,,,,<1221;1903;1931;3543>,,,{7=20%;8=20%}
30212,King’s Authority  ,Uy Quyền Của Vị Vương,Kebesaran Sang Raja  ,Kekuatan Raja  ,Kapangyarihan ng Hari  ,King’s Authority  ,อำนาจของกษัตริย์  ,,,,,,<2493;1313;1253;393>,,,{1=20%}
30213,Second Generation Superhuman  ,Siêu Nhân Thế Hệ Thứ Hai,Adiwira Generasi Kedua  ,Superman Generasi Kedua  ,Ikalawang Henerasyong Superman  ,Second Generation Superhuman  ,ซูเปอร์ฮีโร่รุ่นที่สอง  ,,,,,,<2233;1841;1903;3543>,,,{7=20%;8=20%}
30214,Divine Weapon Control  ,Kiểm Soát Thần Khí,Kawalan Senjata Ilahi  ,Kontrol Senjata Ilahi  ,Kontrol ng Banal na Sandata  ,Divine Weapon Control  ,ควบคุมอาวุธเทพ  ,,,,,,<2493;1893;1313;863>,,,{23=1000}
31411,Sparkling Magic  ,Phép Thuật Lấp Lánh,Sihir Berkilauan  ,Sihir Berkilauan  ,Kumikinang na Mahika  ,Sparkling Magic  ,เวทมนตร์เปล่งประกาย  ,,,,,,<263;972;593;603>,,,{7=20%;8=20%}
31412,Wizard Alliance  ,Liên Minh Phù Thủy,Perikatan Penyihir  ,Aliansi Penyihir  ,Samahan ng mga Mangkukulam  ,Wizard Alliance  ,พันธมิตรพ่อมดแม่มด  ,,,,,,<2401;771;1393;503>,,,{1=20%}
31413,Ordinary Human Body  ,Thân Thể Người Thường,Tubuh Biasa  ,Tubuh Manusia Biasa  ,Katawan ng Karaniwang Tao  ,Ordinary Human Body  ,ร่างกายมนุษย์ธรรมดา  ,,,,,,<3353;721;3152;631>,,,{7=20%;8=20%}
31414,Unlimited Potential  ,Tiềm Năng Vô Hạn,Potensi Tanpa Had  ,Potensi Tak Terbatas  ,Walang Hanggang Potensyal  ,Unlimited Potential  ,ศักยภาพไร้ขีดจำกัด  ,,,,,,<1423;1231;593;631>,,,{14=1000}
31511,Fire Power  ,Sức Mạnh Lửa,Kekuatan Api  ,Kekuatan Api  ,Lakas ng Apoy  ,Fire Power  ,พลังแห่งไฟ  ,,,,,,<3143;1393;603>,,,{7=15%;8=15%}
31512,Sword Control  ,Kiểm Soát Kiếm,Kawalan Pedang  ,Kontrol Pedang  ,Kontrol ng Espada  ,Sword Control  ,ควบคุมดาบ  ,,,,,,<3303;572;1841;611>,,,{1=15%}
31513,Battle Enthusiast  ,Người Đam Mê Chiến Đấu,Pencinta Pertempuran  ,Pecinta Pertarungan  ,Mahilig sa Laban  ,Battle Enthusiast  ,ผู้คลั่งไคล้การต่อสู้  ,,,,,,<1423;3171;2023>,,,{7=15%;8=15%}
31514,Girl Group  ,Nhóm Cô Gái,Kumpulan Gadis  ,Kelompok Gadis  ,Samahan ng mga Babae  ,Girl Group  ,กลุ่มสาวๆ  ,,,,,,<1393;721;503>,,,{14=500}
31611,Angel Alliance  ,Liên Minh Thiên Thần,Perikatan Malaikat  ,Aliansi Malaikat  ,Samahan ng mga Anghel  ,Angel Alliance  ,พันธมิตรเทวา  ,,,,,,<1893;1951;1941>,,,{7=15%;8=15%}
31612,Gentle Wife  ,Người Vợ Hiền Mẫu,Isteri dan Ibu Penyayang  ,Istri yang Lembut dan Baik  ,Mapagkalingang Asawa  ,Gentle Wife  ,ภรรยาผู้เป็นแม่ที่ดี  ,,,,,,<3303;1893;721;641>,,,{1=15%}
31613,Teacher's Compassionate Soul  ,Tâm Hồn Nhân Ái Của Người Thầy,Hati Penyayang Guru  ,Hati Guru yang Penuh Kasih  ,Pusong Maawain ng Guro  ,Teacher's Compassionate Soul  ,จิตใจเมตตาของครู  ,,,,,,<3353;1241;641;1772>,,,{7=15%;8=15%}
31614,Divine Body  ,Thân Thể Thần Ma,Tubuh Dewa Iblis  ,Tubuh Dewa Iblis  ,Katawan ng Diyos-Demonyo  ,Divine Body  ,ร่างเทพมาร  ,,,,,,<3021;1911;2493>,,,{14=500}
31711,Superpower Transformation  ,Biến Hình Siêu Năng,Transformasi Super  ,Transformasi Superpower  ,Transformasyong may Superpower  ,Superpower Transformation  ,การแปลงร่างพลังวิเศษ  ,,,,,,<2233;2723;2401;503>,,,{7=20%;8=20%}
31712,Dominant Body  ,Thân Thể Bá Chủ,Tubuh Penguasa  ,Tubuh Penguasa  ,Katawan ng Pinuno  ,Dominant Body  ,ร่างจักรพรรดิ  ,,,,,,<7001;1253;2023;3663>,,,{1=20%}
31713,Combat Specialist  ,Chuyên Gia Chiến Đấu,Pakar Pertempuran  ,Ahli Pertarungan  ,Eksperto sa Labanan  ,Combat Specialist  ,ผู้เชี่ยวชาญการต่อสู้  ,,,,,,<1893;2233;1911;611>,,,{7=20%;8=20%}
31714,Alien Race  ,Chủng Tộc Ngoài Hành Tinh,Kaum Asing  ,Ras Luar Angkasa  ,Lahi mula sa Kalawakan  ,Alien Race  ,เผ่าพันธุ์ต่างดาว  ,,,,,,<7001;3673;2233;163>,,,{14=1000}
