VariableName,scene_id,_name,round,monsters,bossMark,showInfo,posAdjust,bossLifeCount,rebornSeq,hpC,speedC,damageC,specialDamageC,defenceC,specialDefenceC,bkCsv,storys,winStories,failStories,storyNames,storyNames_vn,storyNames_tw,storyNames_en,weatherTypeId
62024,62024,,1,<21051;0;21051;0;21052;0>,<0;0;0;0;1;0>,TRUE,,,,,,,,,,stage/wsj.csv,,,,,,,,
62031,62031,,1,<22012;22012;22012;22012;22011;22012>,<0;0;0;0;1;0>,TRUE,,,,,,,,,,stage/wsj.csv,,,,,,,,
62032,62032,,1,<22014;22013;22014;22013;22014;22013>,<0;0;0;0;1;0>,TRUE,,,,,,,,,,stage/wsj.csv,,,,,,,,
62033,62033,,1,<22014;22014;22014;22014;22015;22014>,<0;0;0;0;1;0>,TRUE,,,,,,,,,,stage/wsj.csv,,,,,,,,
62034,62034,,1,<22017;22016;22017;22016;22017;22016>,<0;0;0;0;1;0>,TRUE,,,,,,,,,,stage/wsj.csv,,,,,,,,
62041,62041,,1,<0;0;0;0;22005;0>,<0;0;0;0;1;0>,TRUE,,,,,,,,,,stage/wsj.csv,,,,,,,,
62042,62042,,1,<21041;21042;21041;21042;21041;21042>,<1;1;1;1;1;1>,TRUE,,,,,,,,,,stage/wsj.csv,,,,,,,,
62043,62043,,1,<22006;0;22006;0;22007;0>,<1;0;1;0;1;0>,TRUE,,,,,,,,,,stage/wsj.csv,,,,,,,,
62044,62044,,1,<0;0;0;0;22003;0>,<0;0;0;0;1;0>,TRUE,,,,,,,,,,stage/wsj.csv,,,,,,,,
70001,70001,,1,<0;0;0;0;25001;0>,<0;0;0;0;1;0>,TRUE,<0;0;0;0;0;0>,,,,,,,,,stage/worldboss.csv,,,,,,,,
70002,70002,,1,<0;0;0;0;25102;0>,<0;0;0;0;1;0>,TRUE,<0;0;0;0;0;0>,,,,,,,,,stage/worldboss.csv,,,,,,,,
70003,70003,,1,<0;0;0;0;25201;0>,<0;0;0;0;1;0>,TRUE,<0;0;0;0;0;0>,,,,,,,,,stage/worldboss.csv,,,,,,,,
71001,71001,,1,<42001;0;42002;0;0;0>,,TRUE,,,,,,,,,,stage/worldboss.csv,,,,,,,,
71002,71002,,1,<42003;0;42004;0;0;0>,,TRUE,,,,,,,,,,stage/worldboss.csv,,,,,,,,
71003,71003,,1,<42005;0;42006;0;0;0>,,TRUE,,,,,,,,,,stage/worldboss.csv,,,,,,,,
71004,71004,,1,<42007;0;42008;0;42009;0>,,TRUE,,,,,,,,,,stage/worldboss.csv,,,,,,,,
80001,80001,,1,<290402;290402;290402;290402;291503;290402>,,,,,,,,,,,,stage/s.csv,,,,,,,,
80002,80001,,2,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80003,80001,,3,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80004,80001,,4,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80005,80001,,5,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80006,80001,,6,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80007,80001,,7,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80008,80001,,8,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80009,80001,,9,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80010,80001,,10,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80011,80001,,11,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80012,80001,,12,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80013,80002,,1,<292612;292612;292612;292612;291394;292612>,,,,,,,,,,,,stage/s.csv,,,,,,,,
80014,80002,,2,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80015,80002,,3,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80016,80002,,4,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80017,80002,,5,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80018,80002,,6,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80019,80002,,7,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80020,80002,,8,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80021,80002,,9,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80022,80002,,10,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80023,80002,,11,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80024,80002,,12,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80025,80003,,1,<290402;290402;290402;290402;291612;290402>,,,,,,,,,,,,stage/s.csv,,,,,,,,
80026,80003,,2,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80027,80003,,3,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80028,80003,,4,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80029,80003,,5,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80030,80003,,6,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80031,80003,,7,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80032,80003,,8,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80033,80003,,9,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80034,80003,,10,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80035,80003,,11,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80036,80003,,12,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80037,80004,,1,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80038,80004,,2,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80039,80004,,3,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80040,80004,,4,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80041,80004,,5,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80042,80004,,6,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80043,80004,,7,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80044,80004,,8,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80045,80004,,9,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80046,80004,,10,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80047,80004,,11,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80048,80004,,12,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80049,80005,,1,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80050,80005,,2,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80051,80005,,3,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80052,80005,,4,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80053,80005,,5,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80054,80005,,6,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80055,80005,,7,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80056,80005,,8,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80057,80005,,9,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80058,80005,,10,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80059,80005,,11,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80060,80005,,12,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80061,80006,,1,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80062,80006,,2,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80063,80006,,3,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80064,80006,,4,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80065,80006,,5,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80066,80006,,6,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80067,80006,,7,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80068,80006,,8,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80069,80006,,9,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80070,80006,,10,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80071,80006,,11,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80072,80006,,12,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80073,80011,,1,<292612;292612;292612;292612;292033;292612>,,,,,,,,,,,,stage/s.csv,,,,,,,,
80074,80011,,2,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80075,80011,,3,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80076,80011,,4,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80077,80011,,5,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80078,80011,,6,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80079,80011,,7,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80080,80011,,8,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80081,80011,,9,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80082,80011,,10,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80083,80011,,11,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80084,80011,,12,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80085,80012,,1,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80086,80012,,2,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80087,80012,,3,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80088,80012,,4,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80089,80012,,5,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80090,80012,,6,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80091,80012,,7,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80092,80012,,8,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80093,80012,,9,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80094,80012,,10,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80095,80012,,11,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80096,80012,,12,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80097,80013,,1,<290402;290402;290402;290402;291612;290402>,,,,,,,,,,,,stage/s.csv,,,,,,,,
80098,80013,,2,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80099,80013,,3,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80100,80013,,4,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80101,80013,,5,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80102,80013,,6,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80103,80013,,7,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80104,80013,,8,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80105,80013,,9,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80106,80013,,10,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80107,80013,,11,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80108,80013,,12,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80109,80014,,1,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80110,80014,,2,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80111,80014,,3,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80112,80014,,4,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80113,80014,,5,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80114,80014,,6,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80115,80014,,7,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80116,80014,,8,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80117,80014,,9,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80118,80014,,10,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80119,80014,,11,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80120,80014,,12,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80121,80015,,1,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80122,80015,,2,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80123,80015,,3,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80124,80015,,4,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80125,80015,,5,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80126,80015,,6,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80127,80015,,7,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80128,80015,,8,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80129,80015,,9,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80130,80015,,10,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80131,80015,,11,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80132,80015,,12,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80133,80016,,1,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80134,80016,,2,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80135,80016,,3,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80136,80016,,4,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80137,80016,,5,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80138,80016,,6,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80139,80016,,7,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80140,80016,,8,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80141,80016,,9,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80142,80016,,10,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80143,80016,,11,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80144,80016,,12,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80145,80021,,1,<291911;291911;291911;291911;300211;291911>,,,,,,,,,,,,stage/s.csv,,,,,,,,
80146,80021,,2,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80147,80021,,3,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80148,80021,,4,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80149,80021,,5,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80150,80021,,6,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80151,80021,,7,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80152,80021,,8,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80153,80021,,9,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80154,80021,,10,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80155,80021,,11,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80156,80021,,12,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80157,80022,,1,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80158,80022,,2,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80159,80022,,3,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80160,80022,,4,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80161,80022,,5,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80162,80022,,6,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80163,80022,,7,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80164,80022,,8,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80165,80022,,9,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80166,80022,,10,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80167,80022,,11,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80168,80022,,12,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80169,80023,,1,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80170,80023,,2,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80171,80023,,3,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80172,80023,,4,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80173,80023,,5,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80174,80023,,6,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80175,80023,,7,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80176,80023,,8,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80177,80023,,9,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80178,80023,,10,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80179,80023,,11,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80180,80023,,12,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80181,80024,,1,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80182,80024,,2,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80183,80024,,3,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80184,80024,,4,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80185,80024,,5,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80186,80024,,6,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80187,80024,,7,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80188,80024,,8,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80189,80024,,9,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80190,80024,,10,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80191,80024,,11,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80192,80024,,12,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80193,80025,,1,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80194,80025,,2,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80195,80025,,3,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80196,80025,,4,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80197,80025,,5,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80198,80025,,6,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80199,80025,,7,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80200,80025,,8,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80201,80025,,9,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80202,80025,,10,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80203,80025,,11,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80204,80025,,12,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80205,80026,,1,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80206,80026,,2,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80207,80026,,3,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80208,80026,,4,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80209,80026,,5,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80210,80026,,6,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80211,80026,,7,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80212,80026,,8,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80213,80026,,9,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80214,80026,,10,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80215,80026,,11,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80216,80026,,12,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80217,80031,,1,<292033;292033;292033;292033;300211;292033>,,,,,,,,,,,,stage/s.csv,,,,,,,,
80218,80031,,2,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80219,80031,,3,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80220,80031,,4,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80221,80031,,5,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80222,80031,,6,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80223,80031,,7,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80224,80031,,8,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80225,80031,,9,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80226,80031,,10,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80227,80031,,11,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80228,80031,,12,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80229,80032,,1,<291612;291612;291612;291612;300321;291612>,,,,,,,,,,,,stage/s.csv,,,,,,,,
80230,80032,,2,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80231,80032,,3,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80232,80032,,4,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80233,80032,,5,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80234,80032,,6,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80235,80032,,7,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80236,80032,,8,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80237,80032,,9,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80238,80032,,10,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80239,80032,,11,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80240,80032,,12,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80241,80033,,1,<291394;291394;291394;291394;300111;291394>,,,,,,,,,,,,stage/s.csv,,,,,,,,
80242,80033,,2,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80243,80033,,3,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80244,80033,,4,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80245,80033,,5,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80246,80033,,6,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80247,80033,,7,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80248,80033,,8,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80249,80033,,9,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80250,80033,,10,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80251,80033,,11,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80252,80033,,12,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80253,80034,,1,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80254,80034,,2,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80255,80034,,3,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80256,80034,,4,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80257,80034,,5,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80258,80034,,6,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80259,80034,,7,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80260,80034,,8,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80261,80034,,9,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80262,80034,,10,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80263,80034,,11,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80264,80034,,12,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80265,80035,,1,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80266,80035,,2,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80267,80035,,3,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80268,80035,,4,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80269,80035,,5,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80270,80035,,6,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80271,80035,,7,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80272,80035,,8,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80273,80035,,9,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80274,80035,,10,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80275,80035,,11,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80276,80035,,12,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80277,80036,,1,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80278,80036,,2,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80279,80036,,3,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80280,80036,,4,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80281,80036,,5,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80282,80036,,6,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80283,80036,,7,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80284,80036,,8,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80285,80036,,9,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80286,80036,,10,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80287,80036,,11,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80288,80036,,12,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80289,80041,,1,<291911;291911;291911;291911;300442;291911>,,,,,,,,,,,,stage/s.csv,,,,,,,,
80290,80041,,2,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80291,80041,,3,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80292,80041,,4,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80293,80041,,5,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80294,80041,,6,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80295,80041,,7,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80296,80041,,8,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80297,80041,,9,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80298,80041,,10,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80299,80041,,11,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80300,80041,,12,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80301,80042,,1,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80302,80042,,2,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80303,80042,,3,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80304,80042,,4,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80305,80042,,5,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80306,80042,,6,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80307,80042,,7,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80308,80042,,8,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80309,80042,,9,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80310,80042,,10,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80311,80042,,11,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80312,80042,,12,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80313,80043,,1,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80314,80043,,2,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80315,80043,,3,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80316,80043,,4,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80317,80043,,5,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80318,80043,,6,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80319,80043,,7,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80320,80043,,8,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80321,80043,,9,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80322,80043,,10,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80323,80043,,11,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80324,80043,,12,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80325,80044,,1,<291612;291612;291612;291612;303011;291612>,,,,,,,,,,,,stage/s.csv,,,,,,,,
80326,80044,,2,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80327,80044,,3,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80328,80044,,4,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80329,80044,,5,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80330,80044,,6,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80331,80044,,7,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80332,80044,,8,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80333,80044,,9,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80334,80044,,10,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80335,80044,,11,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80336,80044,,12,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80337,80045,,1,,,,,,,,,,,,,stage/s.csv,,,,,,,,
80338,80045,,2,,,,,,,,,,,,,stage/s.csv,,,,,,,,
