VariableName,name_cn,languages,drawlanguages,name_tw,name,name_vn,name_en,name_th,name_in,name_ph,name_ma,icon,desc_cn,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,desc,desc1_cn,desc1_tw,desc1,desc1_vn,desc1_th,desc1_en,desc1_ma,desc1_ph,desc1_in,quality,type,donateType,universalFragID,decomposeGain,combID,combCount,stackMax,effBtn,pageTag,sellPrice,autoComb,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_kr,isFinal,rebirthRMB,effect,sortType,sortValue
27806,,,,,Shirayuki Fragment,Mảnh Shirayuki,Shirayuki Fragment,Shirayuki ชิ้นส่วน,Fragmen Shirayuki,Piraso ni Shirayuki,Fragmen Shirayuki,config/portrait/jinglingtouxiang/XBX.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Shirayuki#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Shirayuki#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Shirayuki#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Shirayuki#C0x55504D#,Kolektahin ang %d piraso upang mabuo si #C0xE77421#Shirayuki#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Shirayuki#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Shirayuki#C0x55504D#,,,,,,,,,,6,,0,521,{coin5=50},8103,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
27807,,,,,Hitsugaya (Bankai) Fragment,Mảnh Hitsugaya (Bankai),Hitsugaya (Bankai) Fragment,Hitsugaya (Bankai) ชิ้นส่วน,Fragmen Hitsugaya (Bankai),Piraso ni Hitsugaya (Bankai),Fragmen Hitsugaya (Bankai),config/portrait/jinglingtouxiang/RFGDSLWJ.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Hitsugaya (Bankai)#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Hitsugaya (Bankai)#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Hitsugaya (Bankai)#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Hitsugaya (Bankai)#C0x55504D#,Kolektahin ang %d piraso upang mabuo si #C0xE77421#Hitsugaya (Bankai)#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Hitsugaya (Bankai)#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Hitsugaya (Bankai)#C0x55504D#,,,,,,,,,,7,,0,499,{coin5=50},8104,120,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
27808,,,,,Byakuya Fragment,Mảnh Byakuya,Byakuya Fragment,Byakuya ชิ้นส่วน,Fragmen Byakuya,Piraso ni Byakuya,Fragmen Byakuya,config/portrait/jinglingtouxiang/XMBZ.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Byakuya#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Byakuya#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Byakuya#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Byakuya#C0x55504D#,Kolektahin ang %d piraso upang mabuo si #C0xE77421#Byakuya#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Byakuya#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Byakuya#C0x55504D#,,,,,,,,,,6,,0,521,{coin5=50},8105,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
27809,,,,,Neliel (Awaken) Fragment,Mảnh Neliel (Awaken),Neliel (Awaken) Fragment,Neliel (Awaken) ชิ้นส่วน,Fragmen Neliel (Awaken),Piraso ni Neliel (Awaken),Fragmen Neliel (Awaken),config/portrait/jinglingtouxiang/NLJX.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Neliel (Awaken)#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Neliel (Awaken)#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Neliel (Awaken)#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Neliel (Awaken)#C0x55504D#,Kolektahin ang %d piraso upang mabuo si #C0xE77421#Neliel (Awaken)#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Neliel (Awaken)#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Neliel (Awaken)#C0x55504D#,,,,,,,,,,6,,0,521,{coin5=50},8106,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
27810,,,,,Yamamoto Fragment,Mảnh Yamamoto,Yamamoto Fragment,Yamamoto ชิ้นส่วน,Fragmen Yamamoto,Piraso ni Yamamoto,Fragmen Yamamoto,config/portrait/jinglingtouxiang/SBYLZZG.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Yamamoto#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Yamamoto#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Yamamoto#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Yamamoto#C0x55504D#,Kolektahin ang %d piraso upang mabuo si #C0xE77421#Yamamoto#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Yamamoto#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Yamamoto#C0x55504D#,,,,,,,,,,7,,0,499,{coin5=50},8107,120,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
27811,,,,,Quan Vũ Fragment,Mảnh Quan Vũ,Quan Vũ Fragment,Quan Vũ ชิ้นส่วน,Fragmen Quan Vũ,Piraso ni Quan Vũ,Fragmen Quan Vũ,config/portrait/jinglingtouxiang/img_8200.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Quan Vũ#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Quan Vũ#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Quan Vũ#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Quan Vũ#C0x55504D#,Kolektahin ang %d piraso upang mabuo si #C0xE77421#Quan Vũ#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Quan Vũ#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Quan Vũ#C0x55504D#,,,,,,,,,,7,,0,499,{coin5=50},8200,120,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
27812,,,,,Điêu Thuyền Fragment,Mảnh Điêu Thuyền,Điêu Thuyền Fragment,Điêu Thuyền ชิ้นส่วน,Fragmen Điêu Thuyền,Piraso ni Điêu Thuyền,Fragmen Điêu Thuyền,config/portrait/jinglingtouxiang/img_8201.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Điêu Thuyền#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Điêu Thuyền#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Điêu Thuyền#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Điêu Thuyền#C0x55504D#,Kolektahin ang %d piraso upang mabuo si #C0xE77421#Điêu Thuyền#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Điêu Thuyền#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Điêu Thuyền#C0x55504D#,,,,,,,,,,7,,0,499,{coin5=50},8201,120,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
27813,,,,,Đại Kiều Fragment,Mảnh Đại Kiều,Đại Kiều Fragment,Đại Kiều ชิ้นส่วน,Fragmen Đại Kiều,Piraso ni Đại Kiều,Fragmen Đại Kiều,config/portrait/jinglingtouxiang/img_8202.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Đại Kiều#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Đại Kiều#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Đại Kiều#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Đại Kiều#C0x55504D#,Kolektahin ang %d piraso upang mabuo si #C0xE77421#Đại Kiều#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Đại Kiều#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Đại Kiều#C0x55504D#,,,,,,,,,,7,,0,499,{coin5=50},8202,120,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
27814,,,,,Gia Cát Lượng Fragment,Mảnh Gia Cát Lượng,Gia Cát Lượng Fragment,Gia Cát Lượng ชิ้นส่วน,Fragmen Gia Cát Lượng,Piraso ni Gia Cát Lượng,Fragmen Gia Cát Lượng,config/portrait/jinglingtouxiang/img_8203.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Gia Cát Lượng#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Gia Cát Lượng#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Gia Cát Lượng#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Gia Cát Lượng#C0x55504D#,Kolektahin ang %d piraso upang mabuo si #C0xE77421#Gia Cát Lượng#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Gia Cát Lượng#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Gia Cát Lượng#C0x55504D#,,,,,,,,,,7,,0,499,{coin5=50},8203,120,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
28001,,,,,Apple Fragment,Mảnh Apple,Apple Fragment,Apple ชิ้นส่วน,Fragmen Apel,Piraso ng Mansanas,Fragmen Epal,config/item/xddj/icon_csddx.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Apple#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Apple#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Apple#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Apple#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Apple#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Apple#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Apple#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",,4,0,,,30301,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28002,,,,,Lava Amplifier Fragment,Mảnh Khuếch Đại Dung Nham,Lava Amplifier Fragment,Lava Amplifier ชิ้นส่วน,Fragmen Penguat Lava,Piraso ng Tagapalakas ng Lava,Fragmen Penguat Lava,config/item/xddj/icon_ryzfq.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Bộ Khuếch Đại Dung Nham#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Lava Amplifier#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Lava Amplifier#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Lava Amplifier#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Lava Amplifier#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Lava Amplifier#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Lava Amplifier#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",,4,0,,,30302,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28003,,,,,Electric Power Amplifier Fragment,Mảnh Khuếch Đại Điện Năng,Electric Power Amplifier Fragment,Electric Power Amplifier ชิ้นส่วน,Fragmen Penguat Listrik,Piraso ng Tagapalakas ng Kuryente,Fragmen Penguat Tenaga Elektrik,config/item/xddj/icon_dlzfq.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Bộ Khuếch Đại Điện Năng#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Electric Amplifier#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Electric Amplifier#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Electric Amplifier#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Electric Amplifier#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Electric Amplifier#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Electric Amplifier#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",,4,0,,,30303,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28004,,,,,King's Certificate Fragment,Mảnh Chứng Nhận Vương Giả,King's Certificate Fragment,King's Certificate ชิ้นส่วน,Fragmen Sertifikat Raja,Piraso ng Sertipiko ng Hari,Fragmen Sijil Raja,config/item/xddj/icon_wzzz2.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Chứng Nhận Vương Giả#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Royal Certification#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Royal Certification#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Royal Certification#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Royal Certification#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Royal Certification#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Royal Certification#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",,4,0,,,30304,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28005,,,,,Spiritual Grass Fragment,Mảnh Cỏ Tâm Linh,Spiritual Grass Fragment,Spiritual Grass ชิ้นส่วน,Fragmen Rumput Rohani,Piraso ng Damong Espiritwal,Fragmen Rumput Rohani,config/item/xddj/icon_xlxc.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Cỏ Tâm Linh#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Spiritual Grass#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Spiritual Grass#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Spiritual Grass#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Spiritual Grass#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Spiritual Grass#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Spiritual Grass#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",,4,0,,,30305,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28006,,,,,Aura Belt Fragment,Mảnh Đai Khí Thế,Aura Belt Fragment,Aura Belt ชิ้นส่วน,Fragmen Sabuk Aura,Piraso ng Sinturon ng Aura,Fragmen Tali Pinggang Aura,config/item/xddj/icon_qstj.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Đai khí thế#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Aura Belt#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Aura Belt#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Aura Belt#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Aura Belt#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Aura Belt#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Aura Belt#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",,4,0,,,30306,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28007,,,,,Soft Sand Fragment,Mảnh Cát Mềm,Soft Sand Fragment,Soft Sand ชิ้นส่วน,Fragmen Pasir Lembut,Piraso ng Malambot na Buhangin,Fragmen Pasir Lembut,config/item/xddj/icon_rrsz.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Cát Mềm#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Soft Sand#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Soft Sand#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Soft Sand#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Soft Sand#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Soft Sand#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Soft Sand#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",,4,0,,,30307,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28008,,,,,Silk Scarf Fragment,Mảnh Khăn Lụa,Silk Scarf Fragment,Silk Scarf ชิ้นส่วน,Fragmen Syal Sutera,Piraso ni Burdang Seda,Fragmen Skarf Sutera,config/item/xddj/icon_jjwj.png,,Thu thập đủ %d mảnh có thể thành #C0xE77421#khăn lụa#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Silk Scarf#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Silk Scarf#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Silk Scarf#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Silk Scarf#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Silk Scarf#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Silk Scarf#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",,4,0,,,30308,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28009,,,,,Cursed Talisman Fragment,Mảnh Bùa Nguyền,Cursed Talisman Fragment,Cursed Talisman ชิ้นส่วน,Fragmen Jimat Terkutuk,Piraso ng Talisman na Pinahiran ng Sumpa,Fragmen Jimat Terbeban,config/item/xddj/icon_zzzf.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Bùa nguyền#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Cursed Talisman#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Cursed Talisman#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Cursed Talisman#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Cursed Talisman#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Cursed Talisman#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Cursed Talisman#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",,4,0,,,30309,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28010,,,,,Dragon Tooth Fragment,Mảnh Răng Rồng,Dragon Tooth Fragment,Dragon Tooth ชิ้นส่วน,Fragmen Taring Naga,Piraso ng Ngipin ng Dragon,Fragmen Taring Naga,config/item/xddj/icon_ly.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Răng Rồng#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Dragon Fang#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Dragon Fang#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Dragon Fang#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Dragon Fang#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Dragon Fang#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Dragon Fang#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",,4,0,,,30310,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28011,,,,,Dark Iron Fragment,Mảnh Hắc Thiết,Dark Iron Fragment,Dark Iron ชิ้นส่วน,Fragmen Besi Gelap,Piraso ng Itim na Bakal,Fragmen Besi Gelap,config/item/xddj/icon_yst.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Hắc Thiết#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Dark Steel#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Dark Steel#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Dark Steel#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Dark Steel#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Dark Steel#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Dark Steel#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",,4,0,,,30311,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28012,,,,,Black Belt Fragment,Mảnh Đai Đen,Black Belt Fragment,Black Belt ชิ้นส่วน,Fragmen Sabuk Hitam,Piraso ng Itim na Sinturon,Fragmen Tali Pinggang Hitam,config/item/xddj/icon_qshd.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Đai Đen#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Black Belt#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Black Belt#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Black Belt#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Black Belt#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Black Belt#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Black Belt#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",,4,0,,,30312,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28013,,,,,Metal Armor Fragment,Mảnh Áo Kim Loại,Metal Armor Fragment,Metal Armor ชิ้นส่วน,Fragmen Baju Besi, Piraso ng Balutiang Metal,Fragmen Zirah Logam,config/item/xddj/icon_jsm.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Áo Kim Loại#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Metal Armor#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Metal Armor#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Metal Armor#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Metal Armor#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Metal Armor#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Metal Armor#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",,4,0,,,30313,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
