VariableName,_beizhu,index,seatExtraFix,wave,hp,damage,specialDamage,defence,specialDefence,speed,hpself,damageself,specialDamageself,defenceself,specialDefenceself,speedself
Defaults,,,{},,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
VariableName,备注,索引,站位修正,波次,怪物血量修正,怪物攻击修正,怪物攻击修正,怪物防御修正,怪物防御修正,怪物速度修正,己方血量修正,己方攻击修正,己方攻击修正,己方防御修正,己方防御修正,己方攻击修正
1405,,80341,{8=1.1},1,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1406,,80341,{8=1.1},2,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1407,,80341,{8=1.1},3,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1408,,80341,{8=1.1},4,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1409,,80341,{8=1.1},5,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1410,,80341,{8=1.1},6,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1411,,80341,{8=1.1},7,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1412,,80341,{8=1.1},8,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1413,,80341,{8=1.1},9,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1414,,80341,{8=1.1},10,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1415,,80341,{8=1.1},11,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1416,,80341,{8=1.1},12,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1417,,80342,{11=1.1},1,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1418,,80342,{11=1.1},2,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1419,,80342,{11=1.1},3,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1420,,80342,{11=1.1},4,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1421,,80342,{11=1.1},5,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1422,,80342,{11=1.1},6,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1423,,80342,{11=1.1},7,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1424,,80342,{11=1.1},8,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1425,,80342,{11=1.1},9,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1426,,80342,{11=1.1},10,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1427,,80342,{11=1.1},11,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1428,,80342,{11=1.1},12,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1429,,80343,{11=1.1},1,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1430,,80343,{11=1.1},2,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1431,,80343,{11=1.1},3,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1432,,80343,{11=1.1},4,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1433,,80343,{11=1.1},5,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1434,,80343,{11=1.1},6,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1435,,80343,{11=1.1},7,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1436,,80343,{11=1.1},8,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1437,,80343,{11=1.1},9,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1438,,80343,{11=1.1},10,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1439,,80343,{11=1.1},11,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1440,,80343,{11=1.1},12,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1441,,80344,,1,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1442,,80344,,2,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1443,,80344,,3,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1444,,80344,,4,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1445,,80344,,5,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1446,,80344,,6,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1447,,80344,,7,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1448,,80344,,8,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1449,,80344,,9,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1450,,80344,,10,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1451,,80344,,11,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1452,,80344,,12,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1453,,80345,,1,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1454,,80345,,2,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1455,,80345,,3,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1456,,80345,,4,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1457,,80345,,5,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1458,,80345,,6,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1459,,80345,,7,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1460,,80345,,8,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1461,,80345,,9,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1462,,80345,,10,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1463,,80345,,11,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1464,,80345,,12,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1465,,80346,,1,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1466,,80346,,2,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1467,,80346,,3,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1468,,80346,,4,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1469,,80346,,5,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1470,,80346,,6,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1471,,80346,,7,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1472,,80346,,8,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1473,,80346,,9,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1474,,80346,,10,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1475,,80346,,11,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1476,,80346,,12,<1.6;1.36>,<0.63;0.7>,<0.63;0.7>,<0.84;0.72>,<0.84;0.72>,<0.88;0.88>,,,,,,
1477,,80351,{11=1.1},1,<1.92;1.63>,<0.76;0.85>,<0.76;0.85>,<1.01;0.87>,<1.01;0.87>,<0.91;0.91>,,,,,,
1478,,80351,{11=1.1},2,<1.92;1.63>,<0.76;0.85>,<0.76;0.85>,<1.01;0.87>,<1.01;0.87>,<0.91;0.91>,,,,,,
1479,,80351,{11=1.1},3,<1.92;1.63>,<0.76;0.85>,<0.76;0.85>,<1.01;0.87>,<1.01;0.87>,<0.91;0.91>,,,,,,
1480,,80351,{11=1.1},4,<1.92;1.63>,<0.76;0.85>,<0.76;0.85>,<1.01;0.87>,<1.01;0.87>,<0.91;0.91>,,,,,,
1481,,80351,{11=1.1},5,<1.92;1.63>,<0.76;0.85>,<0.76;0.85>,<1.01;0.87>,<1.01;0.87>,<0.91;0.91>,,,,,,
1482,,80351,{11=1.1},6,<1.92;1.63>,<0.76;0.85>,<0.76;0.85>,<1.01;0.87>,<1.01;0.87>,<0.91;0.91>,,,,,,
1483,,80351,{11=1.1},7,<1.92;1.63>,<0.76;0.85>,<0.76;0.85>,<1.01;0.87>,<1.01;0.87>,<0.91;0.91>,,,,,,
1484,,80351,{11=1.1},8,<1.92;1.63>,<0.76;0.85>,<0.76;0.85>,<1.01;0.87>,<1.01;0.87>,<0.91;0.91>,,,,,,
1485,,80351,{11=1.1},9,<1.92;1.63>,<0.76;0.85>,<0.76;0.85>,<1.01;0.87>,<1.01;0.87>,<0.91;0.91>,,,,,,
1486,,80351,{11=1.1},10,<1.92;1.63>,<0.76;0.85>,<0.76;0.85>,<1.01;0.87>,<1.01;0.87>,<0.91;0.91>,,,,,,
1487,,80351,{11=1.1},11,<1.92;1.63>,<0.76;0.85>,<0.76;0.85>,<1.01;0.87>,<1.01;0.87>,<0.91;0.91>,,,,,,
1488,,80351,{11=1.1},12,<1.92;1.63>,<0.76;0.85>,<0.76;0.85>,<1.01;0.87>,<1.01;0.87>,<0.91;0.91>,,,,,,
1489,,80401,{11=1.1},1,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1490,,80401,{11=1.1},2,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1491,,80401,{11=1.1},3,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1492,,80401,{11=1.1},4,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1493,,80401,{11=1.1},5,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1494,,80401,{11=1.1},6,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1495,,80401,{11=1.1},7,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1496,,80401,{11=1.1},8,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1497,,80401,{11=1.1},9,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1498,,80401,{11=1.1},10,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1499,,80401,{11=1.1},11,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1500,,80401,{11=1.1},12,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1501,,80402,{11=1.1},1,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1502,,80402,{11=1.1},2,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1503,,80402,{11=1.1},3,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1504,,80402,{11=1.1},4,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1505,,80402,{11=1.1},5,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1506,,80402,{11=1.1},6,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1507,,80402,{11=1.1},7,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1508,,80402,{11=1.1},8,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1509,,80402,{11=1.1},9,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1510,,80402,{11=1.1},10,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1511,,80402,{11=1.1},11,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1512,,80402,{11=1.1},12,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1513,,80403,{11=1.1},1,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1514,,80403,{11=1.1},2,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1515,,80403,{11=1.1},3,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1516,,80403,{11=1.1},4,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1517,,80403,{11=1.1},5,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1518,,80403,{11=1.1},6,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1519,,80403,{11=1.1},7,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1520,,80403,{11=1.1},8,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1521,,80403,{11=1.1},9,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1522,,80403,{11=1.1},10,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1523,,80403,{11=1.1},11,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1524,,80403,{11=1.1},12,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1525,,80404,,1,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1526,,80404,,2,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1527,,80404,,3,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1528,,80404,,4,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1529,,80404,,5,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1530,,80404,,6,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1531,,80404,,7,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1532,,80404,,8,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1533,,80404,,9,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1534,,80404,,10,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1535,,80404,,11,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1536,,80404,,12,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1537,,80405,,1,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1538,,80405,,2,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1539,,80405,,3,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1540,,80405,,4,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1541,,80405,,5,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1542,,80405,,6,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1543,,80405,,7,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1544,,80405,,8,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1545,,80405,,9,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1546,,80405,,10,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1547,,80405,,11,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1548,,80405,,12,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1549,,80406,,1,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1550,,80406,,2,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1551,,80406,,3,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1552,,80406,,4,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1553,,80406,,5,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1554,,80406,,6,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1555,,80406,,7,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1556,,80406,,8,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1557,,80406,,9,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1558,,80406,,10,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1559,,80406,,11,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1560,,80406,,12,<2.56;2.18>,<1.01;1.13>,<1.01;1.13>,<1.34;1.15>,<1.34;1.15>,<0.93;0.93>,,,,,,
1561,,80411,,1,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1562,,80411,,2,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1563,,80411,,3,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1564,,80411,,4,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1565,,80411,,5,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1566,,80411,,6,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1567,,80411,,7,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1568,,80411,,8,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1569,,80411,,9,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1570,,80411,,10,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1571,,80411,,11,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1572,,80411,,12,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1573,,80412,{11=1.1},1,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1574,,80412,{11=1.1},2,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1575,,80412,{11=1.1},3,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1576,,80412,{11=1.1},4,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1577,,80412,{11=1.1},5,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
