VariableName,markID,_beizhu1,_beizhu2,_beizhu3,_beizhu4,star,attrType1,attrValue1,attrType2,attrValue2
1403,2023,,,,,11,8,2.65%,,
1404,2023,,,,,12,8,3.25%,,
1405,2023,,,,,13,8,3.55%,,
1406,2023,,,,,14,8,3.84%,,
1407,2023,,,,,15,8,4.14%,,
1408,2023,,,,,16,8,4.43%,,
1409,2023,,,,,17,8,4.73%,,
1410,2023,,,,,18,8,5.02%,,
1411,2023,,,,,19,8,5.32%,,
1412,2023,,,,,20,8,5.61%,,
1413,2023,,,,,21,8,5.91%,,
1414,2023,,,,,22,8,6.20%,,
1415,2023,,,,,23,8,6.50%,,
1416,2023,,,,,24,8,6.80%,,
1417,2033,,,,,1,10,0.00%,,
1418,2033,,,,,2,10,0.00%,,
1419,2033,,,,,3,10,0.10%,,
1420,2033,,,,,4,10,0.25%,,
1421,2033,,,,,5,10,0.40%,,
1422,2033,,,,,6,10,0.70%,,
1423,2033,,,,,7,10,1.00%,,
1424,2033,,,,,8,10,1.30%,,
1425,2033,,,,,9,10,1.75%,,
1426,2033,,,,,10,10,2.20%,,
1427,2033,,,,,11,10,2.65%,,
1428,2033,,,,,12,10,3.25%,,
1429,2033,,,,,13,10,3.55%,,
1430,2033,,,,,14,10,3.84%,,
1431,2033,,,,,15,10,4.14%,,
1432,2033,,,,,16,10,4.43%,,
1433,2033,,,,,17,10,4.73%,,
1434,2033,,,,,18,10,5.02%,,
1435,2033,,,,,19,10,5.32%,,
1436,2033,,,,,20,10,5.61%,,
1437,2033,,,,,21,10,5.91%,,
1438,2033,,,,,22,10,6.20%,,
1439,2033,,,,,23,10,6.50%,,
1440,2033,,,,,24,10,6.80%,,
1441,2073,,,,,1,7,0.00%,,
1442,2073,,,,,2,7,0.08%,,
1443,2073,,,,,3,7,0.16%,,
1444,2073,,,,,4,7,0.24%,,
1445,2073,,,,,5,7,0.40%,,
1446,2073,,,,,6,7,0.56%,,
1447,2073,,,,,7,7,0.80%,,
1448,2073,,,,,8,7,1.04%,,
1449,2073,,,,,9,7,1.36%,,
1450,2073,,,,,10,7,1.68%,,
1451,2073,,,,,11,7,2.00%,,
1452,2073,,,,,12,7,2.40%,,
1453,2073,,,,,13,7,2.62%,,
1454,2073,,,,,14,7,2.84%,,
1455,2073,,,,,15,7,3.05%,,
1456,2073,,,,,16,7,3.27%,,
1457,2073,,,,,17,7,3.49%,,
1458,2073,,,,,18,7,3.71%,,
1459,2073,,,,,19,7,3.93%,,
1460,2073,,,,,20,7,4.15%,,
1461,2073,,,,,21,7,4.36%,,
1462,2073,,,,,22,7,4.58%,,
1463,2073,,,,,23,7,4.80%,,
1464,2073,,,,,24,7,5.02%,,
1465,2233,,,,,1,9,0.00%,,
1466,2233,,,,,2,9,0.00%,,
1467,2233,,,,,3,9,0.00%,,
1468,2233,,,,,4,9,0.16%,,
1469,2233,,,,,5,9,0.48%,,
1470,2233,,,,,6,9,0.80%,,
1471,2233,,,,,7,9,1.44%,,
1472,2233,,,,,8,9,2.08%,,
1473,2233,,,,,9,9,2.72%,,
1474,2233,,,,,10,9,3.68%,,
1475,2233,,,,,11,9,4.64%,,
1476,2233,,,,,12,9,5.60%,,
1477,2233,,,,,13,9,6.11%,,
1478,2233,,,,,14,9,6.62%,,
1479,2233,,,,,15,9,7.13%,,
1480,2233,,,,,16,9,7.64%,,
1481,2233,,,,,17,9,8.15%,,
1482,2233,,,,,18,9,8.65%,,
1483,2233,,,,,19,9,9.16%,,
1484,2233,,,,,20,9,9.67%,,
1485,2233,,,,,21,9,10.18%,,
1486,2233,,,,,22,9,10.69%,,
1487,2233,,,,,23,9,11.20%,,
1488,2233,,,,,24,9,11.71%,,
1489,2242,,,,,1,7,0.00%,,
1490,2242,,,,,2,7,0.00%,,
1491,2242,,,,,3,7,0.10%,,
1492,2242,,,,,4,7,0.25%,,
1493,2242,,,,,5,7,0.40%,,
1494,2242,,,,,6,7,0.70%,,
1495,2242,,,,,7,7,1.00%,,
1496,2242,,,,,8,7,1.30%,,
1497,2242,,,,,9,7,1.75%,,
1498,2242,,,,,10,7,2.20%,,
1499,2242,,,,,11,7,2.65%,,
1500,2242,,,,,12,7,3.25%,,
1501,2242,,,,,13,7,3.55%,,
1502,2242,,,,,14,7,3.84%,,
1503,2242,,,,,15,7,4.14%,,
1504,2242,,,,,16,7,4.43%,,
1505,2242,,,,,17,7,4.73%,,
1506,2242,,,,,18,7,5.02%,,
1507,2242,,,,,19,7,5.32%,,
1508,2242,,,,,20,7,5.61%,,
1509,2242,,,,,21,7,5.91%,,
1510,2242,,,,,22,7,6.20%,,
1511,2242,,,,,23,7,6.50%,,
1512,2242,,,,,24,7,6.80%,,
1513,2351,,,,,1,1,0.00%,,
1514,2351,,,,,2,1,0.00%,,
1515,2351,,,,,3,1,0.00%,,
1516,2351,,,,,4,1,0.16%,,
1517,2351,,,,,5,1,0.48%,,
1518,2351,,,,,6,1,0.80%,,
1519,2351,,,,,7,1,1.44%,,
1520,2351,,,,,8,1,2.08%,,
1521,2351,,,,,9,1,2.72%,,
1522,2351,,,,,10,1,3.68%,,
1523,2351,,,,,11,1,4.64%,,
1524,2351,,,,,12,1,5.60%,,
1525,2351,,,,,13,1,6.11%,,
1526,2351,,,,,14,1,6.62%,,
1527,2351,,,,,15,1,7.13%,,
1528,2351,,,,,16,1,7.64%,,
1529,2351,,,,,17,1,8.15%,,
1530,2351,,,,,18,1,8.65%,,
1531,2351,,,,,19,1,9.16%,,
1532,2351,,,,,20,1,9.67%,,
1533,2351,,,,,21,1,10.18%,,
1534,2351,,,,,22,1,10.69%,,
1535,2351,,,,,23,1,11.20%,,
1536,2351,,,,,24,1,11.71%,,
1537,2361,,,,,1,7,0.00%,,
1538,2361,,,,,2,7,0.00%,,
1539,2361,,,,,3,7,0.00%,,
1540,2361,,,,,4,7,0.16%,,
1541,2361,,,,,5,7,0.48%,,
1542,2361,,,,,6,7,0.80%,,
1543,2361,,,,,7,7,1.44%,,
1544,2361,,,,,8,7,2.08%,,
1545,2361,,,,,9,7,2.72%,,
1546,2361,,,,,10,7,3.68%,,
1547,2361,,,,,11,7,4.64%,,
1548,2361,,,,,12,7,5.60%,,
1549,2361,,,,,13,7,6.11%,,
1550,2361,,,,,14,7,6.62%,,
1551,2361,,,,,15,7,7.13%,,
1552,2361,,,,,16,7,7.64%,,
1553,2361,,,,,17,7,8.15%,,
1554,2361,,,,,18,7,8.65%,,
1555,2361,,,,,19,7,9.16%,,
1556,2361,,,,,20,7,9.67%,,
1557,2361,,,,,21,7,10.18%,,
1558,2361,,,,,22,7,10.69%,,
1559,2361,,,,,23,7,11.20%,,
1560,2361,,,,,24,7,11.71%,,
1561,2381,,,,,1,1,0.00%,,
1562,2381,,,,,2,1,0.00%,,
1563,2381,,,,,3,1,0.00%,,
1564,2381,,,,,4,1,0.16%,,
1565,2381,,,,,5,1,0.48%,,
1566,2381,,,,,6,1,0.80%,,
1567,2381,,,,,7,1,1.44%,,
1568,2381,,,,,8,1,2.08%,,
1569,2381,,,,,9,1,2.72%,,
1570,2381,,,,,10,1,3.68%,,
1571,2381,,,,,11,1,4.64%,,
1572,2381,,,,,12,1,5.60%,,
1573,2381,,,,,13,1,6.11%,,
1574,2381,,,,,14,1,6.62%,,
1575,2381,,,,,15,1,7.13%,,
1576,2381,,,,,16,1,7.64%,,
1577,2381,,,,,17,1,8.15%,,
1578,2381,,,,,18,1,8.65%,,
1579,2381,,,,,19,1,9.16%,,
1580,2381,,,,,20,1,9.67%,,
1581,2381,,,,,21,1,10.18%,,
1582,2381,,,,,22,1,10.69%,,
1583,2381,,,,,23,1,11.20%,,
1584,2381,,,,,24,1,11.71%,,
1585,2391,,,,,1,9,0.00%,,
1586,2391,,,,,2,9,0.00%,,
1587,2391,,,,,3,9,0.00%,,
1588,2391,,,,,4,9,0.16%,,
1589,2391,,,,,5,9,0.48%,,
1590,2391,,,,,6,9,0.80%,,
1591,2391,,,,,7,9,1.44%,,
1592,2391,,,,,8,9,2.08%,,
1593,2391,,,,,9,9,2.72%,,
1594,2391,,,,,10,9,3.68%,,
1595,2391,,,,,11,9,4.64%,,
1596,2391,,,,,12,9,5.60%,,
1597,2391,,,,,13,9,6.11%,,
1598,2391,,,,,14,9,6.62%,,
1599,2391,,,,,15,9,7.13%,,
1600,2391,,,,,16,9,7.64%,,
1601,2391,,,,,17,9,8.15%,,
1602,2391,,,,,18,9,8.65%,,
1603,2391,,,,,19,9,9.16%,,
1604,2391,,,,,20,9,9.67%,,
1605,2391,,,,,21,9,10.18%,,
1606,2391,,,,,22,9,10.69%,,
1607,2391,,,,,23,9,11.20%,,
1608,2391,,,,,24,9,11.71%,,
1609,2401,,,,,1,9,0.00%,,
1610,2401,,,,,2,9,0.00%,,
1611,2401,,,,,3,9,0.00%,,
1612,2401,,,,,4,9,0.16%,,
1613,2401,,,,,5,9,0.48%,,
1614,2401,,,,,6,9,0.80%,,
1615,2401,,,,,7,9,1.44%,,
1616,2401,,,,,8,9,2.08%,,
1617,2401,,,,,9,9,2.72%,,
1618,2401,,,,,10,9,3.68%,,
1619,2401,,,,,11,9,4.64%,,
1620,2401,,,,,12,9,5.60%,,
1621,2401,,,,,13,9,6.11%,,
1622,2401,,,,,14,9,6.62%,,
1623,2401,,,,,15,9,7.13%,,
1624,2401,,,,,16,9,7.64%,,
1625,2401,,,,,17,9,8.15%,,
1626,2401,,,,,18,9,8.65%,,
1627,2401,,,,,19,9,9.16%,,
1628,2401,,,,,20,9,9.67%,,
1629,2401,,,,,21,9,10.18%,,
1630,2401,,,,,22,9,10.69%,,
1631,2401,,,,,23,9,11.20%,,
1632,2401,,,,,24,9,11.71%,,
1633,2431,,,,,1,1,0.00%,,
1634,2431,,,,,2,1,0.00%,,
1635,2431,,,,,3,1,0.00%,,
1636,2431,,,,,4,1,0.16%,,
1637,2431,,,,,5,1,0.48%,,
1638,2431,,,,,6,1,0.80%,,
1639,2431,,,,,7,1,1.44%,,
1640,2431,,,,,8,1,2.08%,,
1641,2431,,,,,9,1,2.72%,,
1642,2431,,,,,10,1,3.68%,,
1643,2431,,,,,11,1,4.64%,,
1644,2431,,,,,12,1,5.60%,,
1645,2431,,,,,13,1,6.11%,,
1646,2431,,,,,14,1,6.62%,,
1647,2431,,,,,15,1,7.13%,,
1648,2431,,,,,16,1,7.64%,,
1649,2431,,,,,17,1,8.15%,,
1650,2431,,,,,18,1,8.65%,,
1651,2431,,,,,19,1,9.16%,,
1652,2431,,,,,20,1,9.67%,,
1653,2431,,,,,21,1,10.18%,,
1654,2431,,,,,22,1,10.69%,,
1655,2431,,,,,23,1,11.20%,,
1656,2431,,,,,24,1,11.71%,,
1657,2493,,,,,1,7,0.00%,,
1658,2493,,,,,2,7,0.00%,,
1659,2493,,,,,3,7,0.00%,,
1660,2493,,,,,4,7,0.16%,,
1661,2493,,,,,5,7,0.48%,,
1662,2493,,,,,6,7,0.80%,,
1663,2493,,,,,7,7,1.44%,,
1664,2493,,,,,8,7,2.08%,,
1665,2493,,,,,9,7,2.72%,,
1666,2493,,,,,10,7,3.68%,,
1667,2493,,,,,11,7,4.64%,,
1668,2493,,,,,12,7,5.60%,,
1669,2493,,,,,13,7,6.11%,,
1670,2493,,,,,14,7,6.62%,,
1671,2493,,,,,15,7,7.13%,,
1672,2493,,,,,16,7,7.64%,,
1673,2493,,,,,17,7,8.15%,,
1674,2493,,,,,18,7,8.65%,,
1675,2493,,,,,19,7,9.16%,,
1676,2493,,,,,20,7,9.67%,,
1677,2493,,,,,21,7,10.18%,,
1678,2493,,,,,22,7,10.69%,,
1679,2493,,,,,23,7,11.20%,,
1680,2493,,,,,24,7,11.71%,,
1681,2593,,,,,1,8,0.00%,,
1682,2593,,,,,2,8,0.08%,,
1683,2593,,,,,3,8,0.16%,,
1684,2593,,,,,4,8,0.24%,,
1685,2593,,,,,5,8,0.40%,,
1686,2593,,,,,6,8,0.56%,,
1687,2593,,,,,7,8,0.80%,,
1688,2593,,,,,8,8,1.04%,,
1689,2593,,,,,9,8,1.36%,,
1690,2593,,,,,10,8,1.68%,,
1691,2593,,,,,11,8,2.00%,,
1692,2593,,,,,12,8,2.40%,,
1693,2593,,,,,13,8,2.62%,,
1694,2593,,,,,14,8,2.84%,,
1695,2593,,,,,15,8,3.05%,,
1696,2593,,,,,16,8,3.27%,,
1697,2593,,,,,17,8,3.49%,,
1698,2593,,,,,18,8,3.71%,,
1699,2593,,,,,19,8,3.93%,,
1700,2593,,,,,20,8,4.15%,,
1701,2593,,,,,21,8,4.36%,,
1702,2593,,,,,22,8,4.58%,,
1703,2593,,,,,23,8,4.80%,,
1704,2593,,,,,24,8,5.02%,,
1705,2612,,,,,1,8,0.00%,,
1706,2612,,,,,2,8,0.08%,,
1707,2612,,,,,3,8,0.16%,,
1708,2612,,,,,4,8,0.24%,,
1709,2612,,,,,5,8,0.40%,,
1710,2612,,,,,6,8,0.56%,,
1711,2612,,,,,7,8,0.80%,,
1712,2612,,,,,8,8,1.04%,,
1713,2612,,,,,9,8,1.36%,,
1714,2612,,,,,10,8,1.68%,,
1715,2612,,,,,11,8,2.00%,,
1716,2612,,,,,12,8,2.40%,,
1717,2612,,,,,13,8,2.62%,,
1718,2612,,,,,14,8,2.84%,,
1719,2612,,,,,15,8,3.05%,,
1720,2612,,,,,16,8,3.27%,,
1721,2612,,,,,17,8,3.49%,,
1722,2612,,,,,18,8,3.71%,,
1723,2612,,,,,19,8,3.93%,,
1724,2612,,,,,20,8,4.15%,,
1725,2612,,,,,21,8,4.36%,,
1726,2612,,,,,22,8,4.58%,,
1727,2612,,,,,23,8,4.80%,,
1728,2612,,,,,24,8,5.02%,,
1729,2633,,,,,1,8,0.00%,,
1730,2633,,,,,2,8,0.08%,,
1731,2633,,,,,3,8,0.16%,,
1732,2633,,,,,4,8,0.24%,,
1733,2633,,,,,5,8,0.40%,,
1734,2633,,,,,6,8,0.56%,,
1735,2633,,,,,7,8,0.80%,,
1736,2633,,,,,8,8,1.04%,,
1737,2633,,,,,9,8,1.36%,,
1738,2633,,,,,10,8,1.68%,,
1739,2633,,,,,11,8,2.00%,,
1740,2633,,,,,12,8,2.40%,,
1741,2633,,,,,13,8,2.62%,,
1742,2633,,,,,14,8,2.84%,,
1743,2633,,,,,15,8,3.05%,,
1744,2633,,,,,16,8,3.27%,,
1745,2633,,,,,17,8,3.49%,,
1746,2633,,,,,18,8,3.71%,,
1747,2633,,,,,19,8,3.93%,,
1748,2633,,,,,20,8,4.15%,,
1749,2633,,,,,21,8,4.36%,,
1750,2633,,,,,22,8,4.58%,,
1751,2633,,,,,23,8,4.80%,,
1752,2633,,,,,24,8,5.02%,,
1753,2683,,,,,1,8,0.00%,,
1754,2683,,,,,2,8,0.04%,,
1755,2683,,,,,3,8,0.06%,,
1756,2683,,,,,4,8,0.08%,,
1757,2683,,,,,5,8,0.12%,,
1758,2683,,,,,6,8,0.18%,,
1759,2683,,,,,7,8,0.24%,,
1760,2683,,,,,8,8,0.32%,,
1761,2683,,,,,9,8,0.40%,,
1762,2683,,,,,10,8,0.50%,,
1763,2683,,,,,11,8,0.60%,,
1764,2683,,,,,12,8,0.72%,,
1765,2683,,,,,13,8,0.79%,,
1766,2683,,,,,14,8,0.85%,,
1767,2683,,,,,15,8,0.92%,,
1768,2683,,,,,16,8,0.98%,,
1769,2683,,,,,17,8,1.05%,,
1770,2683,,,,,18,8,1.11%,,
1771,2683,,,,,19,8,1.18%,,
1772,2683,,,,,20,8,1.24%,,
1773,2683,,,,,21,8,1.31%,,
1774,2683,,,,,22,8,1.37%,,
1775,2683,,,,,23,8,1.44%,,
1776,2683,,,,,24,8,1.51%,,
1777,2723,,,,,1,8,0.00%,,
1778,2723,,,,,2,8,0.00%,,
1779,2723,,,,,3,8,0.10%,,
1780,2723,,,,,4,8,0.25%,,
1781,2723,,,,,5,8,0.40%,,
1782,2723,,,,,6,8,0.70%,,
1783,2723,,,,,7,8,1.00%,,
1784,2723,,,,,8,8,1.30%,,
1785,2723,,,,,9,8,1.75%,,
1786,2723,,,,,10,8,2.20%,,
1787,2723,,,,,11,8,2.65%,,
1788,2723,,,,,12,8,3.25%,,
1789,2723,,,,,13,8,3.55%,,
1790,2723,,,,,14,8,3.84%,,
1791,2723,,,,,15,8,4.14%,,
1792,2723,,,,,16,8,4.43%,,
1793,2723,,,,,17,8,4.73%,,
1794,2723,,,,,18,8,5.02%,,
1795,2723,,,,,19,8,5.32%,,
1796,2723,,,,,20,8,5.61%,,
1797,2723,,,,,21,8,5.91%,,
1798,2723,,,,,22,8,6.20%,,
1799,2723,,,,,23,8,6.50%,,
1800,2723,,,,,24,8,6.80%,,
1801,2843,,,,,1,1,0.00%,,
1802,2843,,,,,2,1,0.03%,,
1803,2843,,,,,3,1,0.04%,,
1804,2843,,,,,4,1,0.06%,,
1805,2843,,,,,5,1,0.08%,,
1806,2843,,,,,6,1,0.13%,,
1807,2843,,,,,7,1,0.17%,,
1808,2843,,,,,8,1,0.22%,,
1809,2843,,,,,9,1,0.28%,,
1810,2843,,,,,10,1,0.35%,,
1811,2843,,,,,11,1,0.42%,,
1812,2843,,,,,12,1,0.50%,,
1813,2843,,,,,13,1,0.55%,,
1814,2843,,,,,14,1,0.59%,,
1815,2843,,,,,15,1,0.64%,,
1816,2843,,,,,16,1,0.68%,,
1817,2843,,,,,17,1,0.73%,,
1818,2843,,,,,18,1,0.77%,,
1819,2843,,,,,19,1,0.82%,,
1820,2843,,,,,20,1,0.86%,,
1821,2843,,,,,21,1,0.91%,,
1822,2843,,,,,22,1,0.95%,,
1823,2843,,,,,23,1,1.00%,,
1824,2843,,,,,24,1,1.05%,,
1825,2963,,,,,1,7,0.00%,,
1826,2963,,,,,2,7,0.08%,,
1827,2963,,,,,3,7,0.16%,,
1828,2963,,,,,4,7,0.24%,,
1829,2963,,,,,5,7,0.40%,,
1830,2963,,,,,6,7,0.56%,,
1831,2963,,,,,7,7,0.80%,,
1832,2963,,,,,8,7,1.04%,,
1833,2963,,,,,9,7,1.36%,,
1834,2963,,,,,10,7,1.68%,,
1835,2963,,,,,11,7,2.00%,,
1836,2963,,,,,12,7,2.40%,,
1837,2963,,,,,13,7,2.62%,,
1838,2963,,,,,14,7,2.84%,,
1839,2963,,,,,15,7,3.05%,,
1840,2963,,,,,16,7,3.27%,,
1841,2963,,,,,17,7,3.49%,,
1842,2963,,,,,18,7,3.71%,,
1843,2963,,,,,19,7,3.93%,,
1844,2963,,,,,20,7,4.15%,,
1845,2963,,,,,21,7,4.36%,,
1846,2963,,,,,22,7,4.58%,,
1847,2963,,,,,23,7,4.80%,,
1848,2963,,,,,24,7,5.02%,,
1849,3003,,,,,1,10,0.00%,,
1850,3003,,,,,2,10,0.00%,,
1851,3003,,,,,3,10,0.10%,,
1852,3003,,,,,4,10,0.25%,,
1853,3003,,,,,5,10,0.40%,,
1854,3003,,,,,6,10,0.70%,,
1855,3003,,,,,7,10,1.00%,,
1856,3003,,,,,8,10,1.30%,,
1857,3003,,,,,9,10,1.75%,,
1858,3003,,,,,10,10,2.20%,,
1859,3003,,,,,11,10,2.65%,,
1860,3003,,,,,12,10,3.25%,,
1861,3003,,,,,13,10,3.55%,,
1862,3003,,,,,14,10,3.84%,,
1863,3003,,,,,15,10,4.14%,,
1864,3003,,,,,16,10,4.43%,,
1865,3003,,,,,17,10,4.73%,,
1866,3003,,,,,18,10,5.02%,,
1867,3003,,,,,19,10,5.32%,,
1868,3003,,,,,20,10,5.61%,,
1869,3003,,,,,21,10,5.91%,,
1870,3003,,,,,22,10,6.20%,,
1871,3003,,,,,23,10,6.50%,,
1872,3003,,,,,24,10,6.80%,,
1873,3021,,,,,1,1,0.00%,,
1874,3021,,,,,2,1,0.00%,,
1875,3021,,,,,3,1,0.00%,,
1876,3021,,,,,4,1,0.16%,,
1877,3021,,,,,5,1,0.48%,,
1878,3021,,,,,6,1,0.80%,,
1879,3021,,,,,7,1,1.44%,,
1880,3021,,,,,8,1,2.08%,,
1881,3021,,,,,9,1,2.72%,,
1882,3021,,,,,10,1,3.68%,,
1883,3021,,,,,11,1,4.64%,,
1884,3021,,,,,12,1,5.60%,,
1885,3021,,,,,13,1,6.11%,,
1886,3021,,,,,14,1,6.62%,,
1887,3021,,,,,15,1,7.13%,,
1888,3021,,,,,16,1,7.64%,,
1889,3021,,,,,17,1,8.15%,,
1890,3021,,,,,18,1,8.65%,,
1891,3021,,,,,19,1,9.16%,,
1892,3021,,,,,20,1,9.67%,,
1893,3021,,,,,21,1,10.18%,,
1894,3021,,,,,22,1,10.69%,,
1895,3021,,,,,23,1,11.20%,,
1896,3021,,,,,24,1,11.71%,,
1897,3143,,,,,1,9,0.00%,,
1898,3143,,,,,2,9,0.00%,,
1899,3143,,,,,3,9,0.00%,,
1900,3143,,,,,4,9,0.16%,,
1901,3143,,,,,5,9,0.48%,,
1902,3143,,,,,6,9,0.80%,,
1903,3143,,,,,7,9,1.44%,,
1904,3143,,,,,8,9,2.08%,,
1905,3143,,,,,9,9,2.72%,,
1906,3143,,,,,10,9,3.68%,,
1907,3143,,,,,11,9,4.64%,,
1908,3143,,,,,12,9,5.60%,,
1909,3143,,,,,13,9,6.11%,,
1910,3143,,,,,14,9,6.62%,,
1911,3143,,,,,15,9,7.13%,,
1912,3143,,,,,16,9,7.64%,,
1913,3143,,,,,17,9,8.15%,,
1914,3143,,,,,18,9,8.65%,,
1915,3143,,,,,19,9,9.16%,,
1916,3143,,,,,20,9,9.67%,,
1917,3143,,,,,21,9,10.18%,,
1918,3143,,,,,22,9,10.69%,,
1919,3143,,,,,23,9,11.20%,,
1920,3143,,,,,24,9,11.71%,,
1921,3152,,,,,1,9,0.00%,,
1922,3152,,,,,2,9,0.00%,,
1923,3152,,,,,3,9,0.10%,,
1924,3152,,,,,4,9,0.25%,,
1925,3152,,,,,5,9,0.40%,,
1926,3152,,,,,6,9,0.70%,,
1927,3152,,,,,7,9,1.00%,,
1928,3152,,,,,8,9,1.30%,,
1929,3152,,,,,9,9,1.75%,,
1930,3152,,,,,10,9,2.20%,,
1931,3152,,,,,11,9,2.65%,,
1932,3152,,,,,12,9,3.25%,,
1933,3152,,,,,13,9,3.55%,,
1934,3152,,,,,14,9,3.84%,,
1935,3152,,,,,15,9,4.14%,,
1936,3152,,,,,16,9,4.43%,,
1937,3152,,,,,17,9,4.73%,,
1938,3152,,,,,18,9,5.02%,,
1939,3152,,,,,19,9,5.32%,,
1940,3152,,,,,20,9,5.61%,,
1941,3152,,,,,21,9,5.91%,,
1942,3152,,,,,22,9,6.20%,,
1943,3152,,,,,23,9,6.50%,,
1944,3152,,,,,24,9,6.80%,,
1945,3161,,,,,1,13,0.00%,,
1946,3161,,,,,2,13,0.00%,,
1947,3161,,,,,3,13,0.10%,,
1948,3161,,,,,4,13,0.25%,,
1949,3161,,,,,5,13,0.40%,,
1950,3161,,,,,6,13,0.70%,,
1951,3161,,,,,7,13,1.00%,,
1952,3161,,,,,8,13,1.30%,,
1953,3161,,,,,9,13,1.75%,,
1954,3161,,,,,10,13,2.20%,,
1955,3161,,,,,11,13,2.65%,,
1956,3161,,,,,12,13,3.25%,,
1957,3161,,,,,13,13,3.55%,,
1958,3161,,,,,14,13,3.84%,,
1959,3161,,,,,15,13,4.14%,,
1960,3161,,,,,16,13,4.43%,,
1961,3161,,,,,17,13,4.73%,,
1962,3161,,,,,18,13,5.02%,,
1963,3161,,,,,19,13,5.32%,,
1964,3161,,,,,20,13,5.61%,,
1965,3161,,,,,21,13,5.91%,,
1966,3161,,,,,22,13,6.20%,,
1967,3161,,,,,23,13,6.50%,,
1968,3161,,,,,24,13,6.80%,,
1969,3171,,,,,1,10,0.00%,,
1970,3171,,,,,2,10,0.00%,,
1971,3171,,,,,3,10,0.00%,,
1972,3171,,,,,4,10,0.16%,,
1973,3171,,,,,5,10,0.48%,,
1974,3171,,,,,6,10,0.80%,,
1975,3171,,,,,7,10,1.44%,,
1976,3171,,,,,8,10,2.08%,,
1977,3171,,,,,9,10,2.72%,,
1978,3171,,,,,10,10,3.68%,,
1979,3171,,,,,11,10,4.64%,,
1980,3171,,,,,12,10,5.60%,,
1981,3171,,,,,13,10,6.11%,,
1982,3171,,,,,14,10,6.62%,,
1983,3171,,,,,15,10,7.13%,,
1984,3171,,,,,16,10,7.64%,,
1985,3171,,,,,17,10,8.15%,,
1986,3171,,,,,18,10,8.65%,,
1987,3171,,,,,19,10,9.16%,,
1988,3171,,,,,20,10,9.67%,,
1989,3171,,,,,21,10,10.18%,,
1990,3171,,,,,22,10,10.69%,,
1991,3171,,,,,23,10,11.20%,,
1992,3171,,,,,24,10,11.71%,,
1993,3172,,,,,1,7,0.00%,,
1994,3172,,,,,2,7,0.00%,,
1995,3172,,,,,3,7,0.00%,,
1996,3172,,,,,4,7,0.16%,,
1997,3172,,,,,5,7,0.48%,,
1998,3172,,,,,6,7,0.80%,,
1999,3172,,,,,7,7,1.44%,,
2000,3172,,,,,8,7,2.08%,,
2001,3172,,,,,9,7,2.72%,,
2002,3172,,,,,10,7,3.68%,,
2003,3172,,,,,11,7,4.64%,,
2004,3172,,,,,12,7,5.60%,,
2005,3172,,,,,13,7,6.11%,,
2006,3172,,,,,14,7,6.62%,,
2007,3172,,,,,15,7,7.13%,,
2008,3172,,,,,16,7,7.64%,,
2009,3172,,,,,17,7,8.15%,,
2010,3172,,,,,18,7,8.65%,,
2011,3172,,,,,19,7,9.16%,,
2012,3172,,,,,20,7,9.67%,,
2013,3172,,,,,21,7,10.18%,,
2014,3172,,,,,22,7,10.69%,,
2015,3172,,,,,23,7,11.20%,,
2016,3172,,,,,24,7,11.71%,,
2017,3181,,,,,1,7,0.00%,,
2018,3181,,,,,2,7,0.00%,,
2019,3181,,,,,3,7,0.10%,,
2020,3181,,,,,4,7,0.25%,,
2021,3181,,,,,5,7,0.40%,,
2022,3181,,,,,6,7,0.70%,,
2023,3181,,,,,7,7,1.00%,,
2024,3181,,,,,8,7,1.30%,,
2025,3181,,,,,9,7,1.75%,,
2026,3181,,,,,10,7,2.20%,,
2027,3181,,,,,11,7,2.65%,,
2028,3181,,,,,12,7,3.25%,,
2029,3181,,,,,13,7,3.55%,,
2030,3181,,,,,14,7,3.84%,,
2031,3181,,,,,15,7,4.14%,,
2032,3181,,,,,16,7,4.43%,,
2033,3181,,,,,17,7,4.73%,,
2034,3181,,,,,18,7,5.02%,,
2035,3181,,,,,19,7,5.32%,,
2036,3181,,,,,20,7,5.61%,,
2037,3181,,,,,21,7,5.91%,,
2038,3181,,,,,22,7,6.20%,,
2039,3181,,,,,23,7,6.50%,,
2040,3181,,,,,24,7,6.80%,,
2041,3211,,,,,1,10,0.00%,,
2042,3211,,,,,2,10,0.00%,,
2043,3211,,,,,3,10,0.00%,,
2044,3211,,,,,4,10,0.16%,,
2045,3211,,,,,5,10,0.48%,,
2046,3211,,,,,6,10,0.80%,,
2047,3211,,,,,7,10,1.44%,,
2048,3211,,,,,8,10,2.08%,,
2049,3211,,,,,9,10,2.72%,,
2050,3211,,,,,10,10,3.68%,,
2051,3211,,,,,11,10,4.64%,,
2052,3211,,,,,12,10,5.60%,,
2053,3211,,,,,13,10,6.11%,,
2054,3211,,,,,14,10,6.62%,,
2055,3211,,,,,15,10,7.13%,,
2056,3211,,,,,16,10,7.64%,,
2057,3211,,,,,17,10,8.15%,,
2058,3211,,,,,18,10,8.65%,,
2059,3211,,,,,19,10,9.16%,,
2060,3211,,,,,20,10,9.67%,,
2061,3211,,,,,21,10,10.18%,,
2062,3211,,,,,22,10,10.69%,,
2063,3211,,,,,23,10,11.20%,,
2064,3211,,,,,24,10,11.71%,,
2065,3221,,,,,1,7,0.00%,,
