VariableName,_beizhu,_comment,stage,specialName,startSceen,startLevel,startGate,extendCondition,order,service,award,awardChoose,showAward,gotoScene,gotoStep,outDelay,showType,force,useRoleFigure,unitId,offPos,headRes,headPos,roleName_cn,roleName_tw,roleName,roleName_vn,roleName_kr,talkContent,talkContent_vn,talkContent_ma,talkContent_en,talkContent_ph,talkContent_th,talkContent_in,bgRes,__tagName,tagName,jumpToNode,animate,animateAngle,animatePos,battleEnter,anyPosCancel,lightSize,chooseDesc1,choose1,chooseDesc2,choose2
654,,,65,,,,,,,,,,,,,0.1,,,,,{y=400;x=-300},login/new_character/xiaozhushou.png,{y=400;x=-100},,,,,,Press here to open the jewelry interface,Nhấn vào đây để mở giao diện trang sức,Tekan di sini untuk membuka antara muka barang kemas,Press here to open the jewelry interface,Pindutin dito para buksan ang interface ng alahas,กดที่นี่เพื่อเปิดหน้าจอเครื่องประดับ,Tekan di sini untuk membuka antarmuka perhiasan,,,<left;btnEquip>,,effect/shouyindao.skel,,,,,,,,,
655,,,65,,,,,,,1,,,,,,0.1,2,2,,,{y=100;x=0},login/new_character/xiaozhushou1.png,,,,,,,Use jewelry enhancement badges obtained from hard stages to increase the quality and level cap of jewelry.,Sử dụng Huy hiệu cường hóa trang sức nhận được từ các ải khó để tăng phẩm chất và giới hạn cấp độ của trang sức.,Gunakan lencana peningkatan barang kemas yang diperoleh daripada tahap sukar untuk meningkatkan kualiti dan had tahap barang kemas.,Use jewelry enhancement badges obtained from hard stages to increase the quality and level cap of jewelry.,Gamitin ang mga badge ng pagpapalakas ng alahas na nakuha mula sa mahihirap na yugto para pataasin ang kalidad at limitasyon ng level ng alahas.,ใช้เหรียญเพิ่มพลังเครื่องประดับที่ได้รับจากด่านยากเพื่อเพิ่มคุณภาพและขีดจำกัดระดับของเครื่องประดับ,Gunakan lencana peningkatan perhiasan yang didapat dari tahap sulit untuk meningkatkan kualitas dan batas level perhiasan.,,,,,,,,,,,,,,
1001,,,101,,city.view,10,,,,,,,,1,,,2,2,,,{y=100;x=0},login/new_character/xiaozhushou1.png,,,,,,,"Congratulations on unlocking the Handbook feature, let's take a look.","Chúc mừng bạn đã mở khóa chức năng Sổ tay, cùng xem thử nhé.","Tahniah kerana membuka ciri Buku Panduan, jom kita lihat.","Congratulations on unlocking the Handbook feature, let's take a look.","Binabati ka sa pagbukas ng tampok na Handbook, tingnan natin.",ขอแสดงความยินดีที่คุณปลดล็อกฟีเจอร์สมุดบันทึก ลองมาดูกันเถอะ,"Selamat telah membuka fitur Buku Panduan, mari kita lihat.",,,,,,,,,,,,,,
1002,,,101,,,,,,,1,,,,,,0.1,,2,,,{y=50;x=-350},login/new_character/xiaozhushou.png,{y=300;x=0},,,,,,"Congratulations, you have successfully unlocked the collection, click here to open it.","Chúc mừng bạn, đã mở khóa thành công bộ sưu tập, nhấp vào đây để mở bộ sưu tập.","Tahniah, anda berjaya membuka koleksi, klik di sini untuk membukanya.","Congratulations, you have successfully unlocked the collection, click here to open it.","Binabati ka, matagumpay mong nabuksan ang koleksyon, pindutin dito para buksan ito.",ขอแสดงความยินดีที่คุณปลดล็อกคอลเลกชันสำเร็จ คลิกที่นี่เพื่อเปิดดู,"Selamat, kamu berhasil membuka koleksi, klik di sini untuk membukanya.",,,<leftPanel;list;handbook>,,effect/shouyindao.skel,,,,,,,,,
1003,,,101,,,,,,,,,,,,,0.1,,2,,,{y=0;x=200},login/new_character/xiaozhushou.png,,,,,,,"In the Handbook, you can view the heroes you have collected and receive additional attribute buffs.","Trong Sổ tay, bạn có thể xem các anh hùng bạn đã thu thập được và nhận thêm các buff thuộc tính.","Dalam Buku Panduan, anda boleh melihat wira yang telah anda kumpul dan menerima buff atribut tambahan.","In the Handbook, you can view the heroes you have collected and receive additional attribute buffs.","Sa Handbook, makikita mo ang mga bayani na nakolekta mo at makakakuha ka ng dagdag na attribute buffs.",ในสมุดบันทึก คุณสามารถดูฮีโร่ที่คุณรวบรวมและรับบัฟเพิ่มคุณสมบัติได้เพิ่มเติม,"Di Buku Panduan, kamu dapat melihat pahlawan yang telah kamu kumpulkan dan mendapatkan buff atribut tambahan.",,,,,,,,,,{width=6240;dx=0;height=2880;dy=0},,,,
1004,,,101,,,,,,,,,,,,,0.1,,2,,,{y=50;x=-300},login/new_character/xiaozhushou.png,{y=300;x=0},,,,,,"After collecting a certain number of heroes, you can also get extra attribute points through breakthroughs.","Sau khi thu thập đủ một số lượng tướng nhất định, bạn còn có thể nhận thêm điểm cộng thuộc tính thông qua đột phá.","Selepas mengumpul sejumlah wira tertentu, anda juga boleh mendapatkan mata atribut tambahan melalui lonjakan.","After collecting a certain number of heroes, you can also get extra attribute points through breakthroughs.","Pagkatapos makalikom ng sapat na bilang ng mga bayani, makakakuha ka rin ng dagdag na attribute points sa pamamagitan ng breakthrough.",หลังจากรวบรวมฮีโร่ครบจำนวนหนึ่ง คุณยังสามารถรับแต้มคุณสมบัติเพิ่มผ่านการทะลุขีดจำกัด,"Setelah mengumpulkan sejumlah pahlawan tertentu, kamu juga bisa mendapatkan poin atribut tambahan melalui terobosan.",,,<left;btnUp>,,effect/shouyindao.skel,150,,,,,,,,
1005,,,101,,,,,,,,,,,,,0.1,,2,,,{y=200;x=-100},login/new_character/xiaozhushou.png,{y=300;x=0},,,,,,"Chosen One! Keep it up, collect more heroes!","Thiên Tuyển Giả! Tiếp tục cố gắng, thu thập thêm nhiều anh hùng nhé!","Yang Terpilih! Teruskan berusaha, kumpul lebih banyak wira!","Chosen One! Keep it up, collect more heroes!","Pinili! Ipagpatuloy ang pagsisikap, kolektahin pa ang mga bayani!",ผู้ที่ถูกเลือก! สู้ๆ ต่อไป รวบรวมฮีโร่ให้มากขึ้นนะ!,"Yang Terpilih! Teruslah berusaha, kumpulkan lebih banyak pahlawan!",,,,,,,,,,{width=6240;dx=0;height=2880;dy=0},,,,
1051,,,105,,all,11,,,,,,,,1,,,2,2,,,{y=100;x=0},login/new_character/xiaozhushou1.png,,,,,,,"Congratulations, you have unlocked the super equipment, let's check it out.","Chúc mừng bạn, đã mở khóa trang bị siêu phàm, chúng ta cùng đi xem nào.","Tahniah, anda telah membuka peralatan super, jom kita lihat.","Congratulations, you have unlocked the super equipment, let's check it out.","Binabati ka, nabuksan mo na ang super equipment, tara tingnan natin.",ขอแสดงความยินดีที่คุณปลดล็อกอุปกรณ์สุดยอด มาเช็คกันเถอะ,"Selamat, kamu telah membuka perlengkapan super, ayo kita lihat.",,,,,,,,,,,,,,
1052,,,105,,,,,,,1,,,,,,0.1,,,,,{y=100;x=-100},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,Click here to enter the Hero Bag,Bấm vào đây để vào Túi Anh Hùng,Klik di sini untuk masuk ke Beg Wira,Click here to enter the Hero Bag,Pindutin dito para pumasok sa Bag ng Bayani,คลิกที่นี่เพื่อเข้าสู่กระเป๋าฮีโร่,Klik di sini untuk masuk ke Tas Pahlawan,,,<centerBottomPanel;actionList;cardBag>,,effect/shouyindao.skel,150,,,,,,,,
1053,,,105,,,,,,,,,,,,,0.1,,2,,,{y=400;x=0},login/new_character/xiaozhushou.png,{y=300;x=0},,,,,,Click here to enter the hero enhancement interface,Bấm vào đây để vào giao diện cường hóa anh hùng,Klik di sini untuk masuk ke antara muka peningkatan wira,Click here to enter the hero enhancement interface,Pindutin dito para pumasok sa interface ng pagpapalakas ng bayani,คลิกที่นี่เพื่อเข้าสู่หน้าจอเพิ่มพลังฮีโร่,Klik di sini untuk masuk ke antarmuka peningkatan pahlawan,,,<centerPanel;cardList;subList;cardItem1>,,effect/shouyindao.skel,,,,,,,,,
1054,,,105,,,,,,,,,,,,,0.1,,2,,,{y=400;x=-500},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,Press here to open the Super Equipment interface,Nhấn vào đây để mở giao diện Trang bị Siêu phàm,Tekan di sini untuk membuka antara muka Peralatan Super,Press here to open the Super Equipment interface,Pindutin dito para buksan ang interface ng Super Equipment,กดที่นี่เพื่อเปิดหน้าจออุปกรณ์สุดยอด,Tekan di sini untuk membuka antarmuka Perlengkapan Super,,,<left;btnHeldItem>,,effect/shouyindao.skel,,,,,,,,,
1055,,,105,,,,,,,,,,,,,0.1,,,,,{y=200;x=250},login/new_character/xiaozhushou.png,{y=300;x=200},,,,,,Press here to equip super equipment,Nhấn vào đây để trang bị trang bị siêu việt,Tekan di sini untuk melengkapkan peralatan super,Press here to equip super equipment,Pindutin dito para isuot ang super equipment,กดที่นี่เพื่อสวมอุปกรณ์สุดยอด,Tekan di sini untuk melengkapi perlengkapan super,,,<right;btnDress>,,effect/shouyindao.skel,,,,,,,,,
1056,,,105,,,,,,,,,,,,,,2,2,,,{y=100;x=0},login/new_character/xiaozhushou1.png,,,,,,,"Super equipment can be upgraded to enhance effects for heroes, increasing their combat effectiveness.","Trang bị siêu phàm có thể được nâng cấp để tăng thêm hiệu ứng cho tướng, phát huy tác dụng trong chiến đấu.","Peralatan super boleh dinaik taraf untuk menambah kesan kepada wira, meningkatkan keberkesanan dalam pertarungan.","Super equipment can be upgraded to enhance effects for heroes, increasing their combat effectiveness.","Ang super equipment ay pwedeng i-upgrade para mapahusay ang epekto sa mga bayani, dagdagan ang kanilang bisa sa labanan.",อุปกรณ์สุดยอดสามารถอัปเกรดเพื่อเพิ่มผลของฮีโร่ เพิ่มประสิทธิภาพในการต่อสู้,"Perlengkapan super dapat ditingkatkan untuk menambah efek pada pahlawan, meningkatkan efektivitas bertarung.",,,,,,,,,,,,,,
1057,,,105,,,,,,,,,,,,,,2,2,,,{y=100;x=0},login/new_character/xiaozhushou1.png,,,,,,,"During your adventure, you can obtain various types of super equipment, remember to choose the right super equipment for the right heroes.","Trong cuộc phiêu lưu, bạn có thể nhận được nhiều loại trang bị siêu phàm khác nhau, hãy nhớ chọn trang bị siêu phàm phù hợp cho các anh hùng phù hợp nhé.","Semasa pengembaraan anda, anda boleh mendapat pelbagai jenis peralatan super, ingat untuk memilih peralatan super yang sesuai untuk wira yang sesuai.","During your adventure, you can obtain various types of super equipment, remember to choose the right super equipment for the right heroes.","Sa iyong pakikipagsapalaran, makakakuha ka ng iba't ibang uri ng super equipment, tandaan na piliin ang tamang super equipment para sa tamang bayani.",ในระหว่างการผจญภัย คุณจะได้รับอุปกรณ์สุดยอดหลายประเภท อย่าลืมเลือกอุปกรณ์ที่เหมาะสมกับฮีโร่นะ,"Selama petualanganmu, kamu bisa mendapatkan berbagai jenis perlengkapan super, ingatlah untuk memilih perlengkapan super yang tepat untuk pahlawan yang tepat.",,,,,,,,,,,,,,
1101,,,111,,all,12,,,,,,,,1,,,2,2,,,{y=100;x=0},login/new_character/xiaozhushou1.png,,,,,,,"Daily quests are now available, let's check them out.","Nhiệm vụ hàng ngày đã mở, chúng ta cùng xem nhé.","Misi harian kini dibuka, jom kita lihat.","Daily quests are now available, let's check them out.","Bukás na ang mga daily quest, tingnan natin.",เควสประจำวันได้เปิดแล้ว มาดูกันเถอะ,"Misi harian sudah dibuka, ayo kita lihat.",,,,,,,,,,,,,,
1102,,,111,,,,,,,1,,,,,,0.1,,2,,,{y=500;x=-350},login/new_character/xiaozhushou.png,{y=500;x=0},,,,,,Press here to enter the quest board,Nhấn vào đây để vào bảng nhiệm vụ,Tekan di sini untuk masuk ke papan misi,Press here to enter the quest board,Pindutin dito para pumasok sa quest board,กดที่นี่เพื่อเข้าสู่กระดานเควส,Tekan di sini untuk masuk ke papan misi,,,<centerBottomPanel;actionList;task>,,effect/shouyindao.skel,,,,,,,,,
1103,,,111,,,,,,,,,,,,,0.1,2,2,,,{y=100;x=0},login/new_character/xiaozhushou1.png,,,,,,,"Complete daily quests to level up quickly, don't forget!","Hoàn thành nhiệm vụ hàng ngày để tăng cấp nhanh chóng, đừng quên nhé.","Selesaikan misi harian untuk naik tahap dengan cepat, jangan lupa!","Complete daily quests to level up quickly, don't forget!","Tapusin ang mga daily quest para mabilis na mag-level up, huwag kalimutan!",ทำเควสประจำวันเพื่อเพิ่มเลเวลอย่างรวดเร็ว อย่าลืมเด็ดขาด!,"Selesaikan misi harian untuk naik level dengan cepat, jangan lupa ya!",,,,,,,,,,{width=6240;dx=0;height=2880;dy=0},,,,
1201,,,121,,city.view,12,,,,1,,,,1,,0.1,2,2,,,{y=100;x=0},login/new_character/xiaozhushou1.png,,,,,,,"Congratulations on receiving the ""Adventure Permit,"" let's see what it does!","Chúc mừng bạn đã nhận được ""Giấy phép phiêu lưu"", hãy cùng xem nó có tác dụng gì nhé!","Tahniah kerana menerima ""Permit Pengembaraan,"" jom kita lihat fungsinya!","Congratulations on receiving the ""Adventure Permit,"" let's see what it does!","Binabati ka sa pagtanggap ng ""Adventure Permit,"" tingnan natin kung ano ang gamit nito!","ขอแสดงความยินดีที่คุณได้รับ ""ใบอนุญาตผจญภัย"" มาดูกันว่ามันทำอะไรได้บ้าง!","Selamat telah menerima ""Izin Petualangan,"" mari lihat fungsinya!",,,,,,,,,,,,,,
1202,,,121,,,,,,,,,,,,,0.1,,2,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=0},,,,,,"Press ""Nurture"" here to open the nurture list.","Nhấn vào ""Nuôi dưỡng"" ở đây để mở danh sách nuôi dưỡng.","Tekan ""Penjagaan"" di sini untuk membuka senarai penjagaan.","Press ""Nurture"" here to open the nurture list.","Pindutin ang ""Nurture"" dito para buksan ang listahan ng nurture.","กด ""บำรุง"" ที่นี่เพื่อเปิดรายชื่อบำรุง","Tekan ""Rawat"" di sini untuk membuka daftar perawatan.",,,<centerBottomPanel;actionList;develop>,,effect/shouyindao.skel,,,,,,,,,
1203,,,121,,,,,,,,,,,,,0.1,,2,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=0},,,,,,Press here to open the Exploration Permit interface,Nhấn vào đây để mở giao diện Giấy phép Thám hiểm,Tekan di sini untuk membuka antara muka Permit Penjelajahan,Press here to open the Exploration Permit interface,Pindutin dito para buksan ang interface ng Exploration Permit,กดที่นี่เพื่อเปิดหน้าจอใบอนุญาตสำรวจ,Tekan di sini untuk membuka antarmuka Izin Penjelajahan,,,<developPanel;developList;listItem;trainer>,,effect/shouyindao.skel,,,,,,,,,
1204,,,121,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,
1205,,,121,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,
1206,,,121,,,,,,,,,,,,,0.1,,2,,,{y=150;x=-500},login/new_character/xiaozhushou.png,{y=300;x=0},,,,,,"You can upgrade skills to receive additional privileges, upgrade materials can be obtained through daily quests.","Có thể nâng cấp kỹ năng để nhận thêm đặc quyền, vật liệu nâng cấp có thể nhận được thông qua nhiệm vụ hàng ngày.","Boleh menaik taraf kemahiran untuk mendapatkan keistimewaan tambahan, bahan naik taraf boleh diperoleh melalui misi harian.","You can upgrade skills to receive additional privileges, upgrade materials can be obtained through daily quests.","Maaari mong i-upgrade ang mga kasanayan upang makatanggap ng karagdagang mga pribilehiyo, ang mga materyales sa pag-upgrade ay maaaring makuha sa pamamagitan ng mga pang-araw-araw na misyon.",สามารถอัปเกรดทักษะเพื่อรับสิทธิพิเศษเพิ่มเติม วัสดุอัปเกรดสามารถรับได้จากภารกิจรายวัน,"Anda dapat meningkatkan keterampilan untuk mendapatkan hak istimewa tambahan, bahan peningkatan dapat diperoleh melalui misi harian.",,,<bottomList;item2>,,,,,,TRUE,{width=670;dx=0;height=300;dy=0},,,,
1207,,,121,,,,,,,,,,,,,0.1,,2,,,{y=500;x=-100},login/new_character/xiaozhushou.png,{y=300;x=0},,,,,,"Upgrading skills grants experience, and when accumulated experience is full, you can upgrade privilege levels.","Nâng cao kỹ năng có thể nhận được kinh nghiệm, kinh nghiệm tích lũy đầy có thể nâng cấp bậc đặc quyền.","Menaik taraf kemahiran boleh memperoleh pengalaman, pengalaman terkumpul penuh boleh menaik taraf tahap keistimewaan.","Upgrading skills grants experience, and when accumulated experience is full, you can upgrade privilege levels.","Ang pag-upgrade ng kasanayan ay nagbibigay ng karanasan, kapag puno ang naipon na karanasan maaari mong i-upgrade ang antas ng pribilehiyo.",การอัปเกรดทักษะจะได้รับค่าประสบการณ์ เมื่อค่าประสบการณ์สะสมเต็มจะสามารถอัปเกรดระดับสิทธิพิเศษได้,"Meningkatkan keterampilan dapat memperoleh pengalaman, pengalaman yang terkumpul penuh dapat meningkatkan tingkat hak istimewa.",,,<slider>,,,,,,TRUE,{width=1720;dx=35;height=230;dy=70},,,,
1301,,,131,,city.view,15,,not finish(132),,,,,,1,,0.1,,,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,New feature #C0xE77421#Arena#C0x5B545B# is now open.,Tính năng mới #C0xE77421#Đấu Trường#C0x5B545B# đã mở rồi đó.,Ciri baru #C0xE77421#Arena#C0x5B545B# telah dibuka.,New feature #C0xE77421#Arena#C0x5B545B# is now open.,Bagong tampok #C0xE77421#Arena#C0x5B545B# ay bukas na.,ฟีเจอร์ใหม่ #C0xE77421#สนามประลอง#C0x5B545B# เปิดให้บริการแล้ว,Fitur baru #C0xE77421#Arena#C0x5B545B# telah dibuka.,,,,,,,,,,,,,,
1302,,,131,,,,,,,,,,,,,0.1,,,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,Click here to enter the arena selection interface,Nhấn vào đây để vào giao diện chọn đấu trường,Klik di sini untuk masuk ke antara muka pemilihan arena,Click here to enter the arena selection interface,I-click dito upang pumunta sa interface ng pagpili ng arena,คลิกที่นี่เพื่อเข้าสู่หน้าเลือกสนามประลอง,Klik di sini untuk masuk ke antarmuka pemilihan arena,,,<rightBottomPanel;btnPvp>,,effect/shouyindao.skel,180,,,,,,,,
1303,,,131,,,,,,,1,,,,,,0.4,,2,,,{y=400;x=0},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,You can click here to enter the arena,Từ đây có thể nhấp để vào đấu trường,Dari sini boleh klik untuk masuk ke arena,You can click here to enter the arena,Mula dito ay maaaring i-click upang pumasok sa arena,จากที่นี่สามารถคลิกเพื่อเข้าสู่สนามประลอง,Dari sini dapat diklik untuk masuk ke arena,,,<pvpList;arena>,,effect/shouyindao.skel,,,,,,,,,
1311,,,132,,city.pvp.arena.view,15,,,,,,,,,,0.1,,,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,"Hello, welcome to the arena.","Xin chào, hoan nghênh đến với đấu trường.","Halo, selamat datang ke arena.","Hello, welcome to the arena.","Kamusta, maligayang pagdating sa arena.",สวัสดี ยินดีต้อนรับสู่สนามประลอง,"Halo, selamat datang di arena.",,,,,,,,,,,,,,
1312,,,132,,,,,,,,,,,,,0.1,,,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,You can challenge players in the arena to increase your ranking,Có thể thách đấu người chơi trong đấu trường để tăng thứ hạng,Boleh mencabar pemain dalam arena untuk meningkatkan kedudukan,You can challenge players in the arena to increase your ranking,Maaari mong hamunin ang mga manlalaro sa arena upang mapataas ang ranggo,สามารถท้าผู้เล่นในสนามประลองเพื่อเพิ่มอันดับ,Anda dapat menantang pemain di arena untuk meningkatkan peringkat,,,,,,,,,,,,,,
1313,,,132,,,,,,,,,,,,,0.1,,,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=200},,,,,,"This is the ranking rewards page, you can view and claim rewards here after rank changes","Đây là trang phần thưởng xếp hạng, bạn có thể xem và nhận phần thưởng tại đây sau khi thứ hạng thay đổi","Ini adalah halaman ganjaran kedudukan, anda boleh melihat dan menerima ganjaran di sini selepas kedudukan berubah","This is the ranking rewards page, you can view and claim rewards here after rank changes","Ito ang pahina ng mga gantimpala sa ranggo, maaari mong tingnan at kunin ang mga gantimpala dito pagkatapos magbago ang ranggo",นี่คือหน้ารางวัลอันดับ คุณสามารถดูและรับรางวัลได้ที่นี่หลังจากอันดับมีการเปลี่ยนแปลง,"Ini adalah halaman hadiah peringkat, Anda dapat melihat dan menerima hadiah di sini setelah peringkat berubah",,,<top.rightUp.btnRankReward>,,,,{y=-20;x=20},,TRUE,{width=200;dx=0;height=200;dy=-20},,,,
1314,,,132,,,,,,,,,,,,,,,,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=200},,,,,,"You can see the point accumulation rewards here. Whether you win or lose, you earn points by participating in challenges. When you reach a certain number of points, you will receive rewards.","Bạn có thể xem phần thưởng tích điểm ở đây. Dù thắng hay thua, bạn đều nhận được điểm khi tham gia thử thách. Khi đạt đủ số điểm nhất định, bạn sẽ nhận được phần thưởng.","Anda boleh melihat ganjaran pengumpulan mata di sini. Sama ada menang atau kalah, anda akan mendapat mata apabila menyertai cabaran. Apabila mencapai jumlah mata tertentu, anda akan menerima ganjaran.","You can see the point accumulation rewards here. Whether you win or lose, you earn points by participating in challenges. When you reach a certain number of points, you will receive rewards.","Maaari mong makita ang mga gantimpala ng pag-ipon ng puntos dito. Manalo ka man o matalo, makakakuha ka ng puntos sa pagsali sa mga hamon. Kapag naabot mo ang isang tiyak na bilang ng puntos, makakatanggap ka ng mga gantimpala.",คุณสามารถดูรางวัลสะสมคะแนนที่นี่ ไม่ว่าจะชนะหรือแพ้ คุณจะได้รับคะแนนเมื่อเข้าร่วมท้าทาย เมื่อสะสมคะแนนถึงจำนวนที่กำหนดจะได้รับรางวัล,"Anda dapat melihat hadiah pengumpulan poin di sini. Baik menang atau kalah, Anda akan mendapatkan poin saat berpartisipasi dalam tantangan. Ketika mencapai jumlah poin tertentu, Anda akan menerima hadiah.",,,<top.rightUp.btnScoreReward>,,,,{y=-20;x=20},,TRUE,{width=200;dx=0;height=200;dy=-20},,,,
1315,,,132,,,,,,,,,,,,,,,2,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=200},,,,,,You can also click here to switch the display image in the arena,Bạn cũng có thể nhấp vào đây để chuyển đổi hình ảnh hiển thị trong đấu trường,Anda juga boleh klik di sini untuk menukar imej paparan dalam arena,You can also click here to switch the display image in the arena,Maaari ka ring mag-click dito upang palitan ang display na larawan sa arena,คุณยังสามารถคลิกที่นี่เพื่อเปลี่ยนภาพแสดงผลในสนามประลอง,Anda juga dapat mengklik di sini untuk mengganti gambar tampilan di arena,,,<top.leftUp.head.imgTouxiang>,,,,,,TRUE,{width=250;dx=0;height=250;dy=0},,,,
1316,,,132,,,,,,,1,,,,,,,,2,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=200},,,,,,Here you can set up your defense lineup,Ở đây bạn có thể thiết lập đội hình phòng thủ của mình,Di sini anda boleh menetapkan barisan pertahanan anda,Here you can set up your defense lineup,Dito maaari mong itakda ang iyong depensang lineup,ที่นี่คุณสามารถตั้งค่าทีมป้องกันของคุณ,Di sini Anda dapat mengatur formasi pertahanan Anda,,,<leftDown;btnReset>,,,,,,TRUE,,,,,
1331,,,133,,city.pvp.arena.view,15,,finish(132),,,,,,,,0.1,,,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=200},,,,,,"So, let’s start your glorious battle!","Vậy thì, hãy bắt đầu trận chiến vinh quang của bạn đi!","Jadi, mari mulakan perjuangan gemilang anda!","So, let’s start your glorious battle!","Kaya, simulan na ang iyong maringal na labanan!",งั้นมาเริ่มการต่อสู้แห่งความรุ่งโรจน์ของคุณกันเถอะ!,Mari mulai pertempuran kejayaan Anda!,,,,,,,,,,,,,,
1332,,,133,,,,,,,,,,,,,0.1,,2,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=200},,,,,,"You can click here to view detailed information about opponents before challenging, better to prepare in advance.","Bạn có thể nhấp vào đây để xem thông tin chi tiết về đối thủ trước khi thách đấu, chuẩn bị trước sẽ tốt hơn.","Anda boleh klik di sini untuk melihat maklumat terperinci tentang lawan sebelum mencabar, persiapan awal lebih baik.","You can click here to view detailed information about opponents before challenging, better to prepare in advance.","Maaari kang mag-click dito upang tingnan ang detalyadong impormasyon tungkol sa mga kalaban bago hamunin, mas mabuting maghanda nang maaga.",คุณสามารถคลิกที่นี่เพื่อดูข้อมูลรายละเอียดของคู่ต่อสู้ก่อนท้าเตรียมตัวล่วงหน้าจะดีกว่า,"Anda dapat mengklik di sini untuk melihat informasi detail tentang lawan sebelum menantang, persiapan sebelumnya lebih baik.",,,<list;item11;panel>,,,,,,TRUE,{width=500;dx=0;height=660;dy=70},,,,
1333,,,133,,,,,,,1,,,,,,0.1,,2,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=200},,,,,,"So, good luck!","Vậy thì, chúc bạn may mắn!","Jadi, semoga berjaya!","So, good luck!","Kaya, good luck!",งั้นขอให้โชคดี!,"Jadi, semoga beruntung!",,,,,,,,,,,,,,
1351,,,135,,city.view,18,,,,,,,,1,,0.1,,,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,New feature #C0xE77421#Daily Dungeon#C0x5B545B# is now open.,Tính năng mới #C0xE77421#Phó bản thường ngày #C0x5B545B#đã mở rồi đó nha.,Ciri baru #C0xE77421#Misi Harian #C0x5B545B# telah dibuka.,New feature #C0xE77421#Daily Dungeon#C0x5B545B# is now open.,Bagong tampok #C0xE77421#Araw-araw na Dungeon#C0x5B545B# ay bukas na.,ฟีเจอร์ใหม่ #C0xE77421#ดันเจี้ยนประจำวัน #C0x5B545B# เปิดให้บริการแล้ว,Fitur baru #C0xE77421#Dungeon Harian#C0x5B545B# telah dibuka.,,,,,,,,,,,,,,
1352,,,135,,,,,,,,,,,,,0.1,,,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,Click here to enter the adventure selection interface,Bấm vào đây để vào giao diện lựa chọn phiêu lưu,Klik di sini untuk masuk ke antara muka pilihan pengembaraan,Click here to enter the adventure selection interface,I-click dito upang pumunta sa interface ng pagpili ng pakikipagsapalaran,คลิกที่นี่เพื่อเข้าสู่หน้าเลือกผจญภัย,Klik di sini untuk masuk ke antarmuka pilihan petualangan,,,<rightBottomPanel;btnAdventure>,,effect/shouyindao.skel,180,,,,,,,,
1353,,,135,,,,,,,1,,,,,,0.4,,2,,,{y=400;x=0},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,You can click here to enter the daily dungeon.,Từ đây có thể nhấp để vào phó bản hàng ngày.,Dari sini boleh klik untuk masuk ke misi harian.,You can click here to enter the daily dungeon.,Mula dito ay maaaring i-click upang pumasok sa araw-araw na dungeon.,จากที่นี่สามารถคลิกเพื่อเข้าสู่ดันเจี้ยนประจำวัน,Dari sini dapat diklik untuk masuk ke dungeon harian.,,,<list;activityGate>,,effect/shouyindao.skel,,,,,,,,,
1354,,,135,,,,,,,,,,,,,0.2,,2,,,{y=400;x=0},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,Click here to enter the Gold dungeon,Nhấn vào đây để vào phó bản Vàng,Klik di sini untuk masuk ke misi Emas,Click here to enter the Gold dungeon,I-click dito upang pumasok sa Gintong dungeon,คลิกที่นี่เพื่อเข้าสู่ดันเจี้ยนทอง,Klik di sini untuk masuk ke dungeon Emas,,,<list;item1>,,effect/shouyindao.skel,,,,,,,,,
