VariableName,name,name_ma,name_en,name_th,name_ph,name_in,name_vn,icon,headIcon,treeID,attrDesc,attrDesc_ma,attrDesc_en,attrDesc_th,attrDesc_ph,attrDesc_in,attrDesc_vn,attrAddDesc1,attrAddDesc1_ma,attrAddDesc1_en,attrAddDesc1_th,attrAddDesc1_ph,attrAddDesc1_in,attrAddDesc1_vn,attrAddDesc2_cn,attrAddDesc2_en,attrAddDesc2,attrAddDesc2_vn,attrAddDesc2_th,attrAddDesc2_in,attrAddDesc2_ph,attrAddDesc2_ma,levelUp,preTalentID,preTalentLevel,roleLevel,costID,addType1,natureType1,damageRelation1,attrType1,attrNum1,addType2,natureType2,damageRelation2,attrType2,attrNum2
340,Elemental Cultivation,Latihan Elemen,Elemental Cultivation,ฝึกธาตุ,Pagsasanay ng Elemento,Pelatihan Elemen,Tu luyện nguyên tố,city/develop/talent/icon_ysg.png,city/develop/talent/txt_yl.png,3,Enhance all Dark skill damage effects for heroes,Tingkatkan semua efek damage skill elemen Gelap untuk hero,Enhance all Dark skill damage effects for heroes,เสริมเอฟเฟกต์ความเสียหายจากสกิลธาตุมืดของฮีโร่,Pinalakas ang lahat ng epekto ng damage mula sa mga Dark na skill ng bayani,Tingkatkan semua efek damage skill elemen Kegelapan untuk hero,Tăng cường tất cả các hiệu ứng sát thương kỹ năng hệ Ma của tướng.,Increase damage of Ghost skills,Tingkatkan kerosakan kemahiran Elemen Hantu,Increase damage of Ghost skills,เพิ่มความเสียหายของสกิลธาตุผี,Dagdagan ang damage ng mga Ghost skills,Tingkatkan damage skill Elemen Hantu,Tăng cường sát thương kỹ năng hệ Ma.,,,,,,,,,,339,7,65,6,3,,,49,100,,,,,
341,Elemental Cultivation,Latihan Elemen,Elemental Cultivation,ฝึกธาตุ,Pagsasanay ng Elemento,Pelatihan Elemen,Tu luyện nguyên tố,city/develop/talent/icon_shjm.png,city/develop/talent/txt_yl.png,3,Increase damage reduction from Dark skills for all heroes,Tingkatkan pengurangan damage dari skill elemen Gelap untuk semua hero,Increase damage reduction from Dark skills for all heroes,เพิ่มลดความเสียหายจากสกิลธาตุมืดของฮีโร่ทั้งหมด,Dagdag bawas pinsala mula sa mga Dark na skill ng lahat ng bayani,Tingkatkan pengurangan damage dari skill elemen Kegelapan untuk semua hero,Tăng khả năng giảm sát thương kỹ năng hệ Ma của tất cả tướng.,Increase damage reduction of Ghost skills,Tingkatkan pengurangan kerosakan kemahiran Elemen Hantu,Increase damage reduction of Ghost skills,เพิ่มการลดความเสียหายของสกิลธาตุผี,Dagdagan ang damage reduction ng mga Ghost skills,Tingkatkan pengurangan damage skill Elemen Hantu,Tăng giảm sát thương kỹ năng hệ Ma.,,,,,,,,,,340,7,65,7,3,,,67,100,,,,,
342,Elemental Cultivation,Latihan Elemen,Elemental Cultivation,ฝึกธาตุ,Pagsasanay ng Elemento,Pelatihan Elemen,Tu luyện nguyên tố,city/develop/talent/icon_smz.png,city/develop/talent/txt_lx.png,3,Increase HP for all Dark God heroes,Tambah HP untuk semua hero elemen Dewa Gelap,Increase HP for all Dark God heroes,เพิ่มพลังชีวิตให้ฮีโร่ธาตุมารทั้งหมด,Dagdag HP para sa lahat ng Dark God na bayani,Tambah HP untuk semua hero elemen Dewa Kegelapan,Tăng Máu cho tất cả các tướng hệ Ma Thần.,Increase vitality,Tingkatkan vitaliti,Increase vitality,เพิ่มพลังชีวิต,Dagdagan ang vitality,Tingkatkan vitalitas,Gia tăng sinh mệnh,,,,,,,,,,,,65,5,4,15,,1,0.50%,,,,,
343,Elemental Cultivation,Latihan Elemen,Elemental Cultivation,ฝึกธาตุ,Pagsasanay ng Elemento,Pelatihan Elemen,Tu luyện nguyên tố,city/develop/talent/icon_ysg.png,city/develop/talent/txt_lx.png,3,Enhance all Dark God skill damage buffs for heroes,Tingkatkan semua buff damage skill elemen Dewa Gelap,Enhance all Dark God skill damage buffs for heroes,เสริมบัฟความเสียหายจากสกิลธาตุมารของฮีโร่ทั้งหมด,Pinalakas ang lahat ng buff ng damage mula sa Dark God skills,Tingkatkan semua buff damage skill elemen Dewa Kegelapan,Tăng tất cả buff sát thương kỹ năng hệ Ma Thần của anh hùng.,Increase buff damage of Demon Ghost skills,Tingkatkan buff kerosakan kemahiran Elemen Hantu Dewa,Increase buff damage of Demon Ghost skills,เพิ่มบัฟความเสียหายของสกิลผีปีศาจ,Dagdagan ang buff damage ng Demon Ghost skills,Tingkatkan buff damage skill Elemen Hantu Dewa,Tăng thêm buff sát thương kỹ năng hệ Ma Thần.,,,,,,,,,,342,7,65,6,3,,,50,100,,,,,
344,Elemental Cultivation,Latihan Elemen,Elemental Cultivation,ฝึกธาตุ,Pagsasanay ng Elemento,Pelatihan Elemen,Tu luyện nguyên tố,city/develop/talent/icon_shjm.png,city/develop/talent/txt_lx.png,3,Increase damage reduction from Dark God skills for all heroes,Tingkatkan pengurangan damage dari skill elemen Dewa Gelap,Increase damage reduction from Dark God skills for all heroes,เพิ่มลดความเสียหายจากสกิลธาตุมารของฮีโร่ทั้งหมด,Dagdag bawas pinsala mula sa Dark God skills para sa lahat ng bayani,Tingkatkan pengurangan damage dari skill elemen Dewa Kegelapan,Tăng giảm sát thương kỹ năng hệ Ma Thần cho tất cả các tướng.,Increase damage reduction of Demon Ghost skills,Tingkatkan pengurangan kerosakan kemahiran Elemen Hantu Dewa,Increase damage reduction of Demon Ghost skills,เพิ่มการลดความเสียหายของสกิลผีปีศาจ,Dagdagan ang damage reduction ng Demon Ghost skills,Tingkatkan pengurangan damage skill Elemen Hantu Dewa,Giảm sát thương kỹ năng hệ Ma Thần tăng lên.,,,,,,,,,,343,7,65,7,3,,,68,100,,,,,
345,Elemental Cultivation,Latihan Elemen,Elemental Cultivation,ฝึกธาตุ,Pagsasanay ng Elemento,Pelatihan Elemen,Tu luyện nguyên tố,city/develop/talent/icon_smz.png,city/develop/talent/txt_ex.png,3,Increase HP for all Shadow heroes,Tambah HP untuk semua hero elemen Bayang,Increase HP for all Shadow heroes,เพิ่มพลังชีวิตให้ฮีโร่ธาตุเงาทั้งหมด,Dagdag HP para sa lahat ng Shadow na bayani,Tambah HP untuk semua hero elemen Bayangan,Tăng máu cho tất cả các tướng hệ Bóng Tối.,Increase vitality,Tingkatkan vitaliti,Increase vitality,เพิ่มพลังชีวิต,Dagdagan ang vitality,Tingkatkan vitalitas,Tăng sinh lực,,,,,,,,,,,,65,5,4,16,,1,0.50%,,,,,
346,Elemental Cultivation,Latihan Elemen,Elemental Cultivation,ฝึกธาตุ,Pagsasanay ng Elemento,Pelatihan Elemen,Tu luyện nguyên tố,city/develop/talent/icon_ysg.png,city/develop/talent/txt_ex.png,3,Enhance all Shadow skill damage bonuses for heroes,Tingkatkan semua bonus damage skill elemen Bayang,Enhance all Shadow skill damage bonuses for heroes,เสริมค่าพลังเสริมความเสียหายจากสกิลเงาของฮีโร่,Pinalakas ang lahat ng bonus damage mula sa Shadow skills,Tingkatkan semua bonus damage skill elemen Bayangan,Tăng cường tất cả các chỉ số cộng thêm sát thương kỹ năng hệ Bóng Tối của tướng.,Increase buff damage of Dark skills,Tingkatkan buff kerosakan kemahiran Elemen Gelap,Increase buff damage of Dark skills,เพิ่มบัฟความเสียหายของสกิลธาตุมืด,Dagdagan ang buff damage ng Dark skills,Tingkatkan buff damage skill Elemen Gelap,Tăng thêm buff sát thương kỹ năng hệ bóng tối.,,,,,,,,,,345,7,65,6,3,,,51,100,,,,,
347,Elemental Cultivation,Latihan Elemen,Elemental Cultivation,ฝึกธาตุ,Pagsasanay ng Elemento,Pelatihan Elemen,Tu luyện nguyên tố,city/develop/talent/icon_shjm.png,city/develop/talent/txt_ex.png,3,Reduce Shadow skill damage for all heroes,Kurangkan damage skill elemen Bayang untuk semua hero,Reduce Shadow skill damage for all heroes,ลดความเสียหายจากสกิลเงาของฮีโร่ทั้งหมด,Bawas damage mula sa Shadow skills para sa lahat ng bayani,Kurangi damage skill elemen Bayangan untuk semua hero,Giảm sát thương kỹ năng bóng tối của tất cả các tướng.,Increase damage reduction of Dark skills,Tingkatkan pengurangan kerosakan kemahiran Elemen Gelap,Increase damage reduction of Dark skills,เพิ่มการลดความเสียหายของสกิลธาตุมืด,Dagdagan ang damage reduction ng Dark skills,Tingkatkan pengurangan damage skill Elemen Gelap,Giảm sát thương kỹ năng hệ bóng tối tăng lên,,,,,,,,,,346,7,65,7,3,,,69,100,,,,,
348,Elemental Cultivation,Latihan Elemen,Elemental Cultivation,ฝึกธาตุ,Pagsasanay ng Elemento,Pelatihan Elemen,Tu luyện nguyên tố,city/develop/talent/icon_smz.png,city/develop/talent/txt_gx.png,3,Increase HP for all Mech heroes,Tambah HP untuk semua hero elemen Mekanikal,Increase HP for all Mech heroes,เพิ่มพลังชีวิตให้ฮีโร่ธาตุเครื่องจักรทั้งหมด,Dagdag HP para sa lahat ng Mech na bayani,Tambah HP untuk semua hero elemen Mesin,Tăng máu cho tất cả các tướng hệ Cơ Giới.,Increase health,Tingkatkan kesihatan,Increase health,เพิ่มพลังชีวิต,Dagdagan ang health,Tingkatkan kesehatan,Tăng Máu,,,,,,,,,,,,65,5,4,17,,1,0.50%,,,,,
349,Elemental Cultivation,Latihan Elemen,Elemental Cultivation,ฝึกธาตุ,Pagsasanay ng Elemento,Pelatihan Elemen,Tu luyện nguyên tố,city/develop/talent/icon_ysg.png,city/develop/talent/txt_gx.png,3,Enhance all Mech skill damage effects for heroes,Tingkatkan semua efek damage skill elemen Mekanikal,Enhance all Mech skill damage effects for heroes,เสริมเอฟเฟกต์ความเสียหายจากสกิลเครื่องจักรของฮีโร่,Pinalakas ang lahat ng epekto ng damage mula sa Mech skills,Tingkatkan semua efek damage skill elemen Mesin,Tăng cường tất cả các hiệu ứng sát thương kỹ năng hệ Cơ Giới của tướng.,Increase buff damage of Mechanic skills,Tingkatkan buff kerosakan kemahiran Elemen Mekanikal,Increase buff damage of Mechanic skills,เพิ่มบัฟความเสียหายของสกิลระบบกลไก,Dagdagan ang buff damage ng Mechanic skills,Tingkatkan buff damage skill Elemen Mekanik,Tăng thêm buff sát thương kỹ năng hệ Cơ Giới,,,,,,,,,,348,7,65,6,3,,,52,100,,,,,
350,Elemental Cultivation,Latihan Elemen,Elemental Cultivation,ฝึกธาตุ,Pagsasanay ng Elemento,Pelatihan Elemen,Tu luyện nguyên tố,city/develop/talent/icon_shjm.png,city/develop/talent/txt_gx.png,3,Increase damage reduction from Mech skills for all heroes,Tingkatkan pengurangan damage dari skill elemen Mekanikal untuk semua hero,Increase damage reduction from Mech skills for all heroes,เพิ่มลดความเสียหายจากสกิลเครื่องจักรของฮีโร่ทั้งหมด,Dagdag bawas pinsala mula sa Mech skills para sa lahat ng bayani,Tingkatkan pengurangan damage dari skill elemen Mesin untuk semua hero,Tăng giảm sát thương kỹ năng hệ Cơ Khí của tất cả anh hùng,Increase damage reduction of Mechanic skills,Tingkatkan pengurangan kerosakan kemahiran Elemen Mekanikal,Increase damage reduction of Mechanic skills,เพิ่มการลดความเสียหายของสกิลระบบกลไก,Dagdagan ang damage reduction ng Mechanic skills,Tingkatkan pengurangan damage skill Elemen Mekanik,Giảm sát thương kỹ năng hệ Cơ Giới tăng lên.,,,,,,,,,,349,7,65,7,3,,,70,100,,,,,
351,Elemental Cultivation,Latihan Elemen,Elemental Cultivation,ฝึกธาตุ,Pagsasanay ng Elemento,Pelatihan Elemen,Tu luyện nguyên tố,city/develop/talent/icon_smz.png,city/develop/talent/txt_yj.png,3,Increase HP for all Ninja heroes,Tambah HP untuk semua hero elemen Ninjutsu,Increase HP for all Ninja heroes,เพิ่มพลังชีวิตให้ฮีโร่สายวิชานินจาทั้งหมด,Dagdag HP para sa lahat ng Ninja na bayani,Tambah HP untuk semua hero elemen Ninjutsu,Tăng máu cho tất cả các tướng hệ Nhẫn Thuật,Increase vitality,Tingkatkan vitaliti,Increase vitality,เพิ่มพลังชีวิต,Dagdagan ang vitality,Tingkatkan vitalitas,Tăng sinh lực,,,,,,,,,,,,65,5,4,18,,1,0.50%,,,,,
352,Elemental Cultivation,Latihan Elemen,Elemental Cultivation,ฝึกธาตุ,Pagsasanay ng Elemento,Pelatihan Elemen,Tu luyện nguyên tố,city/develop/talent/icon_ysg.png,city/develop/talent/txt_yj.png,3,Increase damage for all Ninja skills for heroes,Tingkatkan damage semua skill elemen Ninjutsu untuk hero,Increase damage for all Ninja skills for heroes,เสริมความเสียหายจากสกิลนินจาของฮีโร่,Pinalakas ang damage mula sa lahat ng Ninja skills ng bayani,Tingkatkan damage semua skill elemen Ninjutsu untuk hero,Tăng thêm sát thương cho tất cả các kỹ năng hệ Nhẫn Thuật của tướng.,Increase buff damage of Ninja skills,Tingkatkan buff kerosakan kemahiran Elemen Ninja,Increase buff damage of Ninja skills,เพิ่มบัฟความเสียหายของสกิลนินจา,Dagdagan ang buff damage ng Ninja skills,Tingkatkan buff damage skill Elemen Ninja,Tăng thêm buff sát thương kỹ năng hệ Nhẫn Thuật,,,,,,,,,,351,7,65,6,3,,,53,100,,,,,
353,Elemental Cultivation,Latihan Elemen,Elemental Cultivation,ฝึกธาตุ,Pagsasanay ng Elemento,Pelatihan Elemen,Tu luyện nguyên tố,city/develop/talent/icon_shjm.png,city/develop/talent/txt_yj.png,3,Increase damage reduction from Ninja skills for all heroes,Tingkatkan pengurangan damage dari skill elemen Ninjutsu untuk semua hero,Increase damage reduction from Ninja skills for all heroes,เพิ่มลดความเสียหายจากสกิลนินจาของฮีโร่ทั้งหมด,Dagdag bawas pinsala mula sa Ninja skills para sa lahat ng bayani,Tingkatkan pengurangan damage dari skill elemen Ninjutsu untuk semua hero,Tăng khả năng giảm sát thương từ kỹ năng hệ Nhẫn Thuật của tất cả các tướng.,Increase damage reduction of Ninja skills,Tingkatkan pengurangan kerosakan kemahiran Elemen Ninja,Increase damage reduction of Ninja skills,เพิ่มการลดความเสียหายของสกิลนินจา,Dagdagan ang damage reduction ng Ninja skills,Tingkatkan pengurangan damage skill Elemen Ninja,Giảm sát thương kỹ năng hệ Nhẫn Thuật tăng lên,,,,,,,,,,352,7,65,7,3,,,71,100,,,,,
400,Arena,Arena,Arena,อารีน่า,Arena,Arena,Đấu trường,city/develop/talent/icon_smz.png,,4,Increase HP for heroes in Arena,Tambah HP untuk hero dalam Arena,Increase HP for heroes in Arena,เพิ่มพลังชีวิตให้ฮีโร่ในสนามประลอง,Dagdag HP para sa bayani sa Arena,Tambah HP untuk hero di Arena,Tăng máu cho tướng trong đấu trường.,Increase lifespan,Tingkatkan jangka hayat,Increase lifespan,เพิ่มอายุการใช้งาน,Dagdagan ang lifespan,Tingkatkan umur pakai,Gia tăng tuổi thọ,,,,,,,,,,,,75,9,6,2,,1,0.75%,,2,,,
401,Arena,Arena,Arena,อารีน่า,Arena,Arena,Đấu trường,city/develop/talent/icon_shjc.png,,4,Enhance combat ability of heroes in Arena,Tingkatkan keupayaan bertarung hero dalam Arena,Enhance combat ability of heroes in Arena,เสริมความสามารถในการต่อสู้ของฮีโร่ในสนามประลอง,Pinalakas ang kakayahan sa labanan ng bayani sa Arena,Tingkatkan kemampuan bertarung hero di Arena,Nâng cao khả năng chiến đấu của tướng trong đấu trường,Increase damage,Tingkatkan kerosakan,Increase damage,เพิ่มความเสียหาย,Dagdagan ang damage,Tingkatkan damage,Tăng thêm sát thương,,,,,,,,,,400,7,75,10,6,2,,22,40,6,2,,23,40
402,Arena,Arena,Arena,อารีน่า,Arena,Arena,Đấu trường,city/develop/talent/icon_shjm.png,,4,Enhance combat ability of heroes in Arena,Tingkatkan keupayaan bertarung hero dalam Arena,Enhance combat ability of heroes in Arena,เสริมความสามารถในการต่อสู้ของฮีโร่ในสนามประลอง,Pinalakas ang kakayahan sa labanan ng bayani sa Arena,Tingkatkan kemampuan bertarung hero di Arena,Nâng cao khả năng chiến đấu của tướng trong đấu trường.,Increase percent of lethal damage,Tingkatkan peratus kerosakan maut,Increase percent of lethal damage,เพิ่มเปอร์เซ็นต์ความเสียหายที่ทำลายล้าง,Dagdagan ang porsyento ng lethal damage,Tingkatkan persentase damage mematikan,Tăng thêm phần trăm sát thương tất sát,,,,,,,,,,401,7,75,11,6,2,,24,40,6,2,,25,40
412,Martial Arts Tournament,Kejohanan Seni Mempertahankan Diri,Martial Arts Tournament,ทัวร์นาเมนต์ศิลปะการต่อสู้,Paligsahan sa Martial Arts,Turnamen Seni Bela Diri,Giải Đấu Võ Thuật,city/develop/talent/icon_smz.png,,4,Increase HP for heroes in Martial Arts Tournament,Tambah HP untuk hero dalam Pertandingan Seni Bela Diri,Increase HP for heroes in Martial Arts Tournament,เพิ่มพลังชีวิตให้ฮีโร่ในงานแข่งศิลปะการต่อสู้,Dagdag HP para sa bayani sa Martial Arts Tournament,Tambah HP untuk hero di Turnamen Seni Bela Diri,Tăng máu cho tướng trong Võ Đạo Hội,Increase vitality,Tingkatkan vitaliti,Increase vitality,เพิ่มพลังชีวิต,Dagdagan ang vitality,Tingkatkan vitalitas,Tăng sinh lực,,,,,,,,,,,,75,9,6,6,,1,0.75%,,6,,,
413,Martial Arts Tournament,Kejohanan Seni Mempertahankan Diri,Martial Arts Tournament,ทัวร์นาเมนต์ศิลปะการต่อสู้,Paligsahan sa Martial Arts,Turnamen Seni Bela Diri,Giải Đấu Võ Thuật,city/develop/talent/icon_shjc.png,,4,Enhance combat ability of heroes in Martial Arts Tournament,Tingkatkan keupayaan bertarung hero dalam Pertandingan Seni Bela Diri,Enhance combat ability of heroes in Martial Arts Tournament,เสริมความสามารถในการต่อสู้ของฮีโร่ในงานแข่งศิลปะการต่อสู้,Pinalakas ang kakayahan sa labanan ng bayani sa Martial Arts Tournament,Tingkatkan kemampuan bertarung hero di Turnamen Seni Bela Diri,Nâng cao năng lực chiến đấu của anh hùng trong Võ Đạo Đại Hội,Increase buff damage,Tingkatkan buff kerosakan,Increase buff damage,เพิ่มบัฟความเสียหาย,Dagdagan ang buff damage,Tingkatkan buff damage,Tăng thêm buff sát thương,,,,,,,,,,412,7,75,10,6,6,,22,40,6,6,,23,40
414,Martial Arts Tournament,Kejohanan Seni Mempertahankan Diri,Martial Arts Tournament,ทัวร์นาเมนต์ศิลปะการต่อสู้,Paligsahan sa Martial Arts,Turnamen Seni Bela Diri,Giải Đấu Võ Thuật,city/develop/talent/icon_shjm.png,,4,Enhance combat ability of heroes in Martial Arts Tournament,Tingkatkan keupayaan bertarung hero dalam Pertandingan Seni Bela Diri,Enhance combat ability of heroes in Martial Arts Tournament,เสริมความสามารถในการต่อสู้ของฮีโร่ในงานแข่งศิลปะการต่อสู้,Pinalakas ang kakayahan sa labanan ng bayani sa Martial Arts Tournament,Tingkatkan kemampuan bertarung hero di Turnamen Seni Bela Diri,Nâng cao khả năng chiến đấu của tướng trong Võ Đạo Đại Hội,Increase percent of lethal damage,Tingkatkan peratus kerosakan maut,Increase percent of lethal damage,เพิ่มเปอร์เซ็นต์ความเสียหายที่ทำลายล้าง,Dagdagan ang porsyento ng lethal damage,Tingkatkan persentase damage mematikan,Tăng thêm phần trăm sát thương tất sát,,,,,,,,,,413,7,75,11,6,6,,24,40,6,6,,25,40
421,Guild War,Perang Guild,Guild War,สงครามกิลด์,Digmaan ng Guild,Perang Guild,Chiến tranh bang hội,city/develop/talent/icon_smz.png,,4,Increase HP for heroes in Guild War,Tambah HP untuk hero dalam Perang Guild,Increase HP for heroes in Guild War,เพิ่มพลังชีวิตให้ฮีโร่ในสงครามกิลด์,Dagdag HP para sa bayani sa Guild War,Tambah HP untuk hero di Perang Guild,Tăng máu cho tướng trong chiến Guild.,Increase vitality,Tingkatkan vitaliti,Increase vitality,เพิ่มพลังชีวิต,Dagdagan ang vitality,Tingkatkan vitalitas,Gia tăng sinh mệnh,,,,,,,,,,,,75,9,6,9,,1,0.75%,,9,,,
422,Guild War,Perang Guild,Guild War,สงครามกิลด์,Digmaan ng Guild,Perang Guild,Chiến tranh bang hội,city/develop/talent/icon_shjc.png,,4,Enhance combat ability of heroes in Guild War,Tingkatkan keupayaan bertarung hero dalam Perang Guild,Enhance combat ability of heroes in Guild War,เสริมความสามารถในการต่อสู้ของฮีโร่ในสงครามกิลด์,Pinalakas ang kakayahan sa labanan ng bayani sa Guild War,Tingkatkan kemampuan bertarung hero di Perang Guild,Nâng cao khả năng chiến đấu của anh hùng trong chiến tranh bang hội,Increase damage,Tingkatkan kerosakan,Increase damage,เพิ่มความเสียหาย,Dagdagan ang damage,Tingkatkan damage,Tăng thêm sát thương,,,,,,,,,,421,7,75,10,6,9,,22,40,6,9,,23,40
423,Guild War,Perang Guild,Guild War,สงครามกิลด์,Digmaan ng Guild,Perang Guild,Chiến tranh bang hội,city/develop/talent/icon_shjm.png,,4,Enhance combat ability of heroes in Guild War,Tingkatkan keupayaan bertarung hero dalam Perang Guild,Enhance combat ability of heroes in Guild War,เสริมความสามารถในการต่อสู้ของฮีโร่ในสงครามกิลด์,Pinalakas ang kakayahan sa labanan ng bayani sa Guild War,Tingkatkan kemampuan bertarung hero di Perang Guild,Nâng cao khả năng chiến đấu của tướng trong chiến Guild.,Increase percent of critical damage,Tingkatkan peratus kerosakan kritikal,Increase percent of critical damage,เพิ่มเปอร์เซ็นต์ความเสียหายคริติคอล,Dagdagan ang porsyento ng critical damage,Tingkatkan persentase damage kritikal,Tăng thêm phần trăm sát thương chí mạng,,,,,,,,,,422,7,75,11,6,9,,24,40,6,9,,25,40
424,Cross-server Martial Arts Tournament,Kejohanan Seni Mempertahankan Diri Antara Server,Cross-server Martial Arts Tournament,ทัวร์นาเมนต์ศิลปะการต่อสู้ข้ามเซิร์ฟเวอร์,Paligsahan sa Martial Arts sa Buong Server,Turnamen Seni Bela Diri Antar Server,Đại hội Võ đạo Liên Server,city/develop/talent/icon_smz.png,,4,Increase HP for heroes in Cross-server Arena,Tambah HP untuk hero dalam Arena Merentas Server,Increase HP for heroes in Cross-server Arena,เพิ่มพลังชีวิตให้ฮีโร่ในสนามประลองข้ามเซิร์ฟเวอร์,Dagdag HP para sa bayani sa Cross-server Arena,Tambah HP untuk hero di Arena Lintas Server,Tăng cường sinh mệnh của tướng trong Đấu Trường Liên Server.,Increase vitality,Tingkatkan vitaliti,Increase vitality,เพิ่มพลังชีวิต,Dagdagan ang vitality,Tingkatkan vitalitas,Tăng cường sinh lực,,,,,,,,,,,,75,9,6,10,,1,0.75%,,10,,,
425,Cross-server Martial Arts Tournament,Kejohanan Seni Mempertahankan Diri Antara Server,Cross-server Martial Arts Tournament,ทัวร์นาเมนต์ศิลปะการต่อสู้ข้ามเซิร์ฟเวอร์,Paligsahan sa Martial Arts sa Buong Server,Turnamen Seni Bela Diri Antar Server,Đại hội Võ đạo Liên Server,city/develop/talent/icon_shjc.png,,4,Enhance combat ability of heroes in Cross-server Arena,Tingkatkan keupayaan bertarung hero dalam Arena Merentas Server,Enhance combat ability of heroes in Cross-server Arena,เสริมความสามารถในการต่อสู้ของฮีโร่ในสนามประลองข้ามเซิร์ฟเวอร์,Pinalakas ang kakayahan sa labanan ng bayani sa Cross-server Arena,Tingkatkan kemampuan bertarung hero di Arena Lintas Server,Nâng cao khả năng chiến đấu của anh hùng trong Đấu Trường Liên Server.,Increase additional damage,Tingkatkan kerosakan tambahan,Increase additional damage,เพิ่มความเสียหายเพิ่มเติม,Dagdagan ang dagdag damage,Tingkatkan damage tambahan,Tăng thêm cộng thêm sát thương,,,,,,,,,,424,7,75,10,6,10,,22,40,6,10,,23,40
426,Cross-server Martial Arts Tournament,Kejohanan Seni Mempertahankan Diri Antara Server,Cross-server Martial Arts Tournament,ทัวร์นาเมนต์ศิลปะการต่อสู้ข้ามเซิร์ฟเวอร์,Paligsahan sa Martial Arts sa Buong Server,Turnamen Seni Bela Diri Antar Server,Đại hội Võ đạo Liên Server,city/develop/talent/icon_shjm.png,,4,Enhance combat ability of heroes in Cross-server Martial Arts Tournament,Tingkatkan keupayaan bertarung hero dalam Pertandingan Seni Bela Diri Merentas Server,Enhance combat ability of heroes in Cross-server Martial Arts Tournament,เสริมความสามารถในการต่อสู้ของฮีโร่ในงานแข่งศิลปะการต่อสู้ข้ามเซิร์ฟเวอร์,Pinalakas ang kakayahan sa labanan ng bayani sa Cross-server Martial Arts Tournament,Tingkatkan kemampuan bertarung hero di Turnamen Seni Bela Diri Lintas Server,Nâng cao khả năng chiến đấu của anh hùng trong Đại Hội Võ Đạo Liên Server,Increase percent of critical damage,Tingkatkan peratus kerosakan kritikal,Increase percent of critical damage,เพิ่มเปอร์เซ็นต์ความเสียหายคริติคอล,Dagdagan ang porsyento ng critical damage,Tingkatkan persentase damage kritikal,Tăng thêm phần trăm sát thương chí mạng,,,,,,,,,,425,7,75,11,6,10,,24,40,6,10,,25,40
427,Cross-server Arena,Arena Antara Server,Cross-server Arena,อารีน่าข้ามเซิร์ฟเวอร์,Arena sa Buong Server,Arena Antar Server,Đấu trường liên server,city/develop/talent/icon_smz.png,,4,Increase HP for heroes in Cross-server Arena,Tambah HP untuk hero dalam Arena Merentas Server,Increase HP for heroes in Cross-server Arena,เพิ่มพลังชีวิตให้ฮีโร่ในสนามประลองข้ามเซิร์ฟเวอร์,Dagdag HP para sa bayani sa Cross-server Arena,Tambah HP untuk hero di Arena Lintas Server,Tăng cường sinh mệnh cho tướng trong Đấu Trường Liên Server,Increase vitality,Tingkatkan vitaliti,Increase vitality,เพิ่มพลังชีวิต,Dagdagan ang vitality,Tingkatkan vitalitas,Gia tăng sinh lực,,,,,,,,,,,,75,9,6,12,,1,0.75%,,12,,,
428,Cross-server Arena,Arena Antara Server,Cross-server Arena,อารีน่าข้ามเซิร์ฟเวอร์,Arena sa Buong Server,Arena Antar Server,Đấu trường liên server,city/develop/talent/icon_shjc.png,,4,Enhance combat ability of heroes in Cross-server Arena,Tingkatkan keupayaan bertarung hero dalam Arena Merentas Server,Enhance combat ability of heroes in Cross-server Arena,เสริมความสามารถในการต่อสู้ของฮีโร่ในสนามประลองข้ามเซิร์ฟเวอร์,Pinalakas ang kakayahan sa labanan ng bayani sa Cross-server Arena,Tingkatkan kemampuan bertarung hero di Arena Lintas Server,Nâng cao khả năng chiến đấu của anh hùng trong đấu trường liên server,Increase damage,Tingkatkan kerosakan,Increase damage,เพิ่มความเสียหาย,Dagdagan ang damage,Tingkatkan damage,Tăng thêm sát thương,,,,,,,,,,427,7,75,10,6,12,,22,40,6,12,,23,40
429,Cross-server Arena,Arena Antara Server,Cross-server Arena,อารีน่าข้ามเซิร์ฟเวอร์,Arena sa Buong Server,Arena Antar Server,Đấu trường liên server,city/develop/talent/icon_shjm.png,,4,Enhance combat ability of heroes in Cross-server Arena,Tingkatkan keupayaan bertarung hero dalam Arena Merentas Server,Enhance combat ability of heroes in Cross-server Arena,เสริมความสามารถในการต่อสู้ของฮีโร่ในสนามประลองข้ามเซิร์ฟเวอร์,Pinalakas ang kakayahan sa labanan ng bayani sa Cross-server Arena,Tingkatkan kemampuan bertarung hero di Arena Lintas Server,Nâng cao khả năng chiến đấu của tướng trong Đấu Trường Liên Server,Increase percent of critical damage,Tingkatkan peratus kerosakan kritikal,Increase percent of critical damage,เพิ่มเปอร์เซ็นต์ความเสียหายคริติคอล,Dagdagan ang porsyento ng critical damage,Tingkatkan persentase damage kritikal,Tăng thêm phần trăm sát thương chí mạng.,,,,,,,,,,428,7,75,11,6,12,,24,40,6,12,,25,40
