VariableName,title_cn,title,title_vn,title_en,title_th,title_in,title_ph,title_ma,languages,showType,color,resBg,res,spineSize,type,sameId,kind,source,itemId,feature,rank,needNotice,alwaysDisplay,days,message,message_vn,message_en,message_th,message_in,needNotice_ph,needNotice_ma,message_kr,conditionDesc_cn,conditionDesc,conditionDesc_vn,conditionDesc_en,conditionDesc_th,conditionDesc_in,conditionDesc_ph,conditionDesc_ma,condition1,conditionArg1_1,conditionArg1_2,conditionDesc2,condition2,conditionArg2_1,conditionArg2_2,attrNatureType1,attrType1,attrValue1,attrNatureType2,attrType2,attrValue2,attrNatureType3,attrType3,attrValue3
3002,,New Title-2,Danh hiệu mới-2,New Title-2,ตำแหน่งใหม่-2,Gelar Baru-2,Bagong Titulo-2,Gelaran Baharu-2,,pic,,,config/title/title_new2.png,,4,,,,11002,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3003,,New Title-3,Danh hiệu mới-3,New Title-3,ตำแหน่งใหม่-3,Gelar Baru-3,Bagong Titulo-3,Gelaran Baharu-3,,pic,,,config/title/title_new3.png,,4,,,,11003,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3004,,New Title-4,Danh hiệu mới-4,New Title-4,ตำแหน่งใหม่-4,Gelar Baru-4,Bagong Titulo-4,Gelaran Baharu-4,,pic,,,config/title/title_new4.png,,4,,,,11004,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3005,,New Title-5,Danh hiệu mới-5,New Title-5,ตำแหน่งใหม่-5,Gelar Baru-5,Bagong Titulo-5,Gelaran Baharu-5,,pic,,,config/title/title_new5.png,,4,,,,11005,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3006,,New Title-6,Danh hiệu mới-6,New Title-6,ตำแหน่งใหม่-6,Gelar Baru-6,Bagong Titulo-6,Gelaran Baharu-6,,pic,,,config/title/title_new6.png,,4,,,,11006,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3007,,New Title-7,Danh hiệu mới-7,New Title-7,ตำแหน่งใหม่-7,Gelar Baru-7,Bagong Titulo-7,Gelaran Baharu-7,,pic,,,config/title/title_new7.png,,4,,,,11007,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3008,,New Title-8,Danh hiệu mới-8,New Title-8,ตำแหน่งใหม่-8,Gelar Baru-8,Bagong Titulo-8,Gelaran Baharu-8,,pic,,,config/title/title_new8.png,,4,,,,11008,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3009,,New Title-9,Danh hiệu mới-9,New Title-9,ตำแหน่งใหม่-9,Gelar Baru-9,Bagong Titulo-9,Gelaran Baharu-9,,pic,,,config/title/title_new9.png,,4,,,,11009,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3010,,New Title-10,Danh hiệu mới-10,New Title-10,ตำแหน่งใหม่-10,Gelar Baru-10,Bagong Titulo-10,Gelaran Baharu-10,,pic,,,config/title/title_new10.png,,4,,,,11010,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3011,,New Title-11,Danh hiệu mới-11,New Title-11,ตำแหน่งใหม่-11,Gelar Baru-11,Bagong Titulo-11,Gelaran Baharu-11,,pic,,,config/title/title_new11.png,,4,,,,11011,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3012,,New Title-12,Danh hiệu mới-12,New Title-12,ตำแหน่งใหม่-12,Gelar Baru-12,Bagong Titulo-12,Gelaran Baharu-12,,pic,,,config/title/title_new12.png,,4,,,,11012,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3013,,New Title-13,Danh hiệu mới-13,New Title-13,ตำแหน่งใหม่-13,Gelar Baru-13,Bagong Titulo-13,Gelaran Baharu-13,,pic,,,config/title/title_new13.png,,4,,,,11013,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3014,,New Title-14,Danh hiệu mới-14,New Title-14,ตำแหน่งใหม่-14,Gelar Baru-14,Bagong Titulo-14,Gelaran Baharu-14,,pic,,,config/title/title_new14.png,,4,,,,11014,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3015,,New Title-15,Danh hiệu mới-15,New Title-15,ตำแหน่งใหม่-15,Gelar Baru-15,Bagong Titulo-15,Gelaran Baharu-15,,pic,,,config/title/title_new15.png,,4,,,,11015,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3016,,New Title-16,Danh hiệu mới-16,New Title-16,ตำแหน่งใหม่-16,Gelar Baru-16,Bagong Titulo-16,Gelaran Baharu-16,,pic,,,config/title/title_new16.png,,4,,,,11016,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3017,,New Title-17,Danh hiệu mới-17,New Title-17,ตำแหน่งใหม่-17,Gelar Baru-17,Bagong Titulo-17,Gelaran Baharu-17,,pic,,,config/title/title_new17.png,,4,,,,11017,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3018,,New Title-18,Danh hiệu mới-18,New Title-18,ตำแหน่งใหม่-18,Gelar Baru-18,Bagong Titulo-18,Gelaran Baharu-18,,pic,,,config/title/title_new18.png,,4,,,,11018,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3019,,New Title-19,Danh hiệu mới-19,New Title-19,ตำแหน่งใหม่-19,Gelar Baru-19,Bagong Titulo-19,Gelaran Baharu-19,,pic,,,config/title/title_new19.png,,4,,,,11019,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3020,,New Title-20,Danh hiệu mới-20,New Title-20,ตำแหน่งใหม่-20,Gelar Baru-20,Bagong Titulo-20,Gelaran Baharu-20,,pic,,,config/title/title_new20.png,,4,,,,11020,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3021,,New Title-21,Danh hiệu mới-21,New Title-21,ตำแหน่งใหม่-21,Gelar Baru-21,Bagong Titulo-21,Gelaran Baharu-21,,pic,,,config/title/title_new21.png,,4,,,,11021,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3022,,New Title-22,Danh hiệu mới-22,New Title-22,ตำแหน่งใหม่-22,Gelar Baru-22,Bagong Titulo-22,Gelaran Baharu-22,,pic,,,config/title/title_new22.png,,4,,,,11022,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3023,,New Title-23,Danh hiệu mới-23,New Title-23,ตำแหน่งใหม่-23,Gelar Baru-23,Bagong Titulo-23,Gelaran Baharu-23,,pic,,,config/title/title_new23.png,,4,,,,11023,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3024,,New Title-24,Danh hiệu mới-24,New Title-24,ตำแหน่งใหม่-24,Gelar Baru-24,Bagong Titulo-24,Gelaran Baharu-24,,pic,,,config/title/title_new24.png,,4,,,,11024,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3025,,New Title-25,Danh hiệu mới-25,New Title-25,ตำแหน่งใหม่-25,Gelar Baru-25,Bagong Titulo-25,Gelaran Baharu-25,,pic,,,config/title/title_new25.png,,4,,,,11025,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3026,,New Title-26,Danh hiệu mới-26,New Title-26,ตำแหน่งใหม่-26,Gelar Baru-26,Bagong Titulo-26,Gelaran Baharu-26,,pic,,,config/title/title_new26.png,,4,,,,11026,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3027,,New Title-27,Danh hiệu mới-27,New Title-27,ตำแหน่งใหม่-27,Gelar Baru-27,Bagong Titulo-27,Gelaran Baharu-27,,pic,,,config/title/title_new27.png,,4,,,,11027,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3028,,New Title-28,Danh hiệu mới-28,New Title-28,ตำแหน่งใหม่-28,Gelar Baru-28,Bagong Titulo-28,Gelaran Baharu-28,,pic,,,config/title/title_new28.png,,4,,,,11028,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3029,,New Title-29,Danh hiệu mới-29,New Title-29,ตำแหน่งใหม่-29,Gelar Baru-29,Bagong Titulo-29,Gelaran Baharu-29,,pic,,,config/title/title_new29.png,,4,,,,11029,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3030,,New Title-30,Danh hiệu mới-30,New Title-30,ตำแหน่งใหม่-30,Gelar Baru-30,Bagong Titulo-30,Gelaran Baharu-30,,pic,,,config/title/title_new30.png,,4,,,,11030,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3031,,New Title-31,Danh hiệu mới-31,New Title-31,ตำแหน่งใหม่-31,Gelar Baru-31,Bagong Titulo-31,Gelaran Baharu-31,,pic,,,config/title/title_new31.png,,4,,,,11031,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3032,,New Title-32,Danh hiệu mới-32,New Title-32,ตำแหน่งใหม่-32,Gelar Baru-32,Bagong Titulo-32,Gelaran Baharu-32,,pic,,,config/title/title_new32.png,,4,,,,11032,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3033,,New Title-33,Danh hiệu mới-33,New Title-33,ตำแหน่งใหม่-33,Gelar Baru-33,Bagong Titulo-33,Gelaran Baharu-33,,pic,,,config/title/title_new33.png,,4,,,,11033,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3034,,New Title-34,Danh hiệu mới-34,New Title-34,ตำแหน่งใหม่-34,Gelar Baru-34,Bagong Titulo-34,Gelaran Baharu-34,,pic,,,config/title/title_new34.png,,4,,,,11034,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3035,,New Title-35,Danh hiệu mới-35,New Title-35,ตำแหน่งใหม่-35,Gelar Baru-35,Bagong Titulo-35,Gelaran Baharu-35,,pic,,,config/title/title_new35.png,,4,,,,11035,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3036,,New Title-36,Danh hiệu mới-36,New Title-36,ตำแหน่งใหม่-36,Gelar Baru-36,Bagong Titulo-36,Gelaran Baharu-36,,pic,,,config/title/title_new36.png,,4,,,,11036,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3037,,New Title-37,Danh hiệu mới-37,New Title-37,ตำแหน่งใหม่-37,Gelar Baru-37,Bagong Titulo-37,Gelaran Baharu-37,,pic,,,config/title/title_new37.png,,4,,,,11037,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3038,,New Title-38,Danh hiệu mới-38,New Title-38,ตำแหน่งใหม่-38,Gelar Baru-38,Bagong Titulo-38,Gelaran Baharu-38,,pic,,,config/title/title_new38.png,,4,,,,11038,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3039,,New Title-39,Danh hiệu mới-39,New Title-39,ตำแหน่งใหม่-39,Gelar Baru-39,Bagong Titulo-39,Gelaran Baharu-39,,pic,,,config/title/title_new39.png,,4,,,,11039,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3040,,New Title-40,Danh hiệu mới-40,New Title-40,ตำแหน่งใหม่-40,Gelar Baru-40,Bagong Titulo-40,Gelaran Baharu-40,,pic,,,config/title/title_new40.png,,4,,,,11040,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3041,,New Title-41,Danh hiệu mới-41,New Title-41,ตำแหน่งใหม่-41,Gelar Baru-41,Bagong Titulo-41,Gelaran Baharu-41,,pic,,,config/title/title_new41.png,,4,,,,11041,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3042,,New Title-42,Danh hiệu mới-42,New Title-42,ตำแหน่งใหม่-42,Gelar Baru-42,Bagong Titulo-42,Gelaran Baharu-42,,pic,,,config/title/title_new42.png,,4,,,,11042,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3043,,New Title-43,Danh hiệu mới-43,New Title-43,ตำแหน่งใหม่-43,Gelar Baru-43,Bagong Titulo-43,Gelaran Baharu-43,,pic,,,config/title/title_new43.png,,4,,,,11043,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3044,,New Title-44,Danh hiệu mới-44,New Title-44,ตำแหน่งใหม่-44,Gelar Baru-44,Bagong Titulo-44,Gelaran Baharu-44,,pic,,,config/title/title_new44.png,,4,,,,11044,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3045,,New Title-45,Danh hiệu mới-45,New Title-45,ตำแหน่งใหม่-45,Gelar Baru-45,Bagong Titulo-45,Gelaran Baharu-45,,pic,,,config/title/title_new45.png,,4,,,,11045,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3046,,New Title-46,Danh hiệu mới-46,New Title-46,ตำแหน่งใหม่-46,Gelar Baru-46,Bagong Titulo-46,Gelaran Baharu-46,,pic,,,config/title/title_new46.png,,4,,,,11046,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3047,,New Title-47,Danh hiệu mới-47,New Title-47,ตำแหน่งใหม่-47,Gelar Baru-47,Bagong Titulo-47,Gelaran Baharu-47,,pic,,,config/title/title_new47.png,,4,,,,11047,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3048,,New Title-48,Danh hiệu mới-48,New Title-48,ตำแหน่งใหม่-48,Gelar Baru-48,Bagong Titulo-48,Gelaran Baharu-48,,pic,,,config/title/title_new48.png,,4,,,,11048,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3049,,New Title-49,Danh hiệu mới-49,New Title-49,ตำแหน่งใหม่-49,Gelar Baru-49,Bagong Titulo-49,Gelaran Baharu-49,,pic,,,config/title/title_new49.png,,4,,,,11049,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3050,,New Title-50,Danh hiệu mới-50,New Title-50,ตำแหน่งใหม่-50,Gelar Baru-50,Bagong Titulo-50,Gelaran Baharu-50,,pic,,,config/title/title_new50.png,,4,,,,11050,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3051,,New Title-51,Danh hiệu mới-51,New Title-51,ตำแหน่งใหม่-51,Gelar Baru-51,Bagong Titulo-51,Gelaran Baharu-51,,pic,,,config/title/title_new51.png,,4,,,,11051,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3052,,New Title-52,Danh hiệu mới-52,New Title-52,ตำแหน่งใหม่-52,Gelar Baru-52,Bagong Titulo-52,Gelaran Baharu-52,,pic,,,config/title/title_new52.png,,4,,,,11052,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3053,,New Title-53,Danh hiệu mới-53,New Title-53,ตำแหน่งใหม่-53,Gelar Baru-53,Bagong Titulo-53,Gelaran Baharu-53,,pic,,,config/title/title_new53.png,,4,,,,11053,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3054,,New Title-54,Danh hiệu mới-54,New Title-54,ตำแหน่งใหม่-54,Gelar Baru-54,Bagong Titulo-54,Gelaran Baharu-54,,pic,,,config/title/title_new54.png,,4,,,,11054,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3055,,New Title-55,Danh hiệu mới-55,New Title-55,ตำแหน่งใหม่-55,Gelar Baru-55,Bagong Titulo-55,Gelaran Baharu-55,,pic,,,config/title/title_new55.png,,4,,,,11055,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3056,,New Title-56,Danh hiệu mới-56,New Title-56,ตำแหน่งใหม่-56,Gelar Baru-56,Bagong Titulo-56,Gelaran Baharu-56,,pic,,,config/title/title_new56.png,,4,,,,11056,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3057,,New Title-57,Danh hiệu mới-57,New Title-57,ตำแหน่งใหม่-57,Gelar Baru-57,Bagong Titulo-57,Gelaran Baharu-57,,pic,,,config/title/title_new57.png,,4,,,,11057,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3058,,New Title-58,Danh hiệu mới-58,New Title-58,ตำแหน่งใหม่-58,Gelar Baru-58,Bagong Titulo-58,Gelaran Baharu-58,,pic,,,config/title/title_new58.png,,4,,,,11058,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
