VariableName,group,desc_cn,desc,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,weight,icon,iconBg,buffColor,buffType,attrNatureType1,attrType1,attrNum1,attrType2,attrNum2,attrNatureType3,attrType3,attrNum3,supplyType,supplyTarget,supplyNum,pointType,pointValue,passiveSkill,effectTimes,skillgroup,onlyOne,limit,changeLib,belongLib,condition
1019,101,,Provide all present heroes with current attribute * 5% (only main attribute) physical and magic attack.,Cung cấp cho tất cả anh hùng có mặt thuộc tính hiện tại * 5% (chỉ tính thuộc tính chính) tấn công vật lý và phép thuật.,Provide all present heroes with current attribute * 5% (only main attribute) physical and magic attack.,มอบพลังโจมตีทางกายภาพและเวทมนตร์ให้ฮีโร่ทุกคนที่อยู่ในสนาม เท่ากับ 5% ของค่าสถานะหลักปัจจุบัน,Berikan semua pahlawan yang hadir atribut saat ini * 5% (hanya atribut utama) serangan fisik dan sihir.,Bigyan lahat ng bayani sa laban ng kasalukuyang attribute * 5% (pangunahing attribute lang) physical at magic attack.,Berikan semua wira yang hadir atribut semasa * 5% (hanya atribut utama) serangan fizikal dan magik.,,city/adventure/random_tower/icon/icon_xingxiangskill_4.png,city/adventure/random_tower/icon/box_red.png,effect,4,,,,,,,,,,,,,,80019,,,TRUE,1,1,,
1020,1111,,"Each battle, a random hero gains an additional 20% physical and magic attack.","Mỗi trận chiến, ngẫu nhiên một anh hùng nhận thêm 20% tấn công vật lý và phép thuật.","Each battle, a random hero gains an additional 20% physical and magic attack.",ในแต่ละการต่อสู้ ฮีโร่สุ่มหนึ่งคนจะได้รับพลังโจมตีทางกายภาพและเวทมนตร์เพิ่มขึ้น 20%,"Setiap pertarungan, satu pahlawan acak mendapat tambahan 20% serangan fisik dan sihir.","Bawat laban, random na isang bayani ang tumatanggap ng dagdag na 20% physical at magic attack.","Setiap pertempuran, seorang wira rawak mendapat tambahan 20% serangan fizikal dan magik.",,city/adventure/random_tower/icon/icon_xingxiangskill_4.png,city/adventure/random_tower/icon/box_red.png,effect,4,,,,,,,,,,,,,,80020,,,TRUE,,,2,
1021,102,,Calculate the main attribute of all heroes in battle. The hero with the highest attribute count gains 5% Physical and Magic Attack.,"Tính toán thuộc tính của các anh hùng tham chiến (chỉ tính thuộc tính chính), tăng thêm số lượng * 5% tấn công vật lý và phép thuật cho anh hùng sử dụng nhiều thuộc tính nhất.",Calculate the main attribute of all heroes in battle. The hero with the highest attribute count gains 5% Physical and Magic Attack.,คำนวณค่าสถานะหลักของฮีโร่ทุกตัวที่เข้าร่วมการต่อสู้ ฮีโร่ที่มีค่าสถานะมากที่สุดจะได้รับพลังโจมตีกายภาพและเวทมนตร์เพิ่มขึ้น 5%,Hitung atribut utama dari semua pahlawan yang ikut bertarung. Pahlawan dengan jumlah atribut terbanyak mendapatkan 5% Serangan Fisik dan Sihir.,Kalkulahin ang pangunahing attribute ng lahat ng bayani sa labanan. Ang bayani na may pinakamaraming attribute ay makakakuha ng 5% Physical at Magic Attack.,Kira atribut utama semua wira yang bertempur. Wira dengan jumlah atribut tertinggi mendapat 5% Serangan Fizikal dan Ajaib.,,city/adventure/random_tower/icon/icon_xingxiangskill_4.png,city/adventure/random_tower/icon/box_red.png,effect,4,,,,,,,,,,,,,,80021,,,TRUE,1,2,,
1022,1000,,"When dealing magic damage, gain 5% Critical Rate for 2 turns. Can stack up to 4 times. Stacking refreshes duration.","Khi gây sát thương phép thuật, tỷ lệ chí mạng tăng 5%, kéo dài 2 lượt, có thể cộng dồn tối đa 4 lần, cộng dồn sẽ làm mới thời gian kéo dài.","When dealing magic damage, gain 5% Critical Rate for 2 turns. Can stack up to 4 times. Stacking refreshes duration.",เมื่อสร้างความเสียหายเวทมนตร์ จะได้รับอัตราคริติคอลเพิ่มขึ้น 5% เป็นเวลา 2 เทิร์น สามารถสะสมได้สูงสุด 4 ครั้ง การสะสมจะรีเฟรชระยะเวลา,"Saat memberikan damage sihir, dapatkan 5% Peluang Kritis selama 2 giliran. Dapat ditumpuk hingga 4 kali. Penumpukan memperbarui durasi.","Kapag nagdulot ng magic damage, makakakuha ng 5% Critical Rate sa loob ng 2 turns. Pwedeng i-stack hanggang 4 na beses. Ang pag-stack ay nire-reset ang tagal.","Apabila menyebabkan kerosakan sihir, dapatkan 5% Kadar Kritikal selama 2 giliran. Boleh ditumpuk sehingga 4 kali. Penumpukan menyegar semula tempoh.",,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_orange.png,effect,4,,,,,,,,,,,,,,80022,,,TRUE,,,,
1023,1000,,Every 20% Magic Attack increase grants an additional 10% Physical Attack.,"Mỗi khi nhận được 20% tăng pháp thuật, có thể nhận thêm 10% tấn công vật lý.",Every 20% Magic Attack increase grants an additional 10% Physical Attack.,ทุกการเพิ่มพลังเวทมนตร์ 20% จะได้รับพลังโจมตีกายภาพเพิ่มขึ้น 10%,Setiap peningkatan 20% Serangan Sihir memberikan tambahan 10% Serangan Fisik.,Bawat 20% dagdag sa Magic Attack ay nagbibigay ng dagdag na 10% Physical Attack.,Setiap kenaikan 20% Serangan Ajaib memberikan tambahan 10% Serangan Fizikal.,,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80023,,,TRUE,1,,,
1024,1000,,"Increase Critical Damage by 20%. When landing a critical hit, restore 10% of max HP.","Tăng 20% sát thương chí mạng, khi gây chí mạng sẽ hồi phục 10% máu tối đa.","Increase Critical Damage by 20%. When landing a critical hit, restore 10% of max HP.",เพิ่มความเสียหายคริติคอล 20% เมื่อติดคริติคอลจะฟื้นฟู HP สูงสุด 10%,"Tingkatkan Kerusakan Kritis sebesar 20%. Saat mengenai kritis, pulihkan 10% HP maksimum.","Dagdagan ang Critical Damage ng 20%. Kapag nag-critical, magre-regen ng 10% ng max HP.","Tingkatkan Kerosakan Kritikal sebanyak 20%. Apabila mengenai kritikal, pulihkan 10% HP maksimum.",,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_orange.png,effect_huang,4,,,,,,,,,,,,,,80024,,,TRUE,,,,
1025,1000,,Every 20% Physical Attack increase grants an additional 10% Magic Attack.,"Mỗi khi nhận được 20% tấn công vật lý, có thể nhận thêm 10% tấn công phép thuật.",Every 20% Physical Attack increase grants an additional 10% Magic Attack.,ทุกการเพิ่มพลังโจมตีกายภาพ 20% จะได้รับพลังโจมตีเวทเพิ่มขึ้น 10%,Setiap peningkatan 20% Serangan Fisik memberikan tambahan 10% Serangan Sihir.,Bawat 20% Physical Attack ay nagbibigay ng dagdag na 10% Magic Attack.,Setiap kenaikan 20% Serangan Fizikal memberikan tambahan 10% Serangan Ajaib.,,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_orange.png,effect_huang,4,,,,,,,,,,,,,,80025,,,TRUE,,,,
1026,200,,"When dealing damage to a controlled enemy, remove their control effect and deal damage equal to 20% of their current HP.","Khi gây sát thương cho kẻ địch bị kiểm soát, sẽ giải trừ hiệu ứng kiểm soát của chúng và gây sát thương bằng 20% máu hiện tại của chúng.","When dealing damage to a controlled enemy, remove their control effect and deal damage equal to 20% of their current HP.",เมื่อสร้างความเสียหายต่อศัตรูที่ถูกควบคุม จะลบสถานะควบคุมและสร้างความเสียหายเท่ากับ 20% ของ HP ปัจจุบันของพวกเขา,"Saat memberikan damage kepada musuh yang terkena kontrol, hilangkan efek kontrol mereka dan berikan damage sebesar 20% dari HP saat ini mereka.","Kapag nakadamage sa kontroladong kalaban, aalisin ang kontrol at magdudulot ng damage na katumbas ng 20% ng kanilang kasalukuyang HP.","Apabila menyebabkan kerosakan kepada musuh yang dikawal, nyah kawalan mereka dan kenakan kerosakan sebanyak 20% daripada HP semasa mereka.",,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80026,,,TRUE,1,,6,
1027,1000,,"When dealing magic critical hit, increase this critical damage by 20% and heal 5% of the damage dealt.","Khi gây sát thương chí mạng phép, tăng thêm 20% sát thương chí mạng lần này và hồi phục 5% giá trị sát thương đó dưới dạng máu.","When dealing magic critical hit, increase this critical damage by 20% and heal 5% of the damage dealt.",เมื่อคริติคอลเวท จะเพิ่มความเสียหายคริติคอลครั้งนี้ 20% และฟื้นฟู 5% ของความเสียหายนั้นเป็น HP,"Saat menghasilkan critical damage sihir, tingkatkan kerusakan kritis tersebut sebesar 20% dan pulihkan 5% dari damage sebagai HP.","Kapag magic critical ang attack, dadagdagan ng 20% ang critical damage at mag-heal ng 5% ng damage bilang HP.","Apabila menghasilkan serangan kritikal ajaib, tingkatkan kerosakan kritikal itu sebanyak 20% dan pulihkan 5% daripada jumlah kerosakan sebagai HP.",,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_orange.png,effect_huang,4,,,,,,,,,,,,,,80027,,,TRUE,,,,
1028,1000,,"At the end of each round, remove one random control effect from all our heroes.","Mỗi khi kết thúc một vòng lớn, giải trừ một hiệu ứng kiểm soát ngẫu nhiên trên tất cả anh hùng của chúng tôi.","At the end of each round, remove one random control effect from all our heroes.",เมื่อจบรอบ จะลบสถานะควบคุมแบบสุ่ม 1 อย่างจากฮีโร่ฝ่ายเรา,"Di akhir setiap ronde, hilangkan satu efek kontrol secara acak dari semua pahlawan kita.","Tuwing matapos ang isang round, aalisin ang isang random control effect sa lahat ng ating bayani.","Pada akhir setiap pusingan, buang satu kesan kawalan rawak dari semua wira kami.",,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80028,,,TRUE,1,,,
1029,1111,,"When attacking, all remaining DoT effects on the target take effect instantly.","Khi tấn công, tính toán tất cả sát thương liên tục trên mục tiêu, khiến tất cả sát thương liên tục còn lại trên mục tiêu có hiệu lực ngay lập tức.","When attacking, all remaining DoT effects on the target take effect instantly.",เมื่อโจมตี สถานะความเสียหายต่อเนื่องทั้งหมดที่เหลืออยู่บนเป้าหมายจะมีผลทันที,"Saat menyerang, semua efek damage terus-menerus yang tersisa pada target langsung berlaku.","Kapag umatake, lahat ng natitirang DoT sa target ay magkakaroon ng epekto agad.","Apabila menyerang, semua kesan kerosakan berterusan yang tinggal pada sasaran akan berlaku serta-merta.",,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80029,,,TRUE,,6,,
1030,200,,"At the start of each turn, remove one negative effect from self. Each removal grants 5% increased damage and 5% damage reduction for the turn. Can stack up to 4 times.","Mỗi khi bắt đầu một lượt, giải trừ một hiệu ứng tiêu cực trên bản thân, mỗi lần giải trừ, sẽ nhận thêm 5% tăng sát thương và 5% giảm sát thương trong lượt đó, tối đa có thể cộng dồn 4 lần.","At the start of each turn, remove one negative effect from self. Each removal grants 5% increased damage and 5% damage reduction for the turn. Can stack up to 4 times.",เมื่อเริ่มเทิร์น จะลบสถานะลบ 1 อย่างจากตัวเอง ทุกครั้งที่ลบจะเพิ่มความเสียหาย 5% และลดความเสียหายที่ได้รับ 5% สำหรับเทิร์นนั้น สะสมได้สูงสุด 4 ครั้ง,"Saat memulai giliran, hilangkan satu efek negatif dari diri sendiri. Setiap penghapusan memberikan 5% peningkatan damage dan 5% pengurangan damage selama giliran itu. Dapat ditumpuk hingga 4 kali.","Sa simula ng bawat turn, alisin ang isang negative effect sa sarili. Kada tanggal ay makakakuha ng 5% bonus damage at 5% damage reduction sa turn na iyon, hanggang 4 stacks.","Pada permulaan setiap giliran, buang satu kesan negatif daripada diri sendiri. Setiap penghapusan memberikan 5% peningkatan serangan dan 5% pengurangan kerosakan untuk giliran itu. Boleh ditumpuk sehingga 4 kali.",,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80030,,,TRUE,,,6,
1031,103,,"When attacked, reduce the attacker’s Physical and Magic Attack by 5%. Can stack up to 6 times.","Khi bị tấn công, giảm 5% tấn công vật lý và phép của mục tiêu, tối đa có thể cộng dồn 6 lần.","When attacked, reduce the attacker’s Physical and Magic Attack by 5%. Can stack up to 6 times.",เมื่อถูกโจมตี จะลดพลังโจมตีกายภาพและเวทของศัตรูลง 5% สูงสุดสะสม 6 ครั้ง,"Saat diserang, kurangi Serangan Fisik dan Sihir penyerang sebesar 5%. Dapat ditumpuk hingga 6 kali.","Kapag inatake, babawasan ng 5% ang Physical at Magic Attack ng kalaban. Pwedeng i-stack hanggang 6 na beses.","Apabila diserang, kurangkan Serangan Fizikal dan Ajaib musuh sebanyak 5%. Boleh ditumpuk sehingga 6 kali.",,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80031,,,TRUE,,6,,
1032,200,,Every 2% Lifesteal bonus increases damage by 1%.,"Mỗi 2% hút máu cộng thêm, sẽ tăng 1% sát thương.",Every 2% Lifesteal bonus increases damage by 1%.,ทุกค่าการดูดเลือดเพิ่มขึ้น 2% จะเพิ่มความเสียหาย 1%,Setiap tambahan 2% Lifesteal meningkatkan damage sebesar 1%.,Bawat dagdag na 2% Lifesteal ay nagbibigay ng 1% dagdag na damage.,Setiap 2% penyerapan nyawa tambahan memberikan 1% kerosakan tambahan.,,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80032,,,TRUE,,,6,
1033,9999,,Each attack permanently reduces the enemy’s Physical and Magic Attack by 10% for 2 turns. Can stack up to 4 times.,"Mỗi lần tấn công, sẽ giảm vĩnh viễn 10% tấn công vật lý và phép của kẻ địch, kéo dài 2 lượt, tối đa có thể cộng dồn 4 lần.",Each attack permanently reduces the enemy’s Physical and Magic Attack by 10% for 2 turns. Can stack up to 4 times.,แต่ละครั้งที่โจมตี จะลดพลังโจมตีกายภาพและเวทของศัตรูถาวร 10% เป็นเวลา 2 เทิร์น สูงสุดสะสม 4 ครั้ง,Setiap serangan mengurangi Serangan Fisik dan Sihir musuh secara permanen sebesar 10% selama 2 giliran. Dapat ditumpuk hingga 4 kali.,Bawat atake ay permanenteng bumabawas ng 10% Physical at Magic Attack ng kalaban sa loob ng 2 turns. Hanggang 4 na stack.,Setiap serangan mengurangkan Serangan Fizikal dan Ajaib musuh sebanyak 10% secara kekal selama 2 giliran. Boleh ditumpuk sehingga 4 kali.,,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_red.png,effect,4,,,,,,,,,,,,,,80033,,,TRUE,,,7,
1034,200,,Every 2% Lifesteal bonus increases damage by 1%.,"Mỗi 2% hút máu cộng thêm, sẽ tăng 1% sát thương.",Every 2% Lifesteal bonus increases damage by 1%.,ทุกค่าการดูดเลือดเพิ่มขึ้น 2% จะเพิ่มความเสียหาย 1%,Setiap tambahan 2% Lifesteal meningkatkan damage sebesar 1%.,Bawat dagdag na 2% Lifesteal ay nagbibigay ng 1% dagdag na damage.,Setiap 2% penyerapan nyawa tambahan memberikan 1% kerosakan tambahan.,,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80034,,,TRUE,,,8,
1035,1111,,"After dealing damage, heal for 15% of the damage dealt.","Sau khi gây sát thương, nhận lại 15% lượng sát thương đã gây ra dưới dạng hồi phục.","After dealing damage, heal for 15% of the damage dealt.",หลังจากสร้างความเสียหาย จะฟื้นฟู HP เท่ากับ 15% ของความเสียหายที่สร้าง,"Setelah memberikan damage, pulihkan 15% dari damage yang diberikan sebagai HP.","Pagkatapos makadamage, mag-heal ng 15% ng damage bilang HP.","Selepas menyebabkan kerosakan, pulihkan 15% daripada kerosakan sebagai HP.",,city/adventure/random_tower/icon/icon_xingxiangskill_4.png,city/adventure/random_tower/icon/box_red.png,effect,4,,,,,,,,,,,,,,80035,,,TRUE,,8,,
1036,200,,"Each time damage is dealt, additional damage equal to the hero's shield value is added.","Mỗi lần gây sát thương, sẽ thêm sát thương bằng với giá trị khiên của bản thân.","Each time damage is dealt, additional damage equal to the hero's shield value is added.",ทุกครั้งที่สร้างความเสียหาย จะเพิ่มความเสียหายเท่ากับค่าบาเรียของตนเอง,"Setiap kali memberikan damage, tambahkan damage tambahan sebesar nilai perisai hero.","Tuwing may damage, may karagdagang damage batay sa halaga ng sariling shield.","Setiap kali menyebabkan kerosakan, tambah kerosakan tambahan bersamaan dengan nilai perisai diri sendiri.",,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80036,,,TRUE,,,9,
1037,200,,"When dealing damage, increase damage based on the current ratio of shield to current HP.","Khi gây sát thương, tăng thêm sát thương bằng tỷ lệ hiện tại của khiên/và máu hiện tại.","When dealing damage, increase damage based on the current ratio of shield to current HP.",เมื่อสร้างความเสียหาย จะเพิ่มความเสียหายตามอัตราส่วนระหว่างค่าบาเรียกับ HP ปัจจุบัน,"Saat memberikan damage, tingkatkan damage berdasarkan rasio perisai saat ini terhadap HP saat ini.","Kapag nagdulot ng damage, tataas ang damage base sa ratio ng kasalukuyang shield sa kasalukuyang HP.","Apabila menyebabkan kerosakan, tingkatkan kerosakan berdasarkan nisbah perisai semasa berbanding HP semasa.",,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80037,,,TRUE,,,9,
1038,999,,"In the next battle, when our hero kills an enemy, gain 100% Physical Attack for 2 turns.","Trong trận chiến tiếp theo, khi anh hùng của chúng tôi tiêu diệt kẻ địch, sẽ nhận được 100% tấn công vật lý, kéo dài 2 lượt.","In the next battle, when our hero kills an enemy, gain 100% Physical Attack for 2 turns.",ในการต่อสู้ถัดไป เมื่อฮีโร่ของเรากำจัดศัตรู จะได้รับพลังโจมตีกายภาพเพิ่ม 100% เป็นเวลา 2 เทิร์น,"Dalam pertempuran berikutnya, ketika pahlawan kita membunuh musuh, dapatkan 100% Serangan Fisik selama 2 giliran.","Sa susunod na laban, kapag nakapatay ang ating bayani, makakakuha ng 100% Physical Attack sa loob ng 2 turns.","Dalam pertempuran seterusnya, apabila wira kita membunuh musuh, dapatkan 100% Serangan Fizikal selama 2 giliran.",,city/adventure/random_tower/icon/icon_xingxiangskill_4.png,city/adventure/random_tower/icon/box_red.png,effect,4,,,,,,,,,,,,,,80038,1,,,,,,
1039,999,,"At the start of the next battle, our first hero will deal double damage.","Khi trận chiến tiếp theo bắt đầu, anh hùng đầu tiên của chúng tôi sẽ gây sát thương gấp đôi.","At the start of the next battle, our first hero will deal double damage.",เมื่อเริ่มการต่อสู้ถัดไป ฮีโร่ตัวแรกของเราจะสร้างความเสียหายเป็น 2 เท่า,"Saat pertempuran berikutnya dimulai, pahlawan pertama kita akan memberikan damage dua kali lipat.","Sa simula ng susunod na laban, ang una nating bayani ay magdudulot ng double damage.","Apabila pertempuran seterusnya bermula, wira pertama kita akan menyebabkan dua kali ganda kerosakan.",,city/adventure/random_tower/icon/icon_xingxiangskill_4.png,city/adventure/random_tower/icon/box_red.png,effect_huang,4,,,,,,,,,,,,,,80039,1,,,,,,
1040,9999,,"At the start of the next battle, there is a 15% chance to halve the current HP of an enemy. This can only trigger in the first challenge attempt and will not activate in subsequent attempts.","Khi trận chiến tiếp theo bắt đầu, có 15% cơ hội làm giảm nửa máu hiện tại của kẻ địch, chỉ có thể kích hoạt khi thách đấu lần đầu tiên, lần thách đấu sau sẽ không kích hoạt.","At the start of the next battle, there is a 15% chance to halve the current HP of an enemy. This can only trigger in the first challenge attempt and will not activate in subsequent attempts.",เมื่อเริ่มการต่อสู้ถัดไป มีโอกาส 15% ที่จะลด HP ปัจจุบันของศัตรูลงครึ่งหนึ่ง ใช้ได้เฉพาะในการท้าทายครั้งแรกเท่านั้น ครั้งต่อไปจะไม่ทำงาน,"Saat pertempuran berikutnya dimulai, ada 15% peluang untuk mengurangi separuh HP musuh. Hanya aktif pada tantangan pertama, tidak berlaku untuk tantangan berikutnya.","Sa simula ng susunod na laban, may 15% tsansa na bawasan ng kalahati ang kasalukuyang HP ng kalaban. Gagana lang ito sa unang hamon, hindi na uulit sa mga susunod.","Apabila pertempuran seterusnya bermula, ada 15% peluang untuk mengurangkan separuh HP semasa musuh. Hanya boleh dicetuskan pada cubaan cabaran pertama.",,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_yellow.png,effect,4,,,,,,,,,,,,,,80040,1,,,,,,
1041,9999,,"At the start of the next battle, there is a 50% chance for enemies to instantly die (each enemy calculated independently).","Khi trận chiến tiếp theo bắt đầu, có 50% xác suất kẻ địch trực tiếp chết (mỗi kẻ địch tính riêng xác suất).","At the start of the next battle, there is a 50% chance for enemies to instantly die (each enemy calculated independently).",เมื่อเริ่มการต่อสู้ถัดไป มีโอกาส 50% ที่ศัตรูจะตายทันที (คำนวณแยกแต่ละศัตรู),"Saat pertempuran berikutnya dimulai, ada 50% kemungkinan musuh mati langsung (masing-masing musuh dihitung secara terpisah).","Sa simula ng susunod na laban, may 50% na posibilidad na mamatay agad ang kalaban (hiwalay ang tsansa kada kalaban).","Apabila pertempuran seterusnya bermula, ada 50% peluang untuk musuh mati serta-merta (setiap musuh dikira berasingan).",,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80041,1,,,,,,
1042,200,,"Each time a hero of one attribute is used, gain 2% damage reduction.","Mỗi khi sử dụng anh hùng thuộc một thuộc tính, sẽ nhận thêm 2% giảm sát thương.","Each time a hero of one attribute is used, gain 2% damage reduction.",ทุกครั้งที่ใช้ฮีโร่ที่มีเพียงหนึ่งธาตุ จะได้รับลดความเสียหายเพิ่ม 2%,"Setiap kali menggunakan pahlawan dengan satu atribut, dapatkan pengurangan damage 2%.","Tuwing gumagamit ng bayani na may isang attribute lang, makakakuha ng 2% damage reduction.","Setiap kali menggunakan wira dengan satu atribut, dapatkan 2% pengurangan kerosakan.",,city/adventure/random_tower/icon/icon_xingxiangskill_5.png,city/adventure/random_tower/icon/box_blue.png,effect_huang,4,,,,,,,,,,,,,,80042,,,TRUE,,,1,
1043,1111,,Increase control immunity rate by 30% for all our heroes.,Tăng 30% tỷ lệ miễn nhiễm kiểm soát cho tất cả anh hùng của chúng tôi.,Increase control immunity rate by 30% for all our heroes.,เพิ่มอัตราต้านทานการควบคุมของฮีโร่ทั้งหมดของเรา 30%,Tingkatkan tingkat kekebalan terhadap kontrol sebesar 30% untuk semua pahlawan kita.,Dagdagan ng 30% control immunity ang lahat ng ating bayani.,Tingkatkan kadar imun terhadap kawalan sebanyak 30% untuk semua wira kita.,,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_green.png,effect_huang,4,,,,,,,,,,,,,,80043,,,TRUE,,,6,
1044,1000,,"Every 5% extra Defense (including from Mythic World, special combat bonuses, buffs) increases damage reflection by 5%.","Mỗi 5% phòng thủ thêm (bao gồm gia tăng từ Thế Giới Thần Thoại, tăng từ chiến đấu đặc biệt, buff) sẽ tăng 5% phản sát thương.","Every 5% extra Defense (including from Mythic World, special combat bonuses, buffs) increases damage reflection by 5%.",ทุกการเพิ่มพลังป้องกัน 5% (รวมจากโลกเทพเจ้า โบนัสการต่อสู้ บัฟ) จะเพิ่มการสะท้อนความเสียหาย 5%,"Setiap tambahan 5% Pertahanan (termasuk dari Dunia Mitos, bonus pertempuran khusus, buff) meningkatkan pantulan damage sebesar 5%.","Bawat dagdag na 5% defense (kasama ang mula sa Mythic World, espesyal na bonus, buff) ay magpapataas ng 5% damage reflect.","Setiap tambahan 5% Pertahanan (termasuk dari Dunia Mitos, bonus pertempuran khas, buff) meningkatkan pantulan kerosakan sebanyak 5%.",,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80044,,,TRUE,,,,
1045,200,,"Each time damage is dealt, gain a shield equal to 5% of the damage dealt.","Mỗi lần gây sát thương, sẽ nhận thêm khiên bằng 5% sát thương đã gây ra.","Each time damage is dealt, gain a shield equal to 5% of the damage dealt.",ทุกครั้งที่สร้างความเสียหาย จะได้รับบาเรียเท่ากับ 5% ของความเสียหายที่ทำได้,"Setiap kali memberikan damage, dapatkan perisai sebesar 5% dari damage yang diberikan.","Tuwing may damage, makakakuha ng shield na katumbas ng 5% ng nagawang damage.","Setiap kali menyebabkan kerosakan, terima perisai bersamaan dengan 5% daripada kerosakan tersebut.",,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80045,,,TRUE,,,9,
1046,200,,Each point of overhealing is converted into 2 shield points.,Mỗi điểm hồi phục máu dư thừa sẽ được chuyển thành 2 điểm khiên.,Each point of overhealing is converted into 2 shield points.,ทุกจุดการฟื้นฟู HP เกินพิกัด จะเปลี่ยนเป็นบาเรีย 2 แต้ม,Setiap poin penyembuhan yang berlebih akan diubah menjadi 2 poin perisai.,Bawat sobra sa healing ay magiging 2 shield points.,Setiap titik pemulihan HP berlebihan akan ditukar kepada 2 mata perisai.,,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80046,,,TRUE,,,9,
1047,9999,,"When our first hero dies, they revive before the next action phase, restoring 50% HP and 100% energy. This effect can only occur once per battle.","Khi anh hùng đầu tiên của chúng tôi tử trận, sẽ hồi sinh trước khi bắt đầu lượt hành động tiếp theo, hồi phục 50% máu và 100% tức, hiệu ứng này chỉ có thể áp dụng trong một trận chiến.","When our first hero dies, they revive before the next action phase, restoring 50% HP and 100% energy. This effect can only occur once per battle.",เมื่อฮีโร่ตัวแรกของเราตาย จะฟื้นคืนชีพก่อนรอบถัดไป พร้อมฟื้น HP 50% และพลังงาน 100% เอฟเฟกต์นี้ใช้ได้เพียงหนึ่งครั้งต่อการต่อสู้,"Ketika pahlawan pertama kita mati, dia akan bangkit kembali sebelum giliran berikutnya, memulihkan 50% HP dan 100% energi. Efek ini hanya berlaku satu kali per pertempuran.","Kapag namatay ang una nating bayani, siya ay magre-resurrect bago magsimula ang susunod na aksyon, may 50% HP at 100% energy. Isang beses lang ito kada laban.","Apabila wira pertama kita mati, mereka akan hidup semula sebelum giliran tindakan seterusnya, memulihkan 50% HP dan 100% tenaga. Kesan ini hanya berlaku sekali setiap pertempuran.",,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80047,1,,,,,,
1048,1111,,"At the start of each turn, there is a 20% chance to randomly stun an enemy.","Mỗi lượt bắt đầu, có 20% cơ hội khiến ngẫu nhiên một kẻ địch bị choáng.","At the start of each turn, there is a 20% chance to randomly stun an enemy.",เมื่อเริ่มแต่ละรอบ มีโอกาส 20% ที่จะทำให้ศัตรูหนึ่งตัวติดสถานะสตันแบบสุ่ม,"Pada awal setiap giliran, ada peluang 20% untuk membuat musuh acak terkena stun.","Sa simula ng bawat turn, may 20% tsansa na mag-stun ng isang random na kalaban.","Setiap permulaan giliran, ada 20% peluang menyebabkan satu musuh rawak terkena stun.",,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_red.png,effect,4,,,,,,,,,,,,,,80048,,,TRUE,,,6,
