VariableName,_beizhu,cardID,unitID,desc,rarity,level,star,advance,skillLevels,skills,abilities,nvalue,fetters,equipAdvance,equipStar,equipLevel,equipAwake,hp,damage,specialDamage,defence,specialDefence,speed,strikeLevel,strikeDamage,strikeResistance,blockLevel,breakBlockLevel,blockPower,damageAdd,damageSub,mainSkillAdd,mainSkillSub,controlPer,immuneControl,suckBlood,rebound,languages
100603,,3413,,Phó bản 7_Thẻ người chơi 3,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100604,,3161,,Phó bản 7_Thẻ người chơi 4,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100605,,771,,Phó bản 7_Thẻ người chơi 5,2,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100606,,3303,,Phó bản 7_Thẻ người chơi 6,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100607,,263,,Phó bản 7_Thẻ người chơi 7,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100608,,603,,Phó bản 7_Thẻ người chơi 8,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100609,,1303,,Phó bản 7_Thẻ người chơi 9,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100610,,1241,,Phó bản 7_Thẻ người chơi 10,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100611,,1771,400607,Phó bản 7_Thẻ người chơi 11,3,,,,,{17711=80;17713=80;17712=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100621,,3353,,Phó bản 7_Thẻ người chơi 12,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100624,,572,,Phó bản 7_Thẻ người chơi 13,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100701,,92,,Phó bản 8_Thẻ người chơi 1,2,,,,,{924=80;926=80;921=80;922=80;923=80;40007076=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100702,,92,,Phó bản 8_Thẻ người chơi 2,2,,,,,{924=80;926=80;921=80;922=80;923=80;40007076=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100703,,92,,Phó bản 8_Thẻ người chơi 3,2,,,,,{924=80;926=80;921=80;922=80;923=80;40007076=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100704,,92,,Phó bản 8_Thẻ người chơi 4,2,,,,,{924=80;926=80;921=80;922=80;923=80;40007076=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100705,,92,,Phó bản 8_Thẻ người chơi 5,2,,,,,{924=80;926=80;921=80;922=80;923=80;40007076=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100706,,92,,Phó bản 8_Thẻ người chơi 6,2,,,,,{924=80;926=80;921=80;922=80;923=80;40007076=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100801,,23,,Phó bản 9_Thẻ người chơi 1,2,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100802,,1221,,Phó bản 9_Thẻ người chơi 2,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100803,,1313,,Phó bản 9_Thẻ người chơi 3,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100804,,1082,,Phó bản 9_Thẻ người chơi 4,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100805,,333,,Phó bản 9_Thẻ người chơi 5,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100806,,263,,Phó bản 9_Thẻ người chơi 6,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100807,,1612,,Phó bản 9_Thẻ người chơi 7,2,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100808,,1393,,Phó bản 9_Thẻ người chơi 8,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100809,,3303,,Phó bản 9_Thẻ người chơi 9,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100810,,1303,,Phó bản 9_Thẻ người chơi 10,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100901,,552,,Phó bản 10_Thẻ người chơi 1,2,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100902,,783,,Phó bản 10_Thẻ người chơi 2,2,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100903,,23,,Phó bản 10_Thẻ người chơi 3,2,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100904,,273,,Phó bản 10_Thẻ người chơi 4,2,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100905,,13,,Phó bản 10_Thẻ người chơi 5,2,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100906,,1802,,Phó bản 10_Thẻ người chơi 6,2,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100907,,2483,,Phó bản 10_Thẻ người chơi 7,2,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100908,,2963,,Phó bản 10_Thẻ người chơi 8,2,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100909,,2302,,Phó bản 10_Thẻ người chơi 9,2,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100910,,3,,Phó bản 10_Thẻ người chơi 10,2,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100911,,1772,,Phó bản 10_Thẻ người chơi 11,3,,,,,{17726=80;17722=80;17721=80;17723=80;17727=80},,,,,,,,160%,100%,120%,100%,150%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100916,,2633,,Phó bản 10_Thẻ người chơi 10,2,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400001,,1293,400001,Phó bản 1_Quái vật 1,3,,,,,{40000016=80;12931=80;12932=80;12933=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400002,,3663,400002,Phó bản 1_Quái vật 2,3,,,,,{36633=80;40000026=80;36631=80;40000022=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400003,,4,400003,Phó bản 1_Quái vật 3,3,,,,,{43=80;41=80;44=80;40000036=80;42=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400004,,2441,400004,Phó bản 1_Quái vật 4,4,,,,,{24412=80;40000046=80;24411=80;24413=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400005,,3353,400005,Phó bản 1_Quái vật 5,3,,,,,{33531=80;40000056=80;33532=80;33533=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400101,,721,400101,Phó bản 2_Quái vật 1,3,,,,,{7211=80;7216=80;40001012=80;7215=80;40001013=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400102,,3021,400102,Phó bản 2_Quái vật 2,3,,,,,{40001023=80;30214=80;40001026=80;40001022=80;30211=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400103,,1082,400103,Phó bản 2_Quái vật 3,3,,,,,{10821=80;40001036=80;40001033=80;10822=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400201,,9001,400201,Phó bản 3_Quái vật 1,2,,2,,,{90012=80;90013=80;40002016=80;90011=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400202,,9001,400202,Phó bản 3_Quái vật 2,2,,2,,,{90012=80;90013=80;40002026=80;90011=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400203,,9001,400203,Phó bản 3_Quái vật 3,2,,2,,,{90012=80;90013=80;40002036=80;90011=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400301,,14,400301,Phó bản 4_Quái vật 1,3,,,,,{141=80;146=80;142=80;40003016=80;143=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400302,,15,400302,Phó bản 4_Quái vật 2,3,,,,,{151=80;156=80;40003026=80;153=80;152=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400401,,263,400401,Phó bản 5_Quái vật 1,3,,,,,{2636=80;2633=80;2631=80;2632=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400402,,263,400402,Phó bản 5_Quái vật 2,3,,,,,{2636=80;2632=80;40004016=80;2631=80;2633=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400403,,263,400403,Phó bản 5_Quái vật 3,3,,,,,{2636=80;2633=80;2631=80;2632=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400501,,3641,400501,Phó bản 6_Quái vật 1,4,,,,,{36411=80;36412=80;40005016=80;36413=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400502,,3641,400502,Phó bản 6_Quái vật 2,4,,,,,{36411=80;36412=80;40005016=80;36413=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400503,,3641,400503,Phó bản 6_Quái vật 3,4,,,,,{36411=80;36412=80;40005016=80;36413=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400504,,3641,400504,Phó bản 6_Quái vật 4,4,,,,,{36411=80;36412=80;40005016=80;36413=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400505,,3641,400505,Phó bản 6_Quái vật 5,4,,,,,{36411=80;36412=80;40005016=80;36413=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400506,,3641,400506,Phó bản 6_Quái vật 6,4,,,,,{36411=80;36412=80;36413=80;40005026=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400601,,1893,400601,Phó bản 7_Quái vật 1,3,,,,,{18931=80;18932=80;18936=80;18933=80;40006016=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400602,,1813,400602,Phó bản 7_Quái vật 2,3,,,,,{18131=80;18133=80;18136=80;40006016=80;18132=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400603,,3021,400603,Phó bản 7_Quái vật 3,3,,,,,{30213=80;30216=80;30214=80;30212=80;40006016=80;30211=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400604,,1082,400604,Phó bản 7_Quái vật 4,3,,,,,{10822=80;10823=80;10821=80;10826=80;40006016=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400605,,3353,400605,Phó bản 7_Quái vật 5,3,,,,,{33531=80;40006016=80;33532=80;33536=80;33533=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400606,,1931,400606,Phó bản 7_Quái vật 6,3,,,,,{19311=80;19316=80;40006016=80;19313=80;19312=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400701,,1911,400701,Phó bản 8_Quái vật 1,3,,,,,{19112=80;19113=80;19116=80;19114=80;19111=80;40007016=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400702,,1911,400702,Phó bản 8_Quái vật 2,3,,,,,{19114=80;19112=80;19116=80;19113=80;19111=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400703,,1911,400703,Phó bản 8_Quái vật 3,3,,,,,{19114=80;19112=80;19116=80;19113=80;19111=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400704,,1911,400704,Phó bản 8_Quái vật 4,3,,,,,{19114=80;19112=80;19116=80;19113=80;19111=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400705,,1911,400705,Phó bản 8_Quái vật 5,3,,,,,{19114=80;19112=80;19116=80;19113=80;19111=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400706,,1911,400706,Phó bản 8_Quái vật 6,3,,,,,{19114=80;19112=80;19116=80;19113=80;19111=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400801,,482,400801,Phó bản 9_Quái vật 1,2,,,,,{4822=80;4821=80;40008026=80;4826=80;4823=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400802,,3771,400802,Phó bản 9_Quái vật 2,3,,,,,{37712=80;37713=80;37716=80;40008026=80;37711=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400803,,283,400803,Phó bản 9_Quái vật 3,2,,,,,{2833=80;2831=80;40008026=80;2836=80;2832=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400804,,391,400804,Phó bản 9_Quái vật 4,3,,,,,{40008026=80;3916=80;3912=80;3913=80;3911=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400805,,1772,400805,Phó bản 9_Quái vật 5,3,,,,,{40008056=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400806,,221,400806,Phó bản 9_Quái vật 6,2,,,,,{2211=80;2212=80;2213=80;2216=80;40008026=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400901,,741,400901,Phó bản 10_Quái vật 1,3,,,,,{7411=80;7413=80;7412=80;7416=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400902,,3772,400902,Phó bản 10_Quái vật 2,3,,,,,{37721=80;37726=80;37722=80;37723=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400903,,603,400903,Phó bản 10_Quái vật 3,3,,,,,{6031=80;6032=80;6033=80;6036=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400904,,163,400904,Phó bản 10_Quái vật 4,3,,,,,{1632=80;1631=80;1633=80;1636=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400905,,14,400905,Phó bản 10_Quái vật 5,3,,,,,{141=80;146=80;142=80;143=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400906,,4132,400906,Phó bản 10_Quái vật 6,3,,,,,{41323=80;41321=80;41326=80;41322=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
