VariableName,type,targetType,targetType2,targetArg,targetArg2,yyID,point,award,isShow,sort,title_cn,title_tw,title,title_vn,title_en,title_th,title_in,title_ph,title_ma,desc_cn,desc_tw,desc,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,jumpTo,languages
3001,3,16,16,6,30,,20,{rmb=30;5000=20},,,,,Hero Rank,Cấp độ Anh Hùng,Hero Rank,ระดับฮีโร่,Level Pahlawan,Antas ng Bayani,Peringkat Wira,,,Any 6 heroes reach level 30,Bất kỳ 6 anh hùng đạt cấp 30,Any 6 heroes reach level 30,ฮีโร่ใดก็ได้ 6 ตัวถึงเลเวล 30,Naikkan 6 Pahlawan ke Level 30,Pumalo sa Antas 30 ang 6 na Bayani,Apa-apa 6 wira capai tahap 30,strengthen-1,
3002,3,16,16,10,30,,30,{rmb=30;5000=25},,2,,,Hero Rank,Cấp độ Anh Hùng,Hero Rank,ระดับฮีโร่,Level Pahlawan,Antas ng Bayani,Peringkat Wira,,,Any 10 heroes reach level 30,Bất kỳ 10 anh hùng đạt cấp 30,Any 10 heroes reach level 30,ฮีโร่ใดก็ได้ 10 ตัวถึงเลเวล 30,Naikkan 10 Pahlawan ke Level 30,Pumalo sa Antas 30 ang 10 na Bayani,Apa-apa 10 wira capai tahap 30,strengthen-1,
3003,3,16,16,6,50,,20,{rmb=30;5000=30},,3,,,Hero Rank,Cấp độ Anh Hùng,Hero Rank,ระดับฮีโร่,Level Pahlawan,Antas ng Bayani,Peringkat Wira,,,Any 6 heroes reach level 50,Bất kỳ 6 anh hùng đạt cấp 50,Any 6 heroes reach level 50,ฮีโร่ใดก็ได้ 6 ตัวถึงเลเวล 50,Naikkan 6 Pahlawan ke Level 50,Pumalo sa Antas 50 ang 6 na Bayani,Apa-apa 6 wira capai tahap 50,strengthen-1,
3004,3,16,16,10,50,,30,{rmb=30;5000=30},,4,,,Hero Rank,Cấp độ Anh Hùng,Hero Rank,ระดับฮีโร่,Level Pahlawan,Antas ng Bayani,Peringkat Wira,,,Any 10 heroes reach level 50,Bất kỳ 10 anh hùng đạt cấp 50,Any 10 heroes reach level 50,ฮีโร่ใดก็ได้ 10 ตัวถึงเลเวล 50,Naikkan 10 Pahlawan ke Level 50,Pumalo sa Antas 50 ang 10 na Bayani,Apa-apa 10 wira capai tahap 50,strengthen-1,
3005,3,16,16,6,65,,30,{rmb=50;5000=35},,5,,,Hero Rank,Cấp độ Anh Hùng,Hero Rank,ระดับฮีโร่,Level Pahlawan,Antas ng Bayani,Peringkat Wira,,,Any 6 heroes reach level 65,Bất kỳ 6 anh hùng đạt cấp 65,Any 6 heroes reach level 65,ฮีโร่ใดก็ได้ 6 ตัวถึงเลเวล 65,Naikkan 6 Pahlawan ke Level 65,Pumalo sa Antas 65 ang 6 na Bayani,Apa-apa 6 wira capai tahap 65,strengthen-1,
3006,3,16,16,10,65,,50,{rmb=50;5000=35},,6,,,Hero Rank,Cấp độ Anh Hùng,Hero Rank,ระดับฮีโร่,Level Pahlawan,Antas ng Bayani,Peringkat Wira,,,Any 10 heroes reach level 65,Bất kỳ 10 anh hùng đạt cấp 65,Any 10 heroes reach level 65,ฮีโร่ใดก็ได้ 10 ตัวถึงเลเวล 65,Naikkan 10 Pahlawan ke Level 65,Pumalo sa Antas 65 ang 10 na Bayani,Apa-apa 10 wira capai tahap 65,strengthen-1,
3007,3,16,16,6,80,,30,{rmb=50;5000=40},,7,,,Hero Rank,Cấp độ Anh Hùng,Hero Rank,ระดับฮีโร่,Level Pahlawan,Antas ng Bayani,Peringkat Wira,,,Any 6 heroes reach level 80,Bất kỳ 6 anh hùng đạt cấp 80,Any 6 heroes reach level 80,ฮีโร่ใดก็ได้ 6 ตัวถึงเลเวล 80,Naikkan 6 Pahlawan ke Level 80,Pumalo sa Antas 80 ang 6 na Bayani,Apa-apa 6 wira capai tahap 80,strengthen-1,
3008,3,16,16,10,80,,50,{rmb=50;5000=50},,8,,,Hero Rank,Cấp độ Anh Hùng,Hero Rank,ระดับฮีโร่,Level Pahlawan,Antas ng Bayani,Peringkat Wira,,,Any 10 heroes reach level 80,Bất kỳ 10 anh hùng đạt cấp 80,Any 10 heroes reach level 80,ฮีโร่ใดก็ได้ 10 ตัวถึงเลเวล 80,Naikkan 10 Pahlawan ke Level 80,Pumalo sa Antas 80 ang 10 na Bayani,Apa-apa 10 wira capai tahap 80,strengthen-1,
3009,3,16,16,6,100,,30,{rmb=100;5000=50},,9,,,Hero Rank,Cấp độ Anh Hùng,Hero Rank,ระดับฮีโร่,Level Pahlawan,Antas ng Bayani,Peringkat Wira,,,Any 6 heroes reach level 100,Bất kỳ 6 anh hùng đạt cấp 100,Any 6 heroes reach level 100,ฮีโร่ใดก็ได้ 6 ตัวถึงเลเวล 100,Naikkan 6 Pahlawan ke Level 100,Pumalo sa Antas 100 ang 6 na Bayani,Apa-apa 6 wira capai tahap 100,strengthen-1,
3010,3,16,16,10,100,,50,{rmb=100;5000=50},,10,,,Hero Rank,Cấp độ Anh Hùng,Hero Rank,ระดับฮีโร่,Level Pahlawan,Antas ng Bayani,Peringkat Wira,,,Any 10 heroes reach level 100,Bất kỳ 10 anh hùng đạt cấp 100,Any 10 heroes reach level 100,ฮีโร่ใดก็ได้ 10 ตัวถึงเลเวล 100,Naikkan 10 Pahlawan ke Level 100,Pumalo sa Antas 100 ang 10 na Bayani,Apa-apa 10 wira capai tahap 100,strengthen-1,
3011,3,17,17,6,5,,10,{rmb=20;5000=10},,,,,Hero Breakthrough,Đột phá Anh Hùng,Hero Breakthrough,การทะลวงขีดจำกัดฮีโร่,Terobosan Pahlawan,Tagumpay ng Bayani,Peningkatan Peringkat Wira,,,Any 6 heroes reach Blue quality,Bất kỳ 6 anh hùng đạt phẩm chất Lam,Any 6 heroes reach Blue quality,ฮีโร่ใดก็ได้ 6 ตัวถึงคุณภาพสีน้ำเงิน,Naikkan 6 Pahlawan ke Kualitas Biru,Pumalo sa Antas Asul ang 6 na Bayani,Apa-apa 6 wira capai kualiti Biru,strengthen-1,
3012,3,17,17,10,5,,10,{rmb=20;5000=20},,2,,,Hero Breakthrough,Đột phá Anh Hùng,Hero Breakthrough,การทะลวงขีดจำกัดฮีโร่,Terobosan Pahlawan,Tagumpay ng Bayani,Peningkatan Peringkat Wira,,,Any 10 heroes reach Blue quality,Bất kỳ 10 anh hùng đạt phẩm chất Lam,Any 10 heroes reach Blue quality,ฮีโร่ใดก็ได้ 10 ตัวถึงคุณภาพสีน้ำเงิน,Naikkan 10 Pahlawan ke Kualitas Biru,Pumalo sa Antas Asul ang 10 na Bayani,Apa-apa 10 wira capai kualiti Biru,strengthen-1,
3013,3,17,17,6,9,,15,{rmb=30;5000=15},,3,,,Hero Breakthrough,Đột phá Anh Hùng,Hero Breakthrough,การทะลวงขีดจำกัดฮีโร่,Terobosan Pahlawan,Tagumpay ng Bayani,Peningkatan Peringkat Wira,,,Any 6 heroes reach Purple quality,Bất kỳ 6 anh hùng đạt phẩm chất Tím,Any 6 heroes reach Purple quality,ฮีโร่ใดก็ได้ 6 ตัวถึงคุณภาพสีม่วง,Naikkan 6 Pahlawan ke Kualitas Ungu,Pumalo sa Antas Lila ang 6 na Bayani,Apa-apa 6 wira capai kualiti Ungu,strengthen-1,
3014,3,17,17,10,9,,20,{rmb=30;5000=30},,4,,,Hero Breakthrough,Đột phá Anh Hùng,Hero Breakthrough,การทะลวงขีดจำกัดฮีโร่,Terobosan Pahlawan,Tagumpay ng Bayani,Peningkatan Peringkat Wira,,,Any 10 heroes reach Purple quality,Bất kỳ 10 anh hùng đạt phẩm chất Tím,Any 10 heroes reach Purple quality,ฮีโร่ใดก็ได้ 10 ตัวถึงคุณภาพสีม่วง,Naikkan 10 Pahlawan ke Kualitas Ungu,Pumalo sa Antas Lila ang 10 na Bayani,Apa-apa 10 wira capai kualiti Ungu,strengthen-1,
3015,3,17,17,6,14,,30,{rmb=50;5000=30},,5,,,Hero Breakthrough,Đột phá Anh Hùng,Hero Breakthrough,การทะลวงขีดจำกัดฮีโร่,Terobosan Pahlawan,Tagumpay ng Bayani,Peningkatan Peringkat Wira,,,Any 6 heroes reach Orange quality,Bất kỳ 6 anh hùng đạt phẩm chất Cam,Any 6 heroes reach Orange quality,ฮีโร่ใดก็ได้ 6 ตัวถึงคุณภาพสีส้ม,Naikkan 6 Pahlawan ke Kualitas Oranye,Pumalo sa Antas Kahel ang 6 na Bayani,Apa-apa 6 wira capai kualiti Jingga,strengthen-1,
3016,3,17,17,10,14,,30,{rmb=50;5000=50},,6,,,Hero Breakthrough,Đột phá Anh Hùng,Hero Breakthrough,การทะลวงขีดจำกัดฮีโร่,Terobosan Pahlawan,Tagumpay ng Bayani,Peningkatan Peringkat Wira,,,Any 10 heroes reach Orange quality,Bất kỳ 10 anh hùng đạt phẩm chất Cam,Any 10 heroes reach Orange quality,ฮีโร่ใดก็ได้ 10 ตัวถึงคุณภาพสีส้ม,Naikkan 10 Pahlawan ke Kualitas Oranye,Pumalo sa Antas Kahel ang 10 na Bayani,Apa-apa 10 wira capai kualiti Jingga,strengthen-1,
3017,3,18,18,6,4,,15,{502=3;rmb=20},,,,,Hero Star,Sao của Anh Hùng,Hero Star,ดาวของฮีโร่,Bintang Pahlawan,Bituin ng Bayani,Bintang Wira,,,Any 6 heroes reach 4 stars,Bất kỳ 6 anh hùng đạt 4 sao,Any 6 heroes reach 4 stars,ฮีโร่ใดก็ได้ 6 ตัวถึง 4 ดาว,Naikkan 6 Pahlawan ke 4 Bintang,Pumalo sa 4 na Bituin ang 6 na Bayani,Apa-apa 6 wira capai 4 bintang,strengthen-1,
3018,3,18,18,10,4,,20,{502=5;rmb=20},,2,,,Hero Star,Sao của Anh Hùng,Hero Star,ดาวของฮีโร่,Bintang Pahlawan,Bituin ng Bayani,Bintang Wira,,,Any 10 heroes reach 4 stars,Bất kỳ 10 anh hùng đạt 4 sao,Any 10 heroes reach 4 stars,ฮีโร่ใดก็ได้ 10 ตัวถึง 4 ดาว,Naikkan 10 Pahlawan ke 4 Bintang,Pumalo sa 4 na Bituin ang 10 na Bayani,Apa-apa 10 wira capai 4 bintang,strengthen-1,
3019,3,18,18,6,5,,15,{502=3;rmb=30},,3,,,Hero Star,Sao của Anh Hùng,Hero Star,ดาวของฮีโร่,Bintang Pahlawan,Bituin ng Bayani,Bintang Wira,,,Any 6 heroes reach 5 stars,Bất kỳ 6 anh hùng đạt 5 sao,Any 6 heroes reach 5 stars,ฮีโร่ใดก็ได้ 6 ตัวถึง 5 ดาว,Naikkan 6 Pahlawan ke 5 Bintang,Pumalo sa 5 na Bituin ang 6 na Bayani,Apa-apa 6 wira capai 5 bintang,strengthen-1,
3020,3,18,18,10,5,,20,{502=5;rmb=30},,4,,,Hero Star,Sao của Anh Hùng,Hero Star,ดาวของฮีโร่,Bintang Pahlawan,Bituin ng Bayani,Bintang Wira,,,Any 10 heroes reach 5 stars,Bất kỳ 10 anh hùng đạt 5 sao,Any 10 heroes reach 5 stars,ฮีโร่ใดก็ได้ 10 ตัวถึง 5 ดาว,Naikkan 10 Pahlawan ke 5 Bintang,Pumalo sa 5 na Bituin ang 10 na Bayani,Apa-apa 10 wira capai 5 bintang,strengthen-1,
3021,3,18,18,6,7,,15,{502=5;rmb=50},,5,,,Hero Star,Sao của Anh Hùng,Hero Star,ดาวของฮีโร่,Bintang Pahlawan,Bituin ng Bayani,Bintang Wira,,,Any 6 heroes reach 7 stars,Bất kỳ 6 anh hùng đạt 7 sao,Any 6 heroes reach 7 stars,ฮีโร่ใดก็ได้ 6 ตัวถึง 7 ดาว,Naikkan 6 Pahlawan ke 7 Bintang,Pumalo sa 7 na Bituin ang 6 na Bayani,Apa-apa 6 wira capai 7 bintang,strengthen-1,
3022,3,18,18,10,7,,20,{502=5;rmb=50},,6,,,Hero Star,Sao của Anh Hùng,Hero Star,ดาวของฮีโร่,Bintang Pahlawan,Bituin ng Bayani,Bintang Wira,,,Any 10 heroes reach 7 stars,Bất kỳ 10 anh hùng đạt 7 sao,Any 10 heroes reach 7 stars,ฮีโร่ใดก็ได้ 10 ตัวถึง 7 ดาว,Naikkan 10 Pahlawan ke 7 Bintang,Pumalo sa 7 na Bituin ang 10 na Bayani,Apa-apa 10 wira capai 7 bintang,strengthen-1,
3023,3,18,18,6,9,,20,{502=5;rmb=50},,7,,,Hero Star,Sao của Anh Hùng,Hero Star,ดาวของฮีโร่,Bintang Pahlawan,Bituin ng Bayani,Bintang Wira,,,Any 6 heroes reach 9 stars,Bất kỳ 6 anh hùng đạt 9 sao,Any 6 heroes reach 9 stars,ฮีโร่ใดก็ได้ 6 ตัวถึง 9 ดาว,Naikkan 6 Pahlawan ke 9 Bintang,Pumalo sa 9 na Bituin ang 6 na Bayani,Apa-apa 6 wira capai 9 bintang,strengthen-1,
3024,3,18,18,10,9,,30,{502=5;rmb=50},,8,,,Hero Star,Sao của Anh Hùng,Hero Star,ดาวของฮีโร่,Bintang Pahlawan,Bituin ng Bayani,Bintang Wira,,,Any 10 heroes reach 9 stars,Bất kỳ 10 anh hùng đạt 9 sao,Any 10 heroes reach 9 stars,ฮีโร่ใดก็ได้ 10 ตัวถึง 9 ดาว,Naikkan 10 Pahlawan ke 9 Bintang,Pumalo sa 9 na Bituin ang 10 na Bayani,Apa-apa 10 wira capai 9 bintang,strengthen-1,
3025,3,18,18,6,10,,20,{502=5;rmb=80},,9,,,Hero Star,Sao của Anh Hùng,Hero Star,ดาวของฮีโร่,Bintang Pahlawan,Bituin ng Bayani,Bintang Wira,,,Any 6 heroes reach 10 stars,Bất kỳ 6 anh hùng đạt 10 sao,Any 6 heroes reach 10 stars,ฮีโร่ใดก็ได้ 6 ตัวถึง 10 ดาว,Naikkan 6 Pahlawan ke 10 Bintang,Pumalo sa 10 na Bituin ang 6 na Bayani,Apa-apa 6 wira capai 10 bintang,strengthen-1,
3026,3,18,18,10,10,,30,{502=5;rmb=80},,10,,,Hero Star,Sao của Anh Hùng,Hero Star,ดาวของฮีโร่,Bintang Pahlawan,Bituin ng Bayani,Bintang Wira,,,Any 10 heroes reach 10 stars,Bất kỳ 10 anh hùng đạt 10 sao,Any 10 heroes reach 10 stars,ฮีโร่ใดก็ได้ 10 ตัวถึง 10 ดาว,Naikkan 10 Pahlawan ke 10 Bintang,Pumalo sa 10 na Bituin ang 10 na Bayani,Apa-apa 10 wira capai 10 bintang,strengthen-1,
3027,3,18,999,1,12,,30,{rmb=100;2502=1},,,,,Hero Star,Sao của Anh Hùng,Hero Star,ดาวของฮีโร่,Bintang Pahlawan,Bituin ng Bayani,Bintang Wira,,,Any 1 hero reach 12 stars,Bất kỳ 1 anh hùng đạt 12 sao,Any 1 hero reach 12 stars,ฮีโร่ใดก็ได้ 1 ตัวถึง 12 ดาว,Naikkan 1 Pahlawan ke 12 Bintang,Pumalo sa 12 na Bituin ang 1 na Bayani,Apa-apa 1 wira capai 12 bintang,strengthen-1,
3028,3,18,999,6,12,,30,{rmb=100;2503=1},,2,,,Hero Star,Sao của Anh Hùng,Hero Star,ดาวของฮีโร่,Bintang Pahlawan,Bituin ng Bayani,Bintang Wira,,,Any 6 heroes reach 12 stars,Bất kỳ 6 anh hùng đạt 12 sao,Any 6 heroes reach 12 stars,ฮีโร่ใดก็ได้ 6 ตัวถึง 12 ดาว,Naikkan 6 Pahlawan ke 12 Bintang,Pumalo sa 12 na Bituin ang 6 na Bayani,Apa-apa 6 wira capai 12 bintang,strengthen-1,
3029,3,18,999,20,12,,50,{rmb=200;2504=1},,3,,,Hero Star,Sao của Anh Hùng,Hero Star,ดาวของฮีโร่,Bintang Pahlawan,Bituin ng Bayani,Bintang Wira,,,Any 20 heroes reach 12 stars,Bất kỳ 20 anh hùng đạt 12 sao,Any 20 heroes reach 12 stars,ฮีโร่ใดก็ได้ 20 ตัวถึง 12 ดาว,Naikkan 20 Pahlawan ke 12 Bintang,Pumalo sa 12 na Bituin ang 20 na Bayani,Apa-apa 20 wira capai 12 bintang,strengthen-1,
3030,3,19,19,100,,,10,{rmb=20;451=50},,,,,Basic Training,Huấn luyện Cơ Bản,Basic Training,การฝึกขั้นพื้นฐาน,Pelatihan Dasar,Pangunahing Pagsasanay,Latihan Asas,,,Any hero nurtured 100 times,Bất kỳ anh hùng nào được nuôi dưỡng thường 100 lần,Any hero nurtured 100 times,ฮีโร่ใดก็ได้ที่ได้รับการฝึกฝน 100 ครั้ง,Naikkan 100 Kali Pahlawan,Na-nurture ang 100 beses na Bayani,Apa-apa wira yang diasuh 100 kali,strengthen-1,
3031,3,19,19,500,,,10,{rmb=30;451=50},,2,,,Basic Training,Huấn luyện Cơ Bản,Basic Training,การฝึกขั้นพื้นฐาน,Pelatihan Dasar,Pangunahing Pagsasanay,Latihan Asas,,,Any hero nurtured 500 times,Bất kỳ anh hùng nào được nuôi dưỡng thường 500 lần,Any hero nurtured 500 times,ฮีโร่ใดก็ได้ที่ได้รับการฝึกฝน 500 ครั้ง,Naikkan 500 Kali Pahlawan,Na-nurture ang 500 beses na Bayani,Apa-apa wira yang diasuh 500 kali,strengthen-1,
3032,3,19,19,1000,,,10,{rmb=50;451=50},,3,,,Basic Training,Huấn luyện Cơ Bản,Basic Training,การฝึกขั้นพื้นฐาน,Pelatihan Dasar,Pangunahing Pagsasanay,Latihan Asas,,,Any hero nurtured 1000 times,Bất kỳ anh hùng nào được nuôi dưỡng thường 1000 lần,Any hero nurtured 1000 times,ฮีโร่ใดก็ได้ที่ได้รับการฝึกฝน 1000 ครั้ง,Naikkan 1000 Kali Pahlawan,Na-nurture ang 1000 beses na Bayani,Apa-apa wira yang diasuh 1000 kali,strengthen-1,
3033,3,20,20,100,,,10,{rmb=20;452=50},,,,,Advanced Training,Huấn luyện Cao Cấp,Advanced Training,การฝึกขั้นสูง,Pelatihan Lanjutan,Advanced na Pagsasanay,Latihan Lanjutan,,,Any hero nurtured 100 times (Advanced),Bất kỳ anh hùng nào được nuôi dưỡng cao cấp 100 lần,Any hero nurtured 100 times (Advanced),ฮีโร่ใดก็ได้ที่ได้รับการฝึกฝนขั้นสูง 100 ครั้ง,Naikkan 100 Kali Pahlawan (Lanjutan),Na-nurture ang 100 beses (Advanced) na Bayani,Apa-apa wira yang diasuh 100 kali (Lanjutan),strengthen-1,
3034,3,20,20,500,,,10,{rmb=30;452=50},,2,,,Advanced Training,Huấn luyện Cao Cấp,Advanced Training,การฝึกขั้นสูง,Pelatihan Lanjutan,Advanced na Pagsasanay,Latihan Lanjutan,,,Any hero nurtured 500 times (Advanced),Bất kỳ anh hùng nào được nuôi dưỡng cao cấp 500 lần,Any hero nurtured 500 times (Advanced),ฮีโร่ใดก็ได้ที่ได้รับการฝึกฝนขั้นสูง 500 ครั้ง,Naikkan 500 Kali Pahlawan (Lanjutan),Na-nurture ang 500 beses (Advanced) na Bayani,Apa-apa wira yang diasuh 500 kali (Lanjutan),strengthen-1,
3035,3,20,20,1000,,,10,{rmb=50;452=50},,3,,,Advanced Training,Huấn luyện Cao Cấp,Advanced Training,การฝึกขั้นสูง,Pelatihan Lanjutan,Advanced na Pagsasanay,Latihan Lanjutan,,,Any hero nurtured 1000 times (Advanced),Bất kỳ anh hùng nào được nuôi dưỡng cao cấp 1000 lần,Any hero nurtured 1000 times (Advanced),ฮีโร่ใดก็ได้ที่ได้รับการฝึกฝนขั้นสูง 1000 ครั้ง,Naikkan 1000 Kali Pahlawan (Lanjutan),Na-nurture ang 1000 beses (Advanced) na Bayani,Apa-apa wira yang diasuh 1000 kali (Lanjutan),strengthen-1,
3036,3,21,21,12,5,,10,{rmb=20;100=5},,,,,Gear Enhancement,Cường hóa Trang Bị,Gear Enhancement,การเสริมพลังอุปกรณ์,Peningkatan Peralatan,Pagpapalakas ng Kagamitang Panlaban,Peningkatan Perkakas,,,Any 12 hero equipment reach Blue quality,Bất kỳ 12 trang bị anh hùng đạt phẩm chất Lam,Any 12 hero equipment reach Blue quality,อุปกรณ์ฮีโร่ใดก็ได้ 12 ชิ้นถึงคุณภาพสีน้ำเงิน,Naikkan 12 Peralatan Pahlawan ke Kualitas Biru,Pumalo sa Antas Asul ang 12 Kagamitan Bayani,Apa-apa 12 peralatan wira capai kualiti Biru,strengthen-1,
3037,3,21,21,24,5,,10,{rmb=20;100=5},,2,,,Gear Enhancement,Cường hóa Trang Bị,Gear Enhancement,การเสริมพลังอุปกรณ์,Peningkatan Peralatan,Pagpapalakas ng Kagamitang Panlaban,Peningkatan Perkakas,,,Any 24 hero equipment reach Blue quality,Bất kỳ 24 trang bị anh hùng đạt phẩm chất Lam,Any 24 hero equipment reach Blue quality,อุปกรณ์ฮีโร่ใดก็ได้ 24 ชิ้นถึงคุณภาพสีน้ำเงิน,Naikkan 24 Peralatan Pahlawan ke Kualitas Biru,Pumalo sa Antas Asul ang 24 Kagamitan Bayani,Apa-apa 24 peralatan wira capai kualiti Biru,strengthen-1,
3038,3,21,21,12,9,,15,{rmb=30;100=5},,3,,,Gear Enhancement,Cường hóa Trang Bị,Gear Enhancement,การเสริมพลังอุปกรณ์,Peningkatan Peralatan,Pagpapalakas ng Kagamitang Panlaban,Peningkatan Perkakas,,,Any 12 hero equipment reach Purple quality,Bất kỳ 12 trang bị anh hùng đạt phẩm chất Tím,Any 12 hero equipment reach Purple quality,อุปกรณ์ฮีโร่ใดก็ได้ 12 ชิ้นถึงคุณภาพสีม่วง,Naikkan 12 Peralatan Pahlawan ke Kualitas Ungu,Pumalo sa Antas Lila ang 12 Kagamitan Bayani,Apa-apa 12 peralatan wira capai kualiti Ungu,strengthen-1,
3039,3,21,21,24,9,,20,{rmb=30;100=5},,4,,,Gear Enhancement,Cường hóa Trang Bị,Gear Enhancement,การเสริมพลังอุปกรณ์,Peningkatan Peralatan,Pagpapalakas ng Kagamitang Panlaban,Peningkatan Perkakas,,,Any 24 hero equipment reach Purple quality,Bất kỳ 24 trang bị anh hùng đạt phẩm chất Tím,Any 24 hero equipment reach Purple quality,อุปกรณ์ฮีโร่ใดก็ได้ 24 ชิ้นถึงคุณภาพสีม่วง,Naikkan 24 Peralatan Pahlawan ke Kualitas Ungu,Pumalo sa Antas Lila ang 24 Kagamitan Bayani,Apa-apa 24 peralatan wira capai kualiti Ungu,strengthen-1,
3040,3,21,21,12,14,,30,{rmb=50;100=5},,5,,,Gear Enhancement,Cường hóa Trang Bị,Gear Enhancement,การเสริมพลังอุปกรณ์,Peningkatan Peralatan,Pagpapalakas ng Kagamitang Panlaban,Peningkatan Perkakas,,,Any 12 hero equipment reach Orange quality,Bất kỳ 12 trang bị anh hùng đạt phẩm chất Cam,Any 12 hero equipment reach Orange quality,อุปกรณ์ฮีโร่ใดก็ได้ 12 ชิ้นถึงคุณภาพสีส้ม,Naikkan 12 Peralatan Pahlawan ke Kualitas Oranye,Pumalo sa Antas Kahel ang 12 Kagamitan Bayani,Apa-apa 12 peralatan wira capai kualiti Jingga,strengthen-1,
3041,3,21,21,24,14,,30,{rmb=50;100=5},,6,,,Gear Enhancement,Cường hóa Trang Bị,Gear Enhancement,การเสริมพลังอุปกรณ์,Peningkatan Peralatan,Pagpapalakas ng Kagamitang Panlaban,Peningkatan Perkakas,,,Any 24 hero equipment reach Orange quality,Bất kỳ 24 trang bị anh hùng đạt phẩm chất Cam,Any 24 hero equipment reach Orange quality,อุปกรณ์ฮีโร่ใดก็ได้ 24 ชิ้นถึงคุณคุณภาพสีส้ม,Naikkan 24 Peralatan Pahlawan ke Kualitas Oranye,Pumalo sa Antas Kahel ang 24 Kagamitan Bayani,Apa-apa 24 peralatan wira capai kualiti Jingga,strengthen-1,
3042,3,22,22,4,1,,15,{rmb=30;503=2},,,,,Gear Awakening,Thức tỉnh Trang Bị,Gear Awakening,การปลุกพลังอุปกรณ์,Kebangkitan Peralatan,Pagising ng Kagamitang Panlaban,Pencerahan Perkakas,,,Any hero owns 4 Awakening gear level 1,Bất kỳ anh hùng nào sở hữu 4 trang bị giác tỉnh cấp 1,Any hero owns 4 Awakening gear level 1,ฮีโร่ใดก็ได้ที่มีอุปกรณ์ตื่นรู้ระดับ 1 จำนวน 4 ชิ้น,Siapa pun pahlawan memiliki 4 peralatan Kebangkitan level 1,Ano mang hero na may 4 na Awakening gear level 1,Sesiapa wira memiliki 4 peralatan Kebangkitan tahap 1,strengthen-1,
3043,3,22,22,4,2,,15,{rmb=30;503=2},,2,,,Gear Awakening,Thức tỉnh Trang Bị,Gear Awakening,การปลุกพลังอุปกรณ์,Kebangkitan Peralatan,Pagising ng Kagamitang Panlaban,Pencerahan Perkakas,,,Any hero owns 4 Awakening gear level 2,Bất kỳ anh hùng nào sở hữu 4 trang bị giác tỉnh cấp 2,Any hero owns 4 Awakening gear level 2,ฮีโร่ใดก็ได้ที่มีอุปกรณ์ตื่นรู้ระดับ 2 จำนวน 4 ชิ้น,Siapa pun pahlawan memiliki 4 peralatan Kebangkitan level 2,Ano mang hero na may 4 na Awakening gear level 2,Sesiapa wira memiliki 4 peralatan Kebangkitan tahap 2,strengthen-1,
3044,3,22,22,4,3,,20,{rmb=50;503=3},,3,,,Gear Awakening,Thức tỉnh Trang Bị,Gear Awakening,การปลุกพลังอุปกรณ์,Kebangkitan Peralatan,Pagising ng Kagamitang Panlaban,Pencerahan Perkakas,,,Any hero owns 4 Awakening gear level 3,Bất kỳ anh hùng nào sở hữu 4 trang bị giác tỉnh cấp 3,Any hero owns 4 Awakening gear level 3,ฮีโร่ใดก็ได้ที่มีอุปกรณ์ตื่นรู้ระดับ 3 จำนวน 4 ชิ้น,Siapa pun pahlawan memiliki 4 peralatan Kebangkitan level 3,Ano mang hero na may 4 na Awakening gear level 3,Sesiapa wira memiliki 4 peralatan Kebangkitan tahap 3,strengthen-1,
3045,3,22,22,4,4,,20,{rmb=50;503=3},,4,,,Gear Awakening,Thức tỉnh Trang Bị,Gear Awakening,การปลุกพลังอุปกรณ์,Kebangkitan Peralatan,Pagising ng Kagamitang Panlaban,Pencerahan Perkakas,,,Any hero owns 4 Awakening gear level 4,Bất kỳ anh hùng nào sở hữu 4 trang bị giác tỉnh cấp 4,Any hero owns 4 Awakening gear level 4,ฮีโร่ใดก็ได้ที่มีอุปกรณ์ตื่นรู้ระดับ 4 จำนวน 4 ชิ้น,Siapa pun pahlawan memiliki 4 peralatan Kebangkitan level 4,Ano mang hero na may 4 na Awakening gear level 4,Sesiapa wira memiliki 4 peralatan Kebangkitan tahap 4,strengthen-1,
3046,3,22,22,4,5,,30,{rmb=50;2505=1},,5,,,Gear Awakening,Thức tỉnh Trang Bị,Gear Awakening,การปลุกพลังอุปกรณ์,Kebangkitan Peralatan,Pagising ng Kagamitang Panlaban,Pencerahan Perkakas,,,Any hero owns 4 Awakening gear level 5,Bất kỳ anh hùng nào sở hữu 4 trang bị giác tỉnh cấp 5,Any hero owns 4 Awakening gear level 5,ฮีโร่ใดก็ได้ที่มีอุปกรณ์ตื่นรู้ระดับ 5 จำนวน 4 ชิ้น,Siapa pun pahlawan memiliki 4 peralatan Kebangkitan level 5,Ano mang hero na may 4 na Awakening gear level 5,Sesiapa wira memiliki 4 peralatan Kebangkitan tahap 5,strengthen-1,
3047,3,23,23,6,1,,15,{rmb=20;2102=5},,,,,Gear Level,Cấp độ Trang Bị,Gear Level,ระดับของอุปกรณ์,Level Peralatan,Antas ng Kagamitang Panlaban,Tahap Perkakas,,,Own 6 Supernatural gear level 1,Sở hữu 6 trang bị siêu phàm cấp 1,Own 6 Supernatural gear level 1,เป็นเจ้าของอุปกรณ์เทพ 6 ชิ้นระดับ 1,Memiliki 6 peralatan Supernatural level 1,May-ari ng 6 na Supernatural gear level 1,Miliki 6 peralatan Supernatural tahap 1,strengthen-1,
