VariableName,_beizhu,cardID,desc,groupID,starUnlock,addAttributes,unlockdesc1,unlockdesc2,unlockType,unlockTarget,lock,rarity,level,star,advance,skillLevels,abilities,nvalue,fetters,equipAdvance,equipStar,equipLevel,equipAwake,zawake,hp,damage,specialDamage,defence,specialDefence,speed,strikeLevel,strikeDamage,strikeResistance,blockLevel,breakBlockLevel,blockPower,damageAdd,damageSub,mainSkillAdd,mainSkillSub,controlPer,immuneControl,suckBlood,rebound,languages
62891,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
62923,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
62924,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
62963,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
62993,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63003,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63012,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63021,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63143,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63152,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63211,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63221,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63241,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63261,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63342,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63353,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63413,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63432,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63472,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63502,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63511,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63543,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63592,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63611,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63642,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63772,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
63843,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
64132,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
64171,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
67001,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
70003,,13,Mario,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70013,,44,Gru,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70023,,53,Batman,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70031,,13,Mario,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70402,,44,Gru,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70631,,44,Gru,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70641,,53,Batman,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70701,,53,Batman,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70753,,53,Batman,8,,,,,,,,3,,,,<80;80;80;80;80;80;80>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70783,,44,Gru,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70793,,53,Batman,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70803,,13,Mario,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70884,,13,Mario,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70893,,13,Mario,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71293,,53,Batman,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71303,,53,Batman,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71313,,13,Mario,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71893,,44,Gru,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71941,,53,Batman,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71951,,13,Mario,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71981,,13,Mario,8,,,,,,,,3,,,,,,,,,,,,,140%,140%,140%,140%,140%,140%,,,,,,,1000,1000,500,500,,,,,
71982,,44,Gru,8,,,,,,,,3,,,,,,,,,,,,,160%,160%,160%,160%,160%,160%,,,,,,,1500,1500,500,500,,,,,
72013,,53,Batman,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72033,,44,Gru,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72233,,53,Batman,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72351,,13,Mario,8,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,500,500,,,,,
72361,,44,Gru,8,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,500,500,,,,,
72381,,53,Batman,8,,,,,,,,3,,,,,,,,,,,,,120%,120%,120%,120%,120%,120%,,,,,,,1000,1000,500,500,,,,,
72391,,53,Batman,8,,,,,,,,3,,,,,,,,,,,,,120%,120%,120%,120%,120%,120%,,,,,,,1000,1000,500,500,,,,,
72473,,13,Mario,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72483,,13,Mario,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72612,,53,Batman,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73003,,13,Mario,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73143,,44,Gru,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73211,,44,Gru,8,,,,,,,,3,,,,,,,,,,,,,200%,200%,200%,200%,200%,200%,,,,,,,2000,2000,500,500,,,,,
73221,,13,Mario,8,,,,,,,,3,,,,,,,,,,,,,120%,120%,120%,120%,120%,120%,,,,,,,1000,1000,500,500,,,,,
73241,,53,Batman,8,,,,,,,,3,,,,,,,,,,,,,140%,140%,140%,140%,140%,140%,,,,,,,1000,1000,500,500,,,,,
73283,,13,Mario,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73293,,44,Gru,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73303,,44,Gru,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73501,,44,Gru,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73543,,44,Gru,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73592,,53,Batman,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73663,,44,Gru,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74132,,13,Mario,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80004,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80014,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80015,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80024,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80053,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80093,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80133,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80153,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80163,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80222,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80242,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80263,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80264,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80273,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80283,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80303,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80333,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80341,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80372,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80382,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80393,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80394,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80462,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80463,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80464,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80472,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80482,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80493,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80503,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80552,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80572,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80574,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80593,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80603,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80692,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80712,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80721,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80731,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80741,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80761,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80771,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80863,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
80883,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81032,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81071,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81082,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81172,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81221,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81231,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81241,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81253,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81261,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81271,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81314,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81393,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81394,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81423,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81443,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81503,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81612,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81802,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81813,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81841,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81853,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81863,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81903,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81911,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81921,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81931,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81961,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81971,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81981,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
81991,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82073,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82242,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82272,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82302,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82303,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82401,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82431,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82441,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82593,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82633,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82683,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82723,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82822,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82843,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82873,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82891,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82923,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82924,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82963,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
82993,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
83012,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
83021,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
83152,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
83161,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
83171,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
83181,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
83241,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
83251,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
83261,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
83342,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
83353,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
83413,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
83432,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
83472,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
83502,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
83511,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
83611,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
83631,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
83642,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
83772,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
83843,,13,Mario,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
84171,,53,Batman,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
87001,,44,Gru,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
90003,,13,Mario,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90013,,44,Gru,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90023,,53,Batman,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90232,,53,Batman,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90273,,44,Gru,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90462,,44,Gru,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90463,,13,Mario,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90464,,53,Batman,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90761,,13,Mario,10,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,500,500,,,,,
90783,,44,Gru,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90793,,53,Batman,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90803,,13,Mario,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91071,,53,Batman,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91253,,44,Gru,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91293,,53,Batman,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91303,,53,Batman,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91313,,13,Mario,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
