VariableName,_beizhu,npc,gymID,hardDegree,weight,deployType,deployNatureLimit,deployCardNumLimit,deployNum,lastJump,historyJump,_beizhu1,weatherDesc,weatherDesc_vn,weatherDesc_en,weatherDesc_th,weatherDesc_in,weatherDesc_ph,weatherDesc_ma,palce,palce_vn,palce_en,palce_th,palce_in,palce_ph,palce_ma,placeDesc,placeDesc_vn,placeDesc_en,placeDesc_th,placeDesc_in,placeDesc_ph,placeDesc_ma,specialEff,specialEffDesc,specialEffDesc_vn,specialEffDesc_tw,specialEffDesc_en,specialEffDesc_th,specialEffDesc_in,specialEffDesc_ph,specialEffDesc_ma
80244,,,3,25,1,,,,,23,22,,,,,,,,,,,,,,,,,,,,,,,<<<4>;1;0;10%>;<<10>;1;0;10%>>,"/n It was once me, and also I of the future.","/n Là đã từng ta, cũng là ta của tương lai",,"/n It was once me, and also I of the future.",/n เคยเป็นฉัน และยังเป็นฉันในอนาคตด้วย,"/n Pernah menjadi aku, dan juga aku di masa depan.","/n Noon ay ako, at ako rin ng hinaharap.","/n Pernah menjadi aku, dan juga aku dari masa depan."
80245,,,3,25,,,,,,23,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80246,,,3,25,,,,,,23,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80251,,TRUE,3,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80301,,,4,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<2>;1;0;5%>;<<2>;14;0;500>>,,,,,,,,
80302,,,4,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<7>;1;0;5%>;<<7>;14;0;500>>,,,,,,,,
80303,,,4,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80304,,,4,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80305,,,4,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80306,,,4,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80311,,,4,32,1,,,,,,,,"Great Sunlight (Fire element pets gain increased damage, Water element pets have reduced damage, all receive Solar Power (Lose some HP each turn, increase damage, can stack))","Đại Nhật Chiếu (Linh thú hệ lửa được tăng sát thương, linh thú hệ nước bị giảm sát thương, toàn bộ nhận Sức Mạnh Mặt Trời (Mỗi lượt mất một phần sinh mệnh, tăng sát thương, có thể cộng dồn)","Great Sunlight (Fire element pets gain increased damage, Water element pets have reduced damage, all receive Solar Power (Lose some HP each turn, increase damage, can stack))",แสงตะวันยิ่งใหญ่ (สัตว์เลี้ยงธาตุไฟสร้างความเสียหายเพิ่มขึ้น สัตว์เลี้ยงธาตุน้ำสร้างความเสียหายน้อยลง ทั้งหมดจะได้รับพลังแสงอาทิตย์ (สูญเสียพลังชีวิตเล็กน้อยในแต่ละรอบ เพิ่มความเสียหาย และสามารถสะสมได้)),"Cahaya Matahari Besar (Hewan peliharaan elemen Api mendapat peningkatan serangan, elemen Air mengalami penurunan serangan, semua menerima Kekuatan Matahari (Kehilangan sebagian HP setiap giliran, meningkatkan serangan, dapat ditumpuk))","Dakilang Liwanag ng Araw (Ang mga alagang may Fire element ay tumataas ang pinsala, nababawasan naman sa Water element, lahat ay tumatanggap ng Kapangyarihan ng Araw (Nawawalan ng HP bawat turn, tumataas ang pinsala, maaaring ma-stack))","Cahaya Matahari Besar (Haiwan peliharaan elemen Api mendapat peningkatan serangan, elemen Air mengalami pengurangan serangan, semua menerima Kuasa Matahari (Hilang sedikit nyawa setiap pusingan, serangan meningkat, boleh disusun bertingkat))",,,,,,,,,,,,,,,<<<2>;1;0;6%>>,/n Evolution's Cloak of Meaning  ,/n Tiến hóa の Áo nghĩa,,/n Evolution's Cloak of Meaning  ,/n พัฒนาการแห่งความหมายของเสื้อคลุม  ,/n Mantel Makna Evolusi  ,/n Balabal ng Kahulugan ng Ebolusyon  ,/n Jubah Makna Evolusi  
80312,,,4,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<2;7>;1;0;6%>;<<2;7>;24;0;2000>>,Monster Power Laughs,Quái lực cười,,Monster Power Laughs,พลังอสูรหัวเราะ,Kekuatan Monster Tertawa,Tawa ng Lakas ng Halimaw,Kuasa Raksasa Ketawa
80313,,,4,32,1,,,,,,,,"Great Sunlight (Fire element pets gain increased damage, Water element pets have reduced damage, all receive Solar Power (Lose some HP each turn, increase damage, can stack))","Đại Nhật Chiếu (Linh thú hệ lửa được tăng sát thương, linh thú hệ nước bị giảm sát thương, toàn bộ nhận Sức Mạnh Mặt Trời (Mỗi lượt mất một phần sinh mệnh, tăng sát thương, có thể cộng dồn)","Great Sunlight (Fire element pets gain increased damage, Water element pets have reduced damage, all receive Solar Power (Lose some HP each turn, increase damage, can stack))",แสงอาทิตย์ยิ่งใหญ่ (สัตว์เลี้ยงธาตุไฟสร้างความเสียหายเพิ่มขึ้น สัตว์เลี้ยงธาตุน้ำสร้างความเสียหายน้อยลง ทั้งหมดได้รับพลังแสงอาทิตย์ (เสียพลังชีวิตบางส่วนในแต่ละรอบ เพิ่มความเสียหาย และสามารถสะสมได้)),"Cahaya Matahari Besar (Hewan peliharaan elemen Api mendapatkan peningkatan serangan, elemen Air mendapatkan pengurangan serangan, semua menerima Kekuatan Matahari (Kehilangan sebagian HP setiap giliran, meningkatkan serangan, dapat ditumpuk))","Dakilang Araw (Ang mga alagang Fire element ay tumataas ang pinsala, ang Water element ay nababawasan ang pinsala, lahat ay nakakatanggap ng Kapangyarihan ng Araw (Bawat turn ay nababawasan ang HP, tumataas ang pinsala, maaaring ma-stack))","Cahaya Matahari Agung (Haiwan peliharaan elemen Api menerima peningkatan serangan, elemen Air menerima pengurangan serangan, semua menerima Kuasa Matahari (Hilang sedikit nyawa setiap pusingan, serangan meningkat, boleh digandakan))",,,,,,,,,,,,,,,<<<2>;1;0;6%>;<<2>;14;0;10000>;<<2>;23;0;5000>>,,,,,,,,
80314,,,4,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80315,,,4,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80316,,,4,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80321,,,4,33,1,,,,,,,,"Great Sunlight (Fire element pets gain increased damage, Water element pets have reduced damage, all receive Solar Power (Lose some HP each turn, increase damage, can stack))","Đại Nhật Chiếu (Linh thú hệ lửa được tăng sát thương, linh thú hệ nước bị giảm sát thương, toàn bộ nhận Sức Mạnh Mặt Trời (Mỗi lượt mất một phần sinh mệnh, tăng sát thương, có thể cộng dồn)","Great Sunlight (Fire element pets gain increased damage, Water element pets have reduced damage, all receive Solar Power (Lose some HP each turn, increase damage, can stack))",แสงอาทิตย์ยิ่งใหญ่ (สัตว์เลี้ยงธาตุไฟสร้างความเสียหายเพิ่มขึ้น สัตว์เลี้ยงธาตุน้ำสร้างความเสียหายน้อยลง ทั้งหมดได้รับพลังแสงอาทิตย์ (เสียพลังชีวิตบางส่วนในแต่ละรอบ เพิ่มความเสียหาย และสามารถสะสมได้)),"Cahaya Matahari Besar (Hewan peliharaan elemen Api mendapatkan peningkatan serangan, elemen Air mendapatkan pengurangan serangan, semua menerima Kekuatan Matahari (Kehilangan sebagian HP setiap giliran, meningkatkan serangan, dapat ditumpuk))","Dakilang Araw (Ang mga alagang may Fire element ay tumataas ang pinsala, nababawasan ang pinsala ng Water element, lahat ay tumatanggap ng Kapangyarihan ng Araw (Nababawasan ng HP bawat turn, tumataas ang pinsala, maaaring ma-stack))","Cahaya Matahari Agung (Haiwan peliharaan elemen Api menerima peningkatan serangan, elemen Air menerima pengurangan serangan, semua menerima Kuasa Matahari (Hilang sedikit nyawa setiap pusingan, serangan meningkat, boleh digandakan))",,,,,,,,,,,,,,,<<<2>;1;0;7%>;<<2>;15;0;2000>>,,,,,,,,
80322,,,4,33,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,<<<7>;1;0;7%>;<<7>;17;0;1500>;<<7>;95;0;1500>>,"/n Our side limits deployment to 3 Spirits. /n The enemy disregards one spirit during attacks, while teammates in the same spot use our side's attack skills. /n Enemies receiving attacks will perform counterattacks.","/n Bên ta hạn chế ra trận 3 Cái tinh linh /n Địch quân mặc cho nhất tinh linh lúc công kích, còn lại đồng đội cùng một chỗ sử dụng kỹ năng công kích bên ta /n Địch quân nhận lúc công kích sẽ tiến hành phản kích",,"/n Our side limits deployment to 3 Spirits. /n The enemy disregards one spirit during attacks, while teammates in the same spot use our side's attack skills. /n Enemies receiving attacks will perform counterattacks.",/n ฝ่ายเราจำกัดส่งออกสนามรบ 3 วิญญาณ /n ศัตรูไม่สนใจวิญญาณหนึ่งตัวขณะโจมตี ส่วนเพื่อนร่วมทีมที่อยู่ในที่เดียวกันใช้ทักษะโจมตีฝ่ายเรา /n ศัตรูที่ได้รับการโจมตีจะทำการสวนกลับ,"/n Pihak kami membatasi pengiriman 3 Roh ke medan perang /n Musuh mengabaikan satu roh saat menyerang, sementara rekan satu tim di tempat yang sama menggunakan keterampilan serangan dari pihak kami /n Musuh yang menerima serangan akan melakukan serangan balik","/n Nililimitahan ng aming panig ang pagpapadala ng 3 Espiritu sa labanan /n Hindi pinapansin ng kalaban ang isang espiritu habang umaatake, habang ang mga kasama sa parehong lugar ay gumagamit ng aming mga kakayahan sa pag-atake /n Ang mga kalaban na tumatanggap ng pag-atake ay magsasagawa ng panlaban","/n Pihak kami menghadkan penghantaran 3 Roh ke medan perang /n Musuh mengabaikan satu roh semasa menyerang, manakala rakan sepasukan di tempat yang sama menggunakan kemahiran serangan pihak kami /n Musuh yang menerima serangan akan melakukan serangan balas"
80323,,,4,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80324,,,4,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80325,,,4,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80326,,,4,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80331,,,4,34,1,2,,,,32,,,"Great Sunlight (Fire element pets gain increased damage, Water element pets have reduced damage, all receive Solar Power (Lose some HP each turn, increase damage, can stack))","Đại Nhật Chiếu (Linh thú hệ lửa được tăng sát thương, linh thú hệ nước bị giảm sát thương, toàn bộ nhận Sức Mạnh Mặt Trời (Mỗi lượt mất một phần sinh mệnh, tăng sát thương, có thể cộng dồn)","Great Sunlight (Fire element pets gain increased damage, Water element pets have reduced damage, all receive Solar Power (Lose some HP each turn, increase damage, can stack))",แสงอาทิตย์ยิ่งใหญ่ (สัตว์เลี้ยงธาตุไฟสร้างความเสียหายเพิ่มขึ้น สัตว์เลี้ยงธาตุน้ำสร้างความเสียหายน้อยลง ทั้งหมดได้รับพลังแสงอาทิตย์ (เสียพลังชีวิตบางส่วนในแต่ละรอบ เพิ่มความเสียหาย และสามารถสะสมได้)),"Cahaya Matahari Besar (Hewan peliharaan elemen Api mendapatkan peningkatan serangan, elemen Air mendapatkan pengurangan serangan, semua menerima Kekuatan Matahari (Kehilangan sebagian HP setiap giliran, meningkatkan serangan, dapat ditumpuk))","Dakilang Araw (Ang mga alagang may Fire element ay tumataas ang pinsala, nababawasan ang pinsala ng Water element, lahat ay tumatanggap ng Kapangyarihan ng Araw (Nababawasan ng HP bawat turn, tumataas ang pinsala, maaaring ma-stack))","Cahaya Matahari Agung (Haiwan peliharaan elemen Api menerima peningkatan serangan, elemen Air menerima pengurangan serangan, semua menerima Kuasa Matahari (Hilang sedikit nyawa setiap pusingan, serangan meningkat, boleh digandakan))",,,,,,,,,,,,,,,<<<7>;1;0;10%>;<<7>;14;0;2000>>,/n Damage-countering attributes increase on a wide scale (Enemy dual spirit attributes in attribute matchups will not be countered),/n Thuộc tính khắc chế tổn thương tăng lên trên diện rộng ( Địch quân song thuộc tính tinh linh cách đấu thuộc tính sẽ không bị khắc chế ),,/n Damage-countering attributes increase on a wide scale (Enemy dual spirit attributes in attribute matchups will not be countered),/n คุณสมบัติที่ต่อต้านความเสียหายเพิ่มขึ้นในวงกว้าง (ศัตรูที่มีสองคุณสมบัติวิญญาณในการต่อสู้แบบคุณสมบัติจะไม่ถูกต่อต้าน),/n Atribut yang menekan kerusakan meningkat secara luas (Musuh dengan dua atribut roh dalam pertarungan atribut tidak akan dikalahkan),/n Ang mga katangiang pumipigil sa pinsala ay tumataas sa malawak na saklaw (Ang kalaban na may dalawang katangiang espiritu sa labanan ng katangian ay hindi mapipigilan),/n Atribut yang menentang kerosakan meningkat secara meluas (Musuh dengan dua atribut roh dalam pertarungan atribut tidak akan dihalang)
80332,,,4,34,1,2,,,,32,,,"Great Sunlight (Fire element pets gain increased damage, Water element pets have reduced damage, all receive Solar Power (Lose some HP each turn, increase damage, can stack))","Đại Nhật Chiếu (Linh thú hệ lửa được tăng sát thương, linh thú hệ nước bị giảm sát thương, toàn bộ nhận Sức Mạnh Mặt Trời (Mỗi lượt mất một phần sinh mệnh, tăng sát thương, có thể cộng dồn)","Great Sunlight (Fire element pets gain increased damage, Water element pets have reduced damage, all receive Solar Power (Lose some HP each turn, increase damage, can stack))",แสงอาทิตย์ยิ่งใหญ่ (สัตว์เลี้ยงธาตุไฟสร้างความเสียหายเพิ่มขึ้น สัตว์เลี้ยงธาตุน้ำสร้างความเสียหายน้อยลง ทั้งหมดได้รับพลังแสงอาทิตย์ (เสียพลังชีวิตบางส่วนในแต่ละรอบ เพิ่มความเสียหาย และสามารถสะสมได้)),"Cahaya Matahari Besar (Hewan peliharaan elemen Api mendapatkan peningkatan serangan, elemen Air mendapatkan pengurangan serangan, semua menerima Kekuatan Matahari (Kehilangan sebagian HP setiap giliran, meningkatkan serangan, dapat ditumpuk))","Dakilang Araw (Ang mga alagang may Fire element ay tumataas ang pinsala, nababawasan ang pinsala ng Water element, lahat ay tumatanggap ng Kapangyarihan ng Araw (Nababawasan ng HP bawat turn, tumataas ang pinsala, maaaring ma-stack))","Cahaya Matahari Agung (Haiwan peliharaan elemen Api menerima peningkatan serangan, elemen Air menerima pengurangan serangan, semua menerima Kuasa Matahari (Hilang sedikit nyawa setiap pusingan, serangan meningkat, boleh digandakan))",,,,,,,,,,,,,,,<<<7>;1;0;10%>;<<7>;14;0;2000>;<<7>;5;0;10000>>,,,,,,,,
80333,,,4,34,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80334,,,4,34,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80335,,,4,34,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80336,,,4,34,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80341,,,4,35,1,,,,,33,32,,"Great Sunlight (Fire element pets gain increased damage, Water element pets have reduced damage, all receive Solar Power (Lose some HP each turn, increase damage, can stack))","Đại Nhật Chiếu (Linh thú hệ lửa được tăng sát thương, linh thú hệ nước bị giảm sát thương, toàn bộ nhận Sức Mạnh Mặt Trời (Mỗi lượt mất một phần sinh mệnh, tăng sát thương, có thể cộng dồn)","Great Sunlight (Fire element pets gain increased damage, Water element pets have reduced damage, all receive Solar Power (Lose some HP each turn, increase damage, can stack))",แสงอาทิตย์ยิ่งใหญ่ (สัตว์เลี้ยงธาตุไฟได้รับความเสียหายเพิ่มขึ้น สัตว์เลี้ยงธาตุน้ำได้รับความเสียหายน้อยลง ทั้งหมดได้รับพลังแสงอาทิตย์ (เสียพลังชีวิตบางส่วนในแต่ละรอบ เพิ่มความเสียหาย และสามารถสะสมได้)),"Cahaya Matahari Besar (Hewan peliharaan elemen Api mendapatkan peningkatan serangan, elemen Air mengalami penurunan serangan, semua menerima Kekuatan Matahari (Kehilangan sebagian HP setiap giliran, meningkatkan serangan, dapat ditumpuk))","Dakilang Araw (Ang mga alagang Fire element ay tumataas ang pinsala, ang mga alagang Water element ay nababawasan ang pinsala, lahat ay tumatanggap ng Kapangyarihan ng Araw (Nabawasan ang HP bawat turn, tumataas ang pinsala, maaaring ma-stack))","Cahaya Matahari Agung (Haiwan peliharaan elemen Api mendapat peningkatan serangan, elemen Air mendapat pengurangan serangan, semua menerima Kuasa Matahari (Hilang sedikit nyawa setiap pusingan, serangan meningkat, boleh digandakan))",,,,,,,,,,,,,,,<<<2>;1;0;10%>;<<2>;14;0;3000>;<<2>;15;0;4000>>,,,,,,,,
80342,,,4,35,1,,,,,33,32,,,,,,,,,,,,,,,,,,,,,,,<<<2;7>;1;0;30%>;<<2;7>;24;0;3000>>,/n Infinite Firepower: Both sides gather fury energy each time; Entire immunity control,/n Vô hạn hỏa lực: Song phương mỗi lần hợp nộ khí về đầy; Toàn thể miễn dịch khống chế,,/n Infinite Firepower: Both sides gather fury energy each time; Entire immunity control,/n ไฟอำนาจไม่มีที่สิ้นสุด: ทั้งสองฝ่ายรวบรวมพลังโกรธทุกครั้ง; ควบคุมภูมิคุ้มกันทั้งหมด,/n Api Tanpa Batas: Kedua pihak mengumpulkan energi kemarahan setiap kali; Kontrol kekebalan keseluruhan,/n Walang Hanggang Lakas ng Apoy: Parehong panig ay nag-iipon ng enerhiya ng galit bawat pagkakataon; Buong kontrol sa immunity,/n Kuasa Api Tanpa Had: Kedua-dua pihak mengumpul tenaga kemarahan setiap kali; Kawalan imuniti keseluruhan
80343,,,4,35,1,,,,,33,32,,,,,,,,,,,,,,,,,,,,,,,<<<2;7>;1;0;10%>;<<2;7>;15;0;3000>>,"/n Full Battle: Both sides cannot use kill skills, only normal attacks and small skills can increase damage by 20%, more fury causes higher damage","/n Toàn viên vật lộn: Song phương đều không pháp sử dụng tất sát kỹ, phổ công cùng tài mọn có thể tổn thương tăng lên 20%, nộ khí càng nhiều tạo thành tổn thương càng cao",,"/n Full Battle: Both sides cannot use kill skills, only normal attacks and small skills can increase damage by 20%, more fury causes higher damage",/n การต่อสู้เต็มรูปแบบ: ทั้งสองฝ่ายไม่สามารถใช้สกิลฆ่าได้ ใช้เพียงการโจมตีปกติและสกิลเล็ก ๆ ที่สามารถเพิ่มความเสียหายได้ 20% ความโกรธมากขึ้นทำให้เกิดความเสียหายมากขึ้น,"/n Pertarungan Penuh: Kedua pihak tidak dapat menggunakan skill bunuh, hanya serangan biasa dan skill kecil yang dapat meningkatkan kerusakan sebesar 20%, semakin banyak kemarahan semakin besar kerusakan","/n Buong Labanan: Hindi maaaring gumamit ng kill skills ang parehong panig, tanging normal na atake at maliit na kasanayan lang ang maaaring magpataas ng pinsala ng 20%, mas maraming galit ay mas mataas ang pinsala","/n Pertarungan Penuh: Kedua-dua pihak tidak boleh menggunakan kemahiran bunuh, hanya serangan biasa dan kemahiran kecil yang boleh meningkatkan kerosakan sebanyak 20%, lebih banyak kemarahan menghasilkan kerosakan yang lebih tinggi"
80344,,,4,35,,,,,,33,32,,,,,,,,,,,,,,,,,,,,,,,<<<2>;1;0;10%>;<<2>;15;0;3000>>,,,,,,,,
80345,,,4,35,,,,,,33,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80346,,,4,35,,,,,,33,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80351,,TRUE,4,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80401,,,5,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<11>;1;0;5%>>,/n Like blending into some strange creature,/n Giống như lẫn vào cái gì vật kỳ quái,,/n Like blending into some strange creature,/n เหมือนผสมผสานกับสิ่งมีชีวิตแปลกประหลาดบางอย่าง,/n Seperti menyatu dengan makhluk aneh,/n Parang humahalo sa isang kakaibang nilalang,/n Seolah-olah menyatu dengan sesuatu makhluk pelik
80402,,,5,41,1,,,,,,,,"Thunderstorm (Increases damage for Electric element skills, at the end of each major round lightning strikes a random target on the field, dealing heavy damage (Electric element pets can absorb this damage), pets not of Electric element can be Paralyzed)","Mưa Dông (Tăng sát thương cho kỹ năng hệ điện, vào cuối mỗi vòng lớn sẽ có sét đánh xuống một mục tiêu ngẫu nhiên trên sân, gây sát thương lớn (Linh thú hệ điện có khả năng hấp thụ sát thương này), linh thú không thuộc hệ điện có thể bị Tê Liệt)","Thunderstorm (Increases damage for Electric element skills, at the end of each major round lightning strikes a random target on the field, dealing heavy damage (Electric element pets can absorb this damage), pets not of Electric element can be Paralyzed)",พายุฝนฟ้าคะนอง (เพิ่มความเสียหายสำหรับสกิลธาตุไฟฟ้า ในตอนท้ายของแต่ละรอบใหญ่ จะมีฟ้าผ่าลงเป้าหมายสุ่มบนสนาม สร้างความเสียหายรุนแรง (สัตว์เลี้ยงธาตุไฟฟ้าสามารถดูดซับความเสียหายนี้ได้) สัตว์เลี้ยงที่ไม่ใช่ธาตุไฟฟ้าอาจถูกช็อก),"Badai Petir (Meningkatkan kerusakan untuk skill elemen Listrik, di akhir setiap putaran besar petir akan menyambar target acak di medan, memberikan kerusakan besar (Hewan peliharaan elemen Listrik dapat menyerap kerusakan ini), hewan peliharaan yang bukan elemen Listrik dapat lumpuh)","Bagyong Kulog (Pinapataas ang pinsala para sa mga kasanayan ng Electric element, sa pagtatapos ng bawat malaking round, may kidlat na tumatama sa isang random na target sa field, nagdudulot ng malakas na pinsala (Kayang sumipsip ng mga Electric element na alaga ang pinsalang ito), ang mga alagang hindi Electric element ay maaaring ma-Paralyze)","Badai Petir (Meningkatkan kerosakan untuk kemahiran elemen Elektrik, pada akhir setiap pusingan besar kilat akan menyambar sasaran rawak di medan, menyebabkan kerosakan besar (Haiwan peliharaan elemen Elektrik boleh menyerap kerosakan ini), haiwan peliharaan bukan elemen Elektrik boleh lumpuh)",,,,,,,,,,,,,,,<<<5;11>;1;0;5%>>,,,,,,,,
80403,,,5,41,1,,,,,,,,"Thunderstorm (Increases damage for Electric element skills, at the end of each major round lightning strikes a random target on the field, dealing heavy damage (Electric element pets can absorb this damage), pets not of Electric element can be Paralyzed)","Mưa Dông (Tăng sát thương cho kỹ năng hệ điện, vào cuối mỗi vòng lớn sẽ có sét đánh xuống một mục tiêu ngẫu nhiên trên sân, gây sát thương lớn (Linh thú hệ điện có khả năng hấp thụ sát thương này), linh thú không thuộc hệ điện có thể bị Tê Liệt)","Thunderstorm (Increases damage for Electric element skills, at the end of each major round lightning strikes a random target on the field, dealing heavy damage (Electric element pets can absorb this damage), pets not of Electric element can be Paralyzed)",พายุฝนฟ้าคะนอง (เพิ่มความเสียหายสำหรับสกิลธาตุไฟฟ้า ในตอนท้ายของแต่ละรอบใหญ่ จะมีฟ้าผ่าลงเป้าหมายสุ่มบนสนาม สร้างความเสียหายรุนแรง (สัตว์เลี้ยงธาตุไฟฟ้าสามารถดูดซับความเสียหายนี้ได้) สัตว์เลี้ยงที่ไม่ใช่ธาตุไฟฟ้าอาจถูกช็อก),"Badai Petir (Meningkatkan kerusakan untuk skill elemen Listrik, di akhir setiap putaran besar petir akan menyambar target acak di medan, memberikan kerusakan besar (Hewan peliharaan elemen Listrik dapat menyerap kerusakan ini), hewan peliharaan yang bukan elemen Listrik dapat lumpuh)","Bagyong Kulog (Pinapataas ang pinsala para sa mga kasanayan ng Electric element, sa pagtatapos ng bawat malaking round, may kidlat na tumatama sa isang random na target sa field, nagdudulot ng malakas na pinsala (Kayang sumipsip ng mga Electric element na alaga ang pinsalang ito), ang mga alagang hindi Electric element ay maaaring ma-Paralyze)","Badai Petir (Meningkatkan kerosakan untuk kemahiran elemen Elektrik, pada akhir setiap pusingan besar kilat akan menyambar sasaran rawak di medan, menyebabkan kerosakan besar (Haiwan peliharaan elemen Elektrik boleh menyerap kerosakan ini), haiwan peliharaan bukan elemen Elektrik boleh lumpuh)",,,,,,,,,,,,,,,<<<5;11>;1;0;5%>>,,,,,,,,
80404,,,5,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<15>;1;0;5%>>,"/n Cute tiny dragon, Hag long’s nature is not easy to fight",/n Đáng yêu rồng tí hon Hag long sinh tính không dễ đấu,,"/n Cute tiny dragon, Hag long’s nature is not easy to fight",/n มังกรน้อยน่ารัก ธาตุฮากลองไม่ง่ายต่อการต่อสู้,"/n Naga kecil yang imut, sifat Hag long tidak mudah untuk dilawan","/n Cute na maliit na dragon, ang likas na katangian ng Hag long ay hindi madaling labanan","/n Naga kecil yang comel, sifat Hag long tidak mudah untuk dilawan"
80405,,,5,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80406,,,5,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80411,,,5,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80412,,,5,42,100,,,,,,,,"Thunderstorm (Increases damage for Electric element skills, at the end of each major round lightning strikes a random target on the field, dealing heavy damage (Electric element pets can absorb this damage), pets not of Electric element can be Paralyzed)","Mưa Dông (Tăng sát thương cho kỹ năng hệ điện, vào cuối mỗi vòng lớn sẽ có sét đánh xuống một mục tiêu ngẫu nhiên trên sân, gây sát thương lớn (Linh thú hệ điện có khả năng hấp thụ sát thương này), linh thú không thuộc hệ điện có thể bị Tê Liệt)","Thunderstorm (Increases damage for Electric element skills, at the end of each major round lightning strikes a random target on the field, dealing heavy damage (Electric element pets can absorb this damage), pets not of Electric element can be Paralyzed)",พายุฝนฟ้าคะนอง (เพิ่มความเสียหายสำหรับสกิลธาตุไฟฟ้า ในตอนท้ายของแต่ละรอบใหญ่ จะมีฟ้าผ่าลงเป้าหมายสุ่มบนสนาม สร้างความเสียหายรุนแรง (สัตว์เลี้ยงธาตุไฟฟ้าสามารถดูดซับความเสียหายนี้ได้) สัตว์เลี้ยงที่ไม่ใช่ธาตุไฟฟ้าอาจถูกช็อก),"Badai Petir (Meningkatkan kerusakan untuk skill elemen Listrik, di akhir setiap putaran besar petir akan menyambar target acak di medan, memberikan kerusakan besar (Hewan peliharaan elemen Listrik dapat menyerap kerusakan ini), hewan peliharaan yang bukan elemen Listrik dapat lumpuh)","Bagyong Kulog (Pinapataas ang pinsala para sa mga kasanayan ng Electric element, sa pagtatapos ng bawat malaking round, may kidlat na tumatama sa isang random na target sa field, nagdudulot ng malakas na pinsala (Kayang sumipsip ng mga Electric element na alaga ang pinsalang ito), ang mga alagang hindi Electric element ay maaaring ma-Paralyze)","Badai Petir (Meningkatkan kerosakan untuk kemahiran elemen Elektrik, pada akhir setiap pusingan besar kilat akan menyambar sasaran rawak di medan, menyebabkan kerosakan besar (Haiwan peliharaan elemen Elektrik boleh menyerap kerosakan ini), haiwan peliharaan bukan elemen Elektrik boleh lumpuh)",,,,,,,,,,,,,,,<<<5>;1;0;6%>;<<5>;5;0;1000>>,,,,,,,,
80413,,,5,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80414,,,5,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80415,,,5,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80416,,,5,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80421,,,5,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<11>;1;0;7%>;<<11>;8;0;10%>>,,,,,,,,
