id,key,key_tw
906,1.预选赛1限定,1.預選賽1限定
907,出战，预,出戰，預
908,选赛3限定,選賽3限定
909,出战，预选赛2限定,出戰，預選賽2限定
910,出战；,出戰；
911,2.预选赛可以派出,2.預選賽可以派出
912,3个,3個
913,3.第一组被击败后，第二组可在下一轮中继续战斗；,3.第一組被擊敗後，第二組可在下一輪中繼續戰鬥；
914,4.比赛形式为混战模式，您将会遇到其他各个公会的玩家（在预选赛和复赛中，若其他公会人数不足，将会碰到自己公会选手以决定单人排行名次，决赛中只会碰到其他公会对手）；,4.比賽形式為混戰模式，您將會遇到其他各個公會的玩家（在預選賽和複賽中，若其他公會人數不足，將會碰到自己公會選手以決定單人排行名次，決賽中只會碰到其他公會對手）；
915,5.胜利的玩家，可继续进行下一轮战斗，与保留下来的对手继续鏖战；,5.勝利的玩家，可繼續進行下一輪戰鬥，與保留下來的對手繼續鏖戰；
916,6.每次战斗完保留血量，斗魂在公会战中不生效；,6.每次戰鬥完保留血量，鬥魂在公會戰中不生效；
917,7.公会战存在积分机制，个人积分规则为：每打败1名对手获得,7.公會戰存在積分機制，個人積分規則為：每打敗1名對手獲得
918,积分，,積分，
919,失败获得,失敗獲得
920,积分；,積分；
921,8.公会成员的最高个人排名也会进行所有公会之间排名并发放最高个人排名积分（例如小明的公会里最高个人排名为1，且个人排名为2-9的玩家全部在小明公会，而小灰的公会里最高的个人排名为10，则最高个人排名奖励为：小明公会获得第1名积分，小灰公会获得第2名积分）--第1名：100；第2名：80；第3名：70；第4-6名：60；第7-10名：50；第11-15名：40；第16-20名：35；第21-35名：30；第36-50名：25；第51名及之后：20；,8.公會成員的最高個人排名也會進行所有公會之間排名並發放最高個人排名積分（例如小明的公會裡最高個人排名為1，且個人排名為2-9的玩家全部在小明公會，而小灰的公會裡最高的個人排名為10，則最高個人排名獎勵為：小明公會獲得第1名積分，小灰公會獲得第2名積分）--第1名：100；第2名：80；第3名：70；第4-6名：60；第7-10名：50；第11-15名：40；第16-20名：35；第21-35名：30；第36-50名：25；第51名及之後：20；
922,9.比赛当日公会总积分为：公会最高个人排名积分+个人胜负积分；,9.比賽當日公會總積分為：公會最高個人排名積分+個人勝負積分；
923,10.公会当日排行由当日公会总积分决定；,10.公會當日排行由當日公會總積分決定；
924,11.双方最多战斗20回合，20回合结束后，剩余血量百分比多的一方获胜。,11.雙方最多戰鬥20回合，20回合結束後，剩餘血量百分比多的一方獲勝。
925,连胜场数：,連勝場數：
926,最大连胜：,最大連勝：
805,人， 可获得额外奖励,人， 可獲得額外獎勵
806,普通重生返还90%的材料。,普通重生返還90%的材料。
807,战魂精华,戰魂精華
808,可供经验：10,可供經驗：10
809,已添加：0/126,已添加：0/126
810,未添加材料,未添加材料
811,敬请期待,敬請期待
812,星座加成：,星座加成：
813,星座总数达到,星座總數達到
814,2.战队等级越高，能够激活越高品质的星座，同品质下，越贵的星座越强；,2.戰隊等級越高，能夠啟動越高品質的星座，同品質下，越貴的星座越強；
815,5.部分星座需要获得相应数码兽后才能激活。,5.部分星座需要獲得相應數碼獸後才能啟動。
816,10万,10萬
817,30万,30萬
818,获得积分：,獲得積分：
819,120分,120分
820,10胜,10勝
821,公会战绩：,公會戰績：
822,我的战绩：,我的戰績：
823,今天比赛已结束，请明天准时参加,今天比賽已結束，請明天準時參加
824,仅允许男性数码兽上阵,僅允許男性數碼獸上陣
825,第2轮比赛结束，成功进入下一轮继续厮杀,第2輪比賽結束，成功進入下一輪繼續廝殺
826,奖励将在21：30准时发放～,獎勵將在21：30準時發放～
827,第4场,第4場
828,无公会,無公會
829,战场情况(当前战场1),戰場情況(當前戰場1)
830,第一战场,第一戰場
831,战 况,戰 況
832,第二战场,第二戰場
833,第三战场,第三戰場
834,报名时间:10:00-20:50，比赛开始时间21:00,報名時間:10:00-20:50，比賽開始時間21:00
835,总积分：,總積分：
836,报名人数：,報名人數：
837,允许男性数码兽上阵,允許男性數碼獸上陣
838,暂无公会报名,暫無公會報名
839,公会获得积分：,公會獲得積分：
840,个人排名：,個人排名：
841,1.公会战分为,1.公會戰分為
842,预选赛、复赛、决赛,預選賽、複賽、決賽
843,三个阶段：预选赛3天（周二至周,三個階段：預選賽3天（週二至周
844,四），复赛1天（周五），决赛1天（周六）；,四），複賽1天（週五），決賽1天（週六）；
845,2.比赛报名时间：,2.比賽報名時間：
846,4.报名条件：,4.報名條件：
847,35级及以上,35級及以上
848,玩家、,玩家、
849,才能参加当日比赛；,才能參加當日比賽；
850,3级及以上,3級及以上
851,公会可报名，只有报名了,公會可報名，只有報名了
852,V5及以上,V5及以上
853,玩家每天可自动报名,玩家每天可自動報名
854,3.比赛开始时间：,3.比賽開始時間：
855,欢迎来到公会战，公会战一周为一个赛季，每个赛季都有丰厚奖励哟。公会战考验整个公会的整体实力，团结你的战友，一起战斗吧！,歡迎來到公會戰，公會戰一周為一個賽季，每個賽季都有豐厚獎勵喲。公會戰考驗整個公會的整體實力，團結你的戰友，一起戰鬥吧！
856,周一,週一
857,周二,週二
858,周三,週三
859,攻击型数码兽,攻擊型數碼獸
860,防御型数码兽,防禦型數碼獸
861,周四,週四
862,周五,週五
863,技能型数码兽,技能型數碼獸
864,所有数码兽,所有數碼獸
865,周六,週六
866,周日,周日
867,总排行8强,總排行8強
868,休息,休息
869,预选赛1,預選賽1
870,预选赛2,預選賽2
871,预选赛3,預選賽3
872,复赛,複賽
873,决赛,決賽
874,10.决赛中的胜场不计入个人排行。,10.決賽中的勝場不計入個人排行。
875,7.整个决赛系列赛数码兽状态均会保留，包括：4强赛打完晋级半决赛时，半决赛晋级决赛时，均会保存数码兽状态；,7.整個決賽系列賽數碼獸狀態均會保留，包括：4強賽打完晉級半決賽時，半決賽晉級決賽時，均會保存數碼獸狀態；
876,1.预选赛和复赛共4场比赛积分和的前8强进入决赛；,1.預選賽和複賽共4場比賽積分和的前8強進入決賽；
877,2.决赛中，所有类型数码兽均可出场；,2.決賽中，所有類型數碼獸均可出場；
878,3.决赛为公会VS公会，淘汰晋级模式，直至决出冠军；,3.決賽為公會VS公會，淘汰晉級模式，直至決出冠軍；
879,4.决赛分战场组进行，玩家可设定,4.決賽分戰場組進行，玩家可設定
880,3组,3組
881,别对应一、二、三战场；,別對應一、二、三戰場；
882,数码兽进行比赛，1、2、3组分,數碼獸進行比賽，1、2、3組分
883,决赛规则,決賽規則
884,5.每个战场组的比赛独立进行，例如：【小明的公会】VS【小灰的公会】，则两公会的第1组数码兽全部在第一战场战斗，第2组数码兽全部在第二战场战斗，第3组数码兽全部在第三战场战斗。战场组内存活到最后的公会获得该战场组的胜利；,5.每個戰場組的比賽獨立進行，例如：【小明的公會】VS【小灰的公會】，則兩公會的第1組數碼獸全部在第一戰場戰鬥，第2組數碼獸全部在第二戰場戰鬥，第3組數碼獸全部在第三戰場戰鬥。戰場組內存活到最後的公會獲得該戰場組的勝利；
885,6.3局两胜，赢得两个战场组胜利的公会赢得系列比赛胜利；,6.3局兩勝，贏得兩個戰場組勝利的公會贏得系列比賽勝利；
886,8.战场组内的战斗规则与预选赛一致，请参见预选赛；,8.戰場組內的戰鬥規則與預選賽一致，請參見預選賽；
887,9.决赛排名额外获得积分--第1名：20000；第2名：10000；第3-4名：3000；第5-8名：100；,9.決賽排名額外獲得積分--第1名：20000；第2名：10000；第3-4名：3000；第5-8名：100；
888,11.决赛前可以针对8强进行冠军下注，若下注对象进入决赛而未赢得冠军，返还一半金币，若下注对象赢得冠军，则按照赔率获得相应金币，奖励上限为100w。,11.決賽前可以針對8強進行冠軍下注，若下注對象進入決賽而未贏得冠軍，返還一半金幣，若下注物件贏得冠軍，則按照賠率獲得相應金幣，獎勵上限為100w。
889,1.比赛结束后，奖励均通过邮件发送；,1.比賽結束後，獎勵均通過郵件發送；
890,2.每天的比赛包括报名奖励、个人胜场奖励、公会排行奖励，其中公会排行奖励为该公会参赛人员可获得；,2.每天的比賽包括報名獎勵、個人勝場獎勵、公會排行獎勵，其中公會排行獎勵為該公會參賽人員可獲得；
891,3.预选赛和复赛报名奖励为金币*100000、钻石*20、公会战荣誉宝箱*5；决赛报名奖励为金币*200000、钻石*50、公会战荣耀宝箱*5；,3.預選賽和複賽報名獎勵為金幣*100000、鑽石*20、公會戰榮譽寶箱*5；決賽報名獎勵為金幣*200000、鑽石*50、公會戰榮耀寶箱*5；
892,4.个人胜利奖励为公会战荣誉宝箱，胜利一次，获得一个，该项奖励每天最多可获得6个；,4.個人勝利獎勵為公會戰榮譽寶箱，勝利一次，獲得一個，該項獎勵每天最多可獲得6個；
893,5.公会排名奖励为金币、经验电池、公会战宝箱等，详见以下奖励展示,5.公會排名獎勵為金幣、經驗電池、公會戰寶箱等，詳見以下獎勵展示
894,丢一名,丟一名
895,决赛奖励,決賽獎勵
896,预选赛和复赛奖励,預選賽和複賽獎勵
897,1.复赛中，所有类型数码兽均可出场；,1.複賽中，所有類型數碼獸均可出場；
898,2.复赛同样可以派出,2.複賽同樣可以派出
899,2组,2組
900,数码兽出战，每组,數碼獸出戰，每組
901,4个,4個
902,数码兽；,數碼獸；
903,3.复赛的其他规则同预选赛，请参见预选赛。,3.複賽的其他規則同預選賽，請參見預選賽。
904,复赛规则,複賽規則
905,预选赛规则,預選賽規則
906,1.预选赛1限定,1.預選賽1限定
907,出战，预,出戰，預
908,选赛3限定,選賽3限定
909,出战，预选赛2限定,出戰，預選賽2限定
910,出战；,出戰；
911,2.预选赛可以派出,2.預選賽可以派出
912,3个,3個
913,3.第一组被击败后，第二组可在下一轮中继续战斗；,3.第一組被擊敗後，第二組可在下一輪中繼續戰鬥；
914,4.比赛形式为混战模式，您将会遇到其他各个公会的玩家（在预选赛和复赛中，若其他公会人数不足，将会碰到自己公会选手以决定单人排行名次，决赛中只会碰到其他公会对手）；,4.比賽形式為混戰模式，您將會遇到其他各個公會的玩家（在預選賽和複賽中，若其他公會人數不足，將會碰到自己公會選手以決定單人排行名次，決賽中只會碰到其他公會對手）；
915,5.胜利的玩家，可继续进行下一轮战斗，与保留下来的对手继续鏖战；,5.勝利的玩家，可繼續進行下一輪戰鬥，與保留下來的對手繼續鏖戰；
916,6.每次战斗完保留血量，斗魂在公会战中不生效；,6.每次戰鬥完保留血量，鬥魂在公會戰中不生效；
917,7.公会战存在积分机制，个人积分规则为：每打败1名对手获得,7.公會戰存在積分機制，個人積分規則為：每打敗1名對手獲得
918,积分，,積分，
919,失败获得,失敗獲得
920,积分；,積分；
921,8.公会成员的最高个人排名也会进行所有公会之间排名并发放最高个人排名积分（例如小明的公会里最高个人排名为1，且个人排名为2-9的玩家全部在小明公会，而小灰的公会里最高的个人排名为10，则最高个人排名奖励为：小明公会获得第1名积分，小灰公会获得第2名积分）--第1名：100；第2名：80；第3名：70；第4-6名：60；第7-10名：50；第11-15名：40；第16-20名：35；第21-35名：30；第36-50名：25；第51名及之后：20；,8.公會成員的最高個人排名也會進行所有公會之間排名並發放最高個人排名積分（例如小明的公會裡最高個人排名為1，且個人排名為2-9的玩家全部在小明公會，而小灰的公會裡最高的個人排名為10，則最高個人排名獎勵為：小明公會獲得第1名積分，小灰公會獲得第2名積分）--第1名：100；第2名：80；第3名：70；第4-6名：60；第7-10名：50；第11-15名：40；第16-20名：35；第21-35名：30；第36-50名：25；第51名及之後：20；
922,9.比赛当日公会总积分为：公会最高个人排名积分+个人胜负积分；,9.比賽當日公會總積分為：公會最高個人排名積分+個人勝負積分；
923,10.公会当日排行由当日公会总积分决定；,10.公會當日排行由當日公會總積分決定；
924,11.双方最多战斗20回合，20回合结束后，剩余血量百分比多的一方获胜。,11.雙方最多戰鬥20回合，20回合結束後，剩餘血量百分比多的一方獲勝。
925,连胜场数：,連勝場數：
926,最大连胜：,最大連勝：
927,剩余人数：,剩餘人數：
928,昨日公会战未开启或您公会未参加，暂无昨日战况哦～,昨日公會戰未開啟或您公會未參加，暫無昨日戰況哦～
929,（当前战场人数）,（當前戰場人數）
930,拖动数码兽头像可更换数码兽及调整阵容,拖動數碼獸頭像可更換數碼獸及調整陣容
931,参赛限定：只限,參賽限定：只限
932,攻击型,攻擊型
933,数码兽参赛，每队,數碼獸參賽，每隊
934,个，共,個，共
935,队,隊
936,参赛限定：所有数码兽可参赛，每队,參賽限定：所有數碼獸可參賽，每隊
937,所有满足比赛条件的数码兽均已上阵,所有滿足比賽條件的數碼獸均已上陣
938,您抢到名字是六个字的红包，获得888888金币,您搶到名字是六個字的紅包，獲得888888金幣
939,第十五章,第十五章
940,决战奥格瑞玛,決戰奧格瑞瑪
941,返还等您拿， 充值后,返還等您拿， 充值後
942,登录：,登錄：
943,购买觉醒碎片， 可获得觉醒合金,購買覺醒碎片， 可獲得覺醒合金
944,请联系官方客服，给您提供更好的帮助,請聯繫官方客服，給您提供更好的幫助
945,官方客服QQ：,官方客服QQ：
946,官方微信公众号：,官方微信公眾號：
947,官方客服电话：,官方客服電話：
948,官方玩家交流群：,官方玩家交流群：
949,可用头衔,可用頭銜
950,不可用头衔,不可用頭銜
951,官方客服,官方客服
952,头衔,頭銜
927,剩余人数：,剩餘人數：
928,昨日公会战未开启或您公会未参加，暂无昨日战况哦～,昨日公會戰未開啟或您公會未參加，暫無昨日戰況哦～
929,（当前战场人数）,（當前戰場人數）
930,拖动数码兽头像可更换数码兽及调整阵容,拖動數碼獸頭像可更換數碼獸及調整陣容
931,参赛限定：只限,參賽限定：只限
932,攻击型,攻擊型
933,数码兽参赛，每队,數碼獸參賽，每隊
934,个，共,個，共
935,队,隊
936,参赛限定：所有数码兽可参赛，每队,參賽限定：所有數碼獸可參賽，每隊
937,所有满足比赛条件的数码兽均已上阵,所有滿足比賽條件的數碼獸均已上陣
938,您抢到名字是六个字的红包，获得888888金币,您搶到名字是六個字的紅包，獲得888888金幣
939,第十五章,第十五章
940,决战奥格瑞玛,決戰奧格瑞瑪
941,返还等您拿， 充值后,返還等您拿， 充值後
942,登录：,登錄：
943,购买觉醒碎片， 可获得觉醒合金,購買覺醒碎片， 可獲得覺醒合金
944,请联系官方客服，给您提供更好的帮助,請聯繫官方客服，給您提供更好的幫助
945,官方客服QQ：,官方客服QQ：
946,官方微信公众号：,官方微信公眾號：
947,官方客服电话：,官方客服電話：
948,官方玩家交流群：,官方玩家交流群：
949,可用头衔,可用頭銜
950,不可用头衔,不可用頭銜
951,官方客服,官方客服
952,头衔,頭銜
1101,该斗魂已升满，快去提升其他斗魂吧~,該鬥魂已升滿，快去提升其他鬥魂吧~
1102,可提供经验：10,可提供經驗：10
1103,目标等级,目標等級
1104,橙+3,橙+3
1105,升级的同时品质将自动提升到,升級的同時品質將自動提升到
1106,当前无任何道具,當前無任何道具
1107,格斗家手册,格鬥家手冊
1108,你的数码兽阵容势如破竹，弹指一瞬间闯过了,你的數碼獸陣容勢如破竹，彈指一瞬間闖過了
1109,层，以下是您获得的战利品,層，以下是您獲得的戰利品
1110,未知物品,未知物品
1111,2层剩余,2層剩餘
1112,还剩,還剩
1113,层可购买,層可購買
1114,已开启,已開啟
1115,一键试炼,一鍵試煉
1116,是否立刻跳过战斗，立刻传送至试炼第,是否立刻跳過戰鬥，立刻傳送至試煉第
1117,层？传送完成后，可以手动购买buff和领取奖励哦！,層？傳送完成後，可以手動購買buff和領取獎勵哦！
1118,您的勇气超凡，跳过战斗仍然可获得全部奖励，真的要放弃一键爬吗？,您的勇氣超凡，跳過戰鬥仍然可獲得全部獎勵，真的要放棄一鍵爬嗎？
1119,重要提示,重要提示
1120,仍有宝箱可以开启，确定跳过吗？ ,仍有寶箱可以開啟，確定跳過嗎？
1121,格斗家手册+3,格鬥家手冊+3
1122,升,升
1123,无进阶材料消耗,無進階材料消耗
1124,本次得分：,本次得分：
1125,购买次数,購買次數
1126,确定花费钻石购买挑战次数吗？,確定花費鑽石購買挑戰次數嗎？
1127,购买需,購買需
1128,首次合成,首次合成
1129,1.上下左右滑动屏幕操纵所有方块移动，相同的方块同向移动会叠加,1.上下左右滑動螢幕操縱所有方塊移動，相同的方塊同向移動會疊加
1130,成更大数字的方块,成更大數字的方塊
1131,2.合成更多数字更大的方块能获得更多的积分，从而得到更多的奖励,2.合成更多數位更大的方塊能獲得更多的積分，從而得到更多的獎勵
1132,3.可以使用锤子工具自由消除一个方块（挑战失败就不能用了哦）,3.可以使用錘子工具自由消除一個方塊（挑戰失敗就不能用了哦）
1133,4.活动期间，凌晨5点时会重置并结算奖励，请合理安排时间和使用,4.活動期間，淩晨5點時會重置並結算獎勵，請合理安排時間和使用
1134,进度,進度
1135,5.首次合成一定数字方块时还能获得豪华奖励哦，具体可以参考奖励,5.首次合成一定數位方塊時還能獲得豪華獎勵哦，具體可以參考獎勵
1136,列表,列表
1137,6.返回主场景会自动保存进度,6.返回主場景會自動保存進度
1138,玩法次数：,玩法次數：
1139,本次消耗:,本次消耗:
1140,记得及时保存数据哦,記得及時保存資料哦
1141,保存时间：,保存時間：
1142,剩余活动时间：0天14:06:13,剩餘活動時間：0天14:06:13
1143,上下左右滑动，操作所有方块向该方向移动，同样数值的方块会累加成下一个数值的方块，合成分数更高的方块，获得巨额奖励。,上下左右滑動，操作所有方塊向該方向移動，同樣數值的方塊會累加成下一個數值的方塊，合成分數更高的方塊，獲得巨額獎勵。
1144,消耗,消耗
1145,50 消除该方块？,50 消除該方塊？
1146,感谢使用试炼黑科技，唰的一声跳过,感謝使用試煉黑科技，唰的一聲跳過
1147,层，以下是您的奖励：,層，以下是您的獎勵：
1148,是否选择跳过战斗，立刻传送至试炼第,是否選擇跳過戰鬥，立刻傳送至試煉第
1149,一键跳关可以获得您手动挑战对应层数的全部奖励，可谓事半功倍，真的要放弃跳关机会吗？,一鍵跳關可以獲得您手動挑戰對應層數的全部獎勵，可謂事半功倍，真的要放棄跳關機會嗎？
1150,上下左右滑动，操作所有方块向该方向移动，同样数值的方块会累加成下一个数值的方块，合成分数更高的方块，获得豪华奖励。,上下左右滑動，操作所有方塊向該方向移動，同樣數值的方塊會累加成下一個數值的方塊，合成分數更高的方塊，獲得豪華獎勵。
1151,镜头拉伸,鏡頭拉伸
1152,6.挑战限时BOSS-奥米加兽时建议开启系统设置中的镜头拉伸功能,6.挑戰限時BOSS-奧米加獸時建議開啟系統設置中的鏡頭拉伸功能
1153,报名时间：周一和周五10:00至18:50，需达到50级,報名時間：週一和週五10:00至18:50，需達到50級
1154,12服,12服
1155,1、每周进行2期比赛，每期比赛持续2天，开始时间为每周1、5,1、每週進行2期比賽，每期比賽持續2天，開始時間為每週1、5
1156,2、每期比赛会根据每个服实力和玩家数，匹配相近的若干服,2、每期比賽會根據每個服實力和玩家數，匹配相近的若干服
1157,3、报名时间：每期比赛第1天05:00-18:50,3、報名時間：每期比賽第1天05:00-18:50
1158,4、开始时间：19:10,4、開始時間：19:10
1159,5、报名时需选定12个数码兽，每天比赛正式开始前均可自由更替,5、報名時需選定12個數碼獸，每天比賽正式開始前均可自由更替
1160,6、每期比赛共包括预选赛，八强赛，冠军赛3个阶段。,6、每期比賽共包括預選賽，八強賽，冠軍賽3個階段。
1161,7、预选赛每场比赛持续4分钟，八强赛和冠军赛每场比赛持续5分钟，比赛开始前1分钟内不能进行布阵。,7、預選賽每場比賽持續4分鐘，八強賽和冠軍賽每場比賽持續5分鐘，比賽開始前1分鐘內不能進行佈陣。
1162,8、VIP6及以上可自动报名。,8、VIP6及以上可自動報名。
1163,比赛时间安排,比賽時間安排
1164,第1天10:00-18:50,第1天10:00-18:50
1165,记得报名哟,記得報名喲
1166,预选赛第一轮比赛,預選賽第一輪比賽
1167,第1天19:00-19:16,第1天19:00-19:16
1168,每场比赛4分钟，共4场,每場比賽4分鐘，共4場
1169,预选赛第二轮比赛,預選賽第二輪比賽
1170,第1天19:16-19:32,第1天19:16-19:32
1171,第1天19:32-第2天19:00,第1天19:32-第2天19:00
1172,养精蓄锐,養精蓄銳
1173,预选赛第三轮比赛,預選賽第三輪比賽
1174,第2天19:10-19:16,第2天19:10-19:16
1175,每场比赛4分钟，共4场，选出64强,每場比賽4分鐘，共4場，選出64強
1176,8强赛,8強賽
1177,第2天19:16-19:31,第2天19:16-19:31
1178,每场比赛5分钟，共3场，选出8强,每場比賽5分鐘，共3場，選出8強
1179,冠军赛,冠軍賽
1180,第2天19:31-19:46,第2天19:31-19:46
1181,每场比赛5分钟，共3场，选出冠军,每場比賽5分鐘，共3場，選出冠軍
1182,奖   励,獎   勵
1183,1、每胜利一场获得1个金宝箱，失败一场获得1个银宝箱。,1、每勝利一場獲得1個金寶箱，失敗一場獲得1個銀寶箱。
1184,2、每期比赛结束后，会根据您的排名发放排名奖励。,2、每期比賽結束後，會根據您的排名發放排名獎勵。
1185,3、宝箱可以开出各种稀有奖励,3、寶箱可以開出各種稀有獎勵
1186,4、排名奖励将在每期比赛结束后通过邮件发放,4、排名獎勵將在每期比賽結束後通過郵件發放
1187,1、预选赛为积分淘汰制,1、預選賽為積分淘汰制
1188,2、预选赛分为3轮，第1天进行2轮，第二天进行1轮。每轮进行4场比赛，共12场比赛，每场比赛4分钟,2、預選賽分為3輪，第1天進行2輪，第二天進行1輪。每輪進行4場比賽，共12場比賽，每場比賽4分鐘
1189,3、每进行一场比赛，玩家可获得相应积分。,3、每進行一場比賽，玩家可獲得相應積分。
1190,4、每轮预选赛继承积分和胜负场次，累计5败即淘汰出局。,4、每輪預選賽繼承積分和勝負場次，累計5敗即淘汰出局。
1191,5、单轮比赛数码兽不能重复使用，不同轮次间数码兽可重复使用。,5、單輪比賽數碼獸不能重複使用，不同輪次間數碼獸可重複使用。
1192,八强选拔赛,八強選拔賽
1193,1、预选赛结束后根据排名选出前64强进行8强赛，其中会优先选出每个服的前3强再根据总排名选其他64强。,1、預選賽結束後根據排名選出前64強進行8強賽，其中會優先選出每個服的前3強再根據總排名選其他64強。
1194,2、8强选拔赛为淘汰制，包括32强赛，16强赛，8强赛三场比赛,2、8強選拔賽為淘汰制，包括32強賽，16強賽，8強賽三場比賽
1195,3、每场比赛5分钟,3、每場比賽5分鐘
1196,4、数码兽不能重复使用,4、數碼獸不能重複使用
1197,1、八强赛最后胜利者可进入冠军赛,1、八強賽最後勝利者可進入冠軍賽
1198,2、冠军赛为淘汰制，包括四强赛、半决赛、决赛三场比赛,2、冠軍賽為淘汰制，包括四強賽、半決賽、決賽三場比賽
1199,1、淘汰赛，八强赛，冠军赛均为3对3车轮战。,1、淘汰賽，八強賽，冠軍賽均為3對3車輪戰。
1200,2、上阵数码兽，总先手值高的先出手；先手值相同则总战力高的先出手。,2、上陣數碼獸，總先手值高的先出手；先手值相同則總戰力高的先出手。
1201,3、两个数码兽对战，最高战斗回合为10回合。,3、兩個數碼獸對戰，最高戰鬥回合為10回合。
1202,4、10回合结束后如均末死亡，则剩余血量百分比高的一方获胜。,4、10回合結束後如均末死亡，則剩餘血量百分比高的一方獲勝。
1203,5、最终有存活数码兽的一方胜利。,5、最終有存活數碼獸的一方勝利。
1204,下注规则,下注規則
1205,1、玩家第一天可下注自已在淘汰赛中胜利场次单双数。,1、玩家第一天可下注自已在淘汰賽中勝利場次單雙數。
1206,2、第二天可下注该区总战力前64强玩家的冠军归属。,2、第二天可下注該區總戰力前64強玩家的冠軍歸屬。
1207,3、冠军下注，赔率越高，回报越大。每期最高可获得1500000金币,3、冠軍下注，賠率越高，回報越大。每期最高可獲得1500000金幣
1208,4、如下注对象进入四强则返还1.5倍金额，未进入四强则返还一半金额,4、如下注物件進入四強則返還1.5倍金額，未進入四強則返還一半金額
1209,5、以下为排名奖励：,5、以下為排名獎勵：
1210,移动【滚球兽】，去拯救那些【鼻涕兽】，来获取高额奖励吧，小心不要被邪恶的【小恶魔兽】抓到哦！,移動【滾球獸】，去拯救那些【鼻涕獸】，來獲取高額獎勵吧，小心不要被邪惡的【小惡魔獸】抓到哦！
1211,等级：100,等級：100
1212,可获得,可獲得
1213,蓝色,藍色
1214,或,或
1215,紫色,紫色
1216,合金,合金
1217,（每日凌晨,（每日淩晨
1218,点重置免费次数和购买次数）,點重置免費次數和購買次數）
1219,本次免费,本次免費
1220,（剩余次数:,（剩餘次數:
1221,橙色,橙色
1222,拖拽可放置合金，长按可查看合金属性,拖拽可放置合金，長按可查看合金屬性
1223,当前矩阵：麦迪文矩阵,當前矩陣：麥迪文矩陣
1224,未安放任何合金,未安放任何合金
1225,啊哦，还没有合金诶，快去合金抽取里获得合金吧～,啊哦，還沒有合金誒，快去合金抽取裡獲得合金吧～
1226,多个矩阵条件达成时，可一键领取所有奖励,多個矩陣條件達成時，可一鍵領取所有獎勵
1227,已选中,已選中
1228,个合金,個合金
1229,熔炼可获得合金精华：,熔煉可獲得合金精華：
1230,初级攻防石,初級攻防石
1231,强化过的合金在熔炼后返还所有合金精华及大部分金币,強化過的合金在熔煉後返還所有合金精華及大部分金幣
1232,（一键强化会将矩阵中所有合金升至目标等级，可能伴随自动突破）,（一鍵強化會將矩陣中所有合金升至目標等級，可能伴隨自動突破）
1233,提升至 1 级,提升至 1 級
1234,白色品质,白色品質
1235,绿色品质,綠色品質
1236,蓝色品质,藍色品質
1237,紫色品质,紫色品質
1238,1.将合金镶嵌在数码兽的矩阵槽上，数码兽可获得合金的数值加成，矩阵,1.將合金鑲嵌在數碼獸的矩陣槽上，數碼獸可獲得合金的數值加成，矩陣
1239,槽位随战队等级解锁；,槽位元隨戰隊等級解鎖；
1240,2.将合金以指定的类型放置在矩阵槽中时，可激活矩阵属性加成，数码兽,2.將合金以指定的類型放置在矩陣槽中時，可啟動矩陣屬性加成，數碼獸
1241,实力将得到进一步提升；,實力將得到進一步提升；
1242,3.矩阵效果本身存在品质强弱，当激活矩阵效果的合金全部达到某一品质,3.矩陣效果本身存在品質強弱，當啟動矩陣效果的合金全部達到某一品質
1243,时，该矩阵效果也可提升至该品质，也即：矩阵效果的强弱取决于矩阵中,時，該矩陣效果也可提升至該品質，也即：矩陣效果的強弱取決於矩陣中
1244,品质最低的合金；,品質最低的合金；
1245,4.当数码兽激活某个矩阵效果，且当前矩阵槽中还有空位时，可自行选择,4.當數碼獸啟動某個矩陣效果，且當前矩陣槽中還有空位時，可自行選擇
1246,在空槽中使用喜欢的合金，不会影响矩阵效果的激活；,在空槽中使用喜歡的合金，不會影響矩陣效果的啟動；
1247,5.多余的合金可通过合金熔炼转化为合金精华，合金精华可用作提升其他,5.多餘的合金可通過合金熔煉轉化為合金精華，合金精華可用作提升其他
1248,合金的等级。,合金的等級。
1249,特级攻防石+1,特級攻防石+1
1250,达到10级后，可突破为,達到10級後，可突破為
1251,等级：10,等級：10
1252,等级10,等級10
1253,最大,最大
1254,量子矩阵,量子矩陣
1255,淘汰赛前两轮已结束，当前休息中，第2天晚19:00:00准时开战,淘汰賽前兩輪已結束，當前休息中，第2天晚19:00:00準時開戰
1256,当前：,當前：
1257,下注时间：第一天19:50--第二天18:50,下注時間：第一天19:50--第二天18:50
1258,1服,1服
1259,可获得   倍下注金额,可獲得   倍下注金額
1260,将返还      倍下注金额,將返還      倍下注金額
1261,本次比赛自己在淘汰赛中胜利场次单双数,本次比賽自己在淘汰賽中勝利場次單雙數
1262,玩法：,玩法：
1263,我的名字六字 Lv.98 1服,我的名字六字 Lv.98 1服
1264,总胜率：,總勝率：
1265,总战斗：268,總戰鬥：268
1266,123服,123服
1267,8服,8服
1268,4、开始时间：19:00,4、開始時間：19:00
1269,8、VIP5及以上可自动报名。,8、VIP5及以上可自動報名。
1270,第1天19:32-第2天18:50,第1天19:32-第2天18:50
1271,第2天19:00-19:16,第2天19:00-19:16
1272,1、预选赛结束后根据排名选出前64强进行8强赛，8强赛将分8个赛场进行选拨,1、預選賽結束後根據排名選出前64強進行8強賽，8強賽將分8個賽場進行選撥
