VariableName,_beizhu,huodongID,periodType,weekParam,taskAttribute,taskType,taskParam,taskSpecialParam,title,title_th,title_en,title_vn,title_kr,desc,desc_th,desc_en,desc_vn,desc_kr,exp,goToPanel
6002,,1004,2,10,,36,50,,Upgrade Ninja 50 times.,อัปเกรดนินจา 50 ครั้ง.,Upgrade Ninja 50 times.,Nâng cấp Ninja 50 lần.,,,,,,,100,strengthen-1
6003,,1004,2,10,,21,1000,,Spend 1000 Primogems,ใช้ 1000 เพชร,Spend 1000 Primogems,Tiêu 1000 Nguyên bảo,,,,,,,200,
6004,,1004,2,10,,43,50,,Arena Points: 50 points,คะแนนสนามประลอง: 50 คะแนน,Arena Points: 50 points,Điểm đấu trường: 50 điểm,,,,,,,100,
6005,,1004,2,10,,63,50000,,Accumulate 50000 Anbu Special Training points,สะสมคะแนนฝึกพิเศษ Anbu 50000 คะแนน,Accumulate 50000 Anbu Special Training points,Tích lũy 50000 điểm Đặc huấn Anbu,,,,,,,100,
6006,,1004,2,10,,55,20,,Donate 20 times,บริจาค 20 ครั้ง,Donate 20 times,Quyên góp 20 lần,,,,,,,100,
6007,,1004,2,10,,50,20,,Draw 20 times in the Gacha Spirit Stone Draw,หมุน 20 ครั้งในการสุ่มบัตรหินวิญญาณ,Draw 20 times in the Gacha Spirit Stone Draw,Rút 20 lần trong Rút thẻ Nguyên bảo,,,,,,,200,
6008,,1004,2,10,,29,300,,Fight in the normal stage 300 times,ต่อสู้ในด่านปกติ 300 ครั้ง,Fight in the normal stage 300 times,Chiến đấu ở ải bình thường 300 lần,,,,,,,200,10000
6009,,1004,2,10,,30,60,,Challenge 60 Hard Levels,ท้าทาย 60 ด่านยาก,Challenge 60 Hard Levels,Thử thách ải khó 60 lần,,,,,,,200,20000
6010,,1004,2,10,,85,30,,Complete the dispatch mission 30 times,ทำภารกิจส่งกำลัง 30 ครั้งสำเร็จ,Complete the dispatch mission 30 times,Hoàn thành nhiệm vụ điều phái 30 lần,,,,,,,100,
6011,,1004,2,10,,21,3000,,Spend 3000 Primogems,ใช้ 3000 หินอัญมณี,Spend 3000 Primogems,Tiêu 3000 Nguyên bảo,,,,,,,200,
6012,,1004,2,10,,67,7,,Clear Anbu Training Level 7,ผ่านการฝึกอบรมอันบู ชั้นที่ 7,Clear Anbu Training Level 7,Vượt Huấn luyện Anbu tầng 7,,,,,,,200,
6013,,1004,2,10,,86,6,{6=4},Complete S-rank dispatch mission 6 times,ทำภารกิจส่งกำลังระดับ S ให้สำเร็จ 6 ครั้ง,Complete S-rank dispatch mission 6 times,Hoàn thành nhiệm vụ điều phái bậc S 6 lần,,,,,,,200,
6101,,1004,2,11,,17,3,,Logged in for a total of 3 days,เข้าสู่ระบบทั้งหมด 3 วัน,Logged in for a total of 3 days,Đăng nhập tổng cộng 3 ngày,,,,,,,100,
6102,,1004,2,11,,36,50,,Upgrade Ninja 50 times.,อัปเกรดนินจา 50 ครั้ง.,Upgrade Ninja 50 times.,Nâng cấp Ninja 50 lần.,,,,,,,100,strengthen-1
6103,,1004,2,11,,21,1000,,Spend 1000 Primogems,ใช้ 1000 เพชร,Spend 1000 Primogems,Tiêu 1000 Nguyên bảo,,,,,,,200,
6104,,1004,2,11,,43,50,,Arena Points: 50 points,คะแนนสนามประลอง: 50 คะแนน,Arena Points: 50 points,Điểm đấu trường: 50 điểm,,,,,,,100,
6105,,1004,2,11,,63,50000,,Accumulate 50000 Anbu Special Training points,สะสมคะแนนฝึกพิเศษ Anbu 50000 คะแนน,Accumulate 50000 Anbu Special Training points,Tích lũy 50000 điểm Đặc huấn Anbu,,,,,,,100,
6106,,1004,2,11,,55,20,,Donate 20 times,บริจาค 20 ครั้ง,Donate 20 times,Quyên góp 20 lần,,,,,,,100,
6107,,1004,2,11,,50,20,,Draw 20 times in the Gacha Spirit Stone Draw,หมุน 20 ครั้งในการสุ่มบัตรหินวิญญาณ,Draw 20 times in the Gacha Spirit Stone Draw,Rút 20 lần trong Rút thẻ Nguyên bảo,,,,,,,200,
6108,,1004,2,11,,29,300,,Fight in the normal stage 300 times,ต่อสู้ในด่านปกติ 300 ครั้ง,Fight in the normal stage 300 times,Chiến đấu ở ải bình thường 300 lần,,,,,,,200,10000
6109,,1004,2,11,,30,60,,Challenge 60 Hard Levels,ท้าทาย 60 ด่านยาก,Challenge 60 Hard Levels,Thử thách ải khó 60 lần,,,,,,,200,20000
6110,,1004,2,11,,85,30,,Complete the dispatch mission 30 times,ทำภารกิจส่งกำลัง 30 ครั้งสำเร็จ,Complete the dispatch mission 30 times,Hoàn thành nhiệm vụ điều phái 30 lần,,,,,,,100,
6111,,1004,2,11,,21,3000,,Spend 3000 Primogems,ใช้ 3000 หินอัญมณี,Spend 3000 Primogems,Tiêu 3000 Nguyên bảo,,,,,,,200,
6112,,1004,2,11,,67,7,,Clear Anbu Training Level 7,ผ่านการฝึกอบรมอันบู ชั้นที่ 7,Clear Anbu Training Level 7,Vượt Huấn luyện Anbu tầng 7,,,,,,,200,
6113,,1004,2,11,,86,6,{6=4},Complete S-rank dispatch mission 6 times,ทำภารกิจส่งกำลังระดับ S ให้สำเร็จ 6 ครั้ง,Complete S-rank dispatch mission 6 times,Hoàn thành nhiệm vụ điều phái bậc S 6 lần,,,,,,,200,
6501,,1005,,,,15,1,,Daily Login,เข้าสู่ระบบรายวัน,Daily Login,Đăng nhập hàng ngày,,,,,,,30,
6502,,1005,,,,29,30,,Fight in the normal stage 30 times,ต่อสู้ที่ด่านปกติ 30 ครั้ง,Fight in the normal stage 30 times,Chiến đấu ở ải bình thường 30 lần,,,,,,,30,10000
6503,,1005,,,,39,1,,Accessory Breakthrough Once,เจาะผ่านอุปกรณ์ครั้งเดียว,Accessory Breakthrough Once,Đột phá phụ kiện 1 lần,,,,,,,30,
6504,,1005,,,,41,5,,Participate in the arena 5 times,เข้าร่วมสนามประลอง 5 ครั้ง,Participate in the arena 5 times,Tham đấu trường 5 lần,,,,,,,30,
6505,,1005,,,,66,2,,Participate in Illusion Challenge 2 times,เข้าร่วมท้าทายภาพลวงตา 2 ครั้ง,Participate in Illusion Challenge 2 times,Tham gia Khiêu chiến ảo ảnh 2 lần,,,,,,,30,
6506,,1005,,,,20,1000000,,"Spend 1,000,000 Xu coins","ใช้ 1,000,000 เหรียญ Xu","Spend 1,000,000 Xu coins",Tiêu 1000000 Xu đồng,,,,,,,30,
6507,,1005,,,,21,300,,Spend 300 Primogems,ใช้ 300 เพชร,Spend 300 Primogems,Tiêu 300 Nguyên bảo,,,,,,,30,
6508,,1005,,,4,15,1,,Marster daily login.,Marster เข้าสู่ระบบรายวัน.,Marster daily login.,Marster đăng nhập hàng ngày.,,,,,,,30,
6521,,1005,2,,,17,2,,Logged in for a total of 2 days,ล็อกอินครบทั้งหมด 2 วัน,Logged in for a total of 2 days,Đăng nhập tổng cộng 2 ngày,,,,,,,100,
6522,,1005,2,,,36,30,,Upgrade Ninja 30 times,อัปเกรดนินจา 30 ครั้ง,Upgrade Ninja 30 times,Nâng cấp Ninja 30 lần,,,,,,,100,strengthen-1
6523,,1005,2,,,21,1000,,Spend 1000 Primogems,ใช้ 1000 เพชร,Spend 1000 Primogems,Tiêu 1000 Nguyên bảo,,,,,,,100,
6524,,1005,2,,,43,25,,Arena points: 25 points,คะแนนสนามประลอง: 25 คะแนน,Arena points: 25 points,Điểm đấu trường: 25 điểm,,,,,,,100,
6525,,1005,2,,,63,25000,,Accumulate 25000 Anbu Special Training points,สะสมคะแนนฝึกพิเศษ Anbu 25000 คะแนน,Accumulate 25000 Anbu Special Training points,Tích lũy 25000 điểm Đặc huấn Anbu,,,,,,,100,
6526,,1005,2,,,55,10,,Donate 10 times,บริจาค 10 ครั้ง,Donate 10 times,Quyên góp 10 lần,,,,,,,100,
6527,,1005,2,,,50,10,,Draw 10 times in Primogem Banner,หมุน 10 ครั้งในกาชา Primogem,Draw 10 times in Primogem Banner,Rút 10 lần trong Rút thẻ Nguyên bảo,,,,,,,100,
6528,,1005,2,,,29,150,,Fight in the normal stage 150 times,ต่อสู้ในด่านปกติ 150 ครั้ง,Fight in the normal stage 150 times,Chiến đấu ở ải bình thường 150 lần,,,,,,,100,10000
6529,,1005,2,,,30,30,,Challenge the hard stage 30 times,ท้าทายด่านยาก 30 ครั้ง,Challenge the hard stage 30 times,Thử thách ải khó 30 lần,,,,,,,100,20000
6530,,1005,2,,,85,15,,Complete the dispatch mission 15 times,ทำภารกิจส่งสายงานให้สำเร็จ 15 ครั้ง,Complete the dispatch mission 15 times,Hoàn thành nhiệm điều phái 15 lần,,,,,,,100,
6531,,1005,2,,,21,3000,,Spend 3000 Primogems,ใช้ 3000 หินอัญมณี,Spend 3000 Primogems,Tiêu 3000 Nguyên bảo,,,,,,,100,
6532,,1005,2,,,67,7,,Clear Anbu Training Level 7,ผ่านการฝึกอบรมอันบู ชั้นที่ 7,Clear Anbu Training Level 7,Vượt Huấn luyện Anbu tầng 7,,,,,,,100,
6533,,1005,2,,,86,3,{3=4},Complete the S-rank dispatch mission 3 times,ทำภารกิจส่งกำลังระดับ S ให้ครบ 3 ครั้ง,Complete the S-rank dispatch mission 3 times,Hoàn thành nhiệm vụ điều phái bậc S 3 lần,,,,,,,100,
6541,,1005,2,2,,17,3,,Logged in for a total of 3 days,เข้าสู่ระบบทั้งหมด 3 วัน,Logged in for a total of 3 days,Đăng nhập tổng cộng 3 ngày,,,,,,,100,
6542,,1005,2,2,,36,50,,Upgrade Ninja 50 times.,อัปเกรดนินจา 50 ครั้ง.,Upgrade Ninja 50 times.,Nâng cấp Ninja 50 lần.,,,,,,,100,strengthen-1
6543,,1005,2,2,,21,1000,,Spend 1000 Primogems,ใช้ 1000 เพชร,Spend 1000 Primogems,Tiêu 1000 Nguyên bảo,,,,,,,200,
6544,,1005,2,2,,43,50,,Arena Points: 50 points,คะแนนสนามประลอง: 50 คะแนน,Arena Points: 50 points,Điểm đấu trường: 50 điểm,,,,,,,100,
6545,,1005,2,2,,63,50000,,Accumulate 50000 Anbu Special Training points,สะสมคะแนนฝึกพิเศษ Anbu 50000 คะแนน,Accumulate 50000 Anbu Special Training points,Tích lũy 50000 điểm Đặc huấn Anbu,,,,,,,100,
6546,,1005,2,2,,55,20,,Donate 20 times,บริจาค 20 ครั้ง,Donate 20 times,Quyên góp 20 lần,,,,,,,100,
6547,,1005,2,2,,50,20,,Draw 20 times in the Gacha Spirit Stone Draw,หมุน 20 ครั้งในการสุ่มบัตรหินวิญญาณ,Draw 20 times in the Gacha Spirit Stone Draw,Rút 20 lần trong Rút thẻ Nguyên bảo,,,,,,,200,
6548,,1005,2,2,,29,300,,Fight in the normal stage 300 times,ต่อสู้ในด่านปกติ 300 ครั้ง,Fight in the normal stage 300 times,Chiến đấu ở ải bình thường 300 lần,,,,,,,200,10000
6549,,1005,2,2,,30,60,,Challenge 60 Hard Levels,ท้าทาย 60 ด่านยาก,Challenge 60 Hard Levels,Thử thách ải khó 60 lần,,,,,,,200,20000
6550,,1005,2,2,,85,30,,Complete the dispatch mission 30 times,ทำภารกิจส่งกำลัง 30 ครั้งสำเร็จ,Complete the dispatch mission 30 times,Hoàn thành nhiệm vụ điều phái 30 lần,,,,,,,100,
6551,,1005,2,2,,21,3000,,Spend 3000 Primogems,ใช้ 3000 หินอัญมณี,Spend 3000 Primogems,Tiêu 3000 Nguyên bảo,,,,,,,200,
6552,,1005,2,2,,67,7,,Clear Anbu Training Level 7,ผ่านการฝึกอบรมอันบู ชั้นที่ 7,Clear Anbu Training Level 7,Vượt Huấn luyện Anbu tầng 7,,,,,,,200,
6553,,1005,2,2,,86,6,{6=4},Complete S-rank dispatch mission 6 times,ทำภารกิจส่งกำลังระดับ S ให้สำเร็จ 6 ครั้ง,Complete S-rank dispatch mission 6 times,Hoàn thành nhiệm vụ điều phái bậc S 6 lần,,,,,,,200,
6561,,1005,2,3,,17,3,,Logged in for a total of 3 days,เข้าสู่ระบบทั้งหมด 3 วัน,Logged in for a total of 3 days,Đăng nhập tổng cộng 3 ngày,,,,,,,100,
6562,,1005,2,3,,36,50,,Upgrade Ninja 50 times.,อัปเกรดนินจา 50 ครั้ง.,Upgrade Ninja 50 times.,Nâng cấp Ninja 50 lần.,,,,,,,100,strengthen-1
6563,,1005,2,3,,21,1000,,Spend 1000 Primogems,ใช้ 1000 เพชร,Spend 1000 Primogems,Tiêu 1000 Nguyên bảo,,,,,,,200,
6564,,1005,2,3,,43,50,,Arena Points: 50 points,คะแนนสนามประลอง: 50 คะแนน,Arena Points: 50 points,Điểm đấu trường: 50 điểm,,,,,,,100,
6565,,1005,2,3,,63,50000,,Accumulate 50000 Anbu Special Training points,สะสมคะแนนฝึกพิเศษ Anbu 50000 คะแนน,Accumulate 50000 Anbu Special Training points,Tích lũy 50000 điểm Đặc huấn Anbu,,,,,,,100,
6566,,1005,2,3,,55,20,,Donate 20 times,บริจาค 20 ครั้ง,Donate 20 times,Quyên góp 20 lần,,,,,,,100,
6567,,1005,2,3,,50,20,,Draw 20 times in the Gacha Spirit Stone Draw,หมุน 20 ครั้งในการสุ่มบัตรหินวิญญาณ,Draw 20 times in the Gacha Spirit Stone Draw,Rút 20 lần trong Rút thẻ Nguyên bảo,,,,,,,200,
6568,,1005,2,3,,29,300,,Fight in the normal stage 300 times,ต่อสู้ในด่านปกติ 300 ครั้ง,Fight in the normal stage 300 times,Chiến đấu ở ải bình thường 300 lần,,,,,,,200,10000
6569,,1005,2,3,,30,60,,Challenge 60 Hard Levels,ท้าทาย 60 ด่านยาก,Challenge 60 Hard Levels,Thử thách ải khó 60 lần,,,,,,,200,20000
6570,,1005,2,3,,85,30,,Complete the dispatch mission 30 times,ทำภารกิจส่งกำลัง 30 ครั้งสำเร็จ,Complete the dispatch mission 30 times,Hoàn thành nhiệm vụ điều phái 30 lần,,,,,,,100,
6571,,1005,2,3,,21,3000,,Spend 3000 Primogems,ใช้ 3000 หินอัญมณี,Spend 3000 Primogems,Tiêu 3000 Nguyên bảo,,,,,,,200,
6572,,1005,2,3,,67,7,,Clear Anbu Training Level 7,ผ่านการฝึกอบรมอันบู ชั้นที่ 7,Clear Anbu Training Level 7,Vượt Huấn luyện Anbu tầng 7,,,,,,,200,
6573,,1005,2,3,,86,6,{6=4},Complete S-rank dispatch mission 6 times,ทำภารกิจส่งกำลังระดับ S ให้สำเร็จ 6 ครั้ง,Complete S-rank dispatch mission 6 times,Hoàn thành nhiệm vụ điều phái bậc S 6 lần,,,,,,,200,
6581,,1005,2,4,,17,3,,Logged in for a total of 3 days,เข้าสู่ระบบทั้งหมด 3 วัน,Logged in for a total of 3 days,Đăng nhập tổng cộng 3 ngày,,,,,,,100,
6582,,1005,2,4,,36,50,,Upgrade Ninja 50 times.,อัปเกรดนินจา 50 ครั้ง.,Upgrade Ninja 50 times.,Nâng cấp Ninja 50 lần.,,,,,,,100,strengthen-1
6583,,1005,2,4,,21,1000,,Spend 1000 Primogems,ใช้ 1000 เพชร,Spend 1000 Primogems,Tiêu 1000 Nguyên bảo,,,,,,,200,
6584,,1005,2,4,,43,50,,Arena Points: 50 points,คะแนนสนามประลอง: 50 คะแนน,Arena Points: 50 points,Điểm đấu trường: 50 điểm,,,,,,,100,
6585,,1005,2,4,,63,50000,,Accumulate 50000 Anbu Special Training points,สะสมคะแนนฝึกพิเศษ Anbu 50000 คะแนน,Accumulate 50000 Anbu Special Training points,Tích lũy 50000 điểm Đặc huấn Anbu,,,,,,,100,
6586,,1005,2,4,,55,20,,Donate 20 times,บริจาค 20 ครั้ง,Donate 20 times,Quyên góp 20 lần,,,,,,,100,
6587,,1005,2,4,,50,20,,Draw 20 times in the Gacha Spirit Stone Draw,หมุน 20 ครั้งในการสุ่มบัตรหินวิญญาณ,Draw 20 times in the Gacha Spirit Stone Draw,Rút 20 lần trong Rút thẻ Nguyên bảo,,,,,,,200,
6588,,1005,2,4,,29,300,,Fight in the normal stage 300 times,ต่อสู้ในด่านปกติ 300 ครั้ง,Fight in the normal stage 300 times,Chiến đấu ở ải bình thường 300 lần,,,,,,,200,10000
6589,,1005,2,4,,30,60,,Challenge 60 Hard Levels,ท้าทาย 60 ด่านยาก,Challenge 60 Hard Levels,Thử thách ải khó 60 lần,,,,,,,200,20000
6590,,1005,2,4,,85,30,,Complete the dispatch mission 30 times,ทำภารกิจส่งกำลัง 30 ครั้งสำเร็จ,Complete the dispatch mission 30 times,Hoàn thành nhiệm vụ điều phái 30 lần,,,,,,,100,
6591,,1005,2,4,,21,3000,,Spend 3000 Primogems,ใช้ 3000 หินอัญมณี,Spend 3000 Primogems,Tiêu 3000 Nguyên bảo,,,,,,,200,
6592,,1005,2,4,,67,7,,Clear Anbu Training Level 7,ผ่านการฝึกอบรมอันบู ชั้นที่ 7,Clear Anbu Training Level 7,Vượt Huấn luyện Anbu tầng 7,,,,,,,200,
6593,,1005,2,4,,86,6,{6=4},Complete S-rank dispatch mission 6 times,ทำภารกิจส่งกำลังระดับ S ให้สำเร็จ 6 ครั้ง,Complete S-rank dispatch mission 6 times,Hoàn thành nhiệm vụ điều phái bậc S 6 lần,,,,,,,200,
6601,,1005,2,5,,17,3,,Logged in for a total of 3 days,เข้าสู่ระบบทั้งหมด 3 วัน,Logged in for a total of 3 days,Đăng nhập tổng cộng 3 ngày,,,,,,,100,
6602,,1005,2,5,,36,50,,Upgrade Ninja 50 times.,อัปเกรดนินจา 50 ครั้ง.,Upgrade Ninja 50 times.,Nâng cấp Ninja 50 lần.,,,,,,,100,strengthen-1
6603,,1005,2,5,,21,1000,,Spend 1000 Primogems,ใช้ 1000 เพชร,Spend 1000 Primogems,Tiêu 1000 Nguyên bảo,,,,,,,200,
6604,,1005,2,5,,43,50,,Arena Points: 50 points,คะแนนสนามประลอง: 50 คะแนน,Arena Points: 50 points,Điểm đấu trường: 50 điểm,,,,,,,100,
6605,,1005,2,5,,63,50000,,Accumulate 50000 Anbu Special Training points,สะสมคะแนนฝึกพิเศษ Anbu 50000 คะแนน,Accumulate 50000 Anbu Special Training points,Tích lũy 50000 điểm Đặc huấn Anbu,,,,,,,100,
6606,,1005,2,5,,55,20,,Donate 20 times,บริจาค 20 ครั้ง,Donate 20 times,Quyên góp 20 lần,,,,,,,100,
6607,,1005,2,5,,50,20,,Draw 20 times in the Gacha Spirit Stone Draw,หมุน 20 ครั้งในการสุ่มบัตรหินวิญญาณ,Draw 20 times in the Gacha Spirit Stone Draw,Rút 20 lần trong Rút thẻ Nguyên bảo,,,,,,,200,
6608,,1005,2,5,,29,300,,Fight in the normal stage 300 times,ต่อสู้ในด่านปกติ 300 ครั้ง,Fight in the normal stage 300 times,Chiến đấu ở ải bình thường 300 lần,,,,,,,200,10000
6609,,1005,2,5,,30,60,,Challenge 60 Hard Levels,ท้าทาย 60 ด่านยาก,Challenge 60 Hard Levels,Thử thách ải khó 60 lần,,,,,,,200,20000
6610,,1005,2,5,,85,30,,Complete the dispatch mission 30 times,ทำภารกิจส่งกำลัง 30 ครั้งสำเร็จ,Complete the dispatch mission 30 times,Hoàn thành nhiệm vụ điều phái 30 lần,,,,,,,100,
6611,,1005,2,5,,21,3000,,Spend 3000 Primogems,ใช้ 3000 หินอัญมณี,Spend 3000 Primogems,Tiêu 3000 Nguyên bảo,,,,,,,200,
6612,,1005,2,5,,67,7,,Clear Anbu Training Level 7,ผ่านการฝึกอบรมอันบู ชั้นที่ 7,Clear Anbu Training Level 7,Vượt Huấn luyện Anbu tầng 7,,,,,,,200,
6613,,1005,2,5,,86,6,{6=4},Complete S-rank dispatch mission 6 times,ทำภารกิจส่งกำลังระดับ S ให้สำเร็จ 6 ครั้ง,Complete S-rank dispatch mission 6 times,Hoàn thành nhiệm vụ điều phái bậc S 6 lần,,,,,,,200,
6621,,1005,2,6,,17,3,,Logged in for a total of 3 days,เข้าสู่ระบบทั้งหมด 3 วัน,Logged in for a total of 3 days,Đăng nhập tổng cộng 3 ngày,,,,,,,100,
6622,,1005,2,6,,36,50,,Upgrade Ninja 50 times.,อัปเกรดนินจา 50 ครั้ง.,Upgrade Ninja 50 times.,Nâng cấp Ninja 50 lần.,,,,,,,100,strengthen-1
6623,,1005,2,6,,21,1000,,Spend 1000 Primogems,ใช้ 1000 เพชร,Spend 1000 Primogems,Tiêu 1000 Nguyên bảo,,,,,,,200,
6624,,1005,2,6,,43,50,,Arena Points: 50 points,คะแนนสนามประลอง: 50 คะแนน,Arena Points: 50 points,Điểm đấu trường: 50 điểm,,,,,,,100,
6625,,1005,2,6,,63,50000,,Accumulate 50000 Anbu Special Training points,สะสมคะแนนฝึกพิเศษ Anbu 50000 คะแนน,Accumulate 50000 Anbu Special Training points,Tích lũy 50000 điểm Đặc huấn Anbu,,,,,,,100,
6626,,1005,2,6,,55,20,,Donate 20 times,บริจาค 20 ครั้ง,Donate 20 times,Quyên góp 20 lần,,,,,,,100,
6627,,1005,2,6,,50,20,,Draw 20 times in the Gacha Spirit Stone Draw,หมุน 20 ครั้งในการสุ่มบัตรหินวิญญาณ,Draw 20 times in the Gacha Spirit Stone Draw,Rút 20 lần trong Rút thẻ Nguyên bảo,,,,,,,200,
6628,,1005,2,6,,29,300,,Fight in the normal stage 300 times,ต่อสู้ในด่านปกติ 300 ครั้ง,Fight in the normal stage 300 times,Chiến đấu ở ải bình thường 300 lần,,,,,,,200,10000
6629,,1005,2,6,,30,60,,Challenge 60 Hard Levels,ท้าทาย 60 ด่านยาก,Challenge 60 Hard Levels,Thử thách ải khó 60 lần,,,,,,,200,20000
6630,,1005,2,6,,85,30,,Complete the dispatch mission 30 times,ทำภารกิจส่งกำลัง 30 ครั้งสำเร็จ,Complete the dispatch mission 30 times,Hoàn thành nhiệm vụ điều phái 30 lần,,,,,,,100,
6631,,1005,2,6,,21,3000,,Spend 3000 Primogems,ใช้ 3000 หินอัญมณี,Spend 3000 Primogems,Tiêu 3000 Nguyên bảo,,,,,,,200,
6632,,1005,2,6,,67,7,,Clear Anbu Training Level 7,ผ่านการฝึกอบรมอันบู ชั้นที่ 7,Clear Anbu Training Level 7,Vượt Huấn luyện Anbu tầng 7,,,,,,,200,
6633,,1005,2,6,,86,6,{6=4},Complete S-rank dispatch mission 6 times,ทำภารกิจส่งกำลังระดับ S ให้สำเร็จ 6 ครั้ง,Complete S-rank dispatch mission 6 times,Hoàn thành nhiệm vụ điều phái bậc S 6 lần,,,,,,,200,
6641,,1005,2,7,,17,3,,Logged in for a total of 3 days,เข้าสู่ระบบทั้งหมด 3 วัน,Logged in for a total of 3 days,Đăng nhập tổng cộng 3 ngày,,,,,,,100,
6642,,1005,2,7,,36,50,,Upgrade Ninja 50 times.,อัปเกรดนินจา 50 ครั้ง.,Upgrade Ninja 50 times.,Nâng cấp Ninja 50 lần.,,,,,,,100,strengthen-1
6643,,1005,2,7,,21,1000,,Spend 1000 Primogems,ใช้ 1000 เพชร,Spend 1000 Primogems,Tiêu 1000 Nguyên bảo,,,,,,,200,
6644,,1005,2,7,,43,50,,Arena Points: 50 points,คะแนนสนามประลอง: 50 คะแนน,Arena Points: 50 points,Điểm đấu trường: 50 điểm,,,,,,,100,
6645,,1005,2,7,,63,50000,,Accumulate 50000 Anbu Special Training points,สะสมคะแนนฝึกพิเศษ Anbu 50000 คะแนน,Accumulate 50000 Anbu Special Training points,Tích lũy 50000 điểm Đặc huấn Anbu,,,,,,,100,
6646,,1005,2,7,,55,20,,Donate 20 times,บริจาค 20 ครั้ง,Donate 20 times,Quyên góp 20 lần,,,,,,,100,
6647,,1005,2,7,,50,20,,Draw 20 times in the Gacha Spirit Stone Draw,หมุน 20 ครั้งในการสุ่มบัตรหินวิญญาณ,Draw 20 times in the Gacha Spirit Stone Draw,Rút 20 lần trong Rút thẻ Nguyên bảo,,,,,,,200,
6648,,1005,2,7,,29,300,,Fight in the normal stage 300 times,ต่อสู้ในด่านปกติ 300 ครั้ง,Fight in the normal stage 300 times,Chiến đấu ở ải bình thường 300 lần,,,,,,,200,10000
6649,,1005,2,7,,30,60,,Challenge 60 Hard Levels,ท้าทาย 60 ด่านยาก,Challenge 60 Hard Levels,Thử thách ải khó 60 lần,,,,,,,200,20000
6650,,1005,2,7,,85,30,,Complete the dispatch mission 30 times,ทำภารกิจส่งกำลัง 30 ครั้งสำเร็จ,Complete the dispatch mission 30 times,Hoàn thành nhiệm vụ điều phái 30 lần,,,,,,,100,
6651,,1005,2,7,,21,3000,,Spend 3000 Primogems,ใช้ 3000 หินอัญมณี,Spend 3000 Primogems,Tiêu 3000 Nguyên bảo,,,,,,,200,
6652,,1005,2,7,,67,7,,Clear Anbu Training Level 7,ผ่านการฝึกอบรมอันบู ชั้นที่ 7,Clear Anbu Training Level 7,Vượt Huấn luyện Anbu tầng 7,,,,,,,200,
6653,,1005,2,7,,86,6,{6=4},Complete S-rank dispatch mission 6 times,ทำภารกิจส่งกำลังระดับ S ให้สำเร็จ 6 ครั้ง,Complete S-rank dispatch mission 6 times,Hoàn thành nhiệm vụ điều phái bậc S 6 lần,,,,,,,200,
6661,,1005,2,8,,17,3,,Logged in for a total of 3 days,เข้าสู่ระบบทั้งหมด 3 วัน,Logged in for a total of 3 days,Đăng nhập tổng cộng 3 ngày,,,,,,,100,
6662,,1005,2,8,,36,50,,Upgrade Ninja 50 times.,อัปเกรดนินจา 50 ครั้ง.,Upgrade Ninja 50 times.,Nâng cấp Ninja 50 lần.,,,,,,,100,strengthen-1
6663,,1005,2,8,,21,1000,,Spend 1000 Primogems,ใช้ 1000 เพชร,Spend 1000 Primogems,Tiêu 1000 Nguyên bảo,,,,,,,200,
6664,,1005,2,8,,43,50,,Arena Points: 50 points,คะแนนสนามประลอง: 50 คะแนน,Arena Points: 50 points,Điểm đấu trường: 50 điểm,,,,,,,100,
6665,,1005,2,8,,63,50000,,Accumulate 50000 Anbu Special Training points,สะสมคะแนนฝึกพิเศษ Anbu 50000 คะแนน,Accumulate 50000 Anbu Special Training points,Tích lũy 50000 điểm Đặc huấn Anbu,,,,,,,100,
6666,,1005,2,8,,55,20,,Donate 20 times,บริจาค 20 ครั้ง,Donate 20 times,Quyên góp 20 lần,,,,,,,100,
6667,,1005,2,8,,50,20,,Draw 20 times in the Gacha Spirit Stone Draw,หมุน 20 ครั้งในการสุ่มบัตรหินวิญญาณ,Draw 20 times in the Gacha Spirit Stone Draw,Rút 20 lần trong Rút thẻ Nguyên bảo,,,,,,,200,
6668,,1005,2,8,,29,300,,Fight in the normal stage 300 times,ต่อสู้ในด่านปกติ 300 ครั้ง,Fight in the normal stage 300 times,Chiến đấu ở ải bình thường 300 lần,,,,,,,200,10000
6669,,1005,2,8,,30,60,,Challenge 60 Hard Levels,ท้าทาย 60 ด่านยาก,Challenge 60 Hard Levels,Thử thách ải khó 60 lần,,,,,,,200,20000
6670,,1005,2,8,,85,30,,Complete the dispatch mission 30 times,ทำภารกิจส่งกำลัง 30 ครั้งสำเร็จ,Complete the dispatch mission 30 times,Hoàn thành nhiệm vụ điều phái 30 lần,,,,,,,100,
6671,,1005,2,8,,21,3000,,Spend 3000 Primogems,ใช้ 3000 หินอัญมณี,Spend 3000 Primogems,Tiêu 3000 Nguyên bảo,,,,,,,200,
6672,,1005,2,8,,67,7,,Clear Anbu Training Level 7,ผ่านการฝึกอบรมอันบู ชั้นที่ 7,Clear Anbu Training Level 7,Vượt Huấn luyện Anbu tầng 7,,,,,,,200,
6673,,1005,2,8,,86,6,{6=4},Complete S-rank dispatch mission 6 times,ทำภารกิจส่งกำลังระดับ S ให้สำเร็จ 6 ครั้ง,Complete S-rank dispatch mission 6 times,Hoàn thành nhiệm vụ điều phái bậc S 6 lần,,,,,,,200,
