VariableName,vip,taskParam,huodongID,award,taskType,taskSpecialParam,desc,desc_vn
10381,,1000,10026,{22001=10;5000=15;gold=80000},21,,Accumulated spending 1000 Diamond.,Accumulated spending 1000 Diamond.
10382,,2000,10026,{452=20;gold=80000;5000=10},21,,Accumulated spending 2000 Diamond.,Accumulated spending 2000 Diamond.
10383,,4000,10026,{22001=20;5000=15;gold=100000},21,,Accumulated spending 4000 Diamond.,Accumulated spending 4000 Diamond.
10384,,7000,10026,{452=30;gold=120000;5000=15},21,,Accumulated spending 7000 Diamond.,Accumulated spending 7000 Diamond.
10385,,10000,10026,{22001=30;5000=15;gold=120000},21,,Accumulated spending 10000 Diamond.,Accumulated spending 10000 Diamond.
10386,,14000,10026,{452=40;gold=140000;5000=20},21,,Accumulated spending 14000 Diamond.,Accumulated spending 14000 Diamond.
10387,,18000,10026,{22001=40;5000=20;gold=160000},21,,Accumulated spending 18000 Diamond.,Accumulated spending 18000 Diamond.
10388,,22000,10026,{452=50;gold=180000;5000=25},21,,Accumulated spending 22000 Diamond.,Accumulated spending 22000 Diamond.
10389,,25000,10026,{22001=50;5000=30;gold=200000},21,,Accumulated spending 25000 Diamond.,Accumulated spending 25000 Diamond.
10390,,60,10027,{14=10;gold=60000;2102=10;rmb=60},22,,Top up 60 Diamond.,Top up 60 Diamond.
10391,,300,10027,{14=10;5000=30;gold=60000;2102=10},22,,Top up 300 Diamond.,Top up 300 Diamond.
10392,,600,10027,{930=30;gold=60000;14=10;2102=10},22,,Top up 600 Diamond.,Top up 600 Diamond.
10393,,980,10027,{14=15;gold=80000;902=20;2103=10},22,,Top up 980 Diamond.,Top up 980 Diamond.
10394,,1980,10027,{502=15;gold=80000;14=15;2103=10},22,,Top up 1980 Diamond.,Top up 1980 Diamond.
10395,,3280,10027,{14=15;gold=100000;902=30;2103=10},22,,Top up 3280 Diamond.,Top up 3280 Diamond.
10396,,6480,10027,{502=30;6053=1;gold=100000;14=20},22,,Top up 6480 Diamond.,Top up 6480 Diamond.
10397,,9680,10027,{14=20;6052=1;gold=120000;501=5},22,,Top up 9680 Diamond.,Top up 9680 Diamond.
10398,,12000,10027,{14=30;6054=1;gold=120000;902=50},22,,Top up 12000 Diamond.,Top up 12000 Diamond.
10399,,15000,10027,{502=30;6051=1;gold=180000;14=30},22,,Top up 15000 Diamond.,Top up 15000 Diamond.
10400,,20000,10027,{14=50;942=1;gold=200000;902=50},22,,Top up 20000 Diamond.,Top up 20000 Diamond.
10401,,25000,10027,{14=50;604=50;gold=300000;521=30},22,,Top up 25000 Diamond.,Top up 25000 Diamond.
10411,,5,10028,{961=1;4000=50;gold=20000},94,,Collect Spirit Beasts 5 times.,Collect Spirit Beasts 5 times.
10412,,10,10028,{961=1;4000=50;gold=30000},94,,Collect Spirit Beasts 10 times.,Collect Spirit Beasts 10 times.
10413,,30,10028,{962=1;4000=100;gold=40000},94,,Collect Spirit Beasts 30 times.,Collect Spirit Beasts 30 times.
10414,,50,10028,{962=1;4000=100;gold=50000},94,,Collect Spirit Beasts 50 times.,Collect Spirit Beasts 50 times.
10415,,70,10028,{962=1;4000=100;gold=60000},94,,Collect Spirit Beasts 70 times.,Collect Spirit Beasts 70 times.
10416,,100,10028,{963=1;4000=200;gold=80000},94,,Collect Spirit Beasts 100 times.,Collect Spirit Beasts 100 times.
10417,,150,10028,{963=1;4000=200;gold=100000},94,,Collect Spirit Beasts 150 times.,Collect Spirit Beasts 150 times.
10421,,10,10029,{501=3;502=3;100=3;2103=5;gold=100000},52,,Withdraw Accessories 10 times.,Withdraw Accessories 10 times.
10422,,30,10029,{501=4;502=4;100=4;2103=5;gold=200000},52,,Withdraw Accessories 30 times.,Withdraw Accessories 30 times.
10423,,60,10029,{501=5;502=5;100=5;2103=10;gold=300000},52,,Withdraw Accessories 60 times.,Withdraw Accessories 60 times.
10424,,100,10029,{501=6;502=6;100=6;2152=1;2103=20;gold=400000},52,,Withdraw Accessories 100 times.,Withdraw Accessories 100 times.
10425,,150,10029,{501=7;502=7;6059=1;942=1;2103=30;gold=500000},52,,Withdraw Accessories 150 times.,Withdraw Accessories 150 times.
10426,,200,10029,{501=8;502=8;6059=2;2152=1;2103=40;gold=800000},52,,Withdraw Accessories 200 times.,Withdraw Accessories 200 times.
10427,,300,10029,{501=10;6059=3;502=10;2153=1;2103=50;gold=1000000},52,,Withdraw Accessories 300 times.,Withdraw Accessories 300 times.
10430,,1,10030,{card={id=1191}},17,,Total login 1 day.,Total login 1 day.
10440,,300,10031,{930=10;5000=10;gold=60000},21,,Accumulated spending 300 Diamond.,Accumulated spending 300 Diamond.
10441,,1000,10031,{5000=15;22131=10;gold=80000},21,,Accumulated spending 1000 Diamond.,Accumulated spending 1000 Diamond.
10442,,2000,10031,{452=20;gold=80000;5000=10},21,,Accumulated spending 2000 Diamond.,Accumulated spending 2000 Diamond.
10443,,4000,10031,{5000=15;22131=20;gold=100000},21,,Accumulated spending 4000 Diamond.,Accumulated spending 4000 Diamond.
10444,,7000,10031,{452=30;gold=120000;5000=15},21,,Accumulated spending 7000 Diamond.,Accumulated spending 7000 Diamond.
10445,,10000,10031,{5000=15;22131=30;gold=120000},21,,Accumulated spending 10000 Diamond.,Accumulated spending 10000 Diamond.
10446,,14000,10031,{452=40;gold=140000;5000=20},21,,Accumulated spending 14000 Diamond.,Accumulated spending 14000 Diamond.
10447,,18000,10031,{5000=20;22131=40;gold=160000},21,,Accumulated spending 18000 Diamond.,Accumulated spending 18000 Diamond.
10448,,22000,10031,{452=50;gold=180000;5000=25},21,,Accumulated spending 22000 Diamond.,Accumulated spending 22000 Diamond.
10449,,25000,10031,{5000=30;22131=50;gold=200000},21,,Accumulated spending 25000 Diamond.,Accumulated spending 25000 Diamond.
10450,,300,10032,{930=10;5000=10;gold=60000},21,,Accumulated spending 300 Diamond.,Accumulated spending 300 Diamond.
10451,,1000,10032,{5000=15;22131=10;gold=80000},21,,Accumulated spending 1000 Diamond.,Accumulated spending 1000 Diamond.
10452,,2000,10032,{452=20;gold=80000;5000=10},21,,Accumulated spending 2000 Diamond.,Accumulated spending 2000 Diamond.
10453,,4000,10032,{5000=15;22131=20;gold=100000},21,,Accumulated spending 4000 Diamond.,Accumulated spending 4000 Diamond.
10454,,7000,10032,{452=30;gold=120000;5000=15},21,,Accumulated spending 7000 Diamond.,Accumulated spending 7000 Diamond.
10455,,10000,10032,{5000=15;22131=30;gold=120000},21,,Accumulated spending 10000 Diamond.,Accumulated spending 10000 Diamond.
10456,,14000,10032,{452=40;gold=140000;5000=20},21,,Accumulated spending 14000 Diamond.,Accumulated spending 14000 Diamond.
10457,,18000,10032,{5000=20;22131=40;gold=160000},21,,Accumulated spending 18000 Diamond.,Accumulated spending 18000 Diamond.
10458,,22000,10032,{452=50;gold=180000;5000=25},21,,Accumulated spending 22000 Diamond.,Accumulated spending 22000 Diamond.
10459,,25000,10032,{5000=30;22131=50;gold=200000},21,,Accumulated spending 25000 Diamond.,Accumulated spending 25000 Diamond.
10460,,300,10033,{930=10;5000=10;gold=60000},21,,Accumulated spending 300 Diamond.,Accumulated spending 300 Diamond.
10461,,1000,10033,{5000=15;22131=10;gold=80000},21,,Accumulated spending 1000 Diamond.,Accumulated spending 1000 Diamond.
10462,,2000,10033,{452=20;gold=80000;5000=10},21,,Accumulated spending 2000 Diamond.,Accumulated spending 2000 Diamond.
10463,,4000,10033,{5000=15;22131=20;gold=100000},21,,Accumulated spending 4000 Diamond.,Accumulated spending 4000 Diamond.
10464,,7000,10033,{452=30;gold=120000;5000=15},21,,Accumulated spending 7000 Diamond.,Accumulated spending 7000 Diamond.
10465,,10000,10033,{5000=15;22131=30;gold=120000},21,,Accumulated spending 10000 Diamond.,Accumulated spending 10000 Diamond.
10466,,14000,10033,{452=40;gold=140000;5000=20},21,,Accumulated spending 14000 Diamond.,Accumulated spending 14000 Diamond.
10467,,18000,10033,{5000=20;22131=40;gold=160000},21,,Accumulated spending 18000 Diamond.,Accumulated spending 18000 Diamond.
10468,,22000,10033,{452=50;gold=180000;5000=25},21,,Accumulated spending 22000 Diamond.,Accumulated spending 22000 Diamond.
10469,,25000,10033,{5000=30;22131=50;gold=200000},21,,Accumulated spending 25000 Diamond.,Accumulated spending 25000 Diamond.
10470,,20,10034,{521=1;516=1;529=100;972=1;gold=100000},104,,Draw a Bronze Symbol card 20 times.,Draw a Bronze Symbol card 20 times.
10471,,40,10034,{521=2;516=2;529=200;972=1;gold=200000},104,,Draw Bronze Symbol Card 40 times.,Draw Bronze Symbol Card 40 times.
10472,,60,10034,{521=3;516=3;529=300;972=1;gold=300000},104,,Draw Bronze Symbol Card 60 times.,Draw Bronze Symbol Card 60 times.
10473,,10,10034,{521=1;516=1;529=100;972=1;gold=100000},107,,Draw Diamond Symbol Card 10 times (including Limited Symbol Event).,Draw Diamond Symbol Card 10 times (including Limited Symbol Event).
10474,,30,10034,{521=2;516=2;529=200;992=1;gold=200000},107,,Draw Diamond Symbol Card 30 times (including Limited Symbol Event).,Draw Diamond Symbol Card 30 times (including Limited Symbol Event).
10475,,60,10034,{521=3;516=3;973=1;529=300;gold=300000},107,,Draw Diamond Symbol Card 60 times (including Limited Symbol Event).,Draw Diamond Symbol Card 60 times (including Limited Symbol Event).
10476,,100,10034,{521=4;516=3;993=1;529=500;gold=500000},107,,Draw Diamond Symbol Card 100 times (including Limited Symbol Event).,Draw Diamond Symbol Card 100 times (including Limited Symbol Event).
10477,,150,10034,{521=5;516=4;974=1;529=600;gold=600000},107,,Draw Diamond Symbol Card 150 times (including Limited Symbol Event).,Draw Diamond Symbol Card 150 times (including Limited Symbol Event).
10478,,220,10034,{521=5;516=5;529=800;gold=800000;974=2},107,,Draw Diamond Symbol Card 220 times (including Limited Symbol Event).,Draw Diamond Symbol Card 220 times (including Limited Symbol Event).
10479,,300,10034,{521=5;516=5;529=1000;gold=1000000;994=1},107,,Draw Diamond Symbol Card 300 times (including Limited Symbol Event).,Draw Diamond Symbol Card 300 times (including Limited Symbol Event).
10480,,300,10035,{930=10;5000=10;gold=60000},21,,Accumulated spending 300 Diamond.,Accumulated spending 300 Diamond.
10481,,1000,10035,{5000=15;22131=10;gold=80000},21,,Accumulated spending 1000 Diamond.,Accumulated spending 1000 Diamond.
10482,,2000,10035,{452=20;gold=80000;5000=10},21,,Accumulated spending 2000 Diamond.,Accumulated spending 2000 Diamond.
10483,,4000,10035,{5000=15;22131=20;gold=100000},21,,Accumulated spending 4000 Diamond.,Accumulated spending 4000 Diamond.
10484,,7000,10035,{452=30;gold=120000;5000=15},21,,Accumulated spending 7000 Diamond.,Accumulated spending 7000 Diamond.
10485,,10000,10035,{5000=15;22131=30;gold=120000},21,,Accumulated spending 10000 Diamond.,Accumulated spending 10000 Diamond.
10486,,14000,10035,{452=40;gold=140000;5000=20},21,,Accumulated spending 14000 Diamond.,Accumulated spending 14000 Diamond.
10487,,18000,10035,{5000=20;22131=40;gold=160000},21,,Accumulated spending 18000 Diamond.,Accumulated spending 18000 Diamond.
10488,,22000,10035,{452=50;gold=180000;5000=25},21,,Accumulated spending 22000 Diamond.,Accumulated spending 22000 Diamond.
10489,,25000,10035,{5000=30;22131=50;gold=200000},21,,Accumulated spending 25000 Diamond.,Accumulated spending 25000 Diamond.
10490,,300,10036,{930=10;5000=10;gold=60000},21,,Accumulated spending 300 Diamond.,Accumulated spending 300 Diamond.
10491,,1000,10036,{5000=15;22131=10;gold=80000},21,,Accumulated spending 1000 Diamond.,Accumulated spending 1000 Diamond.
10492,,2000,10036,{452=20;gold=80000;5000=10},21,,Accumulated spending 2000 Diamond.,Accumulated spending 2000 Diamond.
10493,,4000,10036,{5000=15;22131=20;gold=100000},21,,Accumulated spending 4000 Diamond.,Accumulated spending 4000 Diamond.
10494,,7000,10036,{452=30;gold=120000;5000=15},21,,Accumulated spending 7000 Diamond.,Accumulated spending 7000 Diamond.
10495,,10000,10036,{5000=15;22131=30;gold=120000},21,,Accumulated spending 10000 Diamond.,Accumulated spending 10000 Diamond.
10496,,14000,10036,{452=40;gold=140000;5000=20},21,,Accumulated spending 14000 Diamond.,Accumulated spending 14000 Diamond.
10497,,18000,10036,{5000=20;22131=40;gold=160000},21,,Accumulated spending 18000 Diamond.,Accumulated spending 18000 Diamond.
10498,,22000,10036,{452=50;gold=180000;5000=25},21,,"Spend 22,000 Diamond.","Spend 22,000 Diamond."
10499,,25000,10036,{5000=30;22131=50;gold=200000},21,,"Spend 25,000 Diamond.","Spend 25,000 Diamond."
10500,,1,10037,{6364=20;gold=999999;rmb=199;502=10},17,,Log in for 1 day.,Log in for 1 day.
10501,,2,10037,{6364=20;520=5;gold=999999;rmb=299},17,,Log in for 2 days.,Log in for 2 days.
10502,,3,10037,{6364=20;501=10;gold=999999;rmb=399},17,,Log in for 3 days.,Log in for 3 days.
10503,,4,10037,{502=10;6364=20;gold=2000000;rmb=599},17,,Log in for 4 days.,Log in for 4 days.
10504,,5,10037,{521=5;6364=20;gold=2000000;rmb=699},17,,Log in for 5 days.,Log in for 5 days.
10505,,6,10037,{16=20;6364=20;gold=2000000;rmb=999},17,,Log in for 6 days.,Log in for 6 days.
10506,,7,10037,{521=10;6364=20;gold=2000000;rmb=1999},17,,Log in for 7 days.,Log in for 7 days.
10510,,75,10038,{14=50;6364=30;gold=1000000;521=5;500=1},22,,Top up 75 Diamond.,Top up 75 Diamond.
10511,,300,10038,{14=30;6364=20;gold=500000;502=5;500=1},21,,Spend 300 Diamond.,Spend 300 Diamond.
10512,,1000000,10038,{14=30;6364=20;gold=500000;502=5;500=1},20,,"Spend 1,000,000 Gold.","Spend 1,000,000 Gold."
10513,,1,10038,{14=30;6364=20;gold=500000;502=5;500=1},37,,Increase ninja star 1 time.,Increase ninja star 1 time.
10514,,5,10038,{14=30;6364=20;gold=500000;502=5;500=1},41,,Fight in Arena 5 times.,Fight in Arena 5 times.
10515,,2,10038,{14=30;6364=20;gold=500000;502=5;500=1},35,,Level up ninja 2 times.,Level up ninja 2 times.
10516,,5,10038,{14=30;6364=20;gold=500000;502=5;500=1},64,,Clear 5 floors in Anbu special training.,Clear 5 floors in Anbu special training.
10517,,2,10038,{14=30;6364=20;gold=500000;502=5;500=1},66,,Fight in virtual challenge 2 times.,Fight in virtual challenge 2 times.
10518,,2,10038,{14=30;6364=20;gold=500000;502=5;500=1},32,,Normal challenge 2 times.,Normal challenge 2 times.
10519,,,10038,{14=30;6364=20;gold=500000;502=5;500=1},86,{1=4},Complete S-rank or higher delivery mission 1 time.,Complete S-rank or higher delivery mission 1 time.
10520,,5,10038,{14=30;6364=20;gold=500000;502=5;500=1},18,,Collect treasure 5 times.,Collect treasure 5 times.
10521,,20,10038,{14=30;6364=20;gold=500000;502=5;500=1},34,,Upgrade skills 20 times.,Upgrade skills 20 times.
10522,,3,10038,{14=30;6364=20;gold=500000;502=5;500=1},26,,Buy stamina 3 times.,Buy stamina 3 times.
10530,,300,10039,{930=10;5000=10;gold=60000},21,,Spend 300 Diamond.,Spend 300 Diamond.
10531,,1000,10039,{5000=15;22131=10;gold=80000},21,,"Spend 1,000 Diamond.","Spend 1,000 Diamond."
10532,,2000,10039,{452=20;gold=80000;5000=10},21,,"Spend 2,000 Diamond.","Spend 2,000 Diamond."
10533,,4000,10039,{5000=15;22131=20;gold=100000},21,,Accumulated spending 4000 Diamond.,Accumulated spending 4000 Diamond.
10534,,7000,10039,{452=30;gold=120000;5000=15},21,,Accumulated spending 7000 Diamond.,Accumulated spending 7000 Diamond.
10535,,10000,10039,{5000=15;22131=30;gold=120000},21,,Accumulated spending 10000 Diamond.,Accumulated spending 10000 Diamond.
10536,,14000,10039,{452=40;gold=140000;5000=20},21,,Accumulated spending 14000 Diamond.,Accumulated spending 14000 Diamond.
10537,,18000,10039,{5000=20;22131=40;gold=160000},21,,Accumulated spending 18000 Diamond.,Accumulated spending 18000 Diamond.
10538,,22000,10039,{452=50;gold=180000;5000=25},21,,Accumulated spending 22000 Diamond.,Accumulated spending 22000 Diamond.
10539,,25000,10039,{5000=30;22131=50;gold=200000},21,,Accumulated spending 25000 Diamond.,Accumulated spending 25000 Diamond.
10540,,300,10040,{930=10;5000=10;gold=60000},21,,Accumulated spending 300 Diamond.,Accumulated spending 300 Diamond.
10541,,1000,10040,{5000=15;22131=10;gold=80000},21,,Accumulated spending 1000 Diamond.,Accumulated spending 1000 Diamond.
10542,,2000,10040,{452=20;gold=80000;5000=10},21,,Accumulated spending 2000 Diamond.,Accumulated spending 2000 Diamond.
10543,,4000,10040,{5000=15;22131=20;gold=100000},21,,Accumulated spending 4000 Diamond.,Accumulated spending 4000 Diamond.
10544,,7000,10040,{452=30;gold=120000;5000=15},21,,Accumulated spending 7000 Diamond.,Accumulated spending 7000 Diamond.
10545,,10000,10040,{5000=15;22131=30;gold=120000},21,,Accumulated spending 10000 Diamond.,Accumulated spending 10000 Diamond.
10546,,14000,10040,{452=40;gold=140000;5000=20},21,,Accumulated spending 14000 Diamond.,Accumulated spending 14000 Diamond.
10547,,18000,10040,{5000=20;22131=40;gold=160000},21,,Accumulated spending 18000 Diamond.,Accumulated spending 18000 Diamond.
10548,,22000,10040,{452=50;gold=180000;5000=25},21,,Accumulated spending 22000 Diamond.,Accumulated spending 22000 Diamond.
10549,,25000,10040,{5000=30;22131=50;gold=200000},21,,Accumulated spending 25000 Diamond.,Accumulated spending 25000 Diamond.
10550,,300,10041,{930=10;5000=10;gold=60000},21,,Accumulated spending 300 Diamond.,Accumulated spending 300 Diamond.
10551,,1000,10041,{22401=10;gold=80000;5000=15},21,,Accumulated spending 1000 Diamond.,Accumulated spending 1000 Diamond.
10552,,2000,10041,{452=20;gold=80000;5000=10},21,,Accumulated spending 2000 Diamond.,Accumulated spending 2000 Diamond.
10553,,4000,10041,{22401=20;gold=100000;5000=15},21,,Accumulated spending 4000 Diamond.,Accumulated spending 4000 Diamond.
10554,,7000,10041,{452=30;gold=120000;5000=15},21,,Accumulated spending 7000 Diamond.,Accumulated spending 7000 Diamond.
10555,,10000,10041,{22401=30;gold=120000;5000=15},21,,Accumulated spending 10000 Diamond.,Accumulated spending 10000 Diamond.
10556,,14000,10041,{452=40;gold=140000;5000=20},21,,Accumulated spending 14000 Diamond.,Accumulated spending 14000 Diamond.
10557,,18000,10041,{22401=40;gold=160000;5000=20},21,,Accumulated spending 18000 Diamond.,Accumulated spending 18000 Diamond.
10558,,22000,10041,{452=50;gold=180000;5000=25},21,,Accumulated spending 22000 Diamond.,Accumulated spending 22000 Diamond.
10559,,25000,10041,{22401=50;gold=200000;5000=30},21,,Accumulated spending 25000 Diamond.,Accumulated spending 25000 Diamond.
10560,,300,10042,{930=10;5000=10;gold=60000},21,,Accumulated spending 300 Diamond.,Accumulated spending 300 Diamond.
10561,,1000,10042,{6180=10;gold=80000;5000=15},21,,Accumulated spending 1000 Diamond.,Accumulated spending 1000 Diamond.
10562,,2000,10042,{452=20;gold=80000;5000=10},21,,Accumulated spending 2000 Diamond.,Accumulated spending 2000 Diamond.
10563,,4000,10042,{6180=20;gold=100000;5000=15},21,,Accumulated spending 4000 Diamond.,Accumulated spending 4000 Diamond.
10564,,7000,10042,{452=30;gold=120000;5000=15},21,,Accumulated spending 7000 Diamond.,Accumulated spending 7000 Diamond.
10565,,10000,10042,{6180=30;gold=120000;5000=15},21,,Accumulated spending 10000 Diamond.,Accumulated spending 10000 Diamond.
10566,,14000,10042,{452=40;gold=140000;5000=20},21,,Accumulated spending 14000 Diamond.,Accumulated spending 14000 Diamond.
10567,,18000,10042,{6180=40;gold=160000;5000=20},21,,Accumulated spending 18000 Diamond.,Accumulated spending 18000 Diamond.
10568,,22000,10042,{452=50;gold=180000;5000=25},21,,Accumulated spending 22000 Diamond.,Accumulated spending 22000 Diamond.
10569,,25000,10042,{6180=50;gold=200000;5000=30},21,,Accumulated spending 25000 Diamond.,Accumulated spending 25000 Diamond.
10570,,30000,10042,{452=60;gold=250000;5000=40},21,,Accumulated spending 30000 Diamond.,Accumulated spending 30000 Diamond.
10571,,40000,10042,{6180=60;gold=300000;5000=50},21,,Accumulated spending 40000 Diamond.,Accumulated spending 40000 Diamond.
10580,,300,10043,{930=10;5000=10;gold=60000},21,,Accumulated spending 300 Diamond.,Accumulated spending 300 Diamond.
10581,,1000,10043,{6181=10;gold=80000;5000=15},21,,Accumulated spending 1000 Diamond.,Accumulated spending 1000 Diamond.
10582,,2000,10043,{452=20;gold=80000;5000=10},21,,Accumulated spending 2000 Diamond.,Accumulated spending 2000 Diamond.
10583,,4000,10043,{6181=20;gold=100000;5000=15},21,,Accumulated spending 4000 Diamond.,Accumulated spending 4000 Diamond.
10584,,7000,10043,{452=30;gold=120000;5000=15},21,,Accumulated spending 7000 Diamond.,Accumulated spending 7000 Diamond.
10585,,10000,10043,{6181=30;gold=120000;5000=15},21,,Accumulated spending 10000 Diamond.,Accumulated spending 10000 Diamond.
10586,,14000,10043,{452=40;gold=140000;5000=20},21,,Accumulated spending 14000 Diamond.,Accumulated spending 14000 Diamond.
10587,,18000,10043,{6181=40;gold=160000;5000=20},21,,Accumulated spending 18000 Diamond.,Accumulated spending 18000 Diamond.
10588,,22000,10043,{452=50;gold=180000;5000=25},21,,Accumulated spending 22000 Diamond.,Accumulated spending 22000 Diamond.
10589,,25000,10043,{6181=50;gold=200000;5000=30},21,,Accumulated spending 25000 Diamond.,Accumulated spending 25000 Diamond.
10590,,30000,10043,{452=60;gold=250000;5000=40},21,,Accumulated spending 30000 Diamond.,Accumulated spending 30000 Diamond.
10591,,40000,10043,{6181=60;gold=300000;5000=50},21,,Accumulated spending 40000 Diamond.,Accumulated spending 40000 Diamond.
10600,,300,10044,{930=10;5000=10;gold=60000},21,,Accumulated spending 300 Diamond.,Accumulated spending 300 Diamond.
10601,,1000,10044,{6182=10;gold=80000;5000=15},21,,Accumulated spending 1000 Diamond.,Accumulated spending 1000 Diamond.
10602,,2000,10044,{452=20;gold=80000;5000=10},21,,Accumulated spending 2000 Diamond.,Accumulated spending 2000 Diamond.
10603,,4000,10044,{6182=20;gold=100000;5000=15},21,,Accumulated spending 4000 Diamond.,Accumulated spending 4000 Diamond.
10604,,7000,10044,{452=30;gold=120000;5000=15},21,,Accumulated spending 7000 Diamond.,Accumulated spending 7000 Diamond.
10605,,10000,10044,{6182=30;gold=120000;5000=15},21,,Accumulated spending 10000 Diamond.,Accumulated spending 10000 Diamond.
10606,,14000,10044,{452=40;gold=140000;5000=20},21,,Accumulated spending 14000 Diamond.,Accumulated spending 14000 Diamond.
10607,,18000,10044,{6182=40;gold=160000;5000=20},21,,Accumulated spending 18000 Diamond.,Accumulated spending 18000 Diamond.
10608,,22000,10044,{452=50;gold=180000;5000=25},21,,Accumulated spending 22000 Diamond.,Accumulated spending 22000 Diamond.
10609,,25000,10044,{6182=50;gold=200000;5000=30},21,,Accumulated spending 25000 Diamond.,Accumulated spending 25000 Diamond.
10610,,30000,10044,{452=60;gold=250000;5000=40},21,,Accumulated spending 30000 Diamond.,Accumulated spending 30000 Diamond.
10611,,40000,10044,{6182=60;gold=300000;5000=50},21,,Accumulated spending 40000 Diamond.,Accumulated spending 40000 Diamond.
10620,,300,10045,{930=10;5000=10;gold=60000},21,,Accumulated spending 300 Diamond.,Accumulated spending 300 Diamond.
10621,,1000,10045,{6183=10;gold=80000;5000=15},21,,Accumulated spending 1000 Diamond.,Accumulated spending 1000 Diamond.
10622,,2000,10045,{452=20;gold=80000;5000=10},21,,Accumulated spending 2000 Diamond.,Accumulated spending 2000 Diamond.
10623,,4000,10045,{6183=20;gold=100000;5000=15},21,,Accumulated spending 4000 Diamond.,Accumulated spending 4000 Diamond.
10624,,7000,10045,{452=30;gold=120000;5000=15},21,,Accumulated spending 7000 Diamond.,Accumulated spending 7000 Diamond.
10625,,10000,10045,{6183=30;gold=120000;5000=15},21,,Accumulated spending 10000 Diamond.,Accumulated spending 10000 Diamond.
10626,,14000,10045,{452=40;gold=140000;5000=20},21,,Accumulated spending 14000 Diamond.,Accumulated spending 14000 Diamond.
10627,,18000,10045,{6183=40;gold=160000;5000=20},21,,Accumulated spending 18000 Diamond.,Accumulated spending 18000 Diamond.
10628,,22000,10045,{452=50;gold=180000;5000=25},21,,Accumulated spending 22000 Diamond.,Accumulated spending 22000 Diamond.
10629,,25000,10045,{6183=50;gold=200000;5000=30},21,,Accumulated spending 25000 Diamond.,Accumulated spending 25000 Diamond.
10630,,30000,10045,{452=60;gold=250000;5000=40},21,,Accumulated spending 30000 Diamond.,Accumulated spending 30000 Diamond.
10631,,40000,10045,{6183=60;gold=300000;5000=50},21,,Accumulated spending 40000 Diamond.,Accumulated spending 40000 Diamond.
10640,,300,10046,{930=10;5000=10;gold=60000},21,,Accumulated spending 300 Diamond.,Accumulated spending 300 Diamond.
10641,,1000,10046,{6184=10;gold=80000;5000=15},21,,Accumulated spending 1000 Diamond.,Accumulated spending 1000 Diamond.
10642,,2000,10046,{452=20;gold=80000;5000=10},21,,Accumulated spending 2000 Diamond.,Accumulated spending 2000 Diamond.
10643,,4000,10046,{6184=20;gold=100000;5000=15},21,,Accumulated spending 4000 Diamond.,Accumulated spending 4000 Diamond.
10644,,7000,10046,{452=30;gold=120000;5000=15},21,,Accumulated spending 7000 Diamond.,Accumulated spending 7000 Diamond.
10645,,10000,10046,{6184=30;gold=120000;5000=15},21,,Accumulated spending 10000 Diamond.,Accumulated spending 10000 Diamond.
10646,,14000,10046,{452=40;gold=140000;5000=20},21,,Accumulated spending 14000 Diamond.,Accumulated spending 14000 Diamond.
10647,,18000,10046,{6184=40;gold=160000;5000=20},21,,Accumulated spending 18000 Diamond.,Accumulated spending 18000 Diamond.
10648,,22000,10046,{452=50;gold=180000;5000=25},21,,Accumulated spending 22000 Diamond.,Accumulated spending 22000 Diamond.
10649,,25000,10046,{6184=50;gold=200000;5000=30},21,,Accumulated spending 25000 Diamond.,Accumulated spending 25000 Diamond.
10650,,30000,10046,{452=60;gold=250000;5000=40},21,,Accumulated spending 30000 Diamond.,Accumulated spending 30000 Diamond.
10651,,40000,10046,{6184=60;gold=300000;5000=50},21,,Accumulated spending 40000 Diamond.,Accumulated spending 40000 Diamond.
10660,,60,10047,{14=10;gold=60000;2102=10;rmb=60},22,,Deposit 60 Diamond.,Deposit 60 Diamond.
10661,,300,10047,{14=10;5000=30;gold=60000;2102=10},22,,Deposit 300 Diamond.,Deposit 300 Diamond.
10662,,600,10047,{930=30;gold=60000;14=10;2102=10},22,,Deposit 600 Diamond.,Deposit 600 Diamond.
10663,,980,10047,{14=15;gold=80000;902=20;2103=10},22,,Deposit 980 Diamond.,Deposit 980 Diamond.
10664,,1980,10047,{502=15;gold=80000;14=15;2103=10},22,,Deposit 1980 Diamond.,Deposit 1980 Diamond.
10665,,3280,10047,{14=15;gold=100000;902=30;2103=10},22,,Deposit 3280 Diamond.,Deposit 3280 Diamond.
10666,,6480,10047,{502=30;6053=1;gold=100000;14=20},22,,Deposit 6480 Diamond.,Deposit 6480 Diamond.
10667,,9680,10047,{14=20;6052=1;gold=120000;501=5},22,,Deposit 9680 Diamond.,Deposit 9680 Diamond.
10668,,12000,10047,{14=30;6054=1;gold=120000;902=50},22,,Deposit 12000 Diamond.,Deposit 12000 Diamond.
10669,,15000,10047,{502=30;6051=1;gold=180000;14=30},22,,Deposit 15000 Diamond.,Deposit 15000 Diamond.
10670,,20000,10047,{14=50;942=1;gold=200000;902=50},22,,Deposit 20000 Diamond.,Deposit 20000 Diamond.
10671,,25000,10047,{14=50;604=50;gold=300000;521=30},22,,Deposit 25000 Diamond.,Deposit 25000 Diamond.
10672,,30000,10047,{14=70;gold=500000;963=2;902=50},22,,Deposit 30000 Diamond.,Deposit 30000 Diamond.
