VariableName,huodongID,costMap,items,exchangeTimes,limit,desc,desc_vn,desc_en,desc_th
2610,10229,{6301=5},{22921=3},50,,Voucher mua sắm màu xanh*5 đổi Little Fire Dragon Fragrance*3,Voucher mua sắm màu xanh*5 đổi Little Fire Dragon Fragrance*3,,Voucher mua sắm màu xanh*5 đổi Little Fire Dragon Fragrance*3
2611,10229,{6301=5},{22922=3},50,,Voucher mua sắm màu xanh*5 mảnh cáo của Fire Fox*3,Voucher mua sắm màu xanh*5 mảnh cáo của Fire Fox*3,,Voucher mua sắm màu xanh*5 mảnh cáo của Fire Fox*3
2612,10229,{6301=5},{20281=3},50,,Voucher mua sắm màu xanh*5 Đạo sư Exchange NIU Fragment*3,Voucher mua sắm màu xanh*5 Đạo sư Exchange NIU Fragment*3,,Voucher mua sắm màu xanh*5 Đạo sư Exchange NIU Fragment*3
2613,10229,{6301=5},{21611=3},50,,Voucher mua sắm màu xanh*5 đổi Ngôi sao Ngôi sao*3,Voucher mua sắm màu xanh*5 đổi Ngôi sao Ngôi sao*3,,Voucher mua sắm màu xanh*5 đổi Ngôi sao Ngôi sao*3
2614,10229,{6301=2},{19=1},5,,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1,404,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1
2615,10229,{6302=2},{19=2},5,,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2,404,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2
2616,10229,{6301=8;6302=8},{503=10},1,,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10,404,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10
2617,10229,{6301=6},{2103=3},5,,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3,404,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3
2618,10229,{6301=6},{5000=30},5,,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30,404,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30
2619,10229,{6301=2},{gold=100000},10,,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000,404,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000
2620,10229,{6301=2;6302=5},{501=1},3,,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1,404,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1
2621,10229,{6301=20;6302=60},{942=1},2,,Voucher mua sắm màu xanh*30 Voucher mua sắm màu tím*75 đổi màu tím mang theo hộp quà tặng*1,Voucher mua sắm màu xanh*30 Voucher mua sắm màu tím*75 đổi màu tím mang theo hộp quà tặng*1,404,Voucher mua sắm màu xanh*30 Voucher mua sắm màu tím*75 đổi màu tím mang theo hộp quà tặng*1
2622,10229,{6301=15;6302=45},{6059=1},1,,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp lựa chọn Awakening trang sức đổi*1 1,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp lựa chọn Awakening trang sức đổi*1 1,404,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp lựa chọn Awakening trang sức đổi*1 1
2623,10229,{6301=10;6302=40},{6050=1},1,,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp ngẫu nhiên Awacheny Jewelry Awakening*1,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp ngẫu nhiên Awacheny Jewelry Awakening*1,404,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp ngẫu nhiên Awacheny Jewelry Awakening*1
2630,10230,{6071=20},{2152=1},4,,Mang theo tím chung*1,Mang theo tím chung*1,404,Mang theo tím chung*1
2631,10230,{6071=60},{945=1},2,,Người mang màu tím để chọn*1,Người mang màu tím để chọn*1,404,Người mang màu tím để chọn*1
2632,10230,{6071=120},{2153=1},3,,Màu cam với phổ biến * 1,Màu cam với phổ biến * 1,404,Màu cam với phổ biến * 1
2633,10230,{6071=240},{6241=1},1,,Mang màu cam*1,Mang màu cam*1,404,Mang màu cam*1
2634,10230,{6071=240},{6242=1},1,,Mang màu cam*1,Mang màu cam*1,404,Mang màu cam*1
2640,10231,{6301=2},{502=1},2,,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1,404,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1
2641,10231,{6302=4},{502=2},3,,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2,404,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2
2642,10231,{6301=2},{talent_point=1},2,,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1,404,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1
2643,10231,{6302=4},{talent_point=2},3,,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2,404,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2
2644,10231,{6302=6},{22821=5},50,,Phiếu mua sắm màu tím*6,Phiếu mua sắm màu tím*6,,Phiếu mua sắm màu tím*6
2645,10231,{6302=6},{20731=5},50,,Phiếu mua sắm màu tím*6,Phiếu mua sắm màu tím*6,,Phiếu mua sắm màu tím*6
2646,10231,{6302=6},{23151=5},50,,Phiếu mua sắm màu tím*6,Phiếu mua sắm màu tím*6,,Phiếu mua sắm màu tím*6
2647,10231,{6301=3;6302=3},{20261=3},50,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3
2648,10231,{6301=3;6302=3},{23411=3},50,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3
2649,10231,{6301=3;6302=3},{21311=3},50,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3
2650,10231,{6301=5},{20131=3},50,,Voucher mua sắm màu xanh*5,Voucher mua sắm màu xanh*5,,Voucher mua sắm màu xanh*5
2651,10231,{6301=5},{20301=3},50,,Voucher mua sắm màu xanh*5,Voucher mua sắm màu xanh*5,,Voucher mua sắm màu xanh*5
2652,10231,{6301=5},{22481=3},50,,Voucher mua sắm màu xanh*5,Voucher mua sắm màu xanh*5,,Voucher mua sắm màu xanh*5
2653,10231,{6301=5},{23471=3},50,,Voucher mua sắm màu xanh*5,Voucher mua sắm màu xanh*5,,Voucher mua sắm màu xanh*5
2654,10231,{6301=2},{19=1},5,,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1,404,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1
2655,10231,{6302=2},{19=2},5,,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2,404,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2
2656,10231,{6301=8;6302=8},{503=10},1,,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10,404,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10
2657,10231,{6301=6},{2103=3},5,,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3,404,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3
2658,10231,{6301=6},{5000=30},5,,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30,404,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30
2659,10231,{6301=2},{gold=100000},10,,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000,404,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000
2660,10231,{6301=2;6302=5},{501=1},3,,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1,404,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1
2661,10231,{6301=20;6302=60},{942=1},2,,Voucher mua sắm màu xanh*30 Voucher mua sắm màu tím*75 đổi màu tím mang theo hộp quà tặng*1,Voucher mua sắm màu xanh*30 Voucher mua sắm màu tím*75 đổi màu tím mang theo hộp quà tặng*1,404,Voucher mua sắm màu xanh*30 Voucher mua sắm màu tím*75 đổi màu tím mang theo hộp quà tặng*1
2662,10231,{6301=15;6302=45},{6059=1},1,,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp lựa chọn Awakening trang sức đổi*1 1,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp lựa chọn Awakening trang sức đổi*1 1,404,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp lựa chọn Awakening trang sức đổi*1 1
2663,10231,{6301=10;6302=40},{6050=1},1,,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp ngẫu nhiên Awacheny Jewelry Awakening*1,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp ngẫu nhiên Awacheny Jewelry Awakening*1,404,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp ngẫu nhiên Awacheny Jewelry Awakening*1
2670,10232,{6071=20},{2152=1},4,,Mang theo tím chung*1,Mang theo tím chung*1,404,Mang theo tím chung*1
2671,10232,{6071=60},{945=1},2,,Người mang màu tím để chọn*1,Người mang màu tím để chọn*1,404,Người mang màu tím để chọn*1
2672,10232,{6071=120},{2153=1},3,,Màu cam với phổ biến * 1,Màu cam với phổ biến * 1,404,Màu cam với phổ biến * 1
2673,10232,{6071=240},{6243=1},1,,Mang màu cam*1,Mang màu cam*1,404,Mang màu cam*1
2674,10232,{6071=240},{6244=1},1,,Mang màu cam*1,Mang màu cam*1,404,Mang màu cam*1
2680,10233,{6301=2},{502=1},2,,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1,404,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1
2681,10233,{6302=4},{502=2},3,,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2,404,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2
2682,10233,{6301=2},{talent_point=1},2,,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1,404,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1
2683,10233,{6302=4},{talent_point=2},3,,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2,404,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2
2684,10233,{6302=6},{20741=5},50,,Phiếu mua sắm màu tím*6,Phiếu mua sắm màu tím*6,,Phiếu mua sắm màu tím*6
2685,10233,{6302=6},{21911=5},50,,Phiếu mua sắm màu tím*6,Phiếu mua sắm màu tím*6,,Phiếu mua sắm màu tím*6
2686,10233,{6302=6},{20641=5},50,,Phiếu mua sắm màu tím*6,Phiếu mua sắm màu tím*6,,Phiếu mua sắm màu tím*6
2687,10233,{6301=3;6302=3},{21391=3},50,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3
2688,10233,{6301=3;6302=3},{20241=3},50,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3
2689,10233,{6301=3;6302=3},{21421=3},50,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3
2690,10233,{6301=5},{20271=3},50,,Voucher mua sắm màu xanh*5,Voucher mua sắm màu xanh*5,,Voucher mua sắm màu xanh*5
2691,10233,{6301=5},{20371=3},50,,Voucher mua sắm màu xanh*5,Voucher mua sắm màu xanh*5,,Voucher mua sắm màu xanh*5
2692,10233,{6301=5},{22071=3},50,,Voucher mua sắm màu xanh*5,Voucher mua sắm màu xanh*5,,Voucher mua sắm màu xanh*5
2693,10233,{6301=5},{23281=3},50,,Voucher mua sắm màu xanh*5,Voucher mua sắm màu xanh*5,,Voucher mua sắm màu xanh*5
2694,10233,{6301=2},{19=1},5,,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1,404,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1
2695,10233,{6302=2},{19=2},5,,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2,404,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2
2696,10233,{6301=8;6302=8},{503=10},1,,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10,404,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10
2697,10233,{6301=6},{2103=3},5,,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3,404,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3
2698,10233,{6301=6},{5000=30},5,,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30,404,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30
2699,10233,{6301=2},{gold=100000},10,,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000,404,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000
2700,10233,{6301=2;6302=5},{501=1},3,,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1,404,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1
2701,10233,{6301=20;6302=60},{942=1},2,,Voucher mua sắm màu xanh*30 Voucher mua sắm màu tím*75 đổi màu tím mang theo hộp quà tặng*1,Voucher mua sắm màu xanh*30 Voucher mua sắm màu tím*75 đổi màu tím mang theo hộp quà tặng*1,404,Voucher mua sắm màu xanh*30 Voucher mua sắm màu tím*75 đổi màu tím mang theo hộp quà tặng*1
2702,10233,{6301=15;6302=45},{6059=1},1,,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp lựa chọn Awakening trang sức đổi*1 1,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp lựa chọn Awakening trang sức đổi*1 1,404,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp lựa chọn Awakening trang sức đổi*1 1
2703,10233,{6301=10;6302=40},{6050=1},1,,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp ngẫu nhiên Awacheny Jewelry Awakening*1,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp ngẫu nhiên Awacheny Jewelry Awakening*1,404,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp ngẫu nhiên Awacheny Jewelry Awakening*1
2710,10234,{6071=20},{2152=1},4,,Mang theo tím chung*1,Mang theo tím chung*1,404,Mang theo tím chung*1
2711,10234,{6071=60},{945=1},2,,Người mang màu tím để chọn*1,Người mang màu tím để chọn*1,404,Người mang màu tím để chọn*1
2712,10234,{6071=120},{2153=1},3,,Màu cam với phổ biến * 1,Màu cam với phổ biến * 1,404,Màu cam với phổ biến * 1
2713,10234,{6071=240},{6245=1},1,,Mang màu cam*1,Mang màu cam*1,404,Mang màu cam*1
2714,10234,{6071=240},{6246=1},1,,Mang màu cam*1,Mang màu cam*1,404,Mang màu cam*1
2720,10235,{6071=20},{2152=1},4,,Mang theo tím chung*1,Mang theo tím chung*1,404,Mang theo tím chung*1
2721,10235,{6071=60},{945=1},2,,Người mang màu tím để chọn*1,Người mang màu tím để chọn*1,404,Người mang màu tím để chọn*1
2722,10235,{6071=120},{2153=1},3,,Màu cam với phổ biến * 1,Màu cam với phổ biến * 1,404,Màu cam với phổ biến * 1
2723,10235,{6071=240},{6247=1},1,,Mang màu cam*1,Mang màu cam*1,404,Mang màu cam*1
2724,10235,{6071=240},{6248=1},1,,Mang màu cam*1,Mang màu cam*1,404,Mang màu cam*1
2730,10236,{6301=2},{502=1},2,,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1,404,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1
2731,10236,{6302=4},{502=2},3,,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2,404,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2
2732,10236,{6301=2},{talent_point=1},2,,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1,404,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1
2733,10236,{6302=4},{talent_point=2},3,,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2,404,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2
2734,10236,{6302=6},{21221=5},50,,Phiếu mua sắm màu tím*6,Phiếu mua sắm màu tím*6,,Phiếu mua sắm màu tím*6
2735,10236,{6302=6},{23771=5},50,,Phiếu mua sắm màu tím*6,Phiếu mua sắm màu tím*6,,Phiếu mua sắm màu tím*6
2736,10236,{6302=6},{20631=5},50,,Phiếu mua sắm màu tím*6,Phiếu mua sắm màu tím*6,,Phiếu mua sắm màu tím*6
2737,10236,{6301=3;6302=3},{20881=3},50,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3
2738,10236,{6301=3;6302=3},{22031=3},50,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3
2739,10236,{6301=3;6302=3},{21071=3},50,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3
2740,10236,{6301=5},{22891=3},50,,Voucher mua sắm màu xanh*5,Voucher mua sắm màu xanh*5,,Voucher mua sắm màu xanh*5
2741,10236,{6301=5},{23431=3},50,,Voucher mua sắm màu xanh*5,Voucher mua sắm màu xanh*5,,Voucher mua sắm màu xanh*5
2742,10236,{6301=5},{20091=3},50,,Voucher mua sắm màu xanh*5,Voucher mua sắm màu xanh*5,,Voucher mua sắm màu xanh*5
2743,10236,{6301=5},{20551=3},50,,Voucher mua sắm màu xanh*5,Voucher mua sắm màu xanh*5,,Voucher mua sắm màu xanh*5
2744,10236,{6301=2},{19=1},5,,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1,404,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1
2745,10236,{6302=2},{19=2},5,,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2,404,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2
2746,10236,{6301=8;6302=8},{503=10},1,,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10,404,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10
2747,10236,{6301=6},{2103=3},5,,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3,404,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3
2748,10236,{6301=6},{5000=30},5,,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30,404,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30
2749,10236,{6301=2},{gold=100000},10,,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000,404,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000
2750,10236,{6301=2;6302=5},{501=1},3,,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1,404,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1
2751,10236,{6301=20;6302=60},{942=1},2,,Voucher mua sắm màu xanh*30 Voucher mua sắm màu tím*75 đổi màu tím mang theo hộp quà tặng*1,Voucher mua sắm màu xanh*30 Voucher mua sắm màu tím*75 đổi màu tím mang theo hộp quà tặng*1,404,Voucher mua sắm màu xanh*30 Voucher mua sắm màu tím*75 đổi màu tím mang theo hộp quà tặng*1
2752,10236,{6301=15;6302=45},{6059=1},1,,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp lựa chọn Awakening trang sức đổi*1 1,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp lựa chọn Awakening trang sức đổi*1 1,404,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp lựa chọn Awakening trang sức đổi*1 1
2753,10236,{6301=10;6302=40},{6050=1},1,,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp ngẫu nhiên Awacheny Jewelry Awakening*1,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp ngẫu nhiên Awacheny Jewelry Awakening*1,404,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp ngẫu nhiên Awacheny Jewelry Awakening*1
2760,10237,{6337=20;rmb=1888;6336=20},{8010=1},1,,làn Skin,làn Skin,,làn Skin
2761,10237,{6337=3;6336=3},{2321=1},1,,Sữa lớn có thể · 2021,Sữa lớn có thể · 2021,,Sữa lớn có thể · 2021
2762,10237,{6337=5;6336=5},{2022=1},1,,Đèn lồng Avatar,Đèn lồng Avatar,,Đèn lồng Avatar
2763,10237,{6337=10;6336=10},{2411=1},1,,Đầy,Đầy,,Đầy
2764,10237,{6337=6;6336=6},{922=1},1,,S -Class Elf Ball*1,S -Class Elf Ball*1,,S -Class Elf Ball*1
2765,10237,{6337=1;6336=1},{6338=2},5,,Lễ hội đèn lồng*2,Lễ hội đèn lồng*2,,Lễ hội đèn lồng*2
2766,10237,{6337=2;6336=2},{talent_point=2},3,,Điểm thiên phú * 2,Điểm thiên phú * 2,,Điểm thiên phú * 2
2767,10237,{6337=1;6336=1},{502=1},5,,Các đoạn toàn cầu*1,Các đoạn toàn cầu*1,,Các đoạn toàn cầu*1
2768,10237,{6337=3;6336=3},{501=1},3,,Đồ trang sức Lift Proposa*1,Đồ trang sức Lift Proposa*1,,Đồ trang sức Lift Proposa*1
2769,10237,{6337=2;6336=2},{519=1},5,,Phiếu giảm giá thẻ*1,Phiếu giảm giá thẻ*1,,Phiếu giảm giá thẻ*1
2770,10237,{6337=1;6336=1},{503=2},5,,Phiếu giảm giá vẽ trang sức*2,Phiếu giảm giá vẽ trang sức*2,,Phiếu giảm giá vẽ trang sức*2
2771,10237,{6337=1;6336=1},{520=1},5,,Coupon rút thẻ cho nhà thám hiểm*1,Coupon rút thẻ cho nhà thám hiểm*1,,Coupon rút thẻ cho nhà thám hiểm*1
2772,10237,{6336=1},{gold=50000},30,,Đồng xu Vàng*5W,Đồng xu Vàng*5W,,Đồng xu Vàng*5W
2773,10237,{6336=1},{5000=5},30,,Hộp pha lê * 5,Hộp pha lê * 5,,Hộp pha lê * 5
2774,10237,{6336=1},{2102=1},30,,Màu xanh mạnh*1,Màu xanh mạnh*1,,Màu xanh mạnh*1
2775,10237,{6337=1},{930=5},30,,Thuốc năng lượng * 5,Thuốc năng lượng * 5,,Thuốc năng lượng * 5
2776,10237,{6337=1},{902=1},30,,Hộp quà ủng hộ nâng cao*1,Hộp quà ủng hộ nâng cao*1,,Hộp quà ủng hộ nâng cao*1
2777,10237,{6337=1},{850=20},30,,Đá tiềm năng màu xanh*20,Đá tiềm năng màu xanh*20,,Đá tiềm năng màu xanh*20
2780,10238,{6301=2},{502=1},2,,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1,404,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1
2781,10238,{6302=4},{502=2},3,,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2,404,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2
2782,10238,{6301=2},{talent_point=1},2,,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1,404,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1
