VariableName,huodongID,themeType,taskLinks,isSync,isCooperative,theme,theme_tw,theme_en,theme_vn,theme_kr,desc,desc_tw,desc_en,desc_vn,desc_kr,taskType,taskParam,taskSpecialParam,award,point,goto
3033,1003,,3,,,任务达人,任務達人,Quest Expert,Người quét sân khấu,퀘스트의 달인,任务派遣18次,任務派遣18次,Join Quest Dispatch 18 times,Thử thách phụ bản Thường 270 lần,파견 퀘스트  18회 진행,85,18,,{2103=10;gold=192000},10,dispatchTask
3034,1003,,4,,,任务达人,任務達人,Quest Expert,Người quét sân khấu,퀘스트의 달인,任务派遣24次,任務派遣24次,Join Quest Dispatch 24 times,Thử thách phụ bản Thường 360 lần,파견 퀘스트  24회 진행,85,24,,{2103=19;gold=384000},10,dispatchTask
3035,1003,,5,,,任务达人,任務達人,Quest Expert,Người quét sân khấu,퀘스트의 달인,任务派遣30次,任務派遣30次,Join Quest Dispatch 30 times,Thử thách phụ bản Thường 450 lần,파견 퀘스트  30회 진행,85,30,,{2103=19;gold=384000},10,dispatchTask
3036,1003,,6,,,任务达人,任務達人,Quest Expert,Người quét sân khấu,퀘스트의 달인,任务派遣36次,任務派遣36次,Join Quest Dispatch 36 times,Thử thách phụ bản Thường 540 lần,파견 퀘스트  36회 진행,85,36,,{2103=29;gold=576000},10,dispatchTask
3037,1003,,7,,,任务达人,任務達人,Quest Expert,Người quét sân khấu,퀘스트의 달인,任务派遣42次,任務派遣42次,Join Quest Dispatch 42 times,Thử thách phụ bản Thường 720 lần,파견 퀘스트  42회 진행,85,42,,{2103=29;gold=576000},10,dispatchTask
3041,1003,,1,,,以太王者,以太王者,Aether King,Chuyên gia nhiệm vụ,에테르 왕자,以太乐园积分达到9000,以太樂園積分達到9000,"Reach 9,000 points in Aether Paradise",Tham gia nhiệm vụ điều phái 6 lần,에테르파라다이스 포인트 9000 달성,63,9000,,{coin2=960;4000=96},10,randomTower
3042,1003,,2,,,以太王者,以太王者,Aether King,Chuyên gia nhiệm vụ,에테르 왕자,以太乐园积分达到18000,以太樂園積分達到18000,"Reach 18,000 points in Aether Paradise",Tham gia nhiệm vụ điều phái 12 lần,에테르파라다이스 포인트 18000 달성,63,18000,,{coin2=960;4000=96},10,randomTower
3043,1003,,3,,,以太王者,以太王者,Aether King,Chuyên gia nhiệm vụ,에테르 왕자,以太乐园积分达到30000,以太樂園積分達到30000,"Reach 30,000 points in Aether Paradise",Tham gia nhiệm vụ điều phái 18 lần,에테르파라다이스 포인트 30000 달성,63,30000,,{coin2=960;4000=96},10,randomTower
3044,1003,,4,,,以太王者,以太王者,Aether King,Chuyên gia nhiệm vụ,에테르 왕자,以太乐园积分达到39000,以太樂園積分達到39000,"Reach 39,000 points in Aether Paradise",Tham gia nhiệm vụ điều phái 24 lần,에테르파라다이스 포인트 39000 달성,63,39000,,{coin2=960;4000=96},10,randomTower
3045,1003,,5,,,以太王者,以太王者,Aether King,Chuyên gia nhiệm vụ,에테르 왕자,以太乐园积分达到48000,以太樂園積分達到48000,"Reach 48,000 points in Aether Paradise",Tham gia nhiệm vụ điều phái 30 lần,에테르파라다이스 포인트 48000 달성,63,48000,,{coin2=1920;4000=192},10,randomTower
3046,1003,,6,,,以太王者,以太王者,Aether King,Chuyên gia nhiệm vụ,에테르 왕자,以太乐园积分达到57000,以太樂園積分達到57000,"Reach 57,000 points in Aether Paradise",Tham gia nhiệm vụ điều phái 36 lần,에테르파라다이스 포인트 57000 달성,63,57000,,{coin2=1920;4000=192},10,randomTower
3047,1003,,7,,,以太王者,以太王者,Aether King,Chuyên gia nhiệm vụ,에테르 왕자,以太乐园积分达到66000,以太樂園積分達到66000,"Reach 66,000 points in Aether Paradise",Tham gia nhiệm vụ 42 lần,에테르파라다이스 포인트 66000 달성,63,66000,,{coin2=1920;4000=192},10,randomTower
3048,1003,,8,,,以太王者,以太王者,Aether King,Vua Aether,에테르 왕자,以太乐园积分达到75000,以太樂園積分達到75000,"Reach 75,000 points in Aether Paradise",Đạt 9.000 điểm trong Aether Paradise,에테르파라다이스 포인트 75000 달성,63,75000,,{coin2=2880;4000=288},10,randomTower
3051,1003,,1,,,公会战斗,公會戰鬥,Guild Battle,Vua Aether,길드 전투,公会副本战斗3次,公會副本戰鬥3次,Join Guild Dungeon Battle 3 times,Đạt 18.000 điểm trong Aether Paradise,길드 던전 3회 전투,59,3,,{14=96;gold=480000;coin3=1600},10,fuben
3052,1003,,2,,,公会战斗,公會戰鬥,Guild Battle,Vua Aether,길드 전투,公会副本战斗6次,公會副本戰鬥6次,Join Guild Dungeon Battle 6 times,Đạt 30.000 điểm trong Aether Paradise,길드 던전 6회 전투,59,6,,{14=96;gold=480000;coin3=1600},10,fuben
3053,1003,,3,,,公会战斗,公會戰鬥,Guild Battle,Vua Aether,길드 전투,公会副本战斗9次,公會副本戰鬥9次,Join Guild Dungeon Battle 9 times,Đạt 39.000 điểm trong thiên đường Aether,길드 던전 9회 전투,59,9,,{14=96;gold=480000;coin3=1600},10,fuben
3054,1003,,4,,,公会战斗,公會戰鬥,Guild Battle,Vua Aether,길드 전투,公会副本战斗12次,公會副本戰鬥12次,Join Guild Dungeon Battle 12 times,Đạt 48.000 điểm trong thiên đường Aether,길드 던전 12회 전투,59,12,,{14=96;gold=480000;coin3=1600},10,fuben
3055,1003,,1,,,公会助力,公會助力,Guild Battle,Vua Aether,길드 조력,公会捐献10次,公會捐獻10次,Donate to Guild 10 times,Đạt 57.000 điểm trong Aether Paradise,길드 기부 10회,55,10,,{14=96;gold=480000;coin3=1600},10,contribute
3056,1003,,2,,,公会助力,公會助力,Guild Battle,Vua Aether,길드 조력,公会捐献20次,公會捐獻20次,Donate to Guild 20 times,Đạt 66.000 điểm trong Aether Paradise,길드 기부 20회,55,20,,{14=96;gold=480000;coin3=1600},10,contribute
3057,1003,,1,,,抢红包,搶紅包,Grab Red Pocket,Vua Aether,보너스 얻기,公会内抢红包5次,公會內搶紅包5次,Grab Red Pocket in Guild 5 times,Đạt 75.000 điểm trong thiên đường Aether,길드 보너스 5회 얻기,58,5,,{14=96;gold=480000;coin3=1600},10,redpacket
3058,1003,,2,,,抢红包,搶紅包,Grab Red Pocket,Trận chiến bang hội,보너스 얻기,公会内抢红包10次,公會內搶紅包10次,Grab Red Pocket in Guild 10 times,Tham gia trận chiến phó bản Guild 3 lần,길드 보너스 10회 얻기,58,10,,{14=96;gold=480000;coin3=1600},10,redpacket
3061,1003,,1,TRUE,TRUE,交个朋友吧,交個朋友吧,Being friends,Trận chiến bang hội,친구하자,互为好友,互為好友,Friended,Tham gia trận chiến phó bản Guild 6 lần,서로 친구 추가,111,1,,{rmb=50;gold=500000},10,friend
3062,1003,,1,TRUE,TRUE,并肩的伙伴,並肩的夥伴,Side-by-side Companion,Trận chiến bang hội,함께하는 동료,组队进行元素挑战1次,組隊進行元素挑戰1次,Join Elemental Challenge in a team 1 times,Tham gia trận chiến phó bản Guild 9 lần,파티로 엘리멘탈 챌린지 1회 진행,110,1,,{502=1;rmb=10;gold=100000},10,cloneBattle
3063,1003,,2,TRUE,TRUE,并肩的伙伴,並肩的夥伴,Side-by-side Companion,Trận chiến bang hội,함께하는 동료,组队进行元素挑战3次,組隊進行元素挑戰3次,Join Elemental Challenge in a team 3 times,Tham gia trận chiến phó bản Guild 12 lần,파티로 엘리멘탈 챌린지 3회 진행,110,3,,{502=1;rmb=10;gold=100000},10,cloneBattle
3064,1003,,3,TRUE,TRUE,并肩的伙伴,並肩的夥伴,Side-by-side Companion,Trận chiến bang hội,함께하는 동료,组队进行元素挑战6次,組隊進行元素挑戰6次,Join Elemental Challenge in a team 6 times,Quyên góp cho Guild 10 lần,파티로 엘리멘탈 챌린지 6회 진행,110,6,,{502=1;rmb=10;gold=100000},10,cloneBattle
3065,1003,,4,TRUE,TRUE,并肩的伙伴,並肩的夥伴,Side-by-side Companion,Trận chiến bang hội,함께하는 동료,组队进行元素挑战9次,組隊進行元素挑戰9次,Join Elemental Challenge in a team 9 times,Quyên góp cho Guild 20 lần,파티로 엘리멘탈 챌린지 9회 진행,110,9,,{502=1;rmb=10;gold=100000},10,cloneBattle
4001,1004,1,,,,,,,Lấy túi màu đỏ,,累计登录1天,,,Lấy túi màu đỏ trong bang hội 5 lần,,17,1,,{gold=2250000;stamina=900;role_exp=2250;rmb=450},,
4002,1004,1,,,,,,,Lấy túi màu đỏ,,累计登录2天,,,Lấy túi màu đỏ trong bang hội 10 lần,,17,2,,{gold=1350000;stamina=540;role_exp=1350;rmb=450},,
4003,1004,1,,,,,,,Trở thành những người bạn,,累计登录3天,,,Kết bạn,,17,3,,{gold=1350000;stamina=540;role_exp=1350;rmb=450},,
4004,1004,1,,,,,,,Người bạn đồng hành bên cạnh,,累计登录4天,,,Tham gia Thử thách nguyên tố trong một đội 1 lần,,17,4,,{gold=2250000;stamina=900;role_exp=2250;rmb=450},,
4005,1004,1,,,,,,,Người bạn đồng hành bên cạnh,,累计登录5天,,,Tham gia Thử thách nguyên tố trong một đội 3 lần,,17,5,,{gold=1350000;stamina=540;role_exp=1350;rmb=450},,
4006,1004,1,,,,,,,Người bạn đồng hành bên cạnh,,累计登录6天,,,Tham gia Thử thách nguyên tố trong một đội 6 lần,,17,6,,{gold=1350000;stamina=540;role_exp=1350;rmb=450},,
4007,1004,1,,,,,,,Người bạn đồng hành bên cạnh,,累计登录7天,,,Tham gia Thử thách nguyên tố trong một đội 9 lần,,17,7,,{gold=4500000;stamina=1350;role_exp=3600;rmb=900},,
4011,1004,,1,,,一天不落,一天不落,Perfect Attendance,Điểm danh hoàn hảo,프로 참석러,累计登录1天,累計登錄1天,Login for 1 day,Đăng nhập trong 1 ngày,누적 로그인일 수 1일 달성,17,1,,{502=18;519=9;15=90;452=450},10,
4012,1004,,2,,,一天不落,一天不落,Perfect Attendance,Điểm danh hoàn hảo,프로 참석러,累计登录2天,累計登錄2天,Login for 2 days,Đăng nhập trong 2 ngày,누적 로그인일 수 2일 달성,17,2,,{coin1=900;coin2=2250;15=45;coin3=900},10,
4013,1004,,3,,,一天不落,一天不落,Perfect Attendance,Điểm danh hoàn hảo,프로 참석러,累计登录3天,累計登錄3天,Login for 3 days,Đăng nhập trong 3 ngày,누적 로그인일 수 3일 달성,17,3,,{coin1=900;coin2=2250;15=45;coin3=900},10,
4014,1004,,4,,,一天不落,一天不落,Perfect Attendance,Điểm danh hoàn hảo,프로 참석러,累计登录4天,累計登錄4天,Login for 4 days,Đăng nhập trong 4 ngày,누적 로그인일 수 4일 달성,17,4,,{coin1=900;coin2=2250;15=90;coin3=900},10,
4015,1004,,5,,,一天不落,一天不落,Perfect Attendance,Điểm danh hoàn hảo,프로 참석러,累计登录5天,累計登錄5天,Login for 5 days,Đăng nhập trong 5 ngày,누적 로그인일 수 5일 달성,17,5,,{coin1=900;coin2=2250;15=45;coin3=900},10,
4016,1004,,6,,,一天不落,一天不落,Perfect Attendance,Điểm danh hoàn hảo,프로 참석러,累计登录6天,累計登錄6天,Login for 6 days,Đăng nhập trong 6 ngày,누적 로그인일 수 6일 달성,17,6,,{coin1=900;coin2=2250;15=45;coin3=900},10,
4017,1004,,7,,,一天不落,一天不落,Perfect Attendance,Điểm danh hoàn hảo,프로 참석러,累计登录7天,累計登錄7天,Login for 7 days,Đăng nhập trong 7 ngày,누적 로그인일 수 7일 달성,17,7,,{502=36;519=18;15=90;452=900},10,
4021,1004,,1,,,通关能手,通關能手,Stage Sweeper,Người quét sân khấu,클리어 장인,普通副本挑战90次,普通副本挑戰90次,Challenge Common Dungeon 90 times,Thử thách phụ bản Thường 90 lần,던전 90회 클리어 달성,29,90,,{930=90;5000=90;gold=450000},10,10000
4022,1004,,2,,,通关能手,通關能手,Stage Sweeper,Người quét sân khấu,클리어 장인,普通副本挑战180次,普通副本挑戰180次,Challenge Common Dungeon 180 times,Thử thách phụ bản Thường 180 lần,던전 180회 클리어 달성,29,180,,{930=90;5000=90;gold=450000},10,10000
4023,1004,,3,,,通关能手,通關能手,Stage Sweeper,Người quét sân khấu,클리어 장인,普通副本挑战270次,普通副本挑戰270次,Challenge Common Dungeon 270 times,Thử thách phụ bản Thường 270 lần,던전 270회 클리어 달성,29,270,,{930=108;5000=108;gold=540000},10,10000
4024,1004,,4,,,通关能手,通關能手,Stage Sweeper,Người quét sân khấu,클리어 장인,普通副本挑战360次,普通副本挑戰360次,Challenge Common Dungeon 360 times,Thử thách phụ bản Thường 360 lần,던전 360회 클리어 달성,29,360,,{930=135;5000=135;gold=675000},10,10000
4025,1004,,5,,,通关能手,通關能手,Stage Sweeper,Người quét sân khấu,클리어 장인,普通副本挑战450次,普通副本挑戰450次,Challenge Common Dungeon 450 times,Thử thách phụ bản Thường 450 lần,던전 450회 클리어 달성,29,450,,{930=135;5000=135;gold=675000},10,10000
4026,1004,,6,,,通关能手,通關能手,Stage Sweeper,Người quét sân khấu,클리어 장인,普通副本挑战540次,普通副本挑戰540次,Challenge Common Dungeon 540 times,Thử thách phụ bản Thường 540 lần,던전 540회 클리어 달성,29,540,,{930=180;5000=180;gold=900000},10,10000
4027,1004,,7,,,通关能手,通關能手,Stage Sweeper,Người quét sân khấu,클리어 장인,普通副本挑战720次,普通副本挑戰720次,Challenge Common Dungeon 720 times,Thử thách phụ bản Thường 720 lần,던전 720회 클리어 달성,29,720,,{930=180;5000=180;gold=900000},10,10000
4031,1004,,1,,,任务达人,任務達人,Quest Expert,Chuyên gia nhiệm vụ,퀘스트의 달인,任务派遣6次,任務派遣6次,Join Quest Dispatch 6 times,Tham gia nhiệm vụ điều phái 6 lần,파견 퀘스트  6회 진행,85,6,,{2103=14;gold=270000},10,dispatchTask
4032,1004,,2,,,任务达人,任務達人,Quest Expert,Chuyên gia nhiệm vụ,퀘스트의 달인,任务派遣12次,任務派遣12次,Join Quest Dispatch 12 times,Tham gia nhiệm vụ điều phái 12 lần,파견 퀘스트  12회 진행,85,12,,{2103=14;gold=270000},10,dispatchTask
4033,1004,,3,,,任务达人,任務達人,Quest Expert,Chuyên gia nhiệm vụ,퀘스트의 달인,任务派遣18次,任務派遣18次,Join Quest Dispatch 18 times,Tham gia nhiệm vụ điều phái 18 lần,파견 퀘스트  18회 진행,85,18,,{2103=14;gold=270000},10,dispatchTask
4034,1004,,4,,,任务达人,任務達人,Quest Expert,Chuyên gia nhiệm vụ,퀘스트의 달인,任务派遣24次,任務派遣24次,Join Quest Dispatch 24 times,Tham gia nhiệm vụ điều phái 24 lần,파견 퀘스트  24회 진행,85,24,,{2103=27;gold=540000},10,dispatchTask
4035,1004,,5,,,任务达人,任務達人,Quest Expert,Chuyên gia nhiệm vụ,퀘스트의 달인,任务派遣30次,任務派遣30次,Join Quest Dispatch 30 times,Tham gia nhiệm vụ điều phái 30 lần,파견 퀘스트  30회 진행,85,30,,{2103=27;gold=540000},10,dispatchTask
4036,1004,,6,,,任务达人,任務達人,Quest Expert,Chuyên gia nhiệm vụ,퀘스트의 달인,任务派遣36次,任務派遣36次,Join Quest Dispatch 36 times,Tham gia nhiệm vụ điều phái 36 lần,파견 퀘스트  36회 진행,85,36,,{2103=41;gold=810000},10,dispatchTask
4037,1004,,7,,,任务达人,任務達人,Quest Expert,Chuyên gia nhiệm vụ,퀘스트의 달인,任务派遣42次,任務派遣42次,Join Quest Dispatch 42 times,Tham gia nhiệm vụ 42 lần,파견 퀘스트  42회 진행,85,42,,{2103=41;gold=810000},10,dispatchTask
4041,1004,,1,,,以太王者,以太王者,Aether King,Vua Aether,에테르 왕자,以太乐园积分达到9000,以太樂園積分達到9000,"Reach 9,000 points in Aether Paradise",Đạt 9.000 điểm trong Aether Paradise,에테르파라다이스 포인트 9000 달성,63,9000,,{coin2=1350;4000=135},10,randomTower
4042,1004,,2,,,以太王者,以太王者,Aether King,Vua Aether,에테르 왕자,以太乐园积分达到18000,以太樂園積分達到18000,"Reach 18,000 points in Aether Paradise",Đạt 18.000 điểm trong Aether Paradise,에테르파라다이스 포인트 18000 달성,63,18000,,{coin2=1350;4000=135},10,randomTower
4043,1004,,3,,,以太王者,以太王者,Aether King,Vua Aether,에테르 왕자,以太乐园积分达到30000,以太樂園積分達到30000,"Reach 30,000 points in Aether Paradise",Đạt 30.000 điểm trong Aether Paradise,에테르파라다이스 포인트 30000 달성,63,30000,,{coin2=1350;4000=135},10,randomTower
4044,1004,,4,,,以太王者,以太王者,Aether King,Vua Aether,에테르 왕자,以太乐园积分达到39000,以太樂園積分達到39000,"Reach 39,000 points in Aether Paradise",Đạt 39.000 điểm trong thiên đường Aether,에테르파라다이스 포인트 39000 달성,63,39000,,{coin2=1350;4000=135},10,randomTower
4045,1004,,5,,,以太王者,以太王者,Aether King,Vua Aether,에테르 왕자,以太乐园积分达到48000,以太樂園積分達到48000,"Reach 48,000 points in Aether Paradise",Đạt 48.000 điểm trong thiên đường Aether,에테르파라다이스 포인트 48000 달성,63,48000,,{coin2=2700;4000=270},10,randomTower
4046,1004,,6,,,以太王者,以太王者,Aether King,Vua Aether,에테르 왕자,以太乐园积分达到57000,以太樂園積分達到57000,"Reach 57,000 points in Aether Paradise",Đạt 57.000 điểm trong Aether Paradise,에테르파라다이스 포인트 57000 달성,63,57000,,{coin2=2700;4000=270},10,randomTower
4047,1004,,7,,,以太王者,以太王者,Aether King,Vua Aether,에테르 왕자,以太乐园积分达到66000,以太樂園積分達到66000,"Reach 66,000 points in Aether Paradise",Đạt 66.000 điểm trong Aether Paradise,에테르파라다이스 포인트 66000 달성,63,66000,,{coin2=2700;4000=270},10,randomTower
4048,1004,,8,,,以太王者,以太王者,Aether King,Vua Aether,에테르 왕자,以太乐园积分达到75000,以太樂園積分達到75000,"Reach 75,000 points in Aether Paradise",Đạt 75.000 điểm trong thiên đường Aether,에테르파라다이스 포인트 75000 달성,63,75000,,{coin2=4050;4000=405},10,randomTower
4051,1004,,1,,,公会战斗,公會戰鬥,Guild Battle,Trận chiến bang hội,길드 전투,公会副本战斗3次,公會副本戰鬥3次,Join Guild Dungeon Battle 3 times,Tham gia trận chiến phó bản Guild 3 lần,길드 던전 3회 전투,59,3,,{14=135;gold=675000;coin3=2250},10,fuben
4052,1004,,2,,,公会战斗,公會戰鬥,Guild Battle,Trận chiến bang hội,길드 전투,公会副本战斗6次,公會副本戰鬥6次,Join Guild Dungeon Battle 6 times,Tham gia trận chiến phó bản Guild 6 lần,길드 던전 6회 전투,59,6,,{14=135;gold=675000;coin3=2250},10,fuben
4053,1004,,3,,,公会战斗,公會戰鬥,Guild Battle,Trận chiến bang hội,길드 전투,公会副本战斗9次,公會副本戰鬥9次,Join Guild Dungeon Battle 9 times,Tham gia trận chiến phó bản Guild 9 lần,길드 던전 9회 전투,59,9,,{14=135;gold=675000;coin3=2250},10,fuben
4054,1004,,4,,,公会战斗,公會戰鬥,Guild Battle,Trận chiến bang hội,길드 전투,公会副本战斗12次,公會副本戰鬥12次,Join Guild Dungeon Battle 12 times,Tham gia trận chiến phó bản Guild 12 lần,길드 던전 12회 전투,59,12,,{14=135;gold=675000;coin3=2250},10,fuben
4055,1004,,1,,,公会助力,公會助力,Guild Battle,Trận chiến bang hội,길드 조력,公会捐献10次,公會捐獻10次,Donate to Guild 10 times,Quyên góp cho Guild 10 lần,길드 기부 10회,55,10,,{14=135;gold=675000;coin3=2250},10,contribute
4056,1004,,2,,,公会助力,公會助力,Guild Battle,Trận chiến bang hội,길드 조력,公会捐献20次,公會捐獻20次,Donate to Guild 20 times,Quyên góp cho Guild 20 lần,길드 기부 20회,55,20,,{14=135;gold=675000;coin3=2250},10,contribute
4057,1004,,1,,,抢红包,搶紅包,Grab Red Pocket,Lấy túi màu đỏ,보너스 얻기,公会内抢红包5次,公會內搶紅包5次,Grab Red Pocket in Guild 5 times,Lấy túi màu đỏ trong bang hội 5 lần,길드 보너스 5회 얻기,58,5,,{14=135;gold=675000;coin3=2250},10,redpacket
4058,1004,,2,,,抢红包,搶紅包,Grab Red Pocket,Lấy túi màu đỏ,보너스 얻기,公会内抢红包10次,公會內搶紅包10次,Grab Red Pocket in Guild 10 times,Lấy túi màu đỏ trong bang hội 10 lần,길드 보너스 10회 얻기,58,10,,{14=135;gold=675000;coin3=2250},10,redpacket
4061,1004,,1,,,交个朋友吧,交個朋友吧,Being friends,Trở thành những người bạn,친구하자,互为好友,互為好友,Friended,Kết bạn,서로 친구 추가,111,1,,{rmb=50;gold=500000},10,friend
4062,1004,,1,TRUE,TRUE,并肩的伙伴,並肩的夥伴,Side-by-side Companion,Người bạn đồng hành bên cạnh,함께하는 동료,组队进行元素挑战1次,組隊進行元素挑戰1次,Join Elemental Challenge in a team 1 times,Tham gia Thử thách nguyên tố trong một đội 1 lần,파티로 엘리멘탈 챌린지 1회 진행,110,1,,{502=1;rmb=10;gold=100000},10,cloneBattle
4063,1004,,2,TRUE,TRUE,并肩的伙伴,並肩的夥伴,Side-by-side Companion,Người bạn đồng hành bên cạnh,함께하는 동료,组队进行元素挑战3次,組隊進行元素挑戰3次,Join Elemental Challenge in a team 3 times,Tham gia Thử thách nguyên tố trong một đội 3 lần,파티로 엘리멘탈 챌린지 3회 진행,110,3,,{502=1;rmb=10;gold=100000},10,cloneBattle
4064,1004,,3,TRUE,TRUE,并肩的伙伴,並肩的夥伴,Side-by-side Companion,Người bạn đồng hành bên cạnh,함께하는 동료,组队进行元素挑战6次,組隊進行元素挑戰6次,Join Elemental Challenge in a team 6 times,Tham gia Thử thách nguyên tố trong một đội 6 lần,파티로 엘리멘탈 챌린지 6회 진행,110,6,,{502=1;rmb=10;gold=100000},10,cloneBattle
4065,1004,,4,TRUE,TRUE,并肩的伙伴,並肩的夥伴,Side-by-side Companion,Người bạn đồng hành bên cạnh,함께하는 동료,组队进行元素挑战9次,組隊進行元素挑戰9次,Join Elemental Challenge in a team 9 times,Tham gia Thử thách nguyên tố trong một đội 9 lần,파티로 엘리멘탈 챌린지 9회 진행,110,9,,{502=1;rmb=10;gold=100000},10,cloneBattle
