VariableName,name_cn,name_tw,name,name_vn,name_en,name_th,name_in,name_ph,name_ma,icon,suitID,quality,pos,mainAttr,startNum,startLib,acquiredLimit,acquiredLib,maxLevel,strengthSeq,acquiredLevels,strengthLevels,recastLib,recastCostSeq,exp,effect
60634,,,Wood Style IV  ,Mộc Độn IV,Wood Style IV  ,สไตล์ไม้ IV  ,Gaya Kayu IV  ,Estilo ng Kahoy IV  ,Gaya Kayu IV  ,config/chip/icon_mudunmiji_1.png,6,3,4,10,1,30004,1,30004,100,3,<10>,<5;15;20;30;40>,30004,2,150,
60635,,,Wood Style V  ,Mộc Độn V,Wood Style V  ,สไตล์ไม้ V  ,Gaya Kayu V  ,Estilo ng Kahoy V  ,Gaya Kayu V  ,config/chip/icon_mudunmiji_1.png,6,3,5,11,1,30005,1,30005,100,3,<10>,<5;15;20;30;40>,30005,2,150,
60636,,,Wood Style VI,Mộc Độn VI,Wood Style VI,สไตล์ไม้ VI,Gaya Kayu VI,Estilo ng Kahoy VI,Gaya Kayu VI,config/chip/icon_mudunmiji_1.png,6,3,6,12,1,30006,1,30006,100,3,<10>,<5;15;20;30;40>,30006,2,150,
60641,,,Wood Style I  ,Mộc Độn I,Wood Style I  ,สไตล์ไม้ I  ,Gaya Kayu I  ,Estilo ng Kahoy I  ,Gaya Kayu I  ,config/chip/icon_mudunmiji_1.png,6,4,1,13,2,40001,1,40001,100,4,<10>,<5;15;20;30;40;50>,40001,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60642,,,Wood Style II  ,Mộc Độn II,Wood Style II  ,สไตล์ไม้ II  ,Gaya Kayu II  ,Estilo ng Kahoy II  ,Gaya Kayu II  ,config/chip/icon_mudunmiji_1.png,6,4,2,14,2,40002,1,40002,100,4,<10>,<5;15;20;30;40;50>,40002,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60643,,,Wood Style III  ,Mộc Độn III,Wood Style III  ,สไตล์ไม้ III  ,Gaya Kayu III  ,Estilo ng Kahoy III  ,Gaya Kayu III  ,config/chip/icon_mudunmiji_1.png,6,4,3,15,2,40003,1,40003,100,4,<10>,<5;15;20;30;40;50>,40003,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60644,,,Wood Style IV  ,Mộc Độn IV,Wood Style IV  ,สไตล์ไม้ IV  ,Gaya Kayu IV  ,Estilo ng Kahoy IV  ,Gaya Kayu IV  ,config/chip/icon_mudunmiji_1.png,6,4,4,16,2,40004,1,40004,100,4,<10>,<5;15;20;30;40;50>,40004,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60645,,,Wood Style V  ,Mộc Độn V,Wood Style V  ,สไตล์ไม้ V  ,Gaya Kayu V  ,Estilo ng Kahoy V  ,Gaya Kayu V  ,config/chip/icon_mudunmiji_1.png,6,4,5,17,2,40005,1,40005,100,4,<10>,<5;15;20;30;40;50>,40005,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60646,,,Wood Style VI  ,Mộc Độn VI,Wood Style VI  ,สไตล์ไม้ VI  ,Gaya Kayu VI  ,Estilo ng Kahoy VI  ,Gaya Kayu VI  ,config/chip/icon_mudunmiji_1.png,6,4,6,18,2,40006,1,40006,100,4,<10>,<5;15;20;30;40;50>,40006,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60651,,,Wood Style I  ,Mộc Độn I,Wood Style I  ,สไตล์ไม้ I  ,Gaya Kayu I  ,Estilo ng Kahoy I  ,Gaya Kayu I  ,config/chip/icon_mudunmiji_1.png,6,5,1,19,2,50001,1,50001,100,5,<10>,<5;15;20;30;40;50>,50001,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60652,,,Wood Style II  ,Mộc Độn II,Wood Style II  ,สไตล์ไม้ II  ,Gaya Kayu II  ,Estilo ng Kahoy II  ,Gaya Kayu II  ,config/chip/icon_mudunmiji_1.png,6,5,2,20,2,50002,1,50002,100,5,<10>,<5;15;20;30;40;50>,50002,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60653,,,Wood Style III  ,Mộc Độn III,Wood Style III  ,สไตล์ไม้ III  ,Gaya Kayu III  ,Estilo ng Kahoy III  ,Gaya Kayu III  ,config/chip/icon_mudunmiji_1.png,6,5,3,21,2,50003,1,50003,100,5,<10>,<5;15;20;30;40;50>,50003,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60654,,,Wood Style IV  ,Mộc Độn IV,Wood Style IV  ,สไตล์ไม้ IV  ,Gaya Kayu IV  ,Estilo ng Kahoy IV  ,Gaya Kayu IV  ,config/chip/icon_mudunmiji_1.png,6,5,4,22,2,50004,1,50004,100,5,<10>,<5;15;20;30;40;50>,50004,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60655,,,Wood Style V  ,Mộc Độn V,Wood Style V  ,สไตล์ไม้ V  ,Gaya Kayu V  ,Estilo ng Kahoy V  ,Gaya Kayu V  ,config/chip/icon_mudunmiji_1.png,6,5,5,23,2,50005,1,50005,100,5,<10>,<5;15;20;30;40;50>,50005,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60656,,,Wood Style VI  ,Mộc Độn VI,Wood Style VI  ,สไตล์ไม้ VI  ,Gaya Kayu VI  ,Estilo ng Kahoy VI  ,Gaya Kayu VI  ,config/chip/icon_mudunmiji_1.png,6,5,6,24,2,50006,1,50006,100,5,<10>,<5;15;20;30;40;50>,50006,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60661,,,Wood Style I  ,Mộc Độn I,Wood Style I  ,สไตล์ไม้ I  ,Gaya Kayu I  ,Estilo ng Kahoy I  ,Gaya Kayu I  ,config/chip/icon_mudunmiji_1.png,6,6,1,25,2,60001,2,60001,100,6,<10;30>,<5;15;20;30;40;50;60>,60001,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60662,,,Wood Style II  ,Mộc Độn II,Wood Style II  ,สไตล์ไม้ II  ,Gaya Kayu II  ,Estilo ng Kahoy II  ,Gaya Kayu II  ,config/chip/icon_mudunmiji_1.png,6,6,2,26,2,60002,2,60002,100,6,<10;30>,<5;15;20;30;40;50;60>,60002,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60663,,,Wood Style III  ,Mộc Độn III,Wood Style III  ,สไตล์ไม้ III  ,Gaya Kayu III  ,Estilo ng Kahoy III  ,Gaya Kayu III  ,config/chip/icon_mudunmiji_1.png,6,6,3,27,2,60003,2,60003,100,6,<10;30>,<5;15;20;30;40;50;60>,60003,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60664,,,Wood Style IV  ,Mộc Độn IV,Wood Style IV  ,สไตล์ไม้ IV  ,Gaya Kayu IV  ,Estilo ng Kahoy IV  ,Gaya Kayu IV  ,config/chip/icon_mudunmiji_1.png,6,6,4,28,2,60004,2,60004,100,6,<10;30>,<5;15;20;30;40;50;60>,60004,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60665,,,Wood Style V  ,Mộc Độn V,Wood Style V  ,สไตล์ไม้ V  ,Gaya Kayu V  ,Estilo ng Kahoy V  ,Gaya Kayu V  ,config/chip/icon_mudunmiji_1.png,6,6,5,29,2,60005,2,60005,100,6,<10;30>,<5;15;20;30;40;50;60>,60005,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60666,,,Wood Style VI  ,Mộc Độn VI,Wood Style VI  ,สไตล์ไม้ VI  ,Gaya Kayu VI  ,Estilo ng Kahoy VI  ,Gaya Kayu VI  ,config/chip/icon_mudunmiji_1.png,6,6,6,30,2,60006,2,60006,100,6,<10;30>,<5;15;20;30;40;50;60>,60006,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60721,,,Blue Style I  ,Lam Độn I,Blue Style I  ,สไตล์น้ำเงิน I  ,Gaya Biru I  ,Estilo ng Asul I  ,Gaya Biru I  ,config/chip/icon_landunmiji_1.png,7,2,1,1,1,20001,1,20001,100,2,<10>,<5;15;20;30;40>,20001,1,75,
60722,,,Blue Style II  ,Lam Độn II,Blue Style II  ,สไตล์น้ำเงิน II  ,Gaya Biru II  ,Estilo ng Asul II  ,Gaya Biru II  ,config/chip/icon_landunmiji_1.png,7,2,2,2,1,20002,1,20002,100,2,<10>,<5;15;20;30;40>,20002,1,75,
60723,,,Blue Style III  ,Lam Độn III,Blue Style III  ,สไตล์น้ำเงิน III  ,Gaya Biru III  ,Estilo ng Asul III  ,Gaya Biru III  ,config/chip/icon_landunmiji_1.png,7,2,3,3,1,20003,1,20003,100,2,<10>,<5;15;20;30;40>,20003,1,75,
60724,,,Blue Style IV  ,Lam Độn IV,Blue Style IV  ,สไตล์น้ำเงิน IV  ,Gaya Biru IV  ,Estilo ng Asul IV  ,Gaya Biru IV  ,config/chip/icon_landunmiji_1.png,7,2,4,4,1,20004,1,20004,100,2,<10>,<5;15;20;30;40>,20004,1,75,
60725,,,Blue Style V  ,Lam Độn V,Blue Style V  ,สไตล์น้ำเงิน V  ,Gaya Biru V  ,Estilo ng Asul V  ,Gaya Biru V  ,config/chip/icon_landunmiji_1.png,7,2,5,5,1,20005,1,20005,100,2,<10>,<5;15;20;30;40>,20005,1,75,
60726,,,Blue Style VI  ,Lam Độn VI,Blue Style VI  ,สไตล์น้ำเงิน VI  ,Gaya Biru VI  ,Estilo ng Asul VI  ,Gaya Biru VI  ,config/chip/icon_landunmiji_1.png,7,2,6,6,1,20006,1,20006,100,2,<10>,<5;15;20;30;40>,20006,1,75,
60731,,,Blue Style I  ,Lam Độn I,Blue Style I  ,สไตล์น้ำเงิน I  ,Gaya Biru I  ,Estilo ng Asul I  ,Gaya Biru I  ,config/chip/icon_landunmiji_1.png,7,3,1,7,1,30001,1,30001,100,3,<10>,<5;15;20;30;40>,30001,2,150,
60732,,,Blue Style II  ,Lam Độn II,Blue Style II  ,สไตล์น้ำเงิน II  ,Gaya Biru II  ,Estilo ng Asul II  ,Gaya Biru II  ,config/chip/icon_landunmiji_1.png,7,3,2,8,1,30002,1,30002,100,3,<10>,<5;15;20;30;40>,30002,2,150,
60733,,,Blue Style III  ,Lam Độn III,Blue Style III  ,สไตล์น้ำเงิน III  ,Gaya Biru III  ,Estilo ng Asul III  ,Gaya Biru III  ,config/chip/icon_landunmiji_1.png,7,3,3,9,1,30003,1,30003,100,3,<10>,<5;15;20;30;40>,30003,2,150,
60734,,,Blue Style IV  ,Lam Độn IV,Blue Style IV  ,สไตล์น้ำเงิน IV  ,Gaya Biru IV  ,Estilo ng Asul IV  ,Gaya Biru IV  ,config/chip/icon_landunmiji_1.png,7,3,4,10,1,30004,1,30004,100,3,<10>,<5;15;20;30;40>,30004,2,150,
60735,,,Blue Style V  ,Lam Độn V,Blue Style V  ,สไตล์น้ำเงิน V  ,Gaya Biru V  ,Estilo ng Asul V  ,Gaya Biru V  ,config/chip/icon_landunmiji_1.png,7,3,5,11,1,30005,1,30005,100,3,<10>,<5;15;20;30;40>,30005,2,150,
60736,,,Blue Style VI,Lam Độn VI,Blue Style VI,สไตล์น้ำเงิน VI,Gaya Biru VI,Estilo ng Asul VI,Gaya Biru VI,config/chip/icon_landunmiji_1.png,7,3,6,12,1,30006,1,30006,100,3,<10>,<5;15;20;30;40>,30006,2,150,
60741,,,Blue Style I  ,Lam Độn I,Blue Style I  ,สไตล์น้ำเงิน I  ,Gaya Biru I  ,Estilo ng Asul I  ,Gaya Biru I  ,config/chip/icon_landunmiji_1.png,7,4,1,13,2,40001,1,40001,100,4,<10>,<5;15;20;30;40;50>,40001,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60742,,,Blue Style II  ,Lam Độn II,Blue Style II  ,สไตล์น้ำเงิน II  ,Gaya Biru II  ,Estilo ng Asul II  ,Gaya Biru II  ,config/chip/icon_landunmiji_1.png,7,4,2,14,2,40002,1,40002,100,4,<10>,<5;15;20;30;40;50>,40002,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60743,,,Blue Style III  ,Lam Độn III,Blue Style III  ,สไตล์น้ำเงิน III  ,Gaya Biru III  ,Estilo ng Asul III  ,Gaya Biru III  ,config/chip/icon_landunmiji_1.png,7,4,3,15,2,40003,1,40003,100,4,<10>,<5;15;20;30;40;50>,40003,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60744,,,Blue Style IV  ,Lam Độn IV,Blue Style IV  ,สไตล์น้ำเงิน IV  ,Gaya Biru IV  ,Estilo ng Asul IV  ,Gaya Biru IV  ,config/chip/icon_landunmiji_1.png,7,4,4,16,2,40004,1,40004,100,4,<10>,<5;15;20;30;40;50>,40004,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60745,,,Blue Style V  ,Lam Độn V,Blue Style V  ,สไตล์น้ำเงิน V  ,Gaya Biru V  ,Estilo ng Asul V  ,Gaya Biru V  ,config/chip/icon_landunmiji_1.png,7,4,5,17,2,40005,1,40005,100,4,<10>,<5;15;20;30;40;50>,40005,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60746,,,Blue Style VI  ,Lam Độn VI,Blue Style VI  ,สไตล์น้ำเงิน VI  ,Gaya Biru VI  ,Estilo ng Asul VI  ,Gaya Biru VI  ,config/chip/icon_landunmiji_1.png,7,4,6,18,2,40006,1,40006,100,4,<10>,<5;15;20;30;40;50>,40006,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60751,,,Blue Style I  ,Lam Độn I,Blue Style I  ,สไตล์น้ำเงิน I  ,Gaya Biru I  ,Estilo ng Asul I  ,Gaya Biru I  ,config/chip/icon_landunmiji_1.png,7,5,1,19,2,50001,1,50001,100,5,<10>,<5;15;20;30;40;50>,50001,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60752,,,Blue Style II  ,Lam Độn II,Blue Style II  ,สไตล์น้ำเงิน II  ,Gaya Biru II  ,Estilo ng Asul II  ,Gaya Biru II  ,config/chip/icon_landunmiji_1.png,7,5,2,20,2,50002,1,50002,100,5,<10>,<5;15;20;30;40;50>,50002,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60753,,,Blue Style III  ,Lam Độn III,Blue Style III  ,สไตล์น้ำเงิน III  ,Gaya Biru III  ,Estilo ng Asul III  ,Gaya Biru III  ,config/chip/icon_landunmiji_1.png,7,5,3,21,2,50003,1,50003,100,5,<10>,<5;15;20;30;40;50>,50003,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60754,,,Blue Style IV  ,Lam Độn IV,Blue Style IV  ,สไตล์น้ำเงิน IV  ,Gaya Biru IV  ,Estilo ng Asul IV  ,Gaya Biru IV  ,config/chip/icon_landunmiji_1.png,7,5,4,22,2,50004,1,50004,100,5,<10>,<5;15;20;30;40;50>,50004,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60755,,,Blue Style V  ,Lam Độn V,Blue Style V  ,สไตล์น้ำเงิน V  ,Gaya Biru V  ,Estilo ng Asul V  ,Gaya Biru V  ,config/chip/icon_landunmiji_1.png,7,5,5,23,2,50005,1,50005,100,5,<10>,<5;15;20;30;40;50>,50005,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60756,,,Blue Style VI  ,Lam Độn VI,Blue Style VI  ,สไตล์น้ำเงิน VI  ,Gaya Biru VI  ,Estilo ng Asul VI  ,Gaya Biru VI  ,config/chip/icon_landunmiji_1.png,7,5,6,24,2,50006,1,50006,100,5,<10>,<5;15;20;30;40;50>,50006,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60761,,,Blue Style I  ,Lam Độn I,Blue Style I  ,สไตล์น้ำเงิน I  ,Gaya Biru I  ,Estilo ng Asul I  ,Gaya Biru I  ,config/chip/icon_landunmiji_1.png,7,6,1,25,2,60001,2,60001,100,6,<10;30>,<5;15;20;30;40;50;60>,60001,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60762,,,Blue Style II  ,Lam Độn II,Blue Style II  ,สไตล์น้ำเงิน II  ,Gaya Biru II  ,Estilo ng Asul II  ,Gaya Biru II  ,config/chip/icon_landunmiji_1.png,7,6,2,26,2,60002,2,60002,100,6,<10;30>,<5;15;20;30;40;50;60>,60002,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60763,,,Blue Style III  ,Lam Độn III,Blue Style III  ,สไตล์น้ำเงิน III  ,Gaya Biru III  ,Estilo ng Asul III  ,Gaya Biru III  ,config/chip/icon_landunmiji_1.png,7,6,3,27,2,60003,2,60003,100,6,<10;30>,<5;15;20;30;40;50;60>,60003,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60764,,,Blue Style IV  ,Lam Độn IV,Blue Style IV  ,สไตล์น้ำเงิน IV  ,Gaya Biru IV  ,Estilo ng Asul IV  ,Gaya Biru IV  ,config/chip/icon_landunmiji_1.png,7,6,4,28,2,60004,2,60004,100,6,<10;30>,<5;15;20;30;40;50;60>,60004,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60765,,,Blue Style V  ,Lam Độn V,Blue Style V  ,สไตล์น้ำเงิน V  ,Gaya Biru V  ,Estilo ng Asul V  ,Gaya Biru V  ,config/chip/icon_landunmiji_1.png,7,6,5,29,2,60005,2,60005,100,6,<10;30>,<5;15;20;30;40;50;60>,60005,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60766,,,Blue Style VI  ,Lam Độn VI,Blue Style VI  ,สไตล์น้ำเงิน VI  ,Gaya Biru VI  ,Estilo ng Asul VI  ,Gaya Biru VI  ,config/chip/icon_landunmiji_1.png,7,6,6,30,2,60006,2,60006,100,6,<10;30>,<5;15;20;30;40;50;60>,60006,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60821,,,Ice Style I  ,Băng Độn I,Ice Style I  ,สไตล์น้ำแข็ง I  ,Gaya Es I  ,Estilo ng Yelo I  ,Gaya Ais I  ,config/chip/icon_bingdunmiji_1.png,8,2,1,1,1,20001,1,20001,100,2,<10>,<5;15;20;30;40>,20001,1,75,
60822,,,Ice Style II  ,Băng Độn II,Ice Style II  ,สไตล์น้ำแข็ง II  ,Gaya Es II  ,Estilo ng Yelo II  ,Gaya Ais II  ,config/chip/icon_bingdunmiji_1.png,8,2,2,2,1,20002,1,20002,100,2,<10>,<5;15;20;30;40>,20002,1,75,
60823,,,Ice Style III  ,Băng Độn III,Ice Style III  ,สไตล์น้ำแข็ง III  ,Gaya Es III  ,Estilo ng Yelo III  ,Gaya Ais III  ,config/chip/icon_bingdunmiji_1.png,8,2,3,3,1,20003,1,20003,100,2,<10>,<5;15;20;30;40>,20003,1,75,
60824,,,Ice Style IV  ,Băng Độn IV,Ice Style IV  ,สไตล์น้ำแข็ง IV  ,Gaya Es IV  ,Estilo ng Yelo IV  ,Gaya Ais IV  ,config/chip/icon_bingdunmiji_1.png,8,2,4,4,1,20004,1,20004,100,2,<10>,<5;15;20;30;40>,20004,1,75,
60825,,,Ice Style V  ,Băng Độn V,Ice Style V  ,สไตล์น้ำแข็ง V  ,Gaya Es V  ,Estilo ng Yelo V  ,Gaya Ais V  ,config/chip/icon_bingdunmiji_1.png,8,2,5,5,1,20005,1,20005,100,2,<10>,<5;15;20;30;40>,20005,1,75,
60826,,,Ice Style VI  ,Băng Độn VI,Ice Style VI  ,สไตล์น้ำแข็ง VI  ,Gaya Es VI  ,Estilo ng Yelo VI  ,Gaya Ais VI  ,config/chip/icon_bingdunmiji_1.png,8,2,6,6,1,20006,1,20006,100,2,<10>,<5;15;20;30;40>,20006,1,75,
60831,,,Ice Style I  ,Băng Độn I,Ice Style I  ,สไตล์น้ำแข็ง I  ,Gaya Es I  ,Estilo ng Yelo I  ,Gaya Ais I  ,config/chip/icon_bingdunmiji_1.png,8,3,1,7,1,30001,1,30001,100,3,<10>,<5;15;20;30;40>,30001,2,150,
60832,,,Ice Style II  ,Băng Độn II,Ice Style II  ,สไตล์น้ำแข็ง II  ,Gaya Es II  ,Estilo ng Yelo II  ,Gaya Ais II  ,config/chip/icon_bingdunmiji_1.png,8,3,2,8,1,30002,1,30002,100,3,<10>,<5;15;20;30;40>,30002,2,150,
60833,,,Ice Style III  ,Băng Độn III,Ice Style III  ,สไตล์น้ำแข็ง III  ,Gaya Es III  ,Estilo ng Yelo III  ,Gaya Ais III  ,config/chip/icon_bingdunmiji_1.png,8,3,3,9,1,30003,1,30003,100,3,<10>,<5;15;20;30;40>,30003,2,150,
60834,,,Ice Style IV  ,Băng Độn IV,Ice Style IV  ,สไตล์น้ำแข็ง IV  ,Gaya Es IV  ,Estilo ng Yelo IV  ,Gaya Ais IV  ,config/chip/icon_bingdunmiji_1.png,8,3,4,10,1,30004,1,30004,100,3,<10>,<5;15;20;30;40>,30004,2,150,
60835,,,Ice Style V  ,Băng Độn V,Ice Style V  ,สไตล์น้ำแข็ง V  ,Gaya Es V  ,Estilo ng Yelo V  ,Gaya Ais V  ,config/chip/icon_bingdunmiji_1.png,8,3,5,11,1,30005,1,30005,100,3,<10>,<5;15;20;30;40>,30005,2,150,
60836,,,Ice Style VI,Băng Độn VI,Ice Style VI,สไตล์น้ำแข็ง VI,Gaya Es VI,Estilo ng Yelo VI,Gaya Ais VI,config/chip/icon_bingdunmiji_1.png,8,3,6,12,1,30006,1,30006,100,3,<10>,<5;15;20;30;40>,30006,2,150,
60841,,,Ice Style I  ,Băng Độn I,Ice Style I  ,สไตล์น้ำแข็ง I  ,Gaya Es I  ,Estilo ng Yelo I  ,Gaya Ais I  ,config/chip/icon_bingdunmiji_1.png,8,4,1,13,2,40001,1,40001,100,4,<10>,<5;15;20;30;40;50>,40001,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60842,,,Ice Style II  ,Băng Độn II,Ice Style II  ,สไตล์น้ำแข็ง II  ,Gaya Es II  ,Estilo ng Yelo II  ,Gaya Ais II  ,config/chip/icon_bingdunmiji_1.png,8,4,2,14,2,40002,1,40002,100,4,<10>,<5;15;20;30;40;50>,40002,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60843,,,Ice Style III  ,Băng Độn III,Ice Style III  ,สไตล์น้ำแข็ง III  ,Gaya Es III  ,Estilo ng Yelo III  ,Gaya Ais III  ,config/chip/icon_bingdunmiji_1.png,8,4,3,15,2,40003,1,40003,100,4,<10>,<5;15;20;30;40;50>,40003,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60844,,,Ice Style IV  ,Băng Độn IV,Ice Style IV  ,สไตล์น้ำแข็ง IV  ,Gaya Es IV  ,Estilo ng Yelo IV  ,Gaya Ais IV  ,config/chip/icon_bingdunmiji_1.png,8,4,4,16,2,40004,1,40004,100,4,<10>,<5;15;20;30;40;50>,40004,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60845,,,Ice Style V  ,Băng Độn V,Ice Style V  ,สไตล์น้ำแข็ง V  ,Gaya Es V  ,Estilo ng Yelo V  ,Gaya Ais V  ,config/chip/icon_bingdunmiji_1.png,8,4,5,17,2,40005,1,40005,100,4,<10>,<5;15;20;30;40;50>,40005,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60846,,,Ice Style VI  ,Băng Độn VI,Ice Style VI  ,สไตล์น้ำแข็ง VI  ,Gaya Es VI  ,Estilo ng Yelo VI  ,Gaya Ais VI  ,config/chip/icon_bingdunmiji_1.png,8,4,6,18,2,40006,1,40006,100,4,<10>,<5;15;20;30;40;50>,40006,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60851,,,Ice Style I  ,Băng Độn I,Ice Style I  ,สไตล์น้ำแข็ง I  ,Gaya Es I  ,Estilo ng Yelo I  ,Gaya Ais I  ,config/chip/icon_bingdunmiji_1.png,8,5,1,19,2,50001,1,50001,100,5,<10>,<5;15;20;30;40;50>,50001,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60852,,,Ice Style II  ,Băng Độn II,Ice Style II  ,สไตล์น้ำแข็ง II  ,Gaya Es II  ,Estilo ng Yelo II  ,Gaya Ais II  ,config/chip/icon_bingdunmiji_1.png,8,5,2,20,2,50002,1,50002,100,5,<10>,<5;15;20;30;40;50>,50002,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60853,,,Ice Style III  ,Băng Độn III,Ice Style III  ,สไตล์น้ำแข็ง III  ,Gaya Es III  ,Estilo ng Yelo III  ,Gaya Ais III  ,config/chip/icon_bingdunmiji_1.png,8,5,3,21,2,50003,1,50003,100,5,<10>,<5;15;20;30;40;50>,50003,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60854,,,Ice Style IV  ,Băng Độn IV,Ice Style IV  ,สไตล์น้ำแข็ง IV  ,Gaya Es IV  ,Estilo ng Yelo IV  ,Gaya Ais IV  ,config/chip/icon_bingdunmiji_1.png,8,5,4,22,2,50004,1,50004,100,5,<10>,<5;15;20;30;40;50>,50004,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60855,,,Ice Style V  ,Băng Độn V,Ice Style V  ,สไตล์น้ำแข็ง V  ,Gaya Es V  ,Estilo ng Yelo V  ,Gaya Ais V  ,config/chip/icon_bingdunmiji_1.png,8,5,5,23,2,50005,1,50005,100,5,<10>,<5;15;20;30;40;50>,50005,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60856,,,Ice Style VI  ,Băng Độn VI,Ice Style VI  ,สไตล์น้ำแข็ง VI  ,Gaya Es VI  ,Estilo ng Yelo VI  ,Gaya Ais VI  ,config/chip/icon_bingdunmiji_1.png,8,5,6,24,2,50006,1,50006,100,5,<10>,<5;15;20;30;40;50>,50006,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60861,,,Ice Style I  ,Băng Độn I,Ice Style I  ,สไตล์น้ำแข็ง I  ,Gaya Es I  ,Estilo ng Yelo I  ,Gaya Ais I  ,config/chip/icon_bingdunmiji_1.png,8,6,1,25,2,60001,2,60001,100,6,<10;30>,<5;15;20;30;40;50;60>,60001,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60862,,,Ice Style II  ,Băng Độn II,Ice Style II  ,สไตล์น้ำแข็ง II  ,Gaya Es II  ,Estilo ng Yelo II  ,Gaya Ais II  ,config/chip/icon_bingdunmiji_1.png,8,6,2,26,2,60002,2,60002,100,6,<10;30>,<5;15;20;30;40;50;60>,60002,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60863,,,Ice Style III  ,Băng Độn III,Ice Style III  ,สไตล์น้ำแข็ง III  ,Gaya Es III  ,Estilo ng Yelo III  ,Gaya Ais III  ,config/chip/icon_bingdunmiji_1.png,8,6,3,27,2,60003,2,60003,100,6,<10;30>,<5;15;20;30;40;50;60>,60003,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60864,,,Ice Style IV  ,Băng Độn IV,Ice Style IV  ,สไตล์น้ำแข็ง IV  ,Gaya Es IV  ,Estilo ng Yelo IV  ,Gaya Ais IV  ,config/chip/icon_bingdunmiji_1.png,8,6,4,28,2,60004,2,60004,100,6,<10;30>,<5;15;20;30;40;50;60>,60004,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60865,,,Ice Style V  ,Băng Độn V,Ice Style V  ,สไตล์น้ำแข็ง V  ,Gaya Es V  ,Estilo ng Yelo V  ,Gaya Ais V  ,config/chip/icon_bingdunmiji_1.png,8,6,5,29,2,60005,2,60005,100,6,<10;30>,<5;15;20;30;40;50;60>,60005,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
