VariableName,name,name_tw,name_en,name_vn,name_th,name_in,name_ph,name_ma,type,classify,attrAdd,stackMax,theme,icon,res,startResScale,attr,interactivityAttr,roleActionDatas,size,touchSize,relSize,startPos,position,quality,currentNum,languages
53013,相框墙饰,相框牆飾,Photo Frame,Khung ảnh treo tường,กรอบรูปติดผนัง  ,Bingkai Foto Dinding  ,Nakabitin na Frame ng Larawan  ,Bingkai Gambar Dinding  ,4,2,{7=280},3,1,city/homeland/home/icon/wall_painting/bihua.png,city/homeland/home/item/wall_painting/bihua.png,,{flip=True;left=True},,,{width=1;height=5},{height=5;width=1;off={offHeight=0;offWidth=0}},{height=1;width=1;off={offHeight=0;offWidth=0}},{y=150;x=-80},,,,
53014,落地海景窗,落地海景窗,French Sea-View Windows,Cửa sổ sát sàn,หน้าต่างพื้นถึงเพดาน  ,Jendela Lantai ke Langit-langit  ,Bintana Mula Sahig Hanggang Kisame  ,Tingkap dari Lantai ke Siling  ,4,1,{1=7220},,3,city/homeland/home/icon/wall_painting/img_3damen.png,city/homeland/home/item/wall_painting/img_3damen.png,,{right=True;flip=True},,,{width=6;height=5},{height=5;width=5;off={offHeight=0;offWidth=0}},{height=4;width=5;off={offHeight=0;offWidth=0}},{y=5;x=-475},4,,,
53015,床头小物,床頭小物,Bedside Gadget,Đồ trang trí đầu giường,ของตกแต่งหัวเตียง  ,Dekorasi di Samping Tempat Tidur  ,Palamuti sa Tabing Kama  ,Hiasan Sebelah Katil  ,4,0,{1=3370},2,3,city/homeland/home/icon/wall_painting/img_3guajian01.png,city/homeland/home/item/wall_painting/img_3guajian01.png,,{right=True;flip=True},,,{width=2;height=5},{height=5;width=2;off={offHeight=0;offWidth=0}},{height=1;width=2;off={offHeight=0;offWidth=0}},{y=200;x=-177},4,,,
53016,沙堡冠军照,沙堡冠軍照,Champion Photo,Ảnh quán quân lâu đài cát,ภาพแชมป์ปราสาททราย  ,Foto Juara Istana Pasir  ,Larawan ng Sandcastle Champion  ,Gambar Juara Istana Pasir  ,4,1,{7=1000},,3,city/homeland/home/icon/wall_painting/img_3guajian02.png,city/homeland/home/item/wall_painting/img_3guajian02.png,,{right=True;flip=True},,,{width=4;height=5},{height=5;width=2;off={offHeight=3;offWidth=0}},{height=2;width=2;off={offHeight=3;offWidth=0}},{y=170;x=-325},4,,,
53017,海军救生圈,海軍救生圈,Naval Life Buoy,Phao cứu sinh hải quân,ห่วงยางกู้ภัยกองทัพเรือ  ,Pelampung Penyelamat Angkatan Laut  ,Lifebuoy ng Navy  ,Pelampung Penyelamat Tentera Laut  ,4,2,{8=185},2,3,city/homeland/home/icon/wall_painting/img_3guajian03.png,city/homeland/home/item/wall_painting/img_3guajian03.png,1.2,{flip=True;left=True},,,{width=2;height=5},{height=5;width=2;off={offHeight=3;offWidth=0}},{height=2;width=2;off={offHeight=3;offWidth=0}},{y=140;x=-137},4,,,
53018,海景大窗,海景大窗,Sea-View Window·L,Cửa sổ lớn cảnh biển,หน้าต่างวิวทะเลขนาดใหญ่  ,Jendela Pemandangan Laut Besar  ,Malaking Bintana Tanaw Dagat  ,Tingkap Besar Pemandangan Laut  ,4,1,{8=275},,3,city/homeland/home/icon/wall_painting/img_3xiaomen.png,city/homeland/home/item/wall_painting/img_3xiaomen.png,,{flip=True;left=True},,,{width=4;height=5},{height=5;width=4;off={offHeight=0;offWidth=0}},{height=4;width=4;off={offHeight=0;offWidth=0}},{y=0;x=-320},4,,,
53019,海景小窗,海景小窗,Sea-View Window·S,Cửa sổ nhỏ cảnh biển,หน้าต่างวิวทะเลขนาดเล็ก  ,Jendela Pemandangan Laut Kecil  ,Maliit na Bintana Tanaw Dagat  ,Tingkap Kecil Pemandangan Laut  ,4,1,{7=800},,3,city/homeland/home/icon/wall_painting/img_3chuanghu.png,city/homeland/home/item/wall_painting/img_3chuanghu.png,0.85,{flip=True;left=True},,,{width=3;height=5},{height=5;width=3;off={offHeight=0;offWidth=0}},{height=3;width=3;off={offHeight=0;offWidth=0}},{y=125;x=-240},4,,,
53020,圣诞壁炉,聖誕壁爐,Christmas Fireplace,Lò Sưởi Noel,เตาผิงคริสต์มาส  ,Perapian Natal  ,Fireplace ng Pasko  ,Perapian Krismas  ,4,0,{7=720},,4,city/homeland/home/icon/wall_painting/icon_bilu.png,home/fireplace.json,1.1,{flip=True;left=True},,,{width=3;height=5},{height=5;width=2;off={offHeight=0;offWidth=0}},{height=3;width=3;off={offHeight=0;offWidth=0}},{y=70;x=-110},3,,,
53021,圣诞木门,聖誕木門,Christmas Door,Cửa Gỗ Noel,ประตูไม้คริสต์มาส  ,Pintu Kayu Natal  ,Pintong Kahoy ng Pasko  ,Pintu Kayu Krismas  ,4,1,{1=5775},,4,city/homeland/home/icon/wall_painting/icon_door.png,city/homeland/home/item/wall_painting/img_door.png,1.1,{right=True;flip=True},,,{width=3;height=5},{height=5;width=3;off={offHeight=0;offWidth=0}},{height=4;width=3;off={offHeight=0;offWidth=0}},{y=15;x=-255},3,,,
53022,圣诞花环,聖誕花環,Christmas Ring,Vòng Hoa Noel,พวงหรีดคริสต์มาส  ,Karangan Bunga Natal  ,Korona ng Pasko  ,Kalungan Krismas  ,4,0,{1=1795},3,4,city/homeland/home/icon/wall_painting/icon_hua01.png,city/homeland/home/item/wall_painting/img_hua01.png,0.9,{right=True;flip=True},,,{width=1;height=5},{height=5;width=1;off={offHeight=-4;offWidth=0}},{height=1;width=1;off={offHeight=0;offWidth=0}},{y=160;x=-80},3,,,
53023,袜子挂饰,襪子掛飾,Christmas Sock,Trang Sức Vớ Treo,เครื่องประดับถุงเท้าแขวน  ,Hiasan Stoking Gantung  ,Palamuting Medyas  ,Hiasan Stokin Gantung  ,4,2,{8=150},2,4,city/homeland/home/icon/wall_painting/icon_shoutao.png,city/homeland/home/item/wall_painting/img_shoutao.png,,{flip=True;left=True},,,{width=3;height=5},{height=5;width=3;off={offHeight=0;offWidth=0}},{height=2.5;width=2.5;off={offHeight=0;offWidth=0}},{y=160;x=-250},3,,,
53024,圣诞小窗,聖誕小窗,Christmas Window·S,Cửa Sổ Noel Nhỏ,หน้าต่างคริสต์มาสเล็ก  ,Jendela Natal Kecil  ,Maliit na Bintana ng Pasko  ,Tingkap Krismas Kecil  ,4,1,{8=115},2,4,city/homeland/home/icon/wall_painting/icon_window1.png,city/homeland/home/item/wall_painting/img_window1icon_window1.png,1.2,{flip=True;left=True},,,{width=2;height=5},{height=5;width=2;off={offHeight=-1;offWidth=0}},{height=2.2;width=2;off={offHeight=0;offWidth=0}},{y=80;x=-147},3,,,
53025,圣诞大窗,聖誕大窗,Christmas Window·L,Cửa Sổ Noel Lớn,หน้าต่างคริสต์มาสใหญ่  ,Jendela Natal Besar  ,Malaking Bintana ng Pasko  ,Tingkap Krismas Besar  ,4,0,{8=245},,4,city/homeland/home/icon/wall_painting/icon_window2.png,city/homeland/home/item/wall_painting/img_window2.png,1.2,{right=True;flip=True},,,{width=3;height=5},{height=5;width=3;off={offHeight=0;offWidth=0}},{height=3;width=3;off={offHeight=0;offWidth=0}},{y=80;x=-239},3,,,
53026,墙壁贴花,牆壁貼花,Christmas Wallflower,Giấy Dán Tường,วอลเปเปอร์  ,Wallpaper  ,Wallpaper  ,Kertas Dinding  ,4,1,{7=225},4,4,city/homeland/home/icon/wall_painting/icon_zhaungshi.png,city/homeland/home/item/wall_painting/img_zhaungshi.png,,{right=True;flip=True},,,{width=3;height=5},{height=5;width=2;off={offHeight=0;offWidth=0}},{height=2.2;width=3;off={offHeight=2;offWidth=0}},{y=135;x=-230},3,,,
54001,滚球兽,滾球獸,Koromon,Koromon,โคโรมอน  ,Koromon  ,Koromon  ,Koromon  ,5,0,{15=50},,,00ShuMa/common/portrait/01yagushou0.png,home/hero/gunqiushou/gunqiushou.json,,{flip=True},,,,{height=1;width=1;off={offHeight=1;offWidth=1}},{height=1;width=1;off={offHeight=1;offWidth=1}},{y=15;x=0},,,,
54002,普尼兽,普尼獸,Punimon,Punimon,พูนิมอน  ,Punimon  ,Punimon  ,Punimon  ,5,1,{11=50},,,city/homeland/home/role/icon/shum_7.png,home/hero/punishou/punishou.json,,{flip=True},,,,{height=1;width=1;off={offHeight=1;offWidth=1}},{height=1;width=1;off={offHeight=1;offWidth=1}},{y=15;x=0},,,,
54003,包子兽,包子獸,Baomon,Paomon,พาโอมอน  ,Paomon  ,Paomon  ,Paomon  ,5,2,{14=50},,,city/homeland/home/role/icon/shum_1.png,home/hero/baozishou/baozishou.json,,{flip=True},,,,{height=1;width=1;off={offHeight=1;offWidth=1}},{height=1;width=1;off={offHeight=1;offWidth=1}},{y=15;x=0},,,,
54004,狐裘兽,狐裘獸,Reremon,Reremon,เรเรมอน  ,Reremon  ,Reremon  ,Reremon  ,5,0,{13=50},,,city/homeland/home/role/icon/shum_6.png,home/hero/huqiushou/huqiushou.json,,{flip=True},,,,{height=1;width=1;off={offHeight=1;offWidth=1}},{height=1;width=1;off={offHeight=1;offWidth=1}},{y=15;x=0},,,,
54005,绿叶兽,綠葉獸,Leafmon,Leafmon,ลีฟมอน  ,Leafmon  ,Leafmon  ,Leafmon  ,5,1,{10=50},,,city/homeland/home/role/icon/shum_2.png,home/hero/lvyeshou/lvyeshou.json,,{flip=True},,,,{height=1;width=1;off={offHeight=1;offWidth=1}},{height=1;width=1;off={offHeight=1;offWidth=1}},{y=15;x=0},,,,
54006,黑球兽,黑球獸,Botamon,Botamon,โบทา มอน  ,Botamon  ,Botamon  ,Botamon  ,5,2,{21=50},,,city/homeland/home/role/icon/shum_4.png,home/hero/heiqiushou/heiqiushou.json,,{flip=True},,,,{height=1;width=1;off={offHeight=1;offWidth=1}},{height=1;width=1;off={offHeight=1;offWidth=1}},{y=15;x=0},,,,
54007,汪喵兽,汪喵獸,Wanyamon,Wanyamon,วานยามอน  ,Wanyamon  ,Wanyamon  ,Wanyamon  ,5,0,{19=50},,,city/homeland/home/role/icon/shum_3.png,home/hero/wangmiaoshou/wangmiaoshou.json,,{flip=True},,,,{height=1;width=1;off={offHeight=1;offWidth=1}},{height=1;width=1;off={offHeight=1;offWidth=1}},{y=15;x=0},,,,
54008,日光兽,日光獸,Sunmon,Sunmon,ซันมอน  ,Sunmon  ,Sunmon  ,Sunmon  ,5,1,{18=50},,,city/homeland/home/role/icon/shum_9.png,home/hero/riguangshou/riguangshou.json,,{flip=True},,,,{height=1;width=1;off={offHeight=1;offWidth=1}},{height=1;width=1;off={offHeight=1;offWidth=1}},{y=15;x=0},,,,
54009,小龙兽,小龍獸,Petitmon,Petitmon,เปอติมอน  ,Petitmon  ,Petitmon  ,Petitmon  ,5,2,{20=50},,,city/homeland/home/role/icon/shum_5.png,home/hero/xiaohuolong/xiaolongshou.json,,{flip=True},,,,{height=1;width=1;off={offHeight=1;offWidth=1}},{height=1;width=1;off={offHeight=1;offWidth=1}},{y=15;x=0},,,,
54010,也也兽,也也獸,Yaamon,Yaamon,ยาอามอน,Yaamon,Yaamon,Yaamon,5,,{16=50},,,city/homeland/home/role/icon/shum_8.png,home/hero/yeyeshou/yeyeshou.json,,{flip=True},,,,{height=1;width=1;off={offHeight=1;offWidth=1}},{height=1;width=1;off={offHeight=1;offWidth=1}},{y=15;x=0},,,,
